NO_OF_FRAMES	3042
NO_OF_CAMERAS	2
NO_OF_MARKERS	1
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-18, 15:55:02.006	683436.86251110
DATA_INCLUDED	3D
MARKER_NAMES	h23_3g
TRAJECTORY_TYPES	Mixed
Frame	Time	h23_3g X	h23_3g Y	h23_3g Z	
2019	4.03600	355.810	894.658	196.489
2020	4.03800	355.810	894.389	196.486
2021	4.04000	355.806	894.122	196.416
2022	4.04200	355.726	893.916	196.541
2023	4.04400	355.766	893.652	196.561
2024	4.04600	355.779	893.379	196.475
2025	4.04800	355.773	893.135	196.470
2026	4.05000	355.763	892.892	196.507
2027	4.05200	355.756	892.622	196.463
2028	4.05400	355.689	892.408	196.533
2029	4.05600	355.679	892.156	196.581
2030	4.05800	355.721	891.874	196.548
2031	4.06000	355.713	891.624	196.527
2032	4.06200	355.662	891.378	196.545
2033	4.06400	355.665	891.100	196.554
2034	4.06600	355.664	890.859	196.525
2035	4.06800	355.635	890.574	196.475
2036	4.07000	355.630	890.316	196.505
2037	4.07200	355.617	890.043	196.420
2038	4.07400	355.610	889.796	196.442
2039	4.07600	355.548	889.574	196.564
2040	4.07800	355.577	889.285	196.475
2041	4.08000	355.534	889.038	196.496
2042	4.08200	355.494	888.779	196.483
2043	4.08400	355.463	888.548	196.547
2044	4.08600	355.507	888.270	196.496
2045	4.08800	355.469	888.029	196.531
2046	4.09000	355.480	887.763	196.505
2047	4.09200	355.463	887.524	196.518
2048	4.09400	355.450	887.238	196.470
2049	4.09600	355.435	887.004	196.564
2050	4.09800	355.374	886.738	196.494
2051	4.10000	355.365	886.478	196.485
2052	4.10200	355.378	886.202	196.468
2053	4.10400	355.369	885.943	196.461
2054	4.10600	355.313	885.699	196.454
2055	4.10800	355.352	885.419	196.466
2056	4.11000	355.306	885.170	196.444
2057	4.11200	355.293	884.904	196.420
2058	4.11400	355.309	884.626	196.362
2059	4.11600	355.308	884.387	196.375
2060	4.11800	355.248	884.134	196.379
2061	4.12000	355.256	883.880	196.385
2062	4.12200	355.258	883.627	196.433
2063	4.12400	355.244	883.361	196.410
2064	4.12600	355.211	883.128	196.436
2065	4.12800	355.215	882.865	196.452
2066	4.13000	355.162	882.635	196.521
2067	4.13200	355.155	882.401	196.548
2068	4.13400	355.184	882.125	196.536
2069	4.13600	355.165	881.870	196.542
2070	4.13800	355.131	881.621	196.522
2071	4.14000	355.131	881.345	196.508
2072	4.14200	355.139	881.073	196.468
2073	4.14400	355.119	880.799	196.385
2074	4.14600	355.138	880.511	196.340
2075	4.14800	355.065	880.235	196.278
2076	4.15000	354.987	879.994	196.314
2077	4.15200	355.088	879.716	196.309
2078	4.15400	354.963	879.460	196.331
2079	4.15600	354.991	879.214	196.332
2080	4.15800	354.967	878.960	196.338
2081	4.16000	355.002	878.701	196.378
2082	4.16200	354.890	878.461	196.341
2083	4.16400	354.910	878.208	196.393
2084	4.16600	354.943	877.929	196.340
2085	4.16800	354.899	877.693	196.393
2086	4.17000	354.853	877.460	196.420
2087	4.17200	354.826	877.202	196.452
2088	4.17400	354.773	876.932	196.411
2089	4.17600	354.838	876.660	196.351
2090	4.17800	354.788	876.371	196.330
2091	4.18000	354.766	876.128	196.371
2092	4.18200	354.746	875.865	196.320
2093	4.18400	354.711	875.616	196.411
2094	4.18600	354.692	875.356	196.402
2095	4.18800	354.735	875.079	196.326
2096	4.19000	354.703	874.840	196.337
2097	4.19200	354.678	874.579	196.397
2098	4.19400	354.671	874.321	196.363
2099	4.19600	354.685	874.063	196.332
2100	4.19800	354.645	873.796	196.374
2101	4.20000	354.629	873.538	196.341
2102	4.20200	354.623	873.320	196.379
2103	4.20400	354.620	873.044	196.367
2104	4.20600	354.620	872.800	196.408
2105	4.20800	354.611	872.569	196.413
2106	4.21000	354.548	872.291	196.425
2107	4.21200	354.522	872.042	196.449
2108	4.21400	354.526	871.784	196.418
2109	4.21600	354.513	871.499	196.417
2110	4.21800	354.496	871.261	196.473
2111	4.22000	354.479	870.992	196.410
2112	4.22200	354.459	870.720	196.371
2113	4.22400	354.449	870.455	196.391
2114	4.22600	354.444	870.153	196.275
2115	4.22800	354.384	869.902	196.257
2116	4.23000	354.391	869.637	196.276
2117	4.23200	354.385	869.382	196.288
2118	4.23400	354.373	869.139	196.263
2119	4.23600	354.345	868.866	196.290
2120	4.23800	354.361	868.601	196.245
2121	4.24000	354.309	868.383	196.280
2122	4.24200	354.324	868.100	196.255
2123	4.24400	354.315	867.883	196.335
2124	4.24600	354.278	867.632	196.317
2125	4.24800	354.250	867.356	196.240
2126	4.25000	354.212	867.087	196.242
2127	4.25200	354.207	866.855	196.250
2128	4.25400	354.210	866.582	196.216
2129	4.25600	354.185	866.323	196.251
2130	4.25800	354.159	866.054	196.190
2131	4.26000	354.130	865.793	196.182
2132	4.26200	354.113	865.546	196.252
2133	4.26400	354.112	865.311	196.284
2134	4.26600	354.065	865.051	196.212
2135	4.26800	354.076	864.747	196.165
2136	4.27000	354.040	864.498	196.190
2137	4.27200	354.033	864.272	196.212
2138	4.27400	354.023	864.001	196.219
2139	4.27600	353.990	863.740	196.214
2140	4.27800	354.008	863.487	196.201
2141	4.28000	353.986	863.231	196.211
2142	4.28200	353.956	863.008	196.341
2143	4.28400	353.953	862.762	196.343
2144	4.28600	353.910	862.525	196.401
2145	4.28800	353.943	862.234	196.362
2146	4.29000	353.887	861.989	196.360
2147	4.29200	353.887	861.736	196.347
2148	4.29400	353.866	861.477	196.384
2149	4.29600	353.876	861.203	196.349
2150	4.29800	353.854	860.939	196.303
2151	4.30000	353.857	860.637	196.233
2152	4.30200	353.867	860.375	196.230
2153	4.30400	353.837	860.117	196.199
2154	4.30600	353.827	859.834	196.175
2155	4.30800	353.837	859.556	196.166
2156	4.31000	353.833	859.306	196.126
2157	4.31200	353.810	859.062	196.169
2158	4.31400	353.811	858.791	196.177
2159	4.31600	353.803	858.547	196.153
2160	4.31800	353.763	858.301	196.154
2161	4.32000	353.740	858.032	196.201
2162	4.32200	353.745	857.791	196.220
2163	4.32400	353.740	857.553	196.213
2164	4.32600	353.702	857.277	196.203
2165	4.32800	353.707	857.014	196.201
2166	4.33000	353.687	856.779	196.235
2167	4.33200	353.678	856.477	196.165
2168	4.33400	353.666	856.227	196.194
2169	4.33600	353.646	855.969	196.166
2170	4.33800	353.629	855.688	196.117
2171	4.34000	353.638	855.410	196.110
2172	4.34200	353.620	855.173	196.103
2173	4.34400	353.573	854.908	196.125
2174	4.34600	353.590	854.630	196.120
2175	4.34800	353.571	854.371	196.091
2176	4.35000	353.495	854.125	196.089
2177	4.35200	353.498	853.865	196.131
2178	4.35400	353.494	853.608	196.145
2179	4.35600	353.527	853.357	196.112
2180	4.35800	353.464	853.114	196.153
2181	4.36000	353.492	852.856	196.169
2182	4.36200	353.419	852.626	196.174
2183	4.36400	353.441	852.396	196.229
2184	4.36600	353.430	852.136	196.269
2185	4.36800	353.432	851.895	196.289
2186	4.37000	353.367	851.631	196.244
2187	4.37200	353.378	851.358	196.254
2188	4.37400	353.374	851.098	196.226
2189	4.37600	353.339	850.824	196.194
2190	4.37800	353.323	850.574	196.223
2191	4.38000	353.315	850.281	196.143
2192	4.38200	353.291	850.021	196.116
2193	4.38400	353.289	849.746	196.085
2194	4.38600	353.266	849.478	196.067
2195	4.38800	353.240	849.231	196.071
2196	4.39000	353.227	848.977	196.060
2197	4.39200	353.236	848.698	196.054
2198	4.39400	353.197	848.458	196.072
2199	4.39600	353.211	848.203	196.064
2200	4.39800	353.150	847.960	196.106
2201	4.40000	353.196	847.692	196.068
2202	4.40200	353.165	847.421	196.010
2203	4.40400	353.137	847.173	196.081
2204	4.40600	353.123	846.911	196.080
2205	4.40800	353.072	846.661	196.042
2206	4.41000	353.083	846.388	196.053
2207	4.41200	353.089	846.124	196.054
2208	4.41400	353.069	845.865	196.028
2209	4.41600	353.031	845.603	196.027
2210	4.41800	353.016	845.330	196.037
2211	4.42000	352.998	845.052	195.965
2212	4.42200	353.010	844.797	195.956
2213	4.42400	352.973	844.547	195.986
2214	4.42600	352.953	844.284	195.986
2215	4.42800	352.927	844.049	196.022
2216	4.43000	352.929	843.773	195.993
2217	4.43200	352.926	843.528	196.040
2218	4.43400	352.887	843.281	196.045
2219	4.43600	352.883	843.017	196.046
2220	4.43800	352.869	842.763	196.103
2221	4.44000	352.853	842.531	196.115
2222	4.44200	352.864	842.285	196.163
2223	4.44400	352.853	842.034	196.195
2224	4.44600	352.837	841.774	196.171
2225	4.44800	352.832	841.513	196.147
2226	4.45000	352.810	841.247	196.172
2227	4.45200	352.771	840.981	196.132
2228	4.45400	352.763	840.715	196.093
2229	4.45600	352.735	840.424	196.058
2230	4.45800	352.709	840.155	196.044
2231	4.46000	352.688	839.907	196.052
2232	4.46200	352.668	839.638	196.037
2233	4.46400	352.633	839.365	196.049
2234	4.46600	352.624	839.099	196.010
2235	4.46800	352.616	838.835	196.012
2236	4.47000	352.600	838.581	196.070
2237	4.47200	352.575	838.327	196.061
2238	4.47400	352.548	838.066	196.038
2239	4.47600	352.539	837.800	196.066
2240	4.47800	352.515	837.542	196.084
2241	4.48000	352.479	837.316	196.111
2242	4.48200	352.483	837.037	196.109
2243	4.48400	352.459	836.786	196.141
2244	4.48600	352.427	836.538	196.149
2245	4.48800	352.436	836.255	196.106
2246	4.49000	352.410	835.982	196.118
2247	4.49200	352.392	835.709	196.064
2248	4.49400	352.393	835.454	196.058
2249	4.49600	352.379	835.175	196.055
2250	4.49800	352.389	834.908	196.017
2251	4.50000	352.368	834.659	196.025
2252	4.50200	352.325	834.381	196.020
2253	4.50400	352.343	834.119	195.999
2254	4.50600	352.324	833.871	196.007
2255	4.50800	352.318	833.606	196.011
2256	4.51000	352.284	833.352	196.002
2257	4.51200	352.272	833.101	195.970
2258	4.51400	352.275	832.864	196.010
2259	4.51600	352.249	832.610	196.069
2260	4.51800	352.250	832.370	196.068
2261	4.52000	352.226	832.128	196.092
2262	4.52200	352.198	831.870	196.111
2263	4.52400	352.199	831.596	196.059
2264	4.52600	352.187	831.372	196.130
2265	4.52800	352.169	831.093	196.128
2266	4.53000	352.164	830.825	196.091
2267	4.53200	352.153	830.564	196.070
2268	4.53400	352.149	830.284	196.003
2269	4.53600	352.124	830.023	196.047
2270	4.53800	352.118	829.771	196.015
2271	4.54000	352.121	829.488	195.975
2272	4.54200	352.124	829.217	195.964
2273	4.54400	352.125	828.961	195.958
2274	4.54600	352.123	828.718	195.985
2275	4.54800	352.108	828.454	195.989
2276	4.55000	352.084	828.190	195.992
2277	4.55200	352.091	827.950	195.992
2278	4.55400	352.080	827.704	196.044
2279	4.55600	352.060	827.452	196.079
2280	4.55800	352.052	827.206	196.063
2281	4.56000	352.047	826.942	196.068
2282	4.56200	352.022	826.665	196.042
2283	4.56400	352.026	826.412	196.012
2284	4.56600	352.004	826.163	196.022
2285	4.56800	351.987	825.896	196.053
2286	4.57000	351.969	825.603	195.956
2287	4.57200	351.963	825.357	195.941
2288	4.57400	351.928	825.093	195.946
2289	4.57600	351.933	824.837	195.942
2290	4.57800	351.882	824.595	195.966
2291	4.58000	351.822	824.316	195.898
2292	4.58200	351.827	824.045	195.890
2293	4.58400	351.849	823.804	195.893
2294	4.58600	351.801	823.549	195.886
2295	4.58800	351.745	823.304	195.935
2296	4.59000	351.692	823.056	195.946
2297	4.59200	351.673	822.798	195.967
2298	4.59400	351.628	822.540	195.987
2299	4.59600	351.618	822.316	196.061
2300	4.59800	351.592	822.064	196.029
2301	4.60000	351.603	821.805	196.051
2302	4.60200	351.577	821.515	195.997
2303	4.60400	351.531	821.257	195.950
2304	4.60600	351.524	821.007	195.961
2305	4.60800	351.484	820.734	195.977
2306	4.61000	351.517	820.467	195.920
2307	4.61200	351.507	820.186	195.855
2308	4.61400	351.466	819.900	195.839
2309	4.61600	351.456	819.644	195.837
2310	4.61800	351.424	819.402	195.864
2311	4.62000	351.421	819.105	195.793
2312	4.62200	351.412	818.834	195.786
2313	4.62400	351.403	818.584	195.798
2314	4.62600	351.380	818.351	195.881
2315	4.62800	351.340	818.096	195.877
2316	4.63000	351.328	817.834	195.859
2317	4.63200	351.342	817.571	195.843
2318	4.63400	351.318	817.318	195.880
2319	4.63600	351.315	817.081	195.924
2320	4.63800	351.267	816.833	195.935
2321	4.64000	351.244	816.561	195.927
2322	4.64200	351.239	816.277	195.888
2323	4.64400	351.249	816.029	195.877
2324	4.64600	351.210	815.780	195.889
2325	4.64800	351.187	815.509	195.881
2326	4.65000	351.174	815.219	195.827
2327	4.65200	351.190	814.964	195.801
2328	4.65400	351.180	814.699	195.809
2329	4.65600	351.167	814.447	195.847
2330	4.65800	351.127	814.179	195.813
2331	4.66000	351.137	813.915	195.797
2332	4.66200	351.147	813.640	195.817
2333	4.66400	351.155	813.399	195.819
2334	4.66600	351.101	813.169	195.877
2335	4.66800	351.068	812.901	195.844
2336	4.67000	351.091	812.631	195.812
2337	4.67200	351.086	812.412	195.837
2338	4.67400	351.090	812.152	195.862
2339	4.67600	351.068	811.915	195.905
2340	4.67800	351.041	811.672	195.933
2341	4.68000	351.019	811.400	195.927
2342	4.68200	351.027	811.115	195.891
2343	4.68400	351.025	810.874	195.895
2344	4.68600	350.999	810.596	195.873
2345	4.68800	350.964	810.325	195.866
2346	4.69000	350.974	810.058	195.809
2347	4.69200	350.957	809.795	195.793
2348	4.69400	350.939	809.530	195.803
2349	4.69600	350.907	809.255	195.755
2350	4.69800	350.908	809.013	195.759
2351	4.70000	350.901	808.726	195.749
2352	4.70200	350.885	808.475	195.764
2353	4.70400	350.884	808.228	195.753
2354	4.70600	350.849	807.969	195.778
2355	4.70800	350.841	807.719	195.792
2356	4.71000	350.850	807.455	195.778
2357	4.71200	350.835	807.198	195.778
2358	4.71400	350.817	806.939	195.804
2359	4.71600	350.785	806.677	195.787
2360	4.71800	350.775	806.429	195.777
2361	4.72000	350.754	806.163	195.788
2362	4.72200	350.745	805.891	195.783
2363	4.72400	350.714	805.644	195.773
2364	4.72600	350.707	805.352	195.724
2365	4.72800	350.671	805.093	195.750
2366	4.73000	350.666	804.845	195.740
2367	4.73200	350.642	804.586	195.766
2368	4.73400	350.636	804.301	195.732
2369	4.73600	350.613	804.057	195.762
2370	4.73800	350.590	803.794	195.748
2371	4.74000	350.576	803.534	195.775
2372	4.74200	350.554	803.275	195.801
2373	4.74400	350.549	803.018	195.803
2374	4.74600	350.518	802.765	195.843
2375	4.74800	350.517	802.505	195.871
2376	4.75000	350.498	802.270	195.891
2377	4.75200	350.488	802.008	195.944
2378	4.75400	350.471	801.758	195.960
2379	4.75600	350.446	801.488	195.931
2380	4.75800	350.444	801.246	195.937
2381	4.76000	350.451	800.980	195.949
2382	4.76200	350.435	800.701	195.931
2383	4.76400	350.431	800.433	195.876
2384	4.76600	350.405	800.177	195.877
2385	4.76800	350.403	799.897	195.860
2386	4.77000	350.396	799.627	195.831
2387	4.77200	350.352	799.371	195.830
2388	4.77400	350.325	799.098	195.826
2389	4.77600	350.345	798.821	195.785
2390	4.77800	350.301	798.565	195.784
2391	4.78000	350.328	798.326	195.834
2392	4.78200	350.251	798.055	195.827
2393	4.78400	350.244	797.797	195.829
2394	4.78600	350.230	797.556	195.836
2395	4.78800	350.236	797.276	195.819
2396	4.79000	350.251	797.024	195.838
2397	4.79200	350.183	796.762	195.821
2398	4.79400	350.166	796.518	195.854
2399	4.79600	350.129	796.255	195.840
2400	4.79800	350.143	795.984	195.813
2401	4.80000	350.135	795.713	195.786
2402	4.80200	350.087	795.454	195.812
2403	4.80400	350.083	795.190	195.800
2404	4.80600	350.054	794.920	195.771
2405	4.80800	350.042	794.647	195.769
2406	4.81000	350.044	794.376	195.743
2407	4.81200	350.018	794.126	195.760
2408	4.81400	349.988	793.856	195.731
2409	4.81600	349.994	793.591	195.720
2410	4.81800	349.987	793.327	195.709
2411	4.82000	349.985	793.082	195.742
2412	4.82200	349.965	792.827	195.720
2413	4.82400	349.949	792.583	195.754
2414	4.82600	349.951	792.314	195.702
2415	4.82800	349.945	792.070	195.735
2416	4.83000	349.920	791.825	195.768
2417	4.83200	349.907	791.565	195.798
2418	4.83400	349.892	791.314	195.816
2419	4.83600	349.872	791.057	195.820
2420	4.83800	349.863	790.783	195.819
2421	4.84000	349.841	790.532	195.837
2422	4.84200	349.813	790.262	195.810
2423	4.84400	349.797	789.998	195.799
2424	4.84600	349.782	789.727	195.773
2425	4.84800	349.788	789.462	195.763
2426	4.85000	349.748	789.201	195.726
2427	4.85200	349.725	788.937	195.715
2428	4.85400	349.728	788.679	195.720
2429	4.85600	349.716	788.415	195.710
2430	4.85800	349.691	788.144	195.684
2431	4.86000	349.681	787.902	195.693
2432	4.86200	349.658	787.657	195.727
2433	4.86400	349.657	787.393	195.718
2434	4.86600	349.656	787.143	195.712
2435	4.86800	349.640	786.879	195.702
2436	4.87000	349.622	786.628	195.722
2437	4.87200	349.612	786.363	195.711
2438	4.87400	349.610	786.105	195.716
2439	4.87600	349.590	785.850	195.697
2440	4.87800	349.566	785.576	195.697
2441	4.88000	349.562	785.321	195.676
2442	4.88200	349.539	785.070	195.696
2443	4.88400	349.544	784.791	195.658
2444	4.88600	349.538	784.533	195.662
2445	4.88800	349.497	784.278	195.642
2446	4.89000	349.495	784.011	195.658
2447	4.89200	349.485	783.746	195.648
2448	4.89400	349.484	783.477	195.600
2449	4.89600	349.448	783.226	195.620
2450	4.89800	349.424	782.975	195.641
2451	4.90000	349.416	782.716	195.647
2452	4.90200	349.408	782.478	195.699
2453	4.90400	349.379	782.233	195.736
2454	4.90600	349.365	781.975	195.743
2455	4.90800	349.320	781.731	195.779
2456	4.91000	349.304	781.486	195.814
2457	4.91200	349.282	781.237	195.811
2458	4.91400	349.280	780.972	195.802
2459	4.91600	349.272	780.694	195.765
2460	4.91800	349.253	780.416	195.726
2461	4.92000	349.245	780.157	195.732
2462	4.92200	349.242	779.885	195.710
2463	4.92400	349.235	779.607	195.673
2464	4.92600	349.223	779.335	195.648
2465	4.92800	349.205	779.077	195.655
2466	4.93000	349.190	778.826	195.677
2467	4.93200	349.188	778.551	195.680
2468	4.93400	349.185	778.288	195.645
2469	4.93600	349.162	778.037	195.667
2470	4.93800	349.166	777.775	195.701
2471	4.94000	349.137	777.540	195.726
2472	4.94200	349.129	777.274	195.718
2473	4.94400	349.072	777.017	195.723
2474	4.94600	349.090	776.751	195.717
2475	4.94800	349.080	776.508	195.729
2476	4.95000	349.045	776.250	195.736
2477	4.95200	348.979	775.967	195.681
2478	4.95400	348.954	775.702	195.673
2479	4.95600	348.986	775.436	195.669
2480	4.95800	348.937	775.162	195.671
2481	4.96000	348.906	774.900	195.637
2482	4.96200	348.879	774.635	195.630
2483	4.96400	348.850	774.354	195.618
2484	4.96600	348.853	774.095	195.627
2485	4.96800	348.822	773.824	195.603
2486	4.97000	348.823	773.558	195.598
2487	4.97200	348.797	773.293	195.591
2488	4.97400	348.803	773.050	195.604
2489	4.97600	348.787	772.793	195.586
2490	4.97800	348.759	772.519	195.591
2491	4.98000	348.752	772.285	195.592
2492	4.98200	348.754	772.035	195.591
2493	4.98400	348.741	771.790	195.630
2494	4.98600	348.775	771.536	195.656
2495	4.98800	348.707	771.295	195.665
2496	4.99000	348.676	771.014	195.654
2497	4.99200	348.662	770.748	195.648
2498	4.99400	348.666	770.489	195.658
2499	4.99600	348.622	770.227	195.624
2500	4.99800	348.610	769.939	195.601
2501	5.00000	348.585	769.683	195.584
2502	5.00200	348.589	769.417	195.578
2503	5.00400	348.552	769.145	195.557
2504	5.00600	348.525	768.873	195.537
2505	5.00800	348.514	768.623	195.536
2506	5.01000	348.485	768.362	195.571
2507	5.01200	348.468	768.103	195.580
2508	5.01400	348.461	767.853	195.579
2509	5.01600	348.431	767.588	195.575
2510	5.01800	348.407	767.313	195.582
2511	5.02000	348.364	767.071	195.594
2512	5.02200	348.386	766.817	195.622
2513	5.02400	348.336	766.559	195.630
2514	5.02600	348.333	766.277	195.623
2515	5.02800	348.331	766.020	195.608
2516	5.03000	348.273	765.753	195.628
2517	5.03200	348.263	765.487	195.623
2518	5.03400	348.269	765.214	195.605
2519	5.03600	348.253	764.948	195.601
2520	5.03800	348.222	764.676	195.582
2521	5.04000	348.211	764.417	195.592
2522	5.04200	348.200	764.151	195.587
2523	5.04400	348.200	763.887	195.559
2524	5.04600	348.191	763.621	195.555
2525	5.04800	348.160	763.369	195.580
2526	5.05000	348.157	763.112	195.565
2527	5.05200	348.144	762.857	195.617
2528	5.05400	348.149	762.590	195.614
2529	5.05600	348.124	762.331	195.623
2530	5.05800	348.095	762.095	195.654
2531	5.06000	348.093	761.840	195.706
2532	5.06200	348.090	761.580	195.717
2533	5.06400	348.087	761.330	195.718
2534	5.06600	348.067	761.071	195.729
2535	5.06800	348.057	760.798	195.711
2536	5.07000	348.061	760.540	195.697
2537	5.07200	348.038	760.261	195.665
2538	5.07400	347.992	759.975	195.615
2539	5.07600	347.980	759.702	195.596
2540	5.07800	347.966	759.445	195.582
2541	5.08000	347.947	759.157	195.560
2542	5.08200	347.982	758.898	195.549
2543	5.08400	347.915	758.626	195.529
2544	5.08600	347.883	758.354	195.510
2545	5.08800	347.866	758.101	195.537
2546	5.09000	347.879	757.828	195.521
2547	5.09200	347.849	757.591	195.551
2548	5.09400	347.839	757.316	195.559
2549	5.09600	347.825	757.072	195.575
2550	5.09800	347.799	756.822	195.576
2551	5.10000	347.813	756.568	195.605
2552	5.10200	347.804	756.308	195.618
2553	5.10400	347.758	756.043	195.614
2554	5.10600	347.757	755.792	195.617
2555	5.10800	347.725	755.517	195.624
2556	5.11000	347.731	755.259	195.613
2557	5.11200	347.721	754.979	195.581
2558	5.11400	347.706	754.719	195.595
2559	5.11600	347.689	754.446	195.578
2560	5.11800	347.672	754.180	195.576
2561	5.12000	347.671	753.915	195.550
2562	5.12200	347.661	753.639	195.559
2563	5.12400	347.646	753.382	195.547
2564	5.12600	347.629	753.138	195.564
2565	5.12800	347.606	752.872	195.562
2566	5.13000	347.604	752.612	195.576
2567	5.13200	347.604	752.363	195.554
2568	5.13400	347.588	752.110	195.583
2569	5.13600	347.572	751.873	195.615
2570	5.13800	347.571	751.612	195.629
2571	5.14000	347.548	751.371	195.621
2572	5.14200	347.524	751.102	195.645
2573	5.14400	347.509	750.842	195.659
2574	5.14600	347.505	750.578	195.633
2575	5.14800	347.475	750.318	195.646
2576	5.15000	347.459	750.045	195.632
2577	5.15200	347.450	749.773	195.591
2578	5.15400	347.433	749.509	195.564
2579	5.15600	347.409	749.226	195.560
2580	5.15800	347.378	748.953	195.544
2581	5.16000	347.377	748.697	195.508
2582	5.16200	347.390	748.423	195.494
2583	5.16400	347.373	748.154	195.520
2584	5.16600	347.350	747.919	195.527
2585	5.16800	347.333	747.652	195.526
2586	5.17000	347.331	747.392	195.542
2587	5.17200	347.323	747.141	195.546
2588	5.17400	347.307	746.890	195.550
2589	5.17600	347.276	746.623	195.550
2590	5.17800	347.268	746.363	195.566
2591	5.18000	347.260	746.107	195.530
2592	5.18200	347.258	745.847	195.546
2593	5.18400	347.227	745.580	195.545
2594	5.18600	347.218	745.322	195.535
2595	5.18800	347.211	745.057	195.512
2596	5.19000	347.201	744.790	195.513
2597	5.19200	347.191	744.516	195.499
2598	5.19400	347.160	744.251	195.473
2599	5.19600	347.124	744.003	195.452
2600	5.19800	347.136	743.724	195.491
2601	5.20000	347.150	743.474	195.472
2602	5.20200	347.127	743.209	195.447
2603	5.20400	347.096	742.941	195.474
2604	5.20600	347.087	742.696	195.494
2605	5.20800	347.095	742.446	195.475
2606	5.21000	347.079	742.191	195.532
2607	5.21200	347.040	741.929	195.572
2608	5.21400	347.024	741.694	195.581
2609	5.21600	346.988	741.457	195.615
2610	5.21800	346.978	741.180	195.628
2611	5.22000	346.976	740.920	195.645
2612	5.22200	346.949	740.687	195.630
2613	5.22400	346.932	740.420	195.631
2614	5.22600	346.914	740.136	195.629
2615	5.22800	346.921	739.873	195.582
2616	5.23000	346.884	739.617	195.546
2617	5.23200	346.873	739.318	195.541
2618	5.23400	346.870	739.053	195.518
2619	5.23600	346.819	738.790	195.468
2620	5.23800	346.824	738.507	195.468
2621	5.24000	346.835	738.239	195.471
2622	5.24200	346.812	737.980	195.462
2623	5.24400	346.770	737.730	195.469
2624	5.24600	346.766	737.469	195.485
2625	5.24800	346.773	737.217	195.494
2626	5.25000	346.766	736.967	195.475
2627	5.25200	346.720	736.707	195.492
2628	5.25400	346.711	736.440	195.495
2629	5.25600	346.697	736.190	195.477
2630	5.25800	346.689	735.932	195.470
2631	5.26000	346.674	735.664	195.474
2632	5.26200	346.636	735.390	195.462
2633	5.26400	346.607	735.141	195.444
2634	5.26600	346.585	734.874	195.448
2635	5.26800	346.555	734.607	195.451
2636	5.27000	346.524	734.349	195.442
2637	5.27200	346.509	734.060	195.404
