NO_OF_FRAMES	775
NO_OF_CAMERAS	2
NO_OF_MARKERS	1
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-18, 16:00:59.078	683793.93011830
DATA_INCLUDED	3D
MARKER_NAMES	h23_3g
TRAJECTORY_TYPES	Measured
Frame	Time	h23_3g X	h23_3g Y	h23_3g Z	
1302	2.60200	313.848	162.912	194.759
1303	2.60400	313.782	161.729	194.742
1304	2.60600	313.739	160.571	194.730
1305	2.60800	313.686	159.373	194.722
1306	2.61000	313.555	158.191	194.705
1307	2.61200	313.471	157.003	194.707
1308	2.61400	313.392	155.807	194.702
1309	2.61600	313.328	154.635	194.703
1310	2.61800	313.263	153.448	194.711
1311	2.62000	313.191	152.283	194.698
1312	2.62200	313.133	151.109	194.676
1313	2.62400	313.045	149.921	194.662
1314	2.62600	313.002	148.750	194.670
1315	2.62800	312.917	147.578	194.652
1316	2.63000	312.888	146.397	194.651
1317	2.63200	312.829	145.235	194.647
1318	2.63400	312.780	144.062	194.633
1319	2.63600	312.692	142.910	194.643
1320	2.63800	312.639	141.729	194.622
1321	2.64000	312.588	140.555	194.656
1322	2.64200	312.523	139.369	194.655
1323	2.64400	312.458	138.193	194.664
1324	2.64600	312.347	137.010	194.688
1325	2.64800	312.254	135.810	194.696
1326	2.65000	312.158	134.642	194.693
1327	2.65200	312.066	133.459	194.698
1328	2.65400	312.001	132.287	194.741
1329	2.65600	311.943	131.097	194.765
1330	2.65800	311.886	129.910	194.747
1331	2.66000	311.829	128.748	194.735
1332	2.66200	311.779	127.577	194.713
1333	2.66400	311.699	126.428	194.670
1334	2.66600	311.635	125.258	194.651
1335	2.66800	311.598	124.081	194.650
1336	2.67000	311.540	122.906	194.650
1337	2.67200	311.476	121.724	194.668
1338	2.67400	311.432	120.555	194.654
1339	2.67600	311.375	119.387	194.643
1340	2.67800	311.323	118.203	194.639
1341	2.68000	311.274	117.019	194.636
1342	2.68200	311.230	115.855	194.655
1343	2.68400	311.157	114.662	194.643
1344	2.68600	311.044	113.481	194.641
1345	2.68800	310.979	112.311	194.610
1346	2.69000	310.900	111.131	194.568
1347	2.69200	310.844	109.965	194.567
1348	2.69400	310.815	108.785	194.529
1349	2.69600	310.745	107.614	194.546
1350	2.69800	310.673	106.431	194.529
1351	2.70000	310.608	105.273	194.516
1352	2.70200	310.570	104.113	194.503
1353	2.70400	310.532	102.927	194.533
1354	2.70600	310.473	101.779	194.534
1355	2.70800	310.386	100.583	194.530
1356	2.71000	310.322	99.420	194.540
1357	2.71200	310.256	98.230	194.521
1358	2.71400	310.206	97.058	194.524
1359	2.71600	310.166	95.882	194.501
1360	2.71800	310.098	94.707	194.525
1361	2.72000	309.993	93.523	194.539
1362	2.72200	309.894	92.332	194.569
1363	2.72400	309.795	91.159	194.550
1364	2.72600	309.709	89.972	194.540
1365	2.72800	309.649	88.814	194.517
1366	2.73000	309.581	87.631	194.539
1367	2.73200	309.474	86.444	194.577
1368	2.73400	309.369	85.241	194.671
1369	2.73600	309.328	84.100	194.602
1370	2.73800	309.261	82.919	194.629
1371	2.74000	309.224	81.742	194.638
1372	2.74200	309.140	80.573	194.633
1373	2.74400	309.076	79.388	194.636
1374	2.74600	309.027	78.215	194.606
1375	2.74800	308.955	77.042	194.578
1376	2.75000	308.925	75.876	194.604
1377	2.75200	308.858	74.704	194.578
1378	2.75400	308.810	73.537	194.581
1379	2.75600	308.745	72.348	194.608
1380	2.75800	308.619	71.167	194.618
1381	2.76000	308.553	69.996	194.596
1382	2.76200	308.480	68.837	194.542
1383	2.76400	308.424	67.662	194.541
1384	2.76600	308.354	66.502	194.534
1385	2.76800	308.299	65.318	194.526
1386	2.77000	308.238	64.149	194.511
1387	2.77200	308.173	63.001	194.473
1388	2.77400	308.114	61.817	194.513
1389	2.77600	308.067	60.639	194.493
1390	2.77800	307.996	59.452	194.509
1391	2.78000	307.923	58.291	194.484
1392	2.78200	307.837	57.110	194.485
1393	2.78400	307.777	55.940	194.452
1394	2.78600	307.742	54.773	194.448
1395	2.78800	307.612	53.583	194.485
1396	2.79000	307.487	52.410	194.474
1397	2.79200	307.411	51.232	194.436
1398	2.79400	307.357	50.073	194.419
1399	2.79600	307.293	48.900	194.412
1400	2.79800	307.214	47.702	194.494
1401	2.80000	307.109	46.517	194.499
1402	2.80200	307.091	45.373	194.435
1403	2.80400	307.026	44.203	194.389
1404	2.80600	306.964	43.031	194.388
1405	2.80800	306.885	41.851	194.424
1406	2.81000	306.797	40.657	194.470
1407	2.81200	306.723	39.469	194.455
1408	2.81400	306.693	38.324	194.371
1409	2.81600	306.567	37.103	194.483
1410	2.81800	306.453	35.925	194.479
1411	2.82000	306.362	34.723	194.520
1412	2.82200	306.303	33.565	194.494
1413	2.82400	306.241	32.409	194.380
1414	2.82600	306.192	31.237	194.410
1415	2.82800	306.119	30.046	194.468
1416	2.83000	306.065	28.880	194.484
1417	2.83200	306.002	27.711	194.473
1418	2.83400	305.931	26.561	194.439
1419	2.83600	305.910	25.396	194.368
1420	2.83800	305.839	24.232	194.389
1421	2.84000	305.806	23.068	194.366
1422	2.84200	305.726	21.886	194.415
1423	2.84400	305.654	20.724	194.440
1424	2.84600	305.631	19.546	194.428
1425	2.84800	305.585	18.384	194.365
1426	2.85000	305.514	17.228	194.330
1427	2.85200	305.434	16.024	194.386
1428	2.85400	305.408	14.863	194.371
1429	2.85600	305.285	13.684	194.338
1430	2.85800	305.229	12.500	194.368
1431	2.86000	305.130	11.337	194.376
1432	2.86200	305.038	10.165	194.376
1433	2.86400	304.975	9.002	194.341
1434	2.86600	304.945	7.848	194.226
1435	2.86800	304.879	6.701	194.185
1436	2.87000	304.794	5.512	194.218
1437	2.87200	304.804	4.333	194.240
1438	2.87400	304.742	3.139	194.291
1439	2.87600	304.606	1.953	194.419
1440	2.87800	304.464	0.750	194.485
1441	2.88000	304.394	-0.428	194.534
1442	2.88200	304.389	-1.552	194.319
