NO_OF_FRAMES	921
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-20, 19:07:19.004	867773.02854140
DATA_INCLUDED	3D
MARKER_NAMES	Puck1 - 1	Puck1 - 2	Puck1 - 3	Pucky - 1	Pucky - 2	Pucky - 3
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Mixed	Measured
Frame	Time	Puck1 - 1 X	Puck1 - 1 Y	Puck1 - 1 Z	Puck1 - 2 X	Puck1 - 2 Y	Puck1 - 2 Z	Puck1 - 3 X	Puck1 - 3 Y	Puck1 - 3 Z	Pucky - 1 X	Pucky - 1 Y	Pucky - 1 Z	Pucky - 2 X	Pucky - 2 Y	Pucky - 2 Z	Pucky - 3 X	Pucky - 3 Y	Pucky - 3 Z	
3052	6.10200	282.769	326.389	165.649	295.382	341.563	165.756	299.237	314.408	165.744	390.786	349.506	164.887	370.892	357.473	165.371	379.997	331.994	165.237	
3053	6.10400	282.766	326.299	165.605	295.082	341.738	165.749	299.483	314.640	165.762	390.400	349.476	164.840	370.492	357.366	165.383	379.678	331.931	165.230	
3054	6.10600	282.758	326.203	165.609	294.711	341.886	165.730	299.704	314.922	165.738	390.054	349.432	164.857	370.139	357.275	165.360	379.330	331.852	165.254	
3055	6.10800	282.765	326.104	165.582	294.375	342.022	165.696	299.957	315.179	165.735	389.702	349.360	164.862	369.779	357.186	165.368	379.012	331.788	165.243	
3056	6.11000	282.789	326.016	165.600	294.090	342.187	165.675	300.181	315.439	165.794	389.340	349.330	164.815	369.378	357.079	165.381	378.672	331.725	165.238	
3057	6.11200	282.812	325.912	165.622	293.766	342.352	165.653	300.413	315.700	165.853	388.971	349.276	164.819	369.032	357.016	165.370	378.301	331.661	165.228	
3058	6.11400	282.828	325.818	165.658	293.429	342.477	165.687	300.637	315.966	165.749	388.633	349.214	164.838	368.657	356.942	165.343	378.014	331.582	165.252	
3059	6.11600	282.860	325.721	165.663	293.091	342.589	165.675	300.820	316.230	165.727	388.279	349.185	164.822	368.270	356.845	165.371	377.666	331.507	165.200	
3060	6.11800	282.868	325.624	165.667	292.778	342.709	165.676	301.013	316.540	165.743	387.863	349.129	164.794	367.894	356.764	165.362	377.299	331.436	165.209	
3061	6.12000	282.874	325.536	165.655	292.456	342.814	165.681	301.243	316.824	165.751	387.573	349.058	164.800	367.533	356.683	165.354	377.025	331.365	165.216	
3062	6.12200	282.896	325.447	165.642	292.087	342.894	165.707	301.412	317.105	165.724	387.202	348.998	164.853	367.154	356.594	165.365	376.683	331.284	165.212	
3063	6.12400	282.903	325.351	165.647	291.702	342.979	165.684	301.567	317.367	165.814	386.802	348.940	164.794	366.795	356.511	165.323	376.338	331.211	165.190	
3064	6.12600	282.927	325.264	165.665	291.427	343.056	165.678	301.744	317.655	165.770	386.520	348.871	164.830	366.425	356.422	165.333	376.052	331.140	165.198	
3065	6.12800	282.951	325.159	165.687	291.035	343.149	165.637	301.931	317.994	165.714	386.132	348.801	164.870	366.057	356.323	165.328	375.727	331.059	165.192	
3066	6.13000	282.990	325.055	165.709	290.712	343.209	165.635	302.084	318.298	165.748	385.755	348.747	164.874	365.704	356.225	165.322	375.367	330.980	165.217	
3067	6.13200	283.014	324.951	165.732	290.351	343.268	165.632	302.239	318.576	165.803	385.418	348.701	164.859	365.334	356.129	165.380	375.076	330.916	165.206	
3068	6.13400	283.044	324.862	165.719	289.966	343.329	165.630	302.357	318.847	165.793	385.072	348.614	164.900	364.966	356.046	165.340	374.733	330.845	165.214	
3069	6.13600	283.044	324.773	165.706	289.667	343.379	165.614	302.438	319.154	165.746	384.710	348.560	164.903	364.620	355.965	165.332	374.398	330.791	165.218	
3070	6.13800	283.066	324.684	165.693	289.275	343.426	165.564	302.590	319.493	165.774	384.372	348.522	164.874	364.242	355.860	165.376	374.103	330.703	165.232	
3071	6.14000	283.075	324.597	165.711	288.921	343.434	165.573	302.780	319.845	165.794	384.003	348.460	164.894	363.882	355.787	165.351	373.773	330.639	165.221	
3072	6.14200	283.097	324.498	165.684	288.601	343.468	165.590	302.971	320.120	165.731	383.673	348.398	164.914	363.521	355.706	165.342	373.418	330.576	165.213	
3073	6.14400	283.143	324.384	165.693	288.159	343.483	165.549	302.993	320.380	165.790	383.288	348.350	164.869	363.129	355.617	165.351	373.090	330.495	165.210	
3074	6.14600	283.168	324.272	165.733	287.852	343.491	165.558	303.078	320.730	165.748	382.928	348.311	164.838	362.759	355.526	165.329	372.786	330.414	165.202	
3075	6.14800	283.176	324.158	165.741	287.461	343.495	165.532	303.185	321.085	165.657	382.605	348.242	164.876	362.430	355.452	165.303	372.443	330.350	165.194	
3076	6.15000	283.183	324.079	165.742	287.074	343.470	165.548	303.232	321.383	165.740	382.228	348.196	164.861	362.021	355.338	165.333	372.108	330.268	165.159	
3077	6.15200	283.197	323.998	165.712	286.732	343.438	165.528	303.388	321.694	165.787	381.874	348.165	164.814	361.653	355.263	165.276	371.812	330.189	165.183	
3078	6.15400	283.241	323.910	165.700	286.328	343.429	165.509	303.543	322.076	165.706	381.527	348.096	164.853	361.300	355.166	165.302	371.466	330.108	165.177	
3079	6.15600	283.294	323.832	165.703	285.993	343.385	165.558	303.541	322.390	165.641	381.175	348.049	164.838	360.922	355.067	165.298	371.130	330.044	165.170	
3080	6.15800	283.323	323.717	165.680	285.632	343.328	165.529	303.612	322.708	165.669	380.805	348.011	164.808	360.569	355.005	165.318	370.843	329.963	165.163	
3081	6.16000	283.332	323.582	165.659	285.246	343.292	165.529	303.723	323.036	165.712	380.436	347.947	164.797	360.201	354.881	165.332	370.510	329.894	165.202	
3082	6.16200	283.326	323.452	165.702	284.894	343.229	165.550	303.746	323.381	165.720	380.132	347.876	164.801	359.847	354.802	165.356	370.145	329.831	165.194	
3083	6.16400	283.340	323.359	165.740	284.518	343.147	165.542	303.753	323.707	165.700	379.736	347.840	164.805	359.486	354.738	165.345	369.848	329.759	165.201	
3084	6.16600	283.354	323.283	165.774	284.156	343.086	165.563	303.817	324.047	165.675	379.376	347.776	164.792	359.109	354.641	165.371	369.550	329.706	165.207	
3085	6.16800	283.376	323.205	165.776	283.754	342.995	165.542	303.872	324.401	165.696	379.045	347.706	164.831	358.732	354.552	165.381	369.190	329.642	165.198	
3086	6.17000	283.376	323.123	165.744	283.370	342.908	165.584	303.833	324.701	165.697	378.666	347.636	164.870	358.371	354.478	165.355	368.849	329.571	165.205	
3087	6.17200	283.392	323.011	165.671	283.048	342.811	165.612	303.866	325.045	165.704	378.322	347.598	164.838	357.993	354.380	165.351	368.574	329.507	165.198	
3088	6.17400	283.439	322.911	165.643	282.649	342.702	165.592	303.874	325.409	165.740	377.969	347.519	164.862	357.631	354.291	165.361	368.206	329.444	165.189	
3089	6.17600	283.494	322.816	165.680	282.294	342.574	165.660	303.828	325.726	165.737	377.605	347.441	164.919	357.271	354.200	165.338	367.862	329.365	165.215	
3090	6.17800	283.526	322.722	165.717	281.911	342.447	165.644	303.820	326.051	165.718	377.270	347.411	164.868	356.870	354.111	165.348	367.591	329.292	165.193	
3091	6.18000	283.556	322.628	165.754	281.532	342.322	165.631	303.783	326.387	165.742	376.898	347.359	164.905	356.540	354.038	165.323	367.240	329.211	165.188	
3092	6.18200	283.571	322.520	165.713	281.184	342.202	165.568	303.712	326.725	165.769	376.553	347.287	164.911	356.180	353.931	165.334	366.886	329.147	165.179	
3093	6.18400	283.608	322.422	165.687	280.839	342.065	165.537	303.666	327.039	165.734	376.223	347.249	164.880	355.818	353.852	165.358	366.614	329.069	165.205	
3094	6.18600	283.646	322.333	165.674	280.484	341.900	165.580	303.607	327.362	165.711	375.830	347.212	164.881	355.449	353.753	165.353	366.269	328.995	165.182	
3095	6.18800	283.693	322.256	165.708	280.102	341.727	165.555	303.538	327.709	165.751	375.500	347.141	164.887	355.096	353.665	165.393	365.940	328.914	165.177	
3096	6.19000	283.739	322.177	165.709	279.754	341.572	165.613	303.439	327.998	165.736	375.162	347.104	164.888	354.750	353.594	165.400	365.670	328.843	165.186	
3097	6.19200	283.762	322.063	165.719	279.386	341.376	165.611	303.388	328.339	165.711	374.785	347.066	164.857	354.381	353.503	165.378	365.350	328.774	165.224	
3098	6.19400	283.802	321.938	165.712	279.080	341.206	165.621	303.305	328.667	165.753	374.438	347.012	164.861	354.020	353.431	165.384	365.007	328.693	165.219	
3099	6.19600	283.849	321.841	165.717	278.644	340.992	165.676	303.173	328.967	165.754	374.093	346.950	164.881	353.651	353.334	165.410	364.693	328.639	165.225	
3100	6.19800	283.879	321.753	165.705	278.322	340.791	165.610	303.089	329.281	165.719	373.747	346.912	164.851	353.274	353.242	165.357	364.400	328.578	165.245	
3101	6.20000	283.924	321.674	165.707	277.951	340.569	165.714	302.982	329.633	165.708	373.368	346.858	164.856	352.927	353.163	165.382	364.054	328.522	165.221	
3102	6.20200	283.985	321.595	165.709	277.600	340.348	165.650	302.829	329.916	165.744	373.047	346.804	164.858	352.527	353.064	165.377	363.711	328.459	165.214	
3103	6.20400	284.031	321.507	165.697	277.225	340.157	165.653	302.692	330.192	165.796	372.694	346.748	164.830	352.181	352.973	165.355	363.399	328.404	165.216	
3104	6.20600	284.070	321.410	165.702	276.912	339.929	165.608	302.555	330.518	165.806	372.299	346.702	164.818	351.811	352.876	165.382	363.042	328.332	165.196	
3105	6.20800	284.092	321.297	165.712	276.629	339.693	165.664	302.393	330.838	165.721	371.979	346.640	164.837	351.427	352.803	165.356	362.709	328.261	165.206	
3106	6.21000	284.115	321.201	165.717	276.166	339.362	165.722	302.231	331.100	165.697	371.618	346.568	164.843	351.082	352.723	165.380	362.394	328.197	165.194	
3107	6.21200	284.153	321.105	165.723	275.849	339.155	165.677	302.072	331.398	165.809	371.238	346.523	164.832	350.721	352.617	165.393	362.068	328.116	165.190	
3108	6.21400	284.206	321.018	165.743	275.534	338.919	165.619	301.928	331.706	165.823	370.926	346.470	164.864	350.360	352.553	165.381	361.740	328.043	165.169	
3109	6.21600	284.253	320.946	165.726	275.158	338.614	165.689	301.711	331.991	165.745	370.556	346.383	164.906	349.982	352.456	165.409	361.427	327.964	165.192	
3110	6.21800	284.307	320.857	165.714	274.852	338.317	165.658	301.505	332.247	165.768	370.193	346.329	164.912	349.638	352.365	165.385	361.128	327.893	165.202	
3111	6.22000	284.345	320.758	165.687	274.461	338.035	165.729	301.300	332.514	165.837	369.857	346.281	164.865	349.277	352.283	165.377	360.778	327.819	165.180	
3112	6.22200	284.383	320.677	165.657	274.131	337.744	165.649	301.069	332.767	165.798	369.480	346.213	164.934	348.900	352.185	165.372	360.450	327.738	165.173	
3113	6.22400	284.413	320.588	165.645	273.726	337.423	165.753	300.838	333.036	165.755	369.126	346.149	164.924	348.539	352.094	165.350	360.194	327.652	165.217	
3114	6.22600	284.452	320.492	165.650	273.479	337.114	165.762	300.609	333.309	165.775	368.790	346.101	164.877	348.177	352.005	165.360	359.831	327.580	165.224	
3115	6.22800	284.497	320.406	165.670	273.153	336.793	165.610	300.395	333.556	165.785	368.379	346.041	164.932	347.794	351.904	165.323	359.488	327.509	165.233	
3116	6.23000	284.528	320.302	165.694	272.770	336.458	165.750	300.169	333.758	165.817	368.067	345.993	164.885	347.432	351.815	165.333	359.238	327.445	165.224	
3117	6.23200	284.566	320.224	165.696	272.494	336.158	165.772	299.910	334.018	165.789	367.745	345.947	164.871	347.071	351.734	165.325	358.852	327.391	165.227	
3118	6.23400	284.612	320.125	165.670	272.168	335.763	165.684	299.589	334.295	165.700	367.367	345.910	164.872	346.709	351.637	165.352	358.490	327.328	165.220	
3119	6.23600	284.657	320.019	165.662	271.861	335.435	165.695	299.367	334.524	165.713	367.021	345.839	164.879	346.363	351.566	165.359	358.231	327.255	165.197	
3120	6.23800	284.703	319.930	165.650	271.578	335.103	165.756	299.099	334.703	165.768	366.670	345.800	164.846	345.987	351.465	165.322	357.871	327.191	165.187	
3121	6.24000	284.749	319.843	165.669	271.230	334.678	165.739	298.830	334.915	165.843	366.313	345.754	164.835	345.650	351.377	165.363	357.536	327.126	165.148	
3122	6.24200	284.786	319.765	165.672	270.980	334.341	165.707	298.479	335.152	165.809	365.960	345.673	164.827	345.288	351.296	165.355	357.231	327.063	165.141	
3123	6.24400	284.824	319.694	165.656	270.674	333.970	165.743	298.191	335.366	165.715	365.623	345.636	164.827	344.928	351.187	165.335	356.915	326.998	165.129	
3124	6.24600	284.878	319.613	165.626	270.414	333.584	165.783	297.932	335.557	165.702	365.253	345.581	164.800	344.605	351.116	165.343	356.573	326.926	165.110	
3125	6.24800	284.941	319.532	165.627	270.133	333.193	165.730	297.616	335.769	165.777	364.906	345.527	164.804	344.221	351.027	165.352	356.256	326.845	165.104	
3126	6.25000	284.988	319.438	165.664	269.872	332.803	165.739	297.251	335.965	165.799	364.585	345.473	164.807	343.859	350.919	165.333	355.974	326.765	165.128	
3127	6.25200	285.026	319.342	165.670	269.606	332.394	165.833	296.958	336.129	165.745	364.208	345.418	164.810	343.521	350.855	165.323	355.638	326.703	165.122	
3128	6.25400	285.062	319.262	165.642	269.349	331.957	165.772	296.690	336.268	165.744	363.838	345.347	164.818	343.121	350.739	165.321	355.296	326.631	165.132	
3129	6.25600	285.100	319.190	165.626	269.096	331.577	165.796	296.346	336.460	165.820	363.524	345.303	164.835	342.766	350.668	165.329	354.993	326.552	165.154	
3130	6.25800	285.131	319.094	165.631	268.852	331.139	165.848	295.900	336.629	165.800	363.148	345.223	164.858	342.406	350.586	165.320	354.728	326.473	165.183	
3131	6.26000	285.176	319.026	165.648	268.651	330.703	165.820	295.641	336.770	165.830	362.808	345.187	164.861	342.013	350.489	165.347	354.365	326.412	165.205	
3132	6.26200	285.207	318.947	165.649	268.397	330.283	165.870	295.188	336.917	165.808	362.449	345.123	164.848	341.667	350.392	165.375	354.046	326.340	165.211	
3133	6.26400	285.252	318.875	165.634	268.164	329.842	165.862	294.867	337.047	165.823	362.079	345.055	164.918	341.283	350.311	165.367	353.752	326.278	165.234	
3134	6.26600	285.291	318.824	165.646	267.940	329.417	165.848	294.478	337.185	165.818	361.755	345.009	164.906	340.945	350.239	165.373	353.387	326.215	165.226	
3135	6.26800	285.321	318.727	165.652	267.756	328.959	165.875	294.140	337.332	165.797	361.387	344.962	164.891	340.576	350.134	165.417	353.046	326.151	165.216	
3136	6.27000	285.352	318.648	165.653	267.533	328.509	165.883	293.705	337.446	165.787	361.008	344.903	164.945	340.231	350.051	165.377	352.741	326.088	165.208	
3137	6.27200	285.398	318.579	165.669	267.379	328.066	165.875	293.317	337.529	165.759	360.686	344.864	164.914	339.893	349.962	165.388	352.407	326.032	165.183	
3138	6.27400	285.436	318.500	165.672	267.172	327.559	165.944	292.953	337.611	165.788	360.332	344.810	164.917	339.508	349.856	165.400	352.033	325.978	165.188	
3139	6.27600	285.482	318.439	165.670	267.047	327.150	165.899	292.581	337.697	165.766	359.962	344.756	164.922	339.170	349.790	165.359	351.792	325.915	165.180	
3140	6.27800	285.519	318.351	165.658	266.846	326.632	165.924	292.223	337.784	165.861	359.632	344.710	164.908	338.815	349.703	165.401	351.427	325.859	165.155	
3141	6.28000	285.557	318.280	165.643	266.738	326.217	165.928	291.761	337.857	165.846	359.288	344.654	164.879	338.439	349.604	165.395	351.065	325.788	165.165	
3142	6.28200	285.602	318.211	165.659	266.575	325.728	165.883	291.361	337.929	165.833	358.915	344.620	164.914	338.077	349.531	165.372	350.846	325.717	165.174	
3143	6.28400	285.632	318.122	165.647	266.480	325.252	166.028	291.100	337.945	165.825	358.571	344.556	164.903	337.715	349.435	165.399	350.471	325.652	165.134	
3144	6.28600	285.662	318.052	165.632	266.353	324.742	165.925	290.533	338.013	165.773	358.258	344.500	164.874	337.338	349.353	165.391	350.145	325.589	165.127	
3145	6.28800	285.699	317.973	165.634	266.220	324.297	165.970	290.258	338.025	165.731	357.869	344.456	164.895	337.007	349.274	165.416	349.909	325.510	165.153	
3146	6.29000	285.738	317.894	165.636	266.106	323.758	165.968	289.676	338.060	165.718	357.526	344.382	164.868	336.632	349.167	165.428	349.559	325.438	165.160	
3147	6.29200	285.769	317.807	165.656	266.020	323.316	165.964	289.387	338.047	165.696	357.228	344.344	164.836	336.285	349.086	165.421	349.222	325.367	165.169	
3148	6.29400	285.815	317.728	165.658	265.912	322.761	165.968	288.948	338.027	165.750	356.818	344.282	164.859	335.939	349.013	165.397	348.962	325.278	165.183	
3149	6.29600	285.862	317.659	165.674	265.829	322.304	165.999	288.535	338.026	165.715	356.488	344.220	164.879	335.580	348.905	165.408	348.651	325.199	165.206	
3150	6.29800	285.892	317.573	165.694	265.765	321.778	165.933	288.164	337.975	165.755	356.174	344.174	164.866	335.241	348.823	165.369	348.292	325.135	165.196	
3151	6.30000	285.922	317.504	165.710	265.712	321.290	166.004	287.679	337.961	165.755	355.781	344.095	164.890	334.889	348.733	165.378	347.983	325.082	165.204	
3152	6.30200	285.952	317.416	165.698	265.680	320.764	165.939	287.414	337.909	165.822	355.453	344.048	164.875	334.527	348.619	165.409	347.681	325.009	165.210	
3153	6.30400	286.009	317.328	165.717	265.620	320.310	166.003	286.965	337.841	165.806	355.122	343.986	164.896	334.181	348.563	165.381	347.339	324.956	165.216	
3154	6.30600	286.033	317.248	165.717	265.613	319.761	165.992	286.569	337.819	165.856	354.737	343.924	164.917	333.798	348.464	165.375	347.007	324.893	165.210	
3155	6.30800	286.017	317.179	165.733	265.596	319.287	165.999	286.129	337.716	165.846	354.415	343.870	164.921	333.444	348.357	165.389	346.660	324.819	165.184	
3156	6.31000	286.015	317.108	165.717	265.574	318.758	166.016	285.780	337.673	165.867	354.061	343.814	164.893	333.083	348.294	165.378	346.349	324.773	165.173	
3157	6.31200	286.030	317.054	165.698	265.610	318.279	165.960	285.302	337.600	165.841	353.675	343.754	164.946	332.706	348.187	165.391	346.011	324.700	165.152	
3158	6.31400	286.060	317.010	165.692	265.604	317.753	166.010	284.926	337.473	165.826	353.353	343.716	164.915	332.344	348.108	165.415	345.662	324.636	165.142	
3159	6.31600	286.122	316.973	165.668	265.641	317.248	165.976	284.581	337.363	165.807	353.009	343.661	164.918	331.990	348.034	165.391	345.395	324.565	165.152	
3160	6.31800	286.175	316.911	165.667	265.680	316.766	166.002	284.097	337.232	165.841	352.623	343.600	164.940	331.637	347.928	165.404	345.052	324.500	165.113	
3161	6.32000	286.190	316.820	165.623	265.725	316.226	165.977	283.809	337.098	165.875	352.299	343.562	164.910	331.268	347.823	165.449	344.700	324.429	165.121	
3162	6.32200	286.189	316.719	165.565	265.784	315.763	166.001	283.418	337.001	165.902	351.956	343.505	164.880	330.930	347.754	165.343	344.466	324.357	165.131	
3163	6.32400	286.188	316.610	165.524	265.847	315.214	165.993	282.991	336.857	165.861	351.569	343.453	164.917	330.593	347.647	165.356	344.106	324.284	165.108	
3164	6.32600	286.211	316.530	165.525	265.954	314.758	166.000	282.614	336.696	165.853	351.239	343.398	164.890	330.231	347.552	165.415	343.736	324.213	165.116	
3165	6.32800	286.227	316.461	165.541	266.014	314.201	165.980	282.174	336.521	165.767	350.910	343.341	164.860	329.885	347.490	165.292	343.533	324.143	165.156	
3166	6.33000	286.259	316.377	165.592	266.138	313.739	166.037	281.780	336.378	165.757	350.523	343.290	164.898	329.532	347.387	165.368	343.216	324.055	165.168	
3167	6.33200	286.289	316.311	165.641	266.261	313.207	165.996	281.451	336.208	165.767	350.178	343.234	164.869	329.156	347.290	165.395	342.851	323.998	165.141	
3168	6.33400	286.321	316.234	165.674	266.361	312.746	166.054	281.115	336.024	165.812	349.856	343.178	164.841	328.825	347.231	165.305	342.568	323.947	165.179	
3169	6.33600	286.352	316.165	165.690	266.488	312.213	165.983	280.682	335.820	165.798	349.477	343.116	164.864	328.455	347.128	165.382	342.248	323.865	165.172	
3170	6.33800	286.390	316.076	165.678	266.642	311.766	166.006	280.299	335.591	165.836	349.141	343.062	164.866	328.079	347.022	165.394	341.896	323.811	165.177	
3171	6.34000	286.413	315.994	165.648	266.801	311.243	165.950	279.944	335.383	165.790	348.826	343.006	164.839	327.749	346.964	165.334	341.593	323.768	165.199	
3172	6.34200	286.443	315.913	165.618	266.956	310.771	165.995	279.582	335.180	165.808	348.433	342.944	164.861	327.379	346.851	165.397	341.292	323.686	165.191	
3173	6.34400	286.473	315.832	165.588	267.105	310.267	165.936	279.244	334.982	165.776	348.112	342.889	164.863	327.009	346.745	165.411	340.943	323.631	165.166	
3174	6.34600	286.503	315.770	165.586	267.322	309.805	165.997	278.858	334.730	165.723	347.805	342.836	164.867	326.680	346.687	165.351	340.618	323.559	165.148	
3175	6.34800	286.541	315.699	165.571	267.485	309.309	165.922	278.489	334.475	165.752	347.412	342.774	164.889	326.342	346.565	165.399	340.324	323.486	165.154	
3176	6.35000	286.588	315.619	165.573	267.703	308.834	165.936	278.145	334.214	165.829	347.098	342.719	164.891	325.973	346.466	165.395	339.999	323.413	165.132	
3177	6.35200	286.627	315.550	165.589	267.958	308.347	165.905	277.766	333.972	165.791	346.751	342.673	164.879	325.651	346.433	165.314	339.705	323.351	165.127	
3178	6.35400	286.656	315.489	165.587	268.142	307.911	165.945	277.464	333.710	165.726	346.366	342.604	164.917	325.298	346.311	165.362	339.353	323.286	165.115	
3179	6.35600	286.695	315.420	165.604	268.324	307.422	165.966	277.126	333.445	165.740	346.045	342.567	164.917	324.929	346.214	165.389	339.054	323.215	165.124	
3180	6.35800	286.732	315.349	165.589	268.552	307.006	165.922	276.797	333.154	165.776	345.730	342.520	164.904	324.599	346.173	165.326	338.781	323.150	165.087	
3181	6.36000	286.764	315.269	165.590	268.829	306.516	165.860	276.427	332.838	165.802	345.321	342.449	164.911	324.229	346.051	165.375	338.413	323.079	165.094	
3182	6.36200	286.794	315.190	165.592	269.037	306.059	165.956	276.110	332.576	165.737	344.998	342.413	164.912	323.853	345.973	165.430	338.148	323.016	165.115	
3183	6.36400	286.825	315.111	165.594	269.345	305.600	165.938	275.786	332.267	165.745	344.677	342.350	164.933	323.538	345.916	165.371	337.841	322.956	165.140	
3184	6.36600	286.863	315.025	165.614	269.552	305.203	165.861	275.487	331.967	165.768	344.283	342.287	164.923	323.137	345.784	165.405	337.433	322.892	165.130	
3185	6.36800	286.879	314.946	165.616	269.889	304.756	165.919	275.155	331.621	165.752	343.944	342.268	164.921	322.783	345.723	165.427	337.223	322.821	165.169	
3186	6.37000	286.909	314.850	165.622	270.138	304.335	165.895	274.852	331.339	165.742	343.601	342.202	164.877	322.445	345.637	165.356	336.915	322.778	165.191	
3187	6.37200	286.940	314.781	165.638	270.370	303.936	165.818	274.513	330.995	165.758	343.237	342.125	164.935	322.053	345.509	165.453	336.534	322.722	165.163	
3188	6.37400	286.971	314.702	165.640	270.667	303.449	165.904	274.205	330.624	165.764	342.883	342.094	164.887	321.721	345.444	165.413	336.250	322.668	165.169	
3189	6.37600	287.002	314.630	165.624	270.860	303.054	165.859	273.943	330.298	165.778	342.530	342.031	164.876	321.369	345.341	165.344	335.934	322.597	165.178	
3190	6.37800	287.040	314.569	165.623	271.268	302.692	165.838	273.618	329.981	165.692	342.183	341.979	164.913	320.993	345.231	165.438	335.543	322.533	165.168	
3191	6.38000	287.070	314.507	165.621	271.558	302.273	165.847	273.348	329.597	165.735	341.839	341.907	164.918	320.661	345.173	165.380	335.250	322.461	165.149	
3192	6.38200	287.116	314.438	165.638	271.801	301.868	165.819	273.048	329.223	165.824	341.492	341.876	164.871	320.316	345.089	165.340	334.980	322.390	165.159	
3193	6.38400	287.145	314.368	165.623	272.116	301.458	165.842	272.776	328.870	165.714	341.137	341.799	164.928	319.939	344.981	165.466	334.594	322.308	165.152	
3194	6.38600	287.182	314.307	165.622	272.484	301.107	165.835	272.543	328.516	165.688	340.794	341.752	164.912	319.624	344.914	165.393	334.289	322.246	165.146	
3195	6.38800	287.220	314.238	165.639	272.781	300.709	165.791	272.308	328.116	165.797	340.479	341.706	164.901	319.263	344.849	165.381	334.069	322.172	165.124	
3196	6.39000	287.252	314.161	165.672	273.094	300.349	165.771	272.007	327.708	165.781	340.093	341.637	164.941	318.899	344.750	165.492	333.680	322.108	165.115	
3197	6.39200	287.283	314.072	165.660	273.415	299.995	165.815	271.796	327.354	165.755	339.780	341.590	164.925	318.563	344.654	165.406	333.376	322.045	165.108	
3198	6.39400	287.305	313.984	165.648	273.770	299.608	165.816	271.606	326.957	165.784	339.439	341.544	164.913	318.209	344.573	165.399	333.144	321.967	165.135	
3199	6.39600	287.335	313.912	165.633	274.129	299.255	165.779	271.327	326.516	165.776	339.069	341.483	164.935	317.822	344.445	165.467	332.762	321.902	165.124	
3200	6.39800	287.357	313.834	165.635	274.442	298.939	165.764	271.086	326.137	165.773	338.750	341.437	164.950	317.503	344.377	165.422	332.465	321.859	165.145	
3201	6.40000	287.340	313.736	165.610	274.748	298.545	165.753	270.889	325.685	165.780	338.458	341.391	164.938	317.194	344.332	165.410	332.180	321.805	165.151	
3202	6.40200	287.316	313.612	165.605	275.041	298.174	165.832	270.666	325.241	165.772	338.071	341.355	164.939	316.848	344.227	165.456	331.882	321.767	165.149	
3203	6.40400	287.279	313.462	165.620	275.303	297.801	165.796	270.364	324.793	165.782	337.788	341.336	164.936	316.526	344.223	165.417	331.585	321.758	165.163	
3204	6.40600	287.182	313.253	165.664	275.468	297.401	165.718	270.064	324.246	165.795	337.552	341.353	164.959	316.313	344.255	165.405	331.289	321.756	165.129	
3205	6.40800	287.022	313.008	165.714	275.538	296.950	165.797	269.722	323.765	165.731	337.298	341.377	164.934	316.050	344.272	165.398	331.011	321.780	165.130	
3206	6.41000	286.790	312.740	165.673	275.599	296.471	165.751	269.291	323.151	165.790	336.998	341.401	164.908	315.767	344.325	165.414	330.780	321.822	165.132	
3207	6.41200	286.533	312.429	165.627	275.594	296.018	165.684	268.983	322.632	165.731	336.799	341.454	164.925	315.528	344.436	165.373	330.534	321.882	165.101	
3208	6.41400	286.296	312.085	165.650	275.533	295.501	165.728	268.522	322.015	165.758	336.624	341.505	164.911	315.392	344.558	165.377	330.229	321.967	165.077	
3209	6.41600	286.016	311.742	165.703	275.517	295.005	165.686	268.161	321.415	165.782	336.433	341.598	164.872	315.216	344.686	165.332	329.963	322.036	165.087	
3210	6.41800	285.726	311.394	165.633	275.460	294.527	165.641	267.722	320.827	165.738	336.187	341.659	164.872	314.994	344.782	165.326	329.789	322.131	165.077	
3211	6.42000	285.424	311.066	165.622	275.407	294.003	165.702	267.283	320.180	165.807	335.963	341.713	164.891	314.780	344.854	165.371	329.534	322.222	165.119	
3212	6.42200	285.158	310.724	165.676	275.383	293.543	165.685	266.905	319.617	165.742	335.786	341.783	164.906	314.565	344.961	165.411	329.252	322.316	165.108	
3213	6.42400	284.865	310.359	165.640	275.326	293.058	165.658	266.473	318.970	165.813	335.587	341.861	164.902	314.395	345.098	165.350	328.954	322.406	165.148	
3214	6.42600	284.578	310.022	165.616	275.304	292.587	165.709	266.088	318.386	165.720	335.373	341.937	164.866	314.219	345.209	165.309	328.812	322.485	165.174	
3215	6.42800	284.302	309.678	165.639	275.287	292.091	165.669	265.679	317.767	165.801	335.165	342.006	164.850	314.004	345.297	165.320	328.590	322.563	165.169	
3216	6.43000	283.985	309.351	165.628	275.208	291.642	165.666	265.310	317.151	165.750	334.949	342.062	164.900	313.790	345.399	165.409	328.336	322.623	165.166	
3217	6.43200	283.707	308.989	165.625	275.184	291.152	165.690	264.847	316.546	165.795	334.758	342.142	164.928	313.574	345.499	165.467	328.063	322.700	165.131	
3218	6.43400	283.432	308.628	165.653	275.160	290.693	165.674	264.507	315.908	165.768	334.564	342.236	164.892	313.403	345.646	165.421	327.870	322.780	165.157	
