NO_OF_FRAMES	921
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-20, 19:07:19.004	867773.02854140
DATA_INCLUDED	3D
MARKER_NAMES	Puck1 - 1	Puck1 - 2	Puck1 - 3	Pucky - 1	Pucky - 2	Pucky - 3
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Mixed	Measured
Frame	Time	Puck1 - 1 X	Puck1 - 1 Y	Puck1 - 1 Z	Puck1 - 2 X	Puck1 - 2 Y	Puck1 - 2 Z	Puck1 - 3 X	Puck1 - 3 Y	Puck1 - 3 Z	Pucky - 1 X	Pucky - 1 Y	Pucky - 1 Z	Pucky - 2 X	Pucky - 2 Y	Pucky - 2 Z	Pucky - 3 X	Pucky - 3 Y	Pucky - 3 Z	
2885	5.76800	281.377	340.585	165.658	263.571	331.606	165.936	270.832	358.045	165.750	450.829	358.798	164.766	433.790	371.684	165.246	435.709	344.749	165.177	
2886	5.77000	281.392	340.513	165.641	263.841	331.158	165.951	270.476	357.743	165.734	450.504	358.753	164.785	433.420	371.603	165.238	435.392	344.655	165.235	
2887	5.77200	281.399	340.427	165.658	264.026	330.715	165.856	270.146	357.445	165.780	450.099	358.681	164.757	433.019	371.513	165.245	435.030	344.565	165.215	
2888	5.77400	281.414	340.338	165.644	264.258	330.227	165.929	269.784	357.090	165.772	449.765	358.644	164.760	432.650	371.432	165.236	434.685	344.499	165.175	
2889	5.77600	281.420	340.249	165.630	264.567	329.835	165.885	269.505	356.778	165.742	449.399	358.571	164.733	432.250	371.351	165.227	434.343	344.436	165.164	
2890	5.77800	281.435	340.160	165.616	264.830	329.404	165.837	269.126	356.460	165.730	449.035	358.509	164.754	431.874	371.270	165.217	434.010	344.349	165.206	
2891	5.78000	281.450	340.089	165.598	265.109	328.972	165.932	268.778	356.081	165.744	448.655	358.457	164.789	431.504	371.199	165.222	433.680	344.276	165.184	
2892	5.78200	281.480	340.007	165.566	265.279	328.538	165.852	268.511	355.736	165.783	448.296	358.402	164.759	431.128	371.135	165.210	433.264	344.227	165.140	
2893	5.78400	281.511	339.945	165.562	265.654	328.117	165.828	268.186	355.404	165.723	447.953	358.334	164.829	430.726	371.063	165.216	432.964	344.139	165.150	
2894	5.78600	281.534	339.866	165.563	265.980	327.727	165.839	267.900	355.041	165.704	447.569	358.286	164.784	430.358	370.982	165.206	432.662	344.043	165.178	
2895	5.78800	281.524	339.813	165.542	266.213	327.330	165.784	267.586	354.655	165.767	447.220	358.226	164.836	429.957	370.893	165.213	432.294	343.955	165.186	
2896	5.79000	281.531	339.744	165.556	266.484	326.912	165.844	267.291	354.293	165.749	446.850	358.164	164.856	429.570	370.813	165.236	431.955	343.899	165.162	
2897	5.79200	281.547	339.657	165.574	266.782	326.497	165.824	267.051	353.935	165.712	446.479	358.110	164.861	429.220	370.731	165.193	431.620	343.802	165.190	
2898	5.79400	281.563	339.586	165.587	267.156	326.151	165.760	266.743	353.536	165.697	446.118	358.056	164.862	428.792	370.617	165.254	431.301	343.709	165.247	
2899	5.79600	281.572	339.491	165.621	267.432	325.777	165.797	266.452	353.118	165.801	445.781	358.018	164.831	428.417	370.537	165.243	430.949	343.635	165.226	
2900	5.79800	281.604	339.404	165.638	267.731	325.365	165.810	266.194	352.744	165.737	445.415	357.958	164.884	428.039	370.440	165.269	430.595	343.562	165.201	
2901	5.80000	281.642	339.335	165.653	268.046	325.006	165.812	265.996	352.360	165.720	445.009	357.902	164.855	427.646	370.368	165.274	430.283	343.484	165.224	
2902	5.80200	281.665	339.256	165.653	268.404	324.677	165.744	265.735	351.921	165.764	444.679	357.874	164.837	427.261	370.279	165.281	429.993	343.397	165.266	
2903	5.80400	281.672	339.194	165.650	268.731	324.317	165.716	265.444	351.534	165.738	444.310	357.786	164.845	426.891	370.198	165.273	429.575	343.349	165.222	
2904	5.80600	281.680	339.124	165.664	269.056	323.947	165.817	265.231	351.118	165.760	443.949	357.764	164.812	426.515	370.152	165.258	429.273	343.276	165.200	
2905	5.80800	281.695	339.063	165.660	269.377	323.612	165.798	265.014	350.692	165.738	443.581	357.719	164.797	426.128	370.064	165.298	428.938	343.180	165.227	
2906	5.81000	281.709	338.992	165.643	269.757	323.310	165.711	264.798	350.296	165.759	443.234	357.630	164.806	425.752	369.991	165.271	428.611	343.111	165.264	
2907	5.81200	281.724	338.922	165.657	270.118	322.995	165.721	264.593	349.803	165.813	442.886	357.611	164.805	425.391	369.927	165.259	428.257	343.043	165.195	
2908	5.81400	281.754	338.836	165.675	270.440	322.649	165.770	264.428	349.387	165.776	442.488	357.546	164.761	425.006	369.856	165.264	427.886	342.987	165.169	
2909	5.81600	281.778	338.766	165.689	270.817	322.326	165.799	264.178	348.966	165.789	442.180	357.502	164.779	424.611	369.758	165.290	427.601	342.893	165.226	
2910	5.81800	281.809	338.670	165.693	271.174	322.043	165.740	263.995	348.478	165.793	441.788	357.438	164.767	424.260	369.676	165.249	427.250	342.804	165.238	
2911	5.82000	281.824	338.608	165.689	271.523	321.778	165.676	263.833	348.082	165.817	441.424	357.394	164.785	423.865	369.588	165.289	426.911	342.738	165.200	
2912	5.82200	281.823	338.539	165.704	271.894	321.482	165.715	263.692	347.628	165.755	441.093	357.348	164.772	423.472	369.482	165.299	426.556	342.658	165.193	
2913	5.82400	281.838	338.467	165.686	272.254	321.178	165.740	263.536	347.171	165.775	440.715	357.253	164.829	423.117	369.402	165.322	426.256	342.556	165.268	
2914	5.82600	281.852	338.389	165.687	272.670	320.880	165.747	263.315	346.700	165.860	440.350	357.225	164.845	422.694	369.311	165.299	425.933	342.475	165.261	
2915	5.82800	281.851	338.327	165.683	273.014	320.643	165.725	263.226	346.251	165.750	439.989	357.152	164.820	422.325	369.222	165.306	425.539	342.400	165.208	
2916	5.83000	281.875	338.248	165.683	273.372	320.407	165.705	263.012	345.780	165.836	439.655	357.094	164.903	421.956	369.124	165.300	425.227	342.321	165.232	
2917	5.83200	281.890	338.168	165.683	273.740	320.187	165.680	262.932	345.311	165.812	439.250	357.037	164.843	421.548	369.060	165.288	424.907	342.235	165.271	
2918	5.83400	281.922	338.081	165.700	274.120	319.924	165.650	262.715	344.834	165.803	438.891	356.976	164.897	421.178	368.980	165.311	424.536	342.169	165.234	
2919	5.83600	281.938	338.011	165.714	274.513	319.670	165.663	262.664	344.340	165.830	438.548	356.914	164.883	420.795	368.890	165.285	424.189	342.104	165.192	
2920	5.83800	281.939	337.940	165.727	274.913	319.428	165.692	262.515	343.870	165.888	438.154	356.859	164.887	420.417	368.836	165.289	423.844	342.043	165.211	
2921	5.84000	281.946	337.879	165.724	275.290	319.229	165.726	262.405	343.419	165.777	437.800	356.813	164.873	420.002	368.745	165.265	423.523	341.929	165.243	
2922	5.84200	281.953	337.815	165.688	275.682	319.046	165.725	262.377	342.910	165.841	437.450	356.758	164.842	419.641	368.674	165.270	423.151	341.881	165.199	
2923	5.84400	281.961	337.753	165.684	276.045	318.861	165.664	262.174	342.414	165.805	437.076	356.698	164.896	419.263	368.584	165.278	422.827	341.790	165.179	
2924	5.84600	281.967	337.682	165.667	276.453	318.640	165.638	262.204	341.965	165.813	436.688	356.656	164.801	418.881	368.510	165.220	422.503	341.719	165.187	
2925	5.84800	281.975	337.612	165.681	276.857	318.446	165.594	262.076	341.442	165.911	436.348	356.612	164.819	418.494	368.405	165.263	422.164	341.623	165.214	
2926	5.85000	282.000	337.524	165.697	277.249	318.282	165.621	262.023	340.957	165.864	435.980	356.525	164.857	418.126	368.316	165.269	421.824	341.550	165.191	
2927	5.85200	282.033	337.445	165.728	277.690	318.121	165.680	261.916	340.457	165.911	435.620	356.493	164.778	417.725	368.217	165.264	421.446	341.494	165.166	
2928	5.85400	282.058	337.375	165.741	278.050	317.968	165.723	261.868	339.936	165.900	435.252	356.447	164.763	417.356	368.128	165.271	421.140	341.398	165.192	
2929	5.85600	282.081	337.302	165.723	278.498	317.811	165.732	261.758	339.463	165.928	434.899	356.376	164.768	416.964	368.031	165.295	420.843	341.304	165.250	
2930	5.85800	282.089	337.230	165.705	278.838	317.657	165.630	261.743	338.927	165.870	434.566	356.340	164.771	416.609	367.959	165.302	420.469	341.238	165.211	
2931	5.86000	282.105	337.168	165.701	279.308	317.515	165.605	261.689	338.429	165.920	434.175	356.284	164.741	416.218	367.886	165.275	420.102	341.182	165.183	
2932	5.86200	282.097	337.096	165.682	279.674	317.393	165.576	261.625	337.933	165.888	433.851	356.258	164.756	415.856	367.807	165.297	419.834	341.087	165.210	
2933	5.86400	282.088	337.027	165.697	280.080	317.283	165.593	261.658	337.395	165.913	433.474	356.169	164.765	415.470	367.718	165.305	419.503	340.999	165.220	
2934	5.86600	282.079	336.958	165.712	280.512	317.197	165.619	261.601	336.938	165.908	433.112	356.115	164.768	415.088	367.670	165.258	419.112	340.935	165.212	
2935	5.86800	282.095	336.872	165.729	280.934	317.087	165.637	261.617	336.353	165.894	432.751	356.069	164.753	414.710	367.563	165.270	418.814	340.862	165.189	
2936	5.87000	282.080	336.782	165.714	281.342	317.010	165.646	261.614	335.903	165.873	432.417	355.983	164.827	414.341	367.474	165.277	418.480	340.775	165.228	
2937	5.87200	282.065	336.689	165.667	281.718	316.881	165.666	261.581	335.338	165.858	432.047	355.947	164.827	413.957	367.393	165.268	418.169	340.678	165.225	
2938	5.87400	282.072	336.618	165.649	282.141	316.799	165.611	261.589	334.822	165.914	431.664	355.874	164.800	413.611	367.338	165.240	417.792	340.619	165.170	
2939	5.87600	282.094	336.557	165.647	282.508	316.716	165.638	261.601	334.318	165.872	431.344	355.806	164.872	413.188	367.196	165.255	417.449	340.539	165.162	
2940	5.87800	282.117	336.505	165.658	282.897	316.641	165.648	261.600	333.783	165.901	430.939	355.750	164.841	412.834	367.133	165.244	417.121	340.450	165.175	
2941	5.88000	282.115	336.457	165.701	283.306	316.598	165.648	261.683	333.305	165.870	430.584	355.696	164.845	412.412	367.034	165.237	416.810	340.362	165.185	
2942	5.88200	282.098	336.371	165.720	283.728	316.552	165.701	261.722	332.762	165.917	430.231	355.633	164.834	412.064	366.946	165.277	416.436	340.305	165.159	
2943	5.88400	282.045	336.273	165.721	284.112	316.539	165.630	261.859	332.319	165.880	429.852	355.571	164.854	411.669	366.841	165.320	416.108	340.224	165.155	
2944	5.88600	282.037	336.201	165.703	284.492	316.530	165.676	261.960	331.775	165.928	429.500	355.533	164.823	411.286	366.785	165.290	415.788	340.138	165.195	
2945	5.88800	282.037	336.139	165.700	284.943	316.502	165.670	262.020	331.291	165.917	429.123	355.477	164.796	410.915	366.706	165.315	415.454	340.059	165.219	
2946	5.89000	282.052	336.060	165.700	285.330	316.525	165.677	262.110	330.772	165.913	428.768	355.417	164.847	410.538	366.617	165.322	415.085	340.001	165.165	
2947	5.89200	282.067	335.998	165.697	285.730	316.524	165.652	262.201	330.255	165.942	428.377	355.368	164.770	410.153	366.553	165.311	414.758	339.922	165.188	
2948	5.89400	282.067	335.929	165.711	286.178	316.521	165.710	262.329	329.810	165.875	428.030	355.331	164.772	409.776	366.480	165.285	414.437	339.836	165.228	
2949	5.89600	282.050	335.830	165.682	286.523	316.546	165.663	262.446	329.277	165.939	427.676	355.262	164.808	409.392	366.383	165.309	414.066	339.780	165.205	
2950	5.89800	282.019	335.744	165.700	286.943	316.577	165.682	262.591	328.795	165.962	427.300	355.222	164.746	409.007	366.302	165.301	413.719	339.699	165.197	
2951	5.90000	282.011	335.664	165.699	287.269	316.556	165.740	262.713	328.300	165.938	426.937	355.177	164.765	408.615	366.219	165.261	413.411	339.619	165.190	
2952	5.90200	282.003	335.585	165.700	287.722	316.632	165.684	262.867	327.813	166.011	426.593	355.122	164.734	408.247	366.120	165.254	413.101	339.514	165.237	
2953	5.90400	282.018	335.533	165.710	288.034	316.643	165.673	263.035	327.309	165.975	426.244	355.079	164.785	407.853	366.033	165.294	412.721	339.457	165.179	
2954	5.90600	282.034	335.461	165.692	288.492	316.716	165.696	263.217	326.867	165.943	425.868	355.014	164.742	407.485	365.950	165.253	412.405	339.385	165.188	
2955	5.90800	282.042	335.382	165.692	288.823	316.724	165.683	263.402	326.357	165.956	425.495	354.971	164.793	407.097	365.864	165.326	412.046	339.304	165.183	
2956	5.91000	282.041	335.282	165.664	289.257	316.848	165.635	263.571	325.912	166.005	425.158	354.892	164.814	406.730	365.758	165.335	411.748	339.226	165.205	
2957	5.91200	282.018	335.193	165.649	289.565	316.884	165.633	263.736	325.417	165.953	424.819	354.846	164.801	406.359	365.678	165.359	411.435	339.135	165.187	
2958	5.91400	282.010	335.107	165.667	290.005	316.951	165.789	263.960	324.979	165.985	424.433	354.801	164.819	405.983	365.613	165.316	411.047	339.079	165.162	
2959	5.91600	282.010	335.030	165.699	290.374	317.049	165.676	264.216	324.486	165.996	424.088	354.715	164.858	405.597	365.525	165.355	410.741	339.001	165.184	
2960	5.91800	282.018	334.953	165.731	290.694	317.157	165.775	264.413	324.062	165.962	423.747	354.661	164.863	405.252	365.435	165.332	410.448	338.922	165.210	
2961	5.92000	282.025	334.874	165.731	291.194	317.229	165.713	264.635	323.560	165.960	423.349	354.615	164.847	404.860	365.371	165.320	410.045	338.856	165.170	
2962	5.92200	282.024	334.792	165.699	291.519	317.366	165.825	264.880	323.149	165.973	423.031	354.545	164.886	404.484	365.290	165.310	409.705	338.802	165.174	
2963	5.92400	282.024	334.710	165.667	291.893	317.476	165.673	265.156	322.692	165.979	422.648	354.472	164.860	404.145	365.218	165.316	409.425	338.707	165.202	
2964	5.92600	282.016	334.621	165.653	292.367	317.615	165.817	265.411	322.252	165.981	422.272	354.426	164.845	403.730	365.110	165.296	409.108	338.626	165.195	
2965	5.92800	282.023	334.542	165.652	292.669	317.743	165.662	265.681	321.797	166.018	421.949	354.380	164.832	403.353	365.038	165.302	408.713	338.562	165.187	
2966	5.93000	282.024	334.455	165.670	293.070	317.906	165.812	265.937	321.380	165.938	421.571	354.301	164.855	402.985	364.938	165.264	408.410	338.481	165.180	
2967	5.93200	282.030	334.369	165.689	293.393	317.955	165.857	266.206	320.979	165.966	421.218	354.272	164.838	402.599	364.851	165.305	408.100	338.393	165.190	
2968	5.93400	282.031	334.289	165.688	293.788	318.176	165.862	266.488	320.530	165.956	420.827	354.215	164.779	402.231	364.778	165.278	407.742	338.304	165.204	
2969	5.93600	282.007	334.185	165.709	294.087	318.292	165.860	266.846	320.122	166.034	420.509	354.155	164.832	401.845	364.663	165.306	407.418	338.241	165.194	
2970	5.93800	281.992	334.095	165.694	294.555	318.555	165.811	267.112	319.721	165.949	420.142	354.124	164.783	401.475	364.583	165.329	407.093	338.152	165.204	
2971	5.94000	281.976	334.006	165.680	294.817	318.678	165.789	267.372	319.312	165.996	419.757	354.061	164.772	401.090	364.496	165.368	406.749	338.064	165.218	
2972	5.94200	281.997	333.926	165.649	295.175	318.939	165.823	267.805	318.892	166.030	419.411	353.999	164.792	400.713	364.423	165.343	406.431	337.993	165.224	
2973	5.94400	282.013	333.839	165.667	295.507	319.087	165.780	268.104	318.520	165.988	419.042	353.943	164.764	400.336	364.316	165.355	406.076	337.920	165.200	
2974	5.94600	282.028	333.760	165.668	295.846	319.299	165.886	268.372	318.153	166.009	418.680	353.916	164.779	399.976	364.253	165.341	405.729	337.856	165.193	
2975	5.94800	282.029	333.680	165.667	296.162	319.503	165.781	268.735	317.786	165.972	418.334	353.844	164.754	399.568	364.152	165.305	405.414	337.768	165.201	
2976	5.95000	282.013	333.583	165.671	296.508	319.716	165.888	269.154	317.403	165.947	417.971	353.783	164.805	399.176	364.054	165.299	405.099	337.697	165.209	
2977	5.95200	282.004	333.504	165.671	296.834	319.939	165.811	269.463	317.052	165.964	417.604	353.728	164.776	398.831	363.980	165.273	404.690	337.630	165.171	
2978	5.95400	282.004	333.408	165.675	297.135	320.163	165.848	269.761	316.697	166.002	417.262	353.666	164.799	398.438	363.891	165.282	404.364	337.567	165.158	
2979	5.95600	282.012	333.311	165.678	297.432	320.386	165.856	270.269	316.318	165.982	416.879	353.587	164.820	398.063	363.809	165.240	404.070	337.471	165.187	
2980	5.95800	282.012	333.204	165.667	297.701	320.628	165.776	270.583	316.028	165.971	416.565	353.533	164.823	397.693	363.729	165.263	403.704	337.398	165.166	
2981	5.96000	282.019	333.115	165.653	298.003	320.882	165.856	270.953	315.716	165.956	416.178	353.469	164.814	397.300	363.622	165.275	403.351	337.334	165.156	
2982	5.96200	282.018	333.034	165.622	298.273	321.091	165.815	271.396	315.336	165.964	415.802	353.390	164.836	396.948	363.549	165.248	403.085	337.238	165.185	
2983	5.96400	282.011	332.954	165.621	298.588	321.412	165.849	271.741	315.047	165.955	415.462	353.346	164.855	396.562	363.463	165.319	402.747	337.150	165.196	
2984	5.96600	282.017	332.865	165.608	298.835	321.646	165.900	272.253	314.721	166.068	415.094	353.281	164.812	396.184	363.374	165.328	402.385	337.078	165.204	
2985	5.96800	282.032	332.786	165.609	299.073	321.907	165.848	272.577	314.448	165.911	414.741	353.236	164.828	395.846	363.285	165.336	402.110	336.996	165.167	
2986	5.97000	282.049	332.691	165.643	299.343	322.198	165.839	273.017	314.163	165.907	414.378	353.174	164.850	395.455	363.195	165.313	401.748	336.917	165.192	
2987	5.97200	282.048	332.602	165.630	299.582	322.465	165.851	273.438	313.877	165.992	414.026	353.109	164.807	395.069	363.097	165.340	401.414	336.838	165.216	
2988	5.97400	282.041	332.515	165.647	299.835	322.783	165.853	273.908	313.583	166.034	413.680	353.073	164.807	394.741	363.042	165.309	401.136	336.750	165.227	
2989	5.97600	282.048	332.401	165.655	300.051	323.039	165.849	274.320	313.344	165.984	413.294	353.009	164.797	394.324	362.935	165.321	400.774	336.694	165.201	
2990	5.97800	282.057	332.314	165.672	300.260	323.347	165.835	274.715	313.067	165.938	412.958	352.973	164.795	393.947	362.862	165.296	400.402	336.622	165.210	
2991	5.98000	282.065	332.217	165.676	300.475	323.668	165.868	275.146	312.820	165.959	412.604	352.927	164.782	393.587	362.771	165.272	400.128	336.542	165.203	
2992	5.98200	282.057	332.111	165.665	300.676	323.931	165.848	275.631	312.569	165.954	412.233	352.873	164.787	393.209	362.682	165.282	399.790	336.479	165.192	
2993	5.98400	282.056	332.022	165.651	300.862	324.226	165.900	276.019	312.401	165.943	411.888	352.827	164.772	392.834	362.626	165.251	399.381	336.422	165.168	
2994	5.98600	282.063	331.933	165.638	301.046	324.567	165.848	276.436	312.186	165.900	411.534	352.773	164.775	392.449	362.510	165.249	399.085	336.342	165.161	
2995	5.98800	282.063	331.836	165.641	301.254	324.900	165.814	276.918	311.915	165.974	411.149	352.736	164.775	392.055	362.432	165.304	398.753	336.253	165.171	
2996	5.99000	282.071	331.739	165.645	301.409	325.187	165.884	277.368	311.709	165.945	410.786	352.665	164.783	391.710	362.359	165.277	398.397	336.189	165.165	
2997	5.99200	282.071	331.652	165.663	301.565	325.507	165.915	277.898	311.513	165.985	410.457	352.619	164.768	391.324	362.262	165.304	398.059	336.116	165.141	
2998	5.99400	282.064	331.558	165.698	301.710	325.828	165.834	278.152	311.379	165.911	410.080	352.565	164.771	390.931	362.167	165.361	397.760	336.030	165.182	
2999	5.99600	282.047	331.470	165.685	301.849	326.183	165.859	278.775	311.229	165.875	409.721	352.497	164.844	390.585	362.078	165.369	397.413	335.949	165.180	
3000	5.99800	282.046	331.383	165.703	301.972	326.496	165.909	279.024	311.087	165.818	409.372	352.432	164.797	390.193	361.987	165.347	397.100	335.870	165.204	
3001	6.00000	282.037	331.304	165.704	302.057	326.787	165.898	279.724	310.936	165.926	408.991	352.362	164.838	389.815	361.898	165.356	396.784	335.791	165.228	
3002	6.00200	282.043	331.224	165.673	302.157	327.146	165.873	279.973	310.769	165.891	408.628	352.300	164.860	389.462	361.817	165.347	396.455	335.703	165.242	
3003	6.00400	282.049	331.153	165.657	302.275	327.508	165.878	280.480	310.620	165.909	408.260	352.229	164.864	389.062	361.735	165.339	396.146	335.614	165.252	
3004	6.00600	282.070	331.083	165.641	302.367	327.776	165.922	280.832	310.474	165.879	407.926	352.184	164.885	388.701	361.653	165.299	395.807	335.560	165.256	
3005	6.00800	282.067	330.993	165.597	302.418	328.147	165.912	281.353	310.385	165.869	407.544	352.121	164.872	388.323	361.573	165.322	395.464	335.497	165.249	
3006	6.01000	282.081	330.894	165.569	302.504	328.506	165.886	281.733	310.241	165.841	407.181	352.067	164.876	387.936	361.476	165.350	395.127	335.408	165.261	
3007	6.01200	282.089	330.777	165.545	302.551	328.824	165.885	282.288	310.183	165.821	406.843	352.013	164.880	387.594	361.409	165.274	394.805	335.355	165.264	
3008	6.01400	282.189	330.626	165.588	302.607	329.137	165.965	282.580	310.086	165.800	406.483	351.957	164.850	387.200	361.322	165.314	394.460	335.291	165.258	
3009	6.01600	282.231	330.497	165.661	302.637	329.530	165.900	283.125	310.010	165.812	406.112	351.921	164.852	386.838	361.225	165.341	394.091	335.225	165.217	
3010	6.01800	282.218	330.370	165.735	302.668	329.852	165.850	283.501	309.943	165.722	405.783	351.865	164.824	386.469	361.153	165.346	393.804	335.147	165.241	
3011	6.02000	282.218	330.286	165.785	302.655	330.174	165.912	283.962	309.869	165.764	405.413	351.813	164.858	386.066	361.048	165.390	393.481	335.066	165.235	
3012	6.02200	282.226	330.199	165.803	302.657	330.510	165.938	284.429	309.854	165.746	405.036	351.767	164.845	385.714	360.967	165.381	393.084	335.010	165.209	
3013	6.02400	282.242	330.137	165.799	302.656	330.857	165.867	284.799	309.786	165.768	404.700	351.729	164.812	385.354	360.860	165.391	392.793	334.919	165.190	
3014	6.02600	282.254	330.064	165.752	302.633	331.227	165.855	285.328	309.773	165.783	404.338	351.675	164.815	384.946	360.779	165.383	392.473	334.833	165.232	
3015	6.02800	282.267	329.981	165.689	302.606	331.522	165.937	285.668	309.730	165.782	403.991	351.621	164.820	384.594	360.688	165.359	392.106	334.760	165.208	
3016	6.03000	282.250	329.878	165.598	302.545	331.869	165.864	286.150	309.734	165.792	403.608	351.575	164.804	384.233	360.599	165.368	391.825	334.671	165.220	
3017	6.03200	282.272	329.771	165.588	302.492	332.221	165.855	286.544	309.700	165.806	403.269	351.511	164.794	383.832	360.499	165.332	391.504	334.590	165.214	
3018	6.03400	282.295	329.690	165.557	302.433	332.551	165.930	287.002	309.719	165.781	402.909	351.457	164.796	383.473	360.426	165.304	391.177	334.504	165.255	
3019	6.03600	282.310	329.594	165.561	302.364	332.848	165.901	287.381	309.711	165.773	402.506	351.378	164.822	383.104	360.337	165.313	390.862	334.415	165.267	
3020	6.03800	282.326	329.516	165.594	302.288	333.197	165.860	287.857	309.741	165.791	402.209	351.332	164.807	382.688	360.238	165.307	390.553	334.342	165.243	
3021	6.04000	282.349	329.422	165.630	302.174	333.548	165.850	288.250	309.757	165.762	401.824	351.253	164.829	382.382	360.192	165.293	390.168	334.279	165.234	
3022	6.04200	282.357	329.318	165.652	302.058	333.838	165.838	288.703	309.805	165.777	401.445	351.181	164.838	381.973	360.103	165.302	389.857	334.207	165.244	
3023	6.04400	282.349	329.212	165.642	301.952	334.174	165.864	289.078	309.830	165.731	401.126	351.133	164.790	381.605	360.006	165.327	389.528	334.127	165.235	
3024	6.04600	282.341	329.105	165.631	301.837	334.518	165.873	289.547	309.909	165.705	400.747	351.046	164.832	381.252	359.915	165.304	389.164	334.071	165.210	
3025	6.04800	282.347	328.979	165.593	301.682	334.821	165.793	289.915	309.947	165.705	400.399	350.994	164.868	380.850	359.808	165.317	388.830	333.998	165.189	
3026	6.05000	282.348	328.885	165.629	301.561	335.137	165.790	290.353	310.043	165.675	400.039	350.938	164.839	380.496	359.721	165.357	388.507	333.919	165.210	
3027	6.05200	282.363	328.796	165.616	301.395	335.467	165.864	290.736	310.108	165.685	399.677	350.876	164.859	380.152	359.613	165.336	388.203	333.846	165.189	
3028	6.05400	282.393	328.699	165.620	301.200	335.753	165.789	291.149	310.188	165.661	399.322	350.822	164.864	379.735	359.524	165.346	387.849	333.772	165.171	
3029	6.05600	282.401	328.610	165.607	301.015	336.052	165.791	291.526	310.297	165.676	398.955	350.775	164.818	379.391	359.450	165.320	387.514	333.701	165.175	
3030	6.05800	282.416	328.524	165.626	300.850	336.364	165.868	291.942	310.379	165.681	398.601	350.730	164.835	379.031	359.359	165.295	387.197	333.613	165.188	
3031	6.06000	282.431	328.437	165.644	300.688	336.634	165.827	292.303	310.497	165.711	398.255	350.676	164.839	378.628	359.271	165.307	386.856	333.539	165.166	
3032	6.06200	282.454	328.339	165.617	300.507	336.911	165.797	292.734	310.596	165.712	397.893	350.621	164.811	378.276	359.188	165.266	386.533	333.461	165.189	
3033	6.06400	282.461	328.242	165.621	300.323	337.228	165.795	293.063	310.725	165.756	397.540	350.582	164.780	377.899	359.108	165.289	386.229	333.380	165.184	
3034	6.06600	282.467	328.144	165.594	300.068	337.513	165.832	293.486	310.873	165.714	397.164	350.520	164.800	377.513	359.029	165.314	385.900	333.284	165.212	
3035	6.06800	282.460	328.047	165.598	299.837	337.765	165.794	293.848	311.009	165.739	396.825	350.467	164.804	377.154	358.955	165.285	385.562	333.212	165.219	
3036	6.07000	282.483	327.933	165.605	299.647	338.019	165.787	294.176	311.162	165.646	396.472	350.446	164.769	376.776	358.866	165.296	385.254	333.149	165.211	
3037	6.07200	282.499	327.828	165.627	299.438	338.311	165.865	294.530	311.315	165.667	396.087	350.374	164.776	376.399	358.760	165.307	384.894	333.085	165.201	
3038	6.07400	282.513	327.730	165.600	299.198	338.614	165.786	294.900	311.455	165.642	395.804	350.321	164.779	376.054	358.678	165.298	384.569	333.006	165.226	
3039	6.07600	282.545	327.633	165.604	298.941	338.818	165.792	295.260	311.627	165.660	395.380	350.284	164.779	375.660	358.583	165.357	384.268	332.953	165.230	
3040	6.07800	282.553	327.536	165.608	298.698	339.064	165.802	295.569	311.791	165.726	395.033	350.220	164.769	375.300	358.475	165.337	383.894	332.879	165.209	
3041	6.08000	282.576	327.457	165.609	298.419	339.289	165.811	295.913	311.990	165.754	394.736	350.159	164.788	374.955	358.394	165.328	383.552	332.816	165.201	
3042	6.08200	282.589	327.361	165.615	298.164	339.562	165.803	296.272	312.194	165.733	394.318	350.079	164.813	374.560	358.298	165.387	383.286	332.737	165.227	
3043	6.08400	282.603	327.273	165.602	297.934	339.806	165.783	296.612	312.410	165.673	393.979	350.033	164.800	374.193	358.223	165.329	382.882	332.691	165.213	
3044	6.08600	282.617	327.185	165.590	297.719	340.026	165.784	296.941	312.613	165.651	393.625	349.963	164.838	373.863	358.152	165.335	382.578	332.600	165.197	
3045	6.08800	282.632	327.106	165.591	297.434	340.233	165.852	297.251	312.806	165.644	393.238	349.894	164.877	373.438	358.055	165.362	382.294	332.520	165.190	
3046	6.09000	282.647	327.009	165.595	297.067	340.426	165.756	297.538	312.998	165.719	392.916	349.848	164.863	373.092	357.983	165.368	381.944	332.450	165.230	
3047	6.09200	282.669	326.921	165.583	296.823	340.637	165.773	297.829	313.195	165.746	392.554	349.794	164.867	372.738	357.910	165.343	381.611	332.369	165.226	
3048	6.09400	282.668	326.817	165.605	296.585	340.847	165.760	298.120	313.428	165.765	392.175	349.716	164.922	372.345	357.823	165.384	381.315	332.306	165.216	
3049	6.09600	282.684	326.704	165.614	296.268	341.052	165.796	298.394	313.706	165.792	391.869	349.678	164.891	371.992	357.749	165.358	380.979	332.216	165.196	
3050	6.09800	282.708	326.582	165.639	295.946	341.217	165.774	298.678	313.950	165.743	391.469	349.622	164.864	371.599	357.651	165.353	380.647	332.129	165.240	
3051	6.10000	282.746	326.485	165.644	295.649	341.389	165.764	298.973	314.178	165.728	391.115	349.570	164.898	371.238	357.552	165.348	380.343	332.058	165.246	
