NO_OF_FRAMES	921
NO_OF_DATA_TYPES	3
FREQUENCY	500
TIME_STAMP	2024-10-20, 19:21:13
DATA_INCLUDED	Velocity
DATA_TYPES	Puck1 - 2_vel_X	Puck1 - 2_vel_Y	Puck1 - 2_vel_Z

Frame	Time	Puck1 - 2_vel_X	Puck1 - 2_vel_Y	Puck1 - 2_vel_Z	
3337	6.67200	-142.436	-179.534	0.570
3338	6.67400	-142.293	-179.414	0.254
3339	6.67600	-141.901	-179.561	0.589
3340	6.67800	-141.677	-180.265	0.481
3341	6.68000	-141.412	-180.040	0.823
3342	6.68200	-141.340	-180.070	0.693
3343	6.68400	-141.049	-180.359	0.002
3344	6.68600	-140.414	-180.087	-0.003
3345	6.68800	-140.381	-180.516	0.040
3346	6.69000	-140.262	-180.694	0.075
3347	6.69200	-139.803	-180.510	-0.143
3348	6.69400	-139.627	-180.719	-0.811
3349	6.69600	-139.569	-180.675	-0.302
3350	6.69800	-139.514	-180.565	-0.198
3351	6.70000	-139.242	-180.576	-0.648
3352	6.70200	-138.872	-180.420	-0.374
3353	6.70400	-138.991	-180.752	-0.563
3354	6.70600	-138.867	-180.736	-0.477
3355	6.70800	-138.514	-180.347	0.104
3356	6.71000	-138.663	-180.586	-0.281
3357	6.71200	-138.704	-180.402	-0.306
3358	6.71400	-138.406	-179.923	-0.212
3359	6.71600	-138.488	-179.912	-0.588
3360	6.71800	-138.685	-179.899	-0.127
3361	6.72000	-138.430	-179.914	0.049
3362	6.72200	-138.363	-179.827	-0.221
3363	6.72400	-138.520	-179.424	-0.075
3364	6.72600	-138.767	-179.718	0.407
3365	6.72800	-138.697	-179.948	0.467
3366	6.73000	-138.714	-179.413	0.328
3367	6.73200	-138.732	-179.251	0.197
3368	6.73400	-139.031	-179.575	0.426
3369	6.73600	-139.577	-179.673	0.890
3370	6.73800	-139.285	-179.460	0.923
3371	6.74000	-138.665	-179.618	0.953
3372	6.74200	-138.952	-179.561	0.468
3373	6.74400	-139.849	-179.256	0.752
3374	6.74600	-139.800	-179.695	1.261
3375	6.74800	-139.249	-180.118	1.021
3376	6.75000	-138.334	-179.935	0.427
3377	6.75200	-138.882	-179.634	0.291
3378	6.75400	-139.758	-180.078	1.285
3379	6.75600	-138.801	-180.414	0.822
3380	6.75800	-138.048	-179.998	0.735
3381	6.76000	-138.724	-179.922	1.030
3382	6.76200	-138.987	-180.312	0.266
3383	6.76400	-138.137	-180.388	0.326
3384	6.76600	-138.239	-180.541	0.295
3385	6.76800	-138.372	-180.780	0.193
3386	6.77000	-138.032	-180.499	-0.025
3387	6.77200	-138.046	-180.869	-0.341
3388	6.77400	-137.915	-181.150	0.216
3389	6.77600	-137.674	-180.990	-0.040
3390	6.77800	-137.817	-181.211	-0.952
3391	6.78000	-137.759	-181.082	-0.373
3392	6.78200	-137.521	-181.239	-0.253
3393	6.78400	-137.512	-181.258	-1.269
3394	6.78600	-137.736	-181.009	-0.838
3395	6.78800	-137.561	-181.446	-0.175
3396	6.79000	-137.252	-181.262	-0.794
3397	6.79200	-137.456	-180.719	-1.036
3398	6.79400	-137.539	-180.936	-0.532
3399	6.79600	-137.343	-180.926	-0.249
3400	6.79800	-137.334	-180.472	-0.732
3401	6.80000	-137.381	-180.477	-0.660
3402	6.80200	-137.224	-180.725	0.063
3403	6.80400	-137.314	-180.497	-0.139
3404	6.80600	-137.098	-180.098	-0.214
3405	6.80800	-136.840	-180.357	0.248
3406	6.81000	-137.132	-180.376	0.092
3407	6.81200	-137.145	-179.952	-0.286
3408	6.81400	-136.692	-180.229	-0.258
3409	6.81600	-136.623	-180.441	0.685
3410	6.81800	-136.927	-180.199	0.741
3411	6.82000	-136.742	-180.113	-0.243
3412	6.82200	-136.543	-180.158	0.748
3413	6.82400	-136.497	-180.246	1.548
3414	6.82600	-136.475	-180.389	1.091
3415	6.82800	-136.209	-180.060	1.137
3416	6.83000	-136.286	-179.973	1.835
3417	6.83200	-135.958	-180.443	2.179
3418	6.83400	-135.437	-180.397	1.991
3419	6.83600	-135.650	-180.150	1.895
3420	6.83800	-135.609	-180.229	1.827
3421	6.84000	-135.259	-180.312	2.315
3422	6.84200	-134.944	-180.227	2.289
3423	6.84400	-135.407	-180.252	1.963
3424	6.84600	-135.251	-180.331	2.174
3425	6.84800	-134.728	-180.566	2.037
3426	6.85000	-134.862	-180.548	2.232
3427	6.85200	-134.862	-180.418	2.157
3428	6.85400	-134.620	-180.562	1.359
3429	6.85600	-134.707	-180.424	1.284
3430	6.85800	-134.892	-181.009	2.039
3431	6.86000	-133.927	-181.073	2.071
3432	6.86200	-133.615	-180.758	0.552
3433	6.86400	-134.373	-181.230	0.701
3434	6.86600	-133.674	-181.252	2.452
3435	6.86800	-133.590	-181.548	1.487
3436	6.87000	-133.798	-181.268	0.227
3437	6.87200	-133.225	-181.171	1.137
3438	6.87400	-132.918	-181.675	1.509
3439	6.87600	-133.607	-181.539	0.654
3440	6.87800	-133.995	-181.345	0.550
3441	6.88000	-132.878	-181.423	1.313
3442	6.88200	-133.381	-181.783	0.829
3443	6.88400	-133.929	-181.609	0.437
3444	6.88600	-133.062	-181.285	0.733
3445	6.88800	-132.989	-181.308	0.712
3446	6.89000	-134.141	-181.369	0.704
3447	6.89200	-134.149	-181.356	0.881
3448	6.89400	-133.169	-181.311	0.816
3449	6.89600	-133.560	-181.305	0.581
3450	6.89800	-133.950	-181.247	1.119
3451	6.90000	-133.491	-181.350	1.367
3452	6.90200	-133.182	-181.065	1.314
3453	6.90400	-132.957	-180.714	1.404
3454	6.90600	-132.406	-180.879	1.321
3455	6.90800	-132.458	-180.941	1.529
3456	6.91000	-132.949	-180.791	1.854
3457	6.91200	-132.134	-180.682	1.825
3458	6.91400	-131.520	-180.725	1.786
3459	6.91600	-131.902	-180.463	2.187
3460	6.91800	-131.884	-180.480	2.437
3461	6.92000	-131.137	-180.630	2.424
3462	6.92200	-130.611	-180.373	2.282
3463	6.92400	-130.793	-180.430	2.229
3464	6.92600	-130.716	-180.525	2.414
3465	6.92800	-130.373	-180.406	2.287
3466	6.93000	-129.855	-180.214	2.031
3467	6.93200	-129.268	-180.356	1.921
3468	6.93400	-129.316	-180.321	1.990
3469	6.93600	-129.627	-180.112	1.776
3470	6.93800	-129.300	-180.258	1.494
3471	6.94000	-128.575	-180.059	1.595
3472	6.94200	-128.746	-179.978	1.350
3473	6.94400	-129.255	-180.156	1.000
3474	6.94600	-128.645	-180.200	1.191
3475	6.94800	-128.009	-180.160	0.597
3476	6.95000	-127.964	-179.964	0.050
3477	6.95200	-127.974	-180.082	0.180
3478	6.95400	-127.729	-180.347	0.040
3479	6.95600	-127.462	-180.349	0.012
3480	6.95800	-127.036	-180.302	-0.325
3481	6.96000	-126.504	-179.928	-0.880
3482	6.96200	-127.041	-180.279	-1.440
3483	6.96400	-126.864	-180.470	-0.465
3484	6.96600	-125.549	-180.170	-0.436
3485	6.96800	-125.985	-180.291	-2.503
3486	6.97000	-125.709	-179.826	-1.776
3487	6.97200	-124.856	-180.141	-0.758
3488	6.97400	-125.118	-180.509	-1.490
3489	6.97600	-125.473	-179.893	-1.980
3490	6.97800	-124.738	-179.797	-1.830
3491	6.98000	-124.050	-180.032	-1.552
3492	6.98200	-124.672	-179.806	-1.882
3493	6.98400	-123.946	-179.225	-1.778
3494	6.98600	-123.468	-179.114	-1.664
3495	6.98800	-124.162	-179.434	-1.163
3496	6.99000	-123.923	-179.415	-0.978
3497	6.99200	-122.973	-178.976	-1.416
3498	6.99400	-123.047	-178.642	-1.319
3499	6.99600	-123.851	-178.616	-0.862
3500	6.99800	-123.634	-178.404	-0.628
3501	7.00000	-123.069	-177.928	-1.166
3502	7.00200	-123.015	-177.660	-1.076
3503	7.00400	-122.974	-177.870	-0.867
3504	7.00600	-123.087	-177.826	-1.053
3505	7.00800	-123.271	-177.552	-0.634
3506	7.01000	-123.010	-177.418	-0.446
3507	7.01200	-122.513	-177.202	-0.852
3508	7.01400	-122.758	-177.136	-0.802
3509	7.01600	-122.751	-176.978	-0.297
3510	7.01800	-122.355	-176.876	-0.426
3511	7.02000	-122.234	-176.723	-1.028
3512	7.02200	-122.352	-176.431	-0.672
3513	7.02400	-122.481	-176.508	-0.023
3514	7.02600	-122.045	-176.512	-0.268
3515	7.02800	-121.695	-176.231	-0.308
3516	7.03000	-121.650	-176.044	-0.088
3517	7.03200	-121.890	-176.186	-0.233
3518	7.03400	-122.090	-176.083	-0.116
3519	7.03600	-122.070	-175.899	-0.304
3520	7.03800	-122.035	-175.834	-0.795
3521	7.04000	-121.889	-175.681	-0.784
3522	7.04200	-122.267	-175.880	-0.625
3523	7.04400	-122.620	-175.684	-0.326
3524	7.04600	-122.285	-175.322	-0.632
3525	7.04800	-121.822	-175.408	-1.192
3526	7.05000	-122.007	-175.320	-0.509
3527	7.05200	-122.663	-175.224	-0.279
3528	7.05400	-122.402	-175.094	-0.858
3529	7.05600	-122.052	-174.787	-0.590
3530	7.05800	-122.341	-174.705	-0.318
3531	7.06000	-122.454	-174.711	-0.372
3532	7.06200	-121.965	-174.675	-0.243
3533	7.06400	-121.501	-174.503	-0.274
3534	7.06600	-121.611	-174.229	-0.827
3535	7.06800	-121.874	-173.950	-0.404
3536	7.07000	-122.027	-174.099	0.900
3537	7.07200	-121.955	-174.196	0.489
3538	7.07400	-121.028	-173.562	-0.537
3539	7.07600	-120.493	-173.205	-0.103
3540	7.07800	-121.146	-173.606	1.113
3541	7.08000	-121.738	-173.435	1.381
3542	7.08200	-121.373	-172.479	0.088
3543	7.08400	-120.608	-172.823	-0.230
3544	7.08600	-120.863	-173.358	1.788
3545	7.08800	-121.531	-172.704	2.318
3546	7.09000	-122.476	-172.233	-0.214
3547	7.09200	-122.963	-172.079	-0.024
3548	7.09400	-122.253	-172.174	2.647
3549	7.09600	-121.971	-172.420	2.551
3550	7.09800	-122.811	-171.810	0.472
3551	7.10000	-122.950	-171.457	0.403
3552	7.10200	-122.488	-171.936	2.426
3553	7.10400	-123.079	-172.004	2.531
3554	7.10600	-124.031	-171.764	0.479
3555	7.10800	-123.795	-171.443	0.542
3556	7.11000	-123.548	-171.547	2.240
3557	7.11200	-124.078	-171.772	1.951
3558	7.11400	-124.168	-171.520	0.681
3559	7.11600	-124.334	-171.669	0.364
3560	7.11800	-124.621	-172.030	1.355
3561	7.12000	-124.589	-172.047	1.571
3562	7.12200	-124.443	-171.897	0.838
3563	7.12400	-124.488	-172.030	0.323
3564	7.12600	-124.708	-172.450	0.438
3565	7.12800	-124.683	-172.279	0.749
3566	7.13000	-124.727	-172.151	0.009
3567	7.13200	-124.767	-172.321	-0.583
3568	7.13400	-124.696	-172.395	-0.083
3569	7.13600	-124.728	-172.539	-0.391
3570	7.13800	-124.779	-172.466	-1.012
3571	7.14000	-124.853	-172.340	-1.031
3572	7.14200	-124.826	-172.700	-0.830
3573	7.14400	-124.674	-172.739	-0.538
3574	7.14600	-124.565	-172.645	-1.271
3575	7.14800	-124.652	-172.676	-1.880
3576	7.15000	-124.818	-172.393	-1.310
3577	7.15200	-124.775	-172.681	-1.268
3578	7.15400	-124.519	-172.856	-1.622
3579	7.15600	-124.418	-172.409	-1.790
3580	7.15800	-124.432	-172.489	-1.900
3581	7.16000	-124.058	-172.705	-1.373
3582	7.16200	-123.654	-172.465	-1.194
3583	7.16400	-123.821	-172.094	-1.890
3584	7.16600	-124.014	-171.941	-1.561
3585	7.16800	-123.665	-172.238	-0.267
3586	7.17000	-123.199	-172.244	-0.466
3587	7.17200	-122.692	-171.506	-1.657
3588	7.17400	-122.432	-171.211	-1.173
3589	7.17600	-123.042	-171.642	0.456
3590	7.17800	-123.005	-171.607	0.531
3591	7.18000	-122.547	-171.013	-0.773
3592	7.18200	-121.695	-170.826	-0.800
3593	7.18400	-121.325	-171.596	1.061
3594	7.18600	-122.206	-171.194	1.734
3595	7.18800	-122.311	-170.210	0.069
3596	7.19000	-121.735	-170.552	-0.178
3597	7.19200	-120.855	-170.724	2.548
3598	7.19400	-120.638	-170.474	2.562
3599	7.19600	-121.559	-170.214	0.044
3600	7.19800	-121.877	-169.856	0.170
3601	7.20000	-121.159	-170.214	2.259
3602	7.20200	-121.537	-170.577	2.295
3603	7.20400	-122.255	-170.233	0.411
3604	7.20600	-121.645	-169.883	0.196
3605	7.20800	-120.861	-170.054	1.972
3606	7.21000	-121.164	-170.381	2.476
3607	7.21200	-121.493	-170.288	0.829
3608	7.21400	-121.016	-170.237	0.262
3609	7.21600	-120.965	-170.410	1.645
3610	7.21800	-120.898	-170.462	2.350
3611	7.22000	-120.419	-170.424	1.140
3612	7.22200	-120.345	-170.392	0.303
3613	7.22400	-120.644	-170.392	0.617
3614	7.22600	-120.525	-170.575	1.106
3615	7.22800	-120.268	-170.357	1.068
3616	7.23000	-120.416	-170.304	0.255
3617	7.23200	-120.479	-170.587	0.077
3618	7.23400	-120.376	-170.646	0.529
3619	7.23600	-120.388	-170.590	0.262
3620	7.23800	-120.448	-170.497	-0.126
3621	7.24000	-120.397	-170.536	-0.172
3622	7.24200	-120.042	-170.785	0.302
3623	7.24400	-119.942	-170.656	0.119
3624	7.24600	-120.240	-170.463	-0.739
3625	7.24800	-120.193	-170.584	-0.316
3626	7.25000	-119.876	-170.735	0.200
3627	7.25200	-119.829	-170.746	-0.303
3628	7.25400	-119.925	-170.442	-0.292
3629	7.25600	-119.894	-170.491	0.257
3630	7.25800	-119.957	-170.701	0.406
3631	7.26000	-120.295	-170.307	0.103
3632	7.26200	-120.406	-170.050	-0.136
3633	7.26400	-120.051	-170.254	0.441
3634	7.26600	-119.848	-170.194	0.923
3635	7.26800	-120.132	-169.895	0.320
3636	7.27000	-120.438	-169.686	0.171
3637	7.27200	-120.212	-169.752	0.887
3638	7.27400	-120.023	-169.832	1.196
3639	7.27600	-120.007	-169.589	0.879
3640	7.27800	-119.618	-169.393	0.709
3641	7.28000	-119.799	-169.359	1.090
3642	7.28200	-120.101	-169.062	1.403
3643	7.28400	-119.938	-168.876	1.408
3644	7.28600	-118.988	-168.624	1.661
3645	7.28800	-118.403	-168.223	1.826
3646	7.29000	-119.444	-168.028	1.558
3647	7.29200	-120.186	-167.932	1.672
3648	7.29400	-119.304	-167.883	2.241
3649	7.29600	-118.238	-167.950	2.416
3650	7.29800	-118.314	-167.722	1.525
3651	7.30000	-118.936	-167.436	1.194
3652	7.30200	-118.986	-167.746	2.142
3653	7.30400	-118.117	-167.795	2.999
3654	7.30600	-118.078	-167.589	2.022
3655	7.30800	-117.884	-167.368	1.148
3656	7.31000	-117.520	-167.252	2.127
3657	7.31200	-118.574	-167.719	2.927
3658	7.31400	-118.711	-167.444	2.704
3659	7.31600	-117.590	-167.117	1.229
3660	7.31800	-117.036	-167.236	1.031
3661	7.32000	-118.191	-167.425	1.900
3662	7.32200	-119.145	-167.491	1.768
3663	7.32400	-118.542	-166.886	1.555
3664	7.32600	-118.728	-167.060	1.049
3665	7.32800	-119.089	-167.402	0.951
3666	7.33000	-118.731	-167.347	1.150
3667	7.33200	-118.734	-167.332	1.243
