NO_OF_FRAMES	921
NO_OF_DATA_TYPES	3
FREQUENCY	500
TIME_STAMP	2024-10-20, 19:22:16
DATA_INCLUDED	Velocity
DATA_TYPES	Pucky - 1_vel_X	Pucky - 1_vel_Y	Pucky - 1_vel_Z

Frame	Time	Pucky - 1_vel_X	Pucky - 1_vel_Y	Pucky - 1_vel_Z	
3319	6.63600	-96.873	35.076	0.409
3320	6.63800	-97.033	34.853	0.298
3321	6.64000	-96.620	34.690	0.834
3322	6.64200	-96.191	34.806	0.786
3323	6.64400	-96.278	34.846	0.328
3324	6.64600	-96.421	34.893	0.515
3325	6.64800	-96.378	34.777	1.014
3326	6.65000	-96.144	34.774	1.022
3327	6.65200	-96.006	35.222	0.756
3328	6.65400	-96.045	35.467	0.563
3329	6.65600	-96.017	35.353	0.867
3330	6.65800	-96.118	35.340	0.989
3331	6.66000	-96.178	35.553	0.639
3332	6.66200	-95.791	35.441	0.178
3333	6.66400	-95.679	34.915	0.362
3334	6.66600	-96.433	34.525	0.557
3335	6.66800	-96.963	34.438	0.132
3336	6.67000	-96.775	34.566	0.066
3337	6.67200	-96.312	34.458	0.247
3338	6.67400	-96.248	34.173	0.207
3339	6.67600	-96.746	34.170	-0.269
3340	6.67800	-96.902	34.376	-0.926
3341	6.68000	-96.392	34.298	-0.657
3342	6.68200	-95.936	34.190	-0.114
3343	6.68400	-96.231	34.448	-0.402
3344	6.68600	-96.774	34.593	-0.585
3345	6.68800	-96.468	34.526	-0.251
3346	6.69000	-95.998	34.437	-0.107
3347	6.69200	-96.225	34.426	-0.609
3348	6.69400	-96.394	34.381	-1.539
3349	6.69600	-96.398	34.079	-1.865
3350	6.69800	-96.326	33.882	-1.481
3351	6.70000	-96.096	33.953	-1.314
3352	6.70200	-95.919	34.185	-1.055
3353	6.70400	-95.896	34.173	-0.704
3354	6.70600	-95.749	33.955	-0.349
3355	6.70800	-95.747	34.078	-0.159
3356	6.71000	-95.737	34.381	-0.219
3357	6.71200	-95.750	34.493	0.178
3358	6.71400	-95.735	34.423	0.708
3359	6.71600	-95.746	34.471	1.030
3360	6.71800	-95.803	34.768	1.105
3361	6.72000	-95.456	34.920	0.904
3362	6.72200	-95.280	34.712	0.996
3363	6.72400	-95.385	34.559	0.778
3364	6.72600	-95.879	34.629	0.134
3365	6.72800	-96.157	34.765	-0.042
3366	6.73000	-95.660	34.920	0.266
3367	6.73200	-95.114	35.003	0.836
3368	6.73400	-95.327	35.131	0.850
3369	6.73600	-95.689	35.212	0.605
3370	6.73800	-95.387	35.214	0.846
3371	6.74000	-94.885	35.235	1.333
3372	6.74200	-94.805	35.216	1.615
3373	6.74400	-94.900	35.161	1.707
3374	6.74600	-94.914	35.032	1.963
3375	6.74800	-94.909	34.984	2.274
3376	6.75000	-94.732	35.069	2.210
3377	6.75200	-94.494	35.025	1.580
3378	6.75400	-94.475	34.644	0.621
3379	6.75600	-94.781	34.301	0.158
3380	6.75800	-94.837	34.317	0.306
3381	6.76000	-94.563	34.395	0.268
3382	6.76200	-94.605	34.356	0.049
3383	6.76400	-94.824	34.403	0.266
3384	6.76600	-94.769	34.497	0.119
3385	6.76800	-94.364	34.675	-0.557
3386	6.77000	-94.221	34.716	-0.819
3387	6.77200	-94.445	34.490	-0.694
3388	6.77400	-94.490	34.406	-0.609
3389	6.77600	-94.372	34.359	-0.845
3390	6.77800	-94.284	34.326	-0.778
3391	6.78000	-94.307	34.187	-0.179
3392	6.78200	-94.330	33.906	-0.282
3393	6.78400	-94.310	33.825	-1.129
3394	6.78600	-94.304	33.841	-1.406
3395	6.78800	-94.155	33.866	-1.079
3396	6.79000	-94.198	33.891	-0.973
3397	6.79200	-94.376	34.054	-0.769
3398	6.79400	-94.418	34.324	-0.165
3399	6.79600	-94.217	34.482	0.127
3400	6.79800	-93.682	34.760	0.300
3401	6.80000	-93.399	35.047	0.091
3402	6.80200	-93.726	35.071	-0.183
3403	6.80400	-94.341	34.955	-0.344
3404	6.80600	-94.540	34.776	-0.419
3405	6.80800	-94.459	34.748	-0.329
3406	6.81000	-94.230	34.763	-0.125
3407	6.81200	-93.975	34.664	0.343
3408	6.81400	-93.914	34.567	0.523
3409	6.81600	-93.877	34.619	0.302
3410	6.81800	-93.811	34.767	0.175
3411	6.82000	-93.875	34.606	0.197
3412	6.82200	-94.223	34.620	0.789
3413	6.82400	-94.325	35.013	1.261
3414	6.82600	-94.043	35.339	1.540
3415	6.82800	-93.470	35.518	1.887
3416	6.83000	-92.938	35.415	1.942
3417	6.83200	-93.155	35.339	1.772
3418	6.83400	-93.730	35.200	1.164
3419	6.83600	-94.127	34.951	0.771
3420	6.83800	-94.234	35.021	0.991
3421	6.84000	-94.101	35.137	1.272
3422	6.84200	-93.629	35.074	1.050
3423	6.84400	-93.262	35.036	0.683
3424	6.84600	-93.553	35.009	0.523
3425	6.84800	-93.806	34.920	0.547
3426	6.85000	-93.789	34.819	0.266
3427	6.85200	-93.459	34.708	0.112
3428	6.85400	-93.257	34.704	0.680
3429	6.85600	-93.488	34.886	1.359
3430	6.85800	-93.116	35.005	1.502
3431	6.86000	-92.638	34.794	0.866
3432	6.86200	-92.439	34.549	0.231
3433	6.86400	-92.422	34.292	-0.109
3434	6.86600	-92.877	33.870	-0.732
3435	6.86800	-93.245	33.784	-0.732
3436	6.87000	-93.276	33.893	-0.439
3437	6.87200	-93.038	33.926	-0.496
3438	6.87400	-92.322	34.057	-0.786
3439	6.87600	-92.006	34.101	-1.371
3440	6.87800	-92.336	34.103	-1.472
3441	6.88000	-92.553	34.064	-1.404
3442	6.88200	-92.649	34.123	-1.533
3443	6.88400	-92.639	34.296	-1.128
3444	6.88600	-92.640	34.388	-0.519
3445	6.88800	-92.711	34.347	-0.023
3446	6.89000	-92.664	34.204	0.264
3447	6.89200	-92.746	34.085	0.200
3448	6.89400	-92.743	33.907	-0.290
3449	6.89600	-92.650	33.655	-0.856
3450	6.89800	-93.069	33.503	-0.820
3451	6.90000	-93.614	33.532	-0.398
3452	6.90200	-93.658	33.886	0.256
3453	6.90400	-93.132	34.228	0.797
3454	6.90600	-92.232	34.311	0.816
3455	6.90800	-91.806	34.555	0.765
3456	6.91000	-92.110	34.664	0.809
3457	6.91200	-92.370	34.732	0.731
3458	6.91400	-92.492	34.914	0.638
3459	6.91600	-92.719	35.064	0.781
3460	6.91800	-92.734	35.161	1.018
3461	6.92000	-92.352	35.077	0.926
3462	6.92200	-92.129	35.031	0.784
3463	6.92400	-92.118	34.766	0.631
3464	6.92600	-92.407	34.265	0.681
3465	6.92800	-92.646	33.948	0.525
3466	6.93000	-92.783	33.842	0.633
3467	6.93200	-93.051	34.020	1.150
3468	6.93400	-93.025	34.207	1.381
3469	6.93600	-92.801	34.366	1.366
3470	6.93800	-92.468	34.591	1.202
3471	6.94000	-91.943	34.542	1.140
3472	6.94200	-91.790	34.283	1.023
3473	6.94400	-92.395	34.269	0.907
3474	6.94600	-93.167	34.374	0.767
3475	6.94800	-93.324	34.298	0.507
3476	6.95000	-93.137	34.254	0.008
3477	6.95200	-92.575	34.334	-0.510
3478	6.95400	-92.274	34.409	-1.027
3479	6.95600	-92.543	34.188	-1.689
3480	6.95800	-92.542	33.748	-1.978
3481	6.96000	-92.861	33.537	-1.577
3482	6.96200	-92.943	33.561	-0.898
3483	6.96400	-92.696	33.552	-0.372
3484	6.96600	-92.497	33.487	0.011
3485	6.96800	-92.179	33.599	0.311
3486	6.97000	-91.999	33.722	0.130
3487	6.97200	-91.590	33.597	-0.338
3488	6.97400	-91.111	33.456	-0.557
3489	6.97600	-91.570	33.212	-0.407
3490	6.97800	-92.206	33.047	0.011
3491	6.98000	-92.268	33.122	0.219
3492	6.98200	-91.955	33.244	0.037
3493	6.98400	-91.337	33.453	-0.357
3494	6.98600	-90.953	33.621	-0.667
3495	6.98800	-91.070	33.626	-0.835
3496	6.99000	-91.444	33.688	-0.885
3497	6.99200	-91.754	33.879	-0.705
3498	6.99400	-91.684	34.002	-0.316
3499	6.99600	-91.577	34.109	0.407
3500	6.99800	-91.461	34.317	0.978
3501	7.00000	-91.031	34.537	1.078
3502	7.00200	-90.835	34.499	1.005
3503	7.00400	-91.157	34.188	0.962
3504	7.00600	-91.370	33.913	0.957
3505	7.00800	-91.412	33.846	1.248
3506	7.01000	-91.531	33.703	1.728
3507	7.01200	-91.802	33.534	1.676
3508	7.01400	-91.933	33.646	1.512
3509	7.01600	-91.443	33.844	1.334
3510	7.01800	-90.485	33.957	0.920
3511	7.02000	-90.041	33.940	0.454
3512	7.02200	-90.568	33.963	0.713
3513	7.02400	-90.908	34.045	1.375
3514	7.02600	-90.893	34.119	1.462
3515	7.02800	-90.661	34.345	1.208
3516	7.03000	-90.375	34.549	0.814
3517	7.03200	-90.457	34.524	-0.005
3518	7.03400	-90.603	34.394	-0.624
3519	7.03600	-90.693	34.096	-0.674
3520	7.03800	-90.980	33.709	-0.443
3521	7.04000	-91.323	33.434	0.354
3522	7.04200	-91.658	33.366	0.557
3523	7.04400	-91.821	33.427	0.332
3524	7.04600	-91.908	33.339	0.192
3525	7.04800	-91.717	33.339	-0.128
3526	7.05000	-91.285	33.564	-0.425
3527	7.05200	-90.645	33.656	-0.175
3528	7.05400	-90.624	33.435	0.325
3529	7.05600	-91.453	33.271	0.566
3530	7.05800	-91.949	33.346	0.782
3531	7.06000	-91.906	33.363	0.643
3532	7.06200	-90.952	33.254	-0.146
3533	7.06400	-90.530	33.292	-1.171
3534	7.06600	-91.021	33.326	-1.869
3535	7.06800	-91.254	33.343	-2.280
3536	7.07000	-91.106	33.424	-2.017
3537	7.07200	-90.934	33.330	-1.198
3538	7.07400	-91.331	33.086	-0.713
3539	7.07600	-91.424	33.070	-0.416
3540	7.07800	-90.947	33.325	-0.155
3541	7.08000	-90.480	33.473	-0.409
3542	7.08200	-90.231	33.616	-0.799
3543	7.08400	-90.409	33.782	-0.671
3544	7.08600	-90.625	33.551	0.064
3545	7.08800	-90.816	33.212	0.792
3546	7.09000	-91.148	33.292	1.127
3547	7.09200	-91.115	33.358	1.012
3548	7.09400	-90.754	33.340	0.588
3549	7.09600	-90.574	33.488	0.261
3550	7.09800	-90.677	33.654	0.163
3551	7.10000	-90.879	33.852	0.026
3552	7.10200	-90.794	34.076	0.323
3553	7.10400	-90.789	34.299	1.022
3554	7.10600	-90.680	34.357	1.386
3555	7.10800	-90.240	34.439	1.403
3556	7.11000	-90.250	34.627	1.219
3557	7.11200	-90.181	34.690	1.014
3558	7.11400	-89.712	34.761	1.039
3559	7.11600	-89.541	34.767	1.019
3560	7.11800	-89.903	34.557	0.962
3561	7.12000	-90.271	34.071	1.417
3562	7.12200	-90.164	33.705	2.127
3563	7.12400	-89.990	33.553	1.911
3564	7.12600	-90.067	33.419	1.062
3565	7.12800	-90.155	33.534	0.585
3566	7.13000	-90.035	33.636	0.348
3567	7.13200	-89.750	33.649	0.276
3568	7.13400	-89.361	33.794	0.705
3569	7.13600	-89.286	33.867	1.045
3570	7.13800	-89.562	33.795	0.916
3571	7.14000	-89.736	33.890	0.942
3572	7.14200	-89.271	34.006	0.395
3573	7.14400	-88.972	33.905	-0.441
3574	7.14600	-89.243	33.770	-0.936
3575	7.14800	-89.428	33.582	-1.257
3576	7.15000	-89.784	33.171	-1.470
3577	7.15200	-90.016	32.905	-1.403
3578	7.15400	-89.928	32.838	-1.213
3579	7.15600	-89.924	32.761	-1.293
3580	7.15800	-89.999	32.717	-1.314
3581	7.16000	-90.010	32.707	-1.479
3582	7.16200	-89.789	33.029	-1.558
3583	7.16400	-89.905	33.320	-1.166
3584	7.16600	-89.734	33.397	-0.498
3585	7.16800	-89.249	33.542	-0.021
3586	7.17000	-89.465	33.554	0.277
3587	7.17200	-89.912	33.318	0.387
3588	7.17400	-89.681	33.199	-0.269
3589	7.17600	-88.883	33.453	-0.928
3590	7.17800	-88.884	33.583	-1.264
3591	7.18000	-89.254	33.472	-1.796
3592	7.18200	-89.704	33.535	-1.587
3593	7.18400	-89.906	33.700	-0.742
3594	7.18600	-89.239	33.777	-0.240
3595	7.18800	-88.563	33.893	0.075
3596	7.19000	-88.756	34.120	0.072
3597	7.19200	-89.159	34.276	0.138
3598	7.19400	-88.891	34.514	0.741
3599	7.19600	-88.603	34.745	1.163
3600	7.19800	-88.571	34.763	1.407
3601	7.20000	-88.607	34.669	1.609
3602	7.20200	-88.691	34.463	1.701
3603	7.20400	-88.948	34.178	1.709
3604	7.20600	-88.915	33.952	1.362
3605	7.20800	-88.632	33.934	0.839
3606	7.21000	-88.893	33.928	0.481
3607	7.21200	-89.095	33.876	0.435
3608	7.21400	-89.147	33.881	0.463
3609	7.21600	-89.131	34.037	0.683
3610	7.21800	-88.760	34.246	1.002
3611	7.22000	-88.291	34.321	1.168
3612	7.22200	-88.017	34.416	1.098
3613	7.22400	-88.254	34.599	0.809
3614	7.22600	-88.579	34.707	0.550
3615	7.22800	-88.329	34.711	0.597
3616	7.23000	-87.860	34.512	0.605
3617	7.23200	-87.907	34.193	0.308
3618	7.23400	-88.320	33.853	0.287
3619	7.23600	-88.706	33.298	-0.017
3620	7.23800	-88.689	32.961	-0.438
3621	7.24000	-88.220	33.057	-0.425
3622	7.24200	-87.960	33.055	-0.563
3623	7.24400	-88.452	32.978	-0.875
3624	7.24600	-88.904	33.051	-0.773
3625	7.24800	-88.512	33.083	-0.310
3626	7.25000	-88.027	33.272	-0.072
3627	7.25200	-87.835	33.753	0.155
3628	7.25400	-87.861	33.962	0.408
3629	7.25600	-88.062	33.811	0.085
3630	7.25800	-88.174	33.762	-0.374
3631	7.26000	-88.200	33.785	-0.760
3632	7.26200	-88.070	33.783	-1.172
3633	7.26400	-88.137	33.558	-1.405
3634	7.26600	-88.336	33.318	-1.348
3635	7.26800	-88.666	33.336	-1.275
3636	7.27000	-88.956	33.322	-1.184
3637	7.27200	-88.558	33.435	-0.680
3638	7.27400	-88.002	33.738	-0.375
3639	7.27600	-88.177	33.908	-0.090
3640	7.27800	-88.820	34.031	0.537
3641	7.28000	-88.916	34.163	0.932
3642	7.28200	-88.501	34.327	1.570
3643	7.28400	-87.814	34.510	2.228
3644	7.28600	-87.553	34.513	1.946
3645	7.28800	-88.160	34.474	1.370
3646	7.29000	-88.657	34.447	1.011
3647	7.29200	-88.446	34.275	0.812
3648	7.29400	-87.848	34.196	0.502
3649	7.29600	-87.710	34.265	-0.018
3650	7.29800	-87.778	34.234	-0.222
3651	7.30000	-87.755	34.244	-0.251
3652	7.30200	-87.904	34.434	-0.144
3653	7.30400	-87.406	34.624	0.195
3654	7.30600	-86.809	34.795	0.301
3655	7.30800	-86.720	34.958	0.623
3656	7.31000	-86.851	34.989	1.170
3657	7.31200	-87.138	35.047	1.291
3658	7.31400	-87.330	34.944	1.350
3659	7.31600	-87.117	34.689	1.530
3660	7.31800	-86.817	34.422	1.395
3661	7.32000	-87.188	34.047	0.872
3662	7.32200	-87.741	33.886	0.452
3663	7.32400	-87.988	33.949	0.109
3664	7.32600	-87.742	33.917	-0.172
3665	7.32800	-87.177	33.835	-0.261
3666	7.33000	-87.031	33.929	-0.482
3667	7.33200	-87.066	33.999	-0.696
