NO_OF_FRAMES	846
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 11:24:41.213	926414.95854500
DATA_INCLUDED	3D
MARKER_NAMES	v43_3g_origo	v43_3g_X	v43_3g_Y	h43_5g_origo	h43_5g_X	h43_5g_Y
TRAJECTORY_TYPES	Measured	Measured	Mixed	Measured	Measured	Measured
Frame	Time	v43_3g_origo X	v43_3g_origo Y	v43_3g_origo Z	v43_3g_X X	v43_3g_X Y	v43_3g_X Z	v43_3g_Y X	v43_3g_Y Y	v43_3g_Y Z	h43_5g_origo X	h43_5g_origo Y	h43_5g_origo Z	h43_5g_X X	h43_5g_X Y	h43_5g_X Z	h43_5g_Y X	h43_5g_Y Y	h43_5g_Y Z	
1943	3.88400	292.763	273.490	162.793	235.521	270.764	163.013	301.925	218.804	162.937	218.481	378.141	162.975	222.580	322.499	164.060	273.570	382.921	163.290
1944	3.88600	292.558	273.418	162.806	235.087	270.565	163.022	301.696	218.727	162.973	218.065	377.976	162.958	222.160	322.348	164.037	273.131	382.816	163.330
1945	3.88800	292.223	273.346	162.871	234.814	270.398	163.014	301.494	218.673	162.954	217.632	377.808	162.962	221.855	322.179	163.938	272.724	382.723	163.303
1946	3.89000	291.874	273.214	162.912	234.573	270.264	162.997	301.285	218.610	162.954	217.232	377.647	162.978	221.532	322.003	163.885	272.277	382.626	163.326
1947	3.89200	291.662	273.152	162.939	234.200	270.081	162.918	301.064	218.540	162.971	216.778	377.434	163.002	221.094	321.826	163.914	271.860	382.543	163.283
1948	3.89400	291.432	273.095	162.915	233.999	269.972	162.962	300.833	218.478	162.971	216.331	377.247	163.007	220.778	321.651	163.946	271.430	382.426	163.308
1949	3.89600	290.958	272.996	162.886	233.779	269.850	162.960	300.624	218.422	162.952	215.900	377.058	163.011	220.441	321.473	164.088	270.958	382.316	163.252
1950	3.89800	290.713	272.928	162.932	233.378	269.649	162.968	300.385	218.360	162.951	215.482	376.897	162.997	220.032	321.282	164.123	270.528	382.190	163.262
1951	3.90000	290.524	272.863	162.926	233.131	269.495	163.006	300.156	218.296	162.949	215.050	376.734	162.981	219.703	321.118	164.056	270.058	382.063	163.241
1952	3.90200	290.186	272.775	162.860	232.837	269.307	163.053	299.935	218.226	162.966	214.648	376.565	162.984	219.347	320.946	163.953	269.620	381.950	163.298
1953	3.90400	289.800	272.716	162.858	232.425	269.111	163.012	299.711	218.144	162.939	214.184	376.375	162.957	218.958	320.783	163.917	269.189	381.842	163.306
1954	3.90600	289.570	272.649	162.821	232.214	268.999	163.023	299.489	218.081	162.938	213.754	376.165	163.014	218.644	320.641	163.940	268.743	381.738	163.347
1955	3.90800	289.306	272.543	162.758	231.994	268.888	163.035	299.258	218.001	162.943	213.305	375.993	162.984	218.312	320.474	164.015	268.342	381.645	163.320
1956	3.91000	288.962	272.482	162.754	231.636	268.733	162.967	299.021	217.938	162.941	212.882	375.808	163.022	217.925	320.272	164.088	267.872	381.549	163.344
1957	3.91200	288.659	272.416	162.801	231.389	268.592	162.968	298.820	217.876	162.941	212.466	375.663	163.004	217.542	320.078	164.121	267.480	381.455	163.317
1958	3.91400	288.349	272.302	162.755	231.124	268.424	162.960	298.619	217.803	162.928	212.040	375.483	162.992	217.202	319.874	164.059	267.017	381.339	163.311
1959	3.91600	288.154	272.239	162.781	230.760	268.221	162.937	298.390	217.744	162.958	211.621	375.308	162.930	216.803	319.710	163.991	266.601	381.246	163.284
1960	3.91800	287.786	272.153	162.884	230.475	268.052	163.012	298.154	217.680	162.956	211.190	375.113	162.953	216.465	319.588	163.960	266.131	381.102	163.265
1961	3.92000	287.469	272.038	162.921	230.248	267.928	163.061	297.944	217.619	162.957	210.745	374.910	162.992	216.196	319.444	163.952	265.698	381.011	163.239
1962	3.92200	287.241	271.973	162.915	229.881	267.772	163.044	297.744	217.566	162.970	210.337	374.732	163.012	215.812	319.279	163.997	265.262	380.869	163.283
1963	3.92400	286.979	271.913	162.943	229.603	267.637	163.026	297.516	217.496	162.987	209.897	374.574	163.030	215.418	319.068	164.004	264.815	380.789	163.304
1964	3.92600	286.575	271.802	162.984	229.368	267.500	162.977	297.286	217.433	162.985	209.486	374.397	162.968	215.067	318.827	164.031	264.362	380.648	163.349
1965	3.92800	286.341	271.727	162.963	229.106	267.336	162.949	297.060	217.378	162.967	209.038	374.211	162.974	214.667	318.652	164.061	263.953	380.577	163.353
1966	3.93000	286.127	271.670	162.940	228.748	267.158	162.905	296.838	217.298	162.971	208.627	374.036	162.913	214.332	318.525	164.018	263.501	380.453	163.395
1967	3.93200	285.777	271.595	162.889	228.554	267.032	162.954	296.616	217.225	162.957	208.189	373.844	162.968	214.056	318.395	164.006	263.100	380.361	163.369
1968	3.93400	285.401	271.503	162.844	228.300	266.892	163.038	296.379	217.171	162.968	207.751	373.665	162.987	213.702	318.252	163.998	262.638	380.261	163.359
1969	3.93600	285.205	271.439	162.839	227.911	266.707	163.011	296.163	217.099	162.954	207.351	373.481	163.025	213.341	318.060	163.920	262.236	380.150	163.304
1970	3.93800	284.962	271.370	162.800	227.637	266.562	163.032	295.938	217.027	162.941	206.911	373.319	163.010	212.983	317.836	163.943	261.765	380.033	163.298
1971	3.94000	284.546	271.297	162.751	227.372	266.411	163.020	295.731	216.974	162.954	206.498	373.127	162.953	212.592	317.646	164.009	261.373	379.930	163.257
1972	3.94200	284.276	271.244	162.760	227.014	266.235	162.924	295.495	216.910	162.952	206.065	372.955	162.923	212.228	317.475	164.042	260.911	379.815	163.282
1973	3.94400	284.056	271.189	162.768	226.785	266.104	162.908	295.294	216.849	162.952	205.671	372.785	162.927	211.917	317.340	164.079	260.487	379.708	163.291
1974	3.94600	283.762	271.095	162.750	226.578	265.993	162.952	295.085	216.787	162.952	205.226	372.593	162.982	211.615	317.187	164.058	260.073	379.595	163.349
1975	3.94800	283.384	271.015	162.803	226.236	265.825	162.921	294.860	216.742	162.947	204.795	372.416	163.002	211.223	317.037	163.954	259.602	379.488	163.357
1976	3.95000	283.164	270.946	162.848	225.973	265.671	162.959	294.646	216.689	162.959	204.373	372.223	163.057	210.893	316.841	163.906	259.195	379.383	163.398
1977	3.95200	282.878	270.854	162.863	225.701	265.518	162.998	294.431	216.626	162.958	203.943	372.047	162.965	210.543	316.649	163.911	258.763	379.284	163.390
1978	3.95400	282.617	270.780	162.927	225.319	265.317	162.977	294.239	216.567	162.990	203.525	371.868	162.954	210.157	316.497	163.972	258.323	379.185	163.381
1979	3.95600	282.282	270.674	163.002	225.049	265.168	162.996	294.016	216.511	162.970	203.124	371.721	162.936	209.835	316.326	164.098	257.892	379.075	163.357
1980	3.95800	282.017	270.577	162.953	224.853	265.046	162.995	293.778	216.448	162.969	202.699	371.536	162.943	209.504	316.170	164.126	257.452	378.955	163.319
1981	3.96000	281.781	270.512	162.948	224.590	264.943	163.019	293.539	216.392	162.949	202.279	371.352	163.012	209.077	316.002	164.056	257.027	378.854	163.278
1982	3.96200	281.376	270.445	162.933	224.231	264.782	162.970	293.346	216.313	162.955	201.830	371.156	163.004	208.787	315.805	163.947	256.579	378.755	163.270
1983	3.96400	281.088	270.352	162.916	224.022	264.641	162.972	293.116	216.250	162.953	201.390	370.952	163.013	208.470	315.633	163.930	256.165	378.646	163.278
1984	3.96600	280.876	270.266	162.883	223.736	264.483	162.978	292.904	216.197	162.965	201.010	370.804	162.964	208.075	315.502	163.936	255.725	378.540	163.287
1985	3.96800	280.614	270.230	162.887	223.352	264.289	162.938	292.655	216.152	162.959	200.554	370.628	162.985	207.786	315.329	164.000	255.280	378.426	163.344
1986	3.97000	280.175	270.167	162.851	223.121	264.138	163.010	292.455	216.089	162.959	200.173	370.487	162.919	207.408	315.143	164.130	254.881	378.311	163.371
1987	3.97200	279.931	270.109	162.827	222.882	264.012	163.058	292.240	216.020	162.977	199.743	370.298	162.976	206.996	314.974	164.112	254.410	378.215	163.395
1988	3.97400	279.735	270.054	162.835	222.542	263.846	163.059	292.018	215.967	162.989	199.312	370.097	162.966	206.670	314.761	164.038	253.995	378.090	163.406
1989	3.97600	279.458	270.001	162.844	222.266	263.732	163.039	291.788	215.921	162.983	198.890	369.887	163.024	206.317	314.593	164.000	253.555	377.981	163.382
1990	3.97800	279.030	269.929	162.825	222.032	263.588	163.008	291.569	215.860	162.983	198.440	369.706	162.981	206.005	314.470	163.991	253.116	377.880	163.373
1991	3.98000	278.808	269.875	162.834	221.698	263.399	162.951	291.363	215.800	163.015	198.047	369.546	163.000	205.720	314.327	163.984	252.684	377.770	163.349
1992	3.98200	278.604	269.813	162.860	221.426	263.258	162.952	291.148	215.748	163.027	197.638	369.400	162.982	205.359	314.173	164.106	252.268	377.661	163.326
1993	3.98400	278.186	269.699	162.868	221.185	263.133	163.001	290.919	215.691	163.007	197.234	369.229	162.955	204.953	313.978	164.078	251.853	377.570	163.332
1994	3.98600	277.933	269.617	162.951	220.876	262.972	163.036	290.724	215.647	163.002	196.795	369.034	162.979	204.547	313.756	164.102	251.398	377.463	163.340
1995	3.98800	277.721	269.545	162.964	220.602	262.814	163.072	290.501	215.595	163.015	196.348	368.829	162.987	204.239	313.567	164.088	251.000	377.357	163.380
1996	3.99000	277.433	269.414	162.924	220.351	262.680	163.108	290.279	215.538	162.995	195.926	368.627	163.029	203.926	313.424	164.051	250.531	377.241	163.405
1997	3.99200	277.032	269.334	162.977	220.055	262.536	163.077	290.057	215.475	162.993	195.554	368.470	162.998	203.590	313.304	164.052	250.123	377.137	163.447
1998	3.99400	276.828	269.265	163.022	219.719	262.354	163.001	289.850	215.419	162.974	195.122	368.296	163.020	203.306	313.152	164.063	249.669	377.011	163.458
1999	3.99600	276.533	269.158	162.959	219.511	262.240	163.013	289.634	215.363	162.954	194.734	368.153	162.953	202.927	312.993	164.059	249.245	376.905	163.467
2000	3.99800	276.247	269.112	162.950	219.271	262.120	163.042	289.394	215.301	162.954	194.285	367.950	162.963	202.511	312.785	164.048	248.806	376.777	163.446
2001	4.00000	275.884	269.080	162.957	218.912	261.946	163.031	289.172	215.244	162.934	193.875	367.759	162.937	202.190	312.551	164.110	248.396	376.686	163.421
2002	4.00200	275.613	268.993	162.921	218.689	261.809	163.065	288.958	215.191	162.946	193.456	367.552	163.028	201.821	312.393	164.138	247.957	376.576	163.397
2003	4.00400	275.402	268.937	162.929	218.441	261.662	163.086	288.758	215.146	162.940	193.016	367.382	163.032	201.504	312.278	164.142	247.524	376.477	163.389
2004	4.00600	275.119	268.902	162.904	218.064	261.485	163.043	288.559	215.083	162.939	192.621	367.203	163.022	201.242	312.124	164.121	247.117	376.376	163.380
2005	4.00800	274.730	268.856	162.894	217.769	261.328	163.049	288.312	215.037	162.933	192.194	367.050	162.991	200.851	311.976	164.111	246.694	376.269	163.388
2006	4.01000	274.480	268.788	162.855	217.553	261.197	163.065	288.105	214.991	162.927	191.775	366.873	162.931	200.466	311.791	164.017	246.262	376.172	163.412
2007	4.01200	274.283	268.743	162.878	217.265	261.067	163.059	287.903	214.947	162.921	191.343	366.680	162.955	200.152	311.570	164.043	245.815	376.044	163.391
2008	4.01400	273.888	268.675	162.862	216.969	260.923	163.028	287.681	214.894	162.934	190.949	366.498	162.945	199.770	311.408	164.120	245.377	375.932	163.450
2009	4.01600	273.583	268.571	162.832	216.750	260.811	163.041	287.474	214.841	162.946	190.514	366.292	163.036	199.436	311.238	164.155	244.913	375.792	163.382
2010	4.01800	273.370	268.507	162.827	216.489	260.651	163.046	287.229	214.795	162.939	190.107	366.130	163.053	199.094	311.092	164.178	244.499	375.679	163.440
2011	4.02000	273.133	268.418	162.845	216.122	260.474	163.003	287.020	214.750	162.934	189.680	365.936	163.047	198.795	310.930	164.175	244.064	375.577	163.369
2012	4.02200	272.691	268.288	162.858	215.864	260.334	163.006	286.805	214.691	162.965	189.290	365.774	162.952	198.413	310.763	164.107	243.642	375.478	163.392
2013	4.02400	272.464	268.219	162.903	215.611	260.201	163.072	286.591	214.638	162.977	188.841	365.589	162.960	198.058	310.592	164.038	243.224	375.377	163.352
2014	4.02600	272.229	268.149	162.947	215.285	260.042	163.056	286.345	214.581	162.957	188.445	365.422	162.914	197.747	310.411	164.059	242.800	375.277	163.343
2015	4.02800	271.878	268.039	162.935	215.061	259.905	163.091	286.129	214.530	162.970	188.002	365.234	163.003	197.384	310.256	164.088	242.377	375.186	163.349
2016	4.03000	271.557	267.985	162.997	214.797	259.793	163.102	285.898	214.467	162.970	187.604	365.047	163.041	197.020	310.112	164.194	241.953	375.069	163.343
2017	4.03200	271.339	267.940	163.018	214.444	259.622	163.041	285.670	214.413	162.981	187.181	364.858	163.047	196.706	309.908	164.216	241.538	374.979	163.349
2018	4.03400	271.043	267.870	162.978	214.197	259.469	163.029	285.448	214.367	162.974	186.753	364.688	163.020	196.285	309.739	164.178	241.060	374.836	163.363
2019	4.03600	270.730	267.819	162.989	213.957	259.339	163.045	285.240	214.315	162.987	186.339	364.509	162.929	195.986	309.574	164.113	240.652	374.729	163.372
2020	4.03800	270.418	267.786	162.995	213.603	259.185	163.031	285.000	214.260	162.968	185.939	364.343	162.966	195.683	309.400	164.064	240.183	374.586	163.385
2021	4.04000	270.156	267.707	162.972	213.350	259.036	163.051	284.778	214.213	162.961	185.537	364.179	162.952	195.321	309.266	164.071	239.775	374.496	163.392
2022	4.04200	269.927	267.660	162.963	213.144	258.908	163.099	284.565	214.166	162.954	185.117	363.980	163.027	195.018	309.119	164.084	239.329	374.363	163.420
2023	4.04400	269.546	267.617	162.925	212.840	258.755	163.116	284.364	214.111	162.935	184.685	363.791	163.033	194.630	308.916	164.136	238.913	374.281	163.409
2024	4.04600	269.256	267.537	162.872	212.490	258.589	163.057	284.156	214.076	162.942	184.236	363.578	163.029	194.249	308.737	164.167	238.482	374.173	163.418
2025	4.04800	269.012	267.469	162.834	212.248	258.456	163.042	283.917	214.024	162.955	183.870	363.426	162.949	193.919	308.550	164.124	238.081	374.091	163.407
2026	4.05000	268.782	267.395	162.815	212.009	258.331	163.039	283.688	213.977	162.948	183.422	363.251	162.972	193.560	308.373	164.105	237.635	373.983	163.415
2027	4.05200	268.352	267.304	162.770	211.703	258.175	163.025	283.496	213.931	162.942	183.057	363.101	162.924	193.301	308.241	164.083	237.225	373.874	163.393
2028	4.05400	268.091	267.230	162.751	211.428	258.054	163.023	283.290	213.895	162.949	182.605	362.921	162.995	192.965	308.097	164.045	236.772	373.741	163.421
2029	4.05600	267.872	267.167	162.777	211.200	257.925	163.071	283.089	213.850	162.943	182.219	362.723	162.988	192.602	307.943	164.086	236.340	373.630	163.398
2030	4.05800	267.560	267.074	162.844	210.867	257.749	163.060	282.820	213.804	162.936	181.758	362.492	163.018	192.229	307.740	164.077	235.886	373.499	163.427
2031	4.06000	267.203	266.998	162.876	210.594	257.599	163.049	282.613	213.751	162.949	181.363	362.331	163.006	191.853	307.571	164.091	235.478	373.398	163.419
2032	4.06200	266.982	266.930	162.922	210.314	257.469	163.064	282.413	213.706	162.943	180.944	362.158	162.979	191.507	307.390	164.143	235.032	373.287	163.478
2033	4.06400	266.733	266.870	162.980	210.000	257.325	163.064	282.190	213.670	162.950	180.549	362.008	162.982	191.230	307.211	164.145	234.615	373.195	163.452
2034	4.06600	266.304	266.796	163.012	209.746	257.172	163.052	281.945	213.617	162.961	180.139	361.851	162.951	190.861	307.083	164.133	234.192	373.096	163.475
2035	4.06800	266.084	266.734	163.039	209.506	257.059	163.064	281.745	213.571	162.956	179.692	361.640	162.979	190.549	306.938	164.096	233.760	372.987	163.452
2036	4.07000	265.864	266.683	163.080	209.208	256.936	163.092	281.507	213.525	162.949	179.283	361.452	162.987	190.195	306.765	164.078	233.344	372.897	163.459
2037	4.07200	265.545	266.623	163.054	208.906	256.761	163.051	281.290	213.470	162.930	178.838	361.232	163.032	189.794	306.602	164.074	232.887	372.785	163.403
2038	4.07400	265.164	266.572	163.034	208.659	256.620	163.054	281.054	213.416	162.941	178.482	361.093	162.999	189.483	306.421	164.095	232.479	372.661	163.416
2039	4.07600	264.951	266.525	163.024	208.389	256.489	163.069	280.830	213.371	162.935	178.027	360.928	163.036	189.135	306.229	164.163	232.025	372.542	163.410
2040	4.07800	264.672	266.430	163.007	208.042	256.341	163.037	280.614	213.325	162.929	177.677	360.769	162.975	188.812	306.088	164.189	231.602	372.428	163.436
2041	4.08000	264.377	266.382	162.967	207.812	256.203	163.071	280.383	213.273	162.942	177.205	360.583	162.982	188.478	305.919	164.173	231.171	372.320	163.445
2042	4.08200	264.021	266.324	162.881	207.584	256.091	163.114	280.162	213.237	162.948	176.826	360.391	162.958	188.120	305.758	164.149	230.724	372.205	163.472
2043	4.08400	263.748	266.226	162.833	207.270	255.930	163.119	279.947	213.201	162.955	176.365	360.183	163.018	187.784	305.614	164.112	230.316	372.105	163.463
2044	4.08600	263.520	266.158	162.795	206.997	255.792	163.071	279.731	213.156	162.949	175.989	360.005	163.041	187.450	305.461	164.092	229.878	372.001	163.505
2045	4.08800	263.183	266.118	162.820	206.740	255.658	163.055	279.507	213.104	162.962	175.573	359.835	163.046	187.115	305.283	164.125	229.470	371.910	163.511
2046	4.09000	262.845	266.057	162.762	206.444	255.505	163.074	279.283	213.068	162.970	175.177	359.680	163.016	186.797	305.113	164.160	229.054	371.792	163.505
2047	4.09200	262.632	265.995	162.789	206.156	255.360	163.043	279.070	213.022	162.962	174.763	359.506	162.958	186.443	304.944	164.175	228.636	371.701	163.480
2048	4.09400	262.412	265.944	162.830	205.893	255.241	163.073	278.870	212.986	162.970	174.323	359.300	162.969	186.077	304.783	164.203	228.190	371.572	163.459
2049	4.09600	262.017	265.867	162.862	205.642	255.118	163.102	278.653	212.951	162.978	173.947	359.123	162.992	185.775	304.602	164.174	227.787	371.474	163.452
2050	4.09800	261.758	265.799	162.907	205.390	254.962	163.089	278.422	212.906	162.971	173.518	358.930	163.049	185.406	304.461	164.147	227.333	371.328	163.434
2051	4.10000	261.530	265.731	162.953	205.118	254.822	163.092	278.208	212.870	162.978	173.149	358.752	163.072	185.140	304.311	164.130	226.925	371.241	163.473
2052	4.10200	261.264	265.676	163.044	204.847	254.681	163.094	278.010	212.834	162.985	172.724	358.584	163.078	184.814	304.141	164.114	226.503	371.115	163.485
2053	4.10400	260.876	265.606	163.057	204.531	254.539	163.044	277.803	212.781	162.998	172.347	358.412	162.970	184.430	303.982	164.143	226.095	371.018	163.509
2054	4.10600	260.655	265.539	163.103	204.286	254.400	163.078	277.585	212.743	162.973	171.890	358.228	162.979	184.089	303.806	164.145	225.649	370.904	163.536
2055	4.10800	260.411	265.474	163.098	204.039	254.270	163.094	277.340	212.697	162.966	171.523	358.051	162.921	183.740	303.609	164.181	225.256	370.814	163.542
2056	4.11000	260.081	265.399	163.077	203.756	254.137	163.109	277.132	212.668	162.954	171.080	357.864	163.010	183.426	303.457	164.193	224.824	370.696	163.537
2057	4.11200	259.743	265.336	163.042	203.485	254.002	163.093	276.940	212.622	162.948	170.714	357.693	163.047	183.115	303.299	164.192	224.384	370.587	163.514
2058	4.11400	259.522	265.250	163.010	203.247	253.870	163.109	276.727	212.575	162.941	170.283	357.492	163.091	182.782	303.140	164.140	223.974	370.477	163.492
2059	4.11600	259.233	265.164	162.975	202.938	253.723	163.078	276.498	212.528	162.934	169.893	357.323	163.015	182.462	303.006	164.116	223.534	370.356	163.454
2060	4.11800	258.904	265.096	162.908	202.629	253.559	163.052	276.256	212.484	162.929	169.472	357.137	162.993	182.098	302.818	164.104	223.125	370.250	163.464
2061	4.12000	258.591	265.060	162.881	202.381	253.446	163.063	276.057	212.438	162.923	169.084	356.969	162.948	181.724	302.646	164.118	222.671	370.113	163.460
2062	4.12200	258.318	264.989	162.841	202.159	253.314	163.080	275.834	212.409	162.911	168.660	356.805	162.987	181.409	302.483	164.167	222.279	370.027	163.500
2063	4.12400	258.098	264.934	162.850	201.860	253.163	163.099	275.612	212.363	162.904	168.260	356.616	162.995	181.078	302.304	164.169	221.832	369.909	163.494
2064	4.12600	257.760	264.919	162.852	201.587	253.047	163.078	275.388	212.327	162.911	167.839	356.406	163.055	180.730	302.155	164.181	221.426	369.814	163.550
2065	4.12800	257.445	264.868	162.808	201.332	252.923	163.076	275.163	212.289	162.886	167.428	356.216	163.032	180.436	302.001	164.162	221.003	369.689	163.562
2066	4.13000	257.217	264.831	162.812	201.035	252.770	163.095	274.963	212.254	162.894	167.022	356.041	162.975	180.086	301.826	164.114	220.577	369.591	163.555
2067	4.13200	256.972	264.763	162.858	200.747	252.621	163.033	274.756	212.218	162.901	166.603	355.891	162.978	179.733	301.680	164.107	220.121	369.464	163.535
2068	4.13400	256.609	264.721	162.880	200.490	252.499	163.031	274.527	212.182	162.907	166.225	355.727	162.966	179.409	301.513	164.124	219.728	369.353	163.513
2069	4.13600	256.347	264.657	162.876	200.230	252.387	163.074	274.312	212.146	162.914	165.819	355.554	163.022	179.049	301.353	164.153	219.286	369.262	163.488
2070	4.13800	256.119	264.588	162.921	199.986	252.242	163.076	274.095	212.112	162.922	165.424	355.356	163.016	178.749	301.198	164.184	218.861	369.142	163.450
2071	4.14000	255.836	264.507	163.004	199.724	252.111	163.092	273.879	212.076	162.929	164.993	355.145	163.046	178.433	301.014	164.205	218.461	369.045	163.475
2072	4.14200	255.458	264.447	163.030	199.471	252.001	163.135	273.658	212.040	162.935	164.599	354.963	163.037	178.058	300.848	164.201	218.029	368.924	163.437
2073	4.14400	255.223	264.368	163.062	199.162	251.843	163.091	273.442	211.994	162.929	164.180	354.785	163.029	177.757	300.688	164.200	217.615	368.823	163.512
2074	4.14600	254.978	264.280	163.080	198.885	251.683	163.097	273.241	211.959	162.937	163.847	354.646	162.998	177.422	300.530	164.148	217.208	368.713	163.520
2075	4.14800	254.623	264.179	163.052	198.636	251.560	163.096	273.019	211.924	162.944	163.398	354.479	163.004	177.092	300.390	164.175	216.784	368.600	163.548
2076	4.15000	254.304	264.113	163.015	198.368	251.438	163.125	272.788	211.888	162.951	163.034	354.287	162.981	176.775	300.241	164.188	216.359	368.491	163.526
2077	4.15200	254.083	264.041	163.029	198.091	251.301	163.108	272.589	211.852	162.958	162.597	354.079	163.042	176.428	300.073	164.204	215.937	368.367	163.569
2078	4.15400	253.794	263.965	163.008	197.860	251.187	163.120	272.381	211.817	162.966	162.219	353.880	163.037	176.139	299.896	164.239	215.528	368.264	163.529
2079	4.15600	253.464	263.929	162.982	197.632	251.070	163.131	272.173	211.778	162.941	161.795	353.704	163.061	175.791	299.708	164.227	215.086	368.138	163.510
2080	4.15800	253.208	263.891	162.955	197.321	250.919	163.119	271.936	211.741	162.947	161.439	353.563	163.029	175.428	299.536	164.211	214.701	368.048	163.517
2081	4.16000	252.944	263.834	162.962	197.051	250.777	163.122	271.729	211.700	162.973	161.018	353.388	163.022	175.128	299.419	164.215	214.270	367.919	163.497
2082	4.16200	252.705	263.794	162.934	196.811	250.642	163.106	271.511	211.668	162.929	160.655	353.230	162.993	174.810	299.266	164.196	213.869	367.841	163.519
2083	4.16400	252.375	263.769	162.922	196.519	250.509	163.122	271.305	211.625	162.955	160.206	353.010	163.009	174.473	299.107	164.226	213.423	367.708	163.549
2084	4.16600	252.098	263.733	162.926	196.236	250.376	163.137	271.082	211.596	162.943	159.813	352.822	163.018	174.164	298.959	164.240	213.038	367.618	163.556
2085	4.16800	251.840	263.690	162.897	195.995	250.253	163.136	270.851	211.561	162.950	159.407	352.632	163.077	173.815	298.760	164.215	212.599	367.504	163.583
2086	4.17000	251.584	263.638	162.907	195.736	250.135	163.197	270.633	211.523	162.926	159.027	352.458	163.052	173.460	298.598	164.212	212.166	367.394	163.561
2087	4.17200	251.271	263.612	162.894	195.465	249.995	163.149	270.435	211.497	162.946	158.626	352.317	163.069	173.120	298.449	164.225	211.751	367.262	163.591
2088	4.17400	250.959	263.563	162.882	195.186	249.860	163.133	270.221	211.460	162.953	158.218	352.132	162.998	172.804	298.288	164.224	211.328	367.144	163.585
2089	4.17600	250.723	263.491	162.896	194.905	249.727	163.117	269.974	211.432	162.940	157.805	351.961	162.973	172.499	298.156	164.265	210.887	367.038	163.596
2090	4.17800	250.411	263.426	162.943	194.651	249.596	163.082	269.765	211.393	162.916	157.414	351.765	163.000	172.180	297.993	164.232	210.477	366.924	163.541
2091	4.18000	250.065	263.358	162.904	194.385	249.455	163.116	269.532	211.365	162.904	156.992	351.564	163.044	171.813	297.819	164.185	210.062	366.838	163.580
2092	4.18200	249.799	263.269	162.921	194.112	249.327	163.133	269.326	211.329	162.911	156.600	351.398	163.083	171.460	297.651	164.201	209.605	366.718	163.543
2093	4.18400	249.547	263.167	162.977	193.836	249.222	163.158	269.106	211.302	162.930	156.190	351.218	163.075	171.136	297.490	164.200	209.230	366.606	163.603
2094	4.18600	249.168	263.076	162.962	193.568	249.072	163.178	268.882	211.267	162.938	155.784	351.036	163.036	170.807	297.331	164.230	208.805	366.513	163.577
2095	4.18800	248.891	263.009	163.008	193.298	248.947	163.176	268.656	211.240	162.927	155.419	350.869	162.993	170.494	297.194	164.289	208.350	366.400	163.605
2096	4.19000	248.631	262.938	163.022	193.019	248.813	163.160	268.433	211.204	162.933	154.959	350.682	162.971	170.169	297.023	164.274	207.949	366.289	163.582
2097	4.19200	248.350	262.864	163.034	192.727	248.675	163.143	268.205	211.184	162.934	154.592	350.514	163.010	169.812	296.858	164.240	207.519	366.155	163.612
2098	4.19400	247.988	262.830	163.007	192.463	248.546	163.109	268.006	211.165	162.935	154.171	350.321	163.068	169.472	296.703	164.221	207.092	366.054	163.573
2099	4.19600	247.769	262.778	163.048	192.258	248.441	163.134	267.782	211.120	162.929	153.810	350.132	163.078	169.137	296.523	164.192	206.669	365.929	163.585
2100	4.19800	247.511	262.722	163.056	191.971	248.317	163.132	267.550	211.085	162.936	153.392	349.947	163.089	168.818	296.373	164.237	206.261	365.821	163.595
2101	4.20000	247.195	262.686	163.059	191.688	248.183	163.147	267.330	211.064	162.936	153.001	349.777	163.014	168.502	296.223	164.250	205.828	365.712	163.573
2102	4.20200	246.921	262.666	163.028	191.439	248.066	163.127	267.130	211.029	162.944	152.582	349.628	163.018	168.186	296.072	164.263	205.442	365.622	163.580
2103	4.20400	246.661	262.628	163.032	191.164	247.915	163.148	266.914	211.000	162.932	152.202	349.442	162.978	167.851	295.912	164.293	204.995	365.493	163.560
2104	4.20600	246.389	262.561	163.025	190.873	247.772	163.150	266.691	210.981	162.933	151.805	349.262	163.052	167.506	295.729	164.233	204.610	365.414	163.582
2105	4.20800	246.100	262.524	162.999	190.607	247.644	163.116	266.469	210.946	162.940	151.414	349.065	163.079	167.167	295.556	164.217	204.162	365.298	163.578
2106	4.21000	245.819	262.497	162.986	190.354	247.524	163.146	266.255	210.909	162.947	150.972	348.852	163.078	166.866	295.423	164.227	203.762	365.160	163.575
2107	4.21200	245.514	262.444	162.941	190.117	247.396	163.144	266.056	210.873	162.954	150.647	348.705	163.065	166.558	295.261	164.226	203.353	365.043	163.571
2108	4.21400	245.271	262.399	162.964	189.846	247.277	163.123	265.834	210.854	162.955	150.202	348.524	163.026	166.234	295.128	164.235	202.930	364.936	163.580
2109	4.21600	244.973	262.335	162.929	189.599	247.164	163.135	265.602	210.826	162.943	149.861	348.367	162.998	165.905	294.970	164.266	202.499	364.828	163.590
2110	4.21800	244.650	262.273	162.871	189.314	247.038	163.132	265.371	210.790	162.950	149.428	348.210	163.020	165.553	294.785	164.205	202.098	364.703	163.603
2111	4.22000	244.383	262.208	162.866	189.052	246.896	163.084	265.164	210.761	162.938	149.052	348.003	163.033	165.207	294.622	164.203	201.684	364.605	163.627
