NO_OF_FRAMES	1598
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 11:34:23.998	926997.74098940
DATA_INCLUDED	3D
MARKER_NAMES	v43_3g_orgio	v43_3g_X	v43_3g_Y	h43_5g_origo	h43_5g_X	h43_5g_Y
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	v43_3g_orgio X	v43_3g_orgio Y	v43_3g_orgio Z	v43_3g_X X	v43_3g_X Y	v43_3g_X Z	v43_3g_Y X	v43_3g_Y Y	v43_3g_Y Z	h43_5g_origo X	h43_5g_origo Y	h43_5g_origo Z	h43_5g_X X	h43_5g_X Y	h43_5g_X Z	h43_5g_Y X	h43_5g_Y Y	h43_5g_Y Z	
4563	9.12400	391.004	492.567	163.270	338.379	470.222	163.516	418.320	444.410	163.015	519.067	479.001	163.077	549.543	525.951	163.444	472.129	508.103	163.548
4564	9.12600	391.019	492.886	163.321	338.327	470.708	163.501	418.166	444.604	163.026	519.023	478.832	163.039	549.682	525.660	163.433	472.206	508.121	163.548
4565	9.12800	391.021	493.177	163.293	338.229	471.132	163.536	418.019	444.789	163.056	518.974	478.664	163.063	549.829	525.387	163.359	472.266	508.130	163.564
4566	9.13000	391.007	493.442	163.250	338.154	471.591	163.507	417.848	445.002	163.099	518.956	478.472	163.102	549.957	525.060	163.380	472.321	508.140	163.549
4567	9.13200	391.000	493.716	163.288	338.109	472.050	163.511	417.719	445.195	163.078	518.914	478.296	163.142	550.085	524.760	163.416	472.389	508.140	163.580
4568	9.13400	391.015	494.034	163.340	338.003	472.492	163.514	417.551	445.406	163.057	518.839	478.109	163.105	550.212	524.460	163.452	472.457	508.150	163.596
4569	9.13600	391.018	494.316	163.264	337.958	472.977	163.501	417.369	445.591	163.020	518.755	477.930	163.083	550.320	524.176	163.364	472.519	508.151	163.597
4570	9.13800	391.004	494.581	163.222	337.884	473.401	163.505	417.222	445.794	163.048	518.680	477.760	163.046	550.450	523.868	163.383	472.573	508.151	163.597
4571	9.14000	391.003	494.864	163.307	337.800	473.886	163.492	417.067	445.988	163.092	518.610	477.601	163.053	550.570	523.552	163.418	472.626	508.142	163.614
4572	9.14200	391.004	495.165	163.328	337.749	474.354	163.480	416.874	446.174	163.120	518.585	477.419	163.075	550.669	523.295	163.345	472.664	508.134	163.630
4573	9.14400	391.006	495.447	163.284	337.635	474.795	163.484	416.714	446.367	163.099	518.545	477.235	163.098	550.795	522.997	163.317	472.718	508.125	163.616
4574	9.14600	391.001	495.721	163.225	337.599	475.316	163.469	416.524	446.560	163.047	518.443	477.039	163.109	550.915	522.679	163.354	472.765	508.108	163.617
4575	9.14800	391.015	495.995	163.327	337.501	475.749	163.489	416.365	446.771	163.025	518.343	476.859	163.089	550.980	522.396	163.390	472.796	508.091	163.617
4576	9.15000	391.007	496.296	163.347	337.441	476.252	163.506	416.210	446.957	163.055	518.260	476.689	163.052	551.102	522.097	163.331	472.849	508.091	163.618
4577	9.15200	391.010	496.578	163.273	337.358	476.710	163.448	416.025	447.160	163.081	518.194	476.538	163.012	551.198	521.806	163.290	472.895	508.073	163.619
4578	9.15400	391.021	496.852	163.215	337.315	477.188	163.514	415.825	447.318	163.095	518.139	476.381	163.018	551.267	521.522	163.295	472.927	508.047	163.605
4579	9.15600	391.026	497.126	163.317	337.240	477.681	163.454	415.649	447.503	163.091	518.074	476.187	163.058	551.368	521.206	163.361	472.958	508.029	163.606
4580	9.15800	391.012	497.409	163.339	337.165	478.141	163.522	415.467	447.696	163.039	518.034	475.993	163.068	551.461	520.942	163.272	473.012	508.013	163.606
4581	9.16000	391.022	497.700	163.249	337.120	478.662	163.478	415.313	447.916	163.035	517.972	475.807	163.063	551.533	520.658	163.246	473.051	507.995	163.606
4582	9.16200	391.040	497.982	163.207	337.045	479.112	163.468	415.151	448.110	163.048	517.897	475.629	163.040	551.625	520.333	163.329	473.088	507.969	163.623
4583	9.16400	391.069	498.257	163.310	336.985	479.616	163.521	414.943	448.295	163.075	517.805	475.486	163.018	551.725	520.051	163.334	473.134	507.934	163.624
4584	9.16600	391.054	498.513	163.317	336.910	480.109	163.430	414.737	448.471	163.057	517.735	475.317	163.011	551.773	519.794	163.229	473.156	507.908	163.640
4585	9.16800	391.057	498.822	163.229	336.843	480.596	163.515	414.552	448.639	163.085	517.664	475.151	163.033	551.873	519.494	163.235	473.188	507.882	163.626
4586	9.17000	391.082	499.113	163.202	336.791	481.107	163.424	414.369	448.841	163.050	517.588	474.956	163.012	551.957	519.186	163.318	473.225	507.855	163.643
4587	9.17200	391.119	499.379	163.320	336.708	481.585	163.494	414.216	449.061	163.045	517.511	474.769	163.007	551.985	518.919	163.261	473.248	507.820	163.644
4588	9.17400	391.089	499.635	163.328	336.649	482.070	163.452	414.024	449.263	163.040	517.399	474.582	163.033	552.058	518.627	163.220	473.278	507.794	163.661
4589	9.17600	391.084	499.935	163.223	336.597	482.590	163.441	413.825	449.440	163.053	517.307	474.431	163.025	552.125	518.354	163.240	473.308	507.768	163.677
4590	9.17800	391.102	500.244	163.197	336.530	483.068	163.479	413.625	449.624	163.049	517.230	474.281	163.016	552.183	518.054	163.276	473.323	507.733	163.678
4591	9.18000	391.162	500.519	163.300	336.470	483.570	163.438	413.447	449.801	163.094	517.144	474.104	163.025	552.237	517.762	163.267	473.338	507.707	163.694
4592	9.18200	391.131	500.748	163.324	336.426	484.057	163.491	413.277	450.022	163.121	517.081	473.927	163.034	552.302	517.481	163.239	473.375	507.680	163.711
4593	9.18400	391.118	501.048	163.251	336.367	484.559	163.419	413.095	450.224	163.084	516.990	473.750	163.012	552.355	517.198	163.245	473.390	507.645	163.712
4594	9.18600	391.151	501.366	163.210	336.307	485.046	163.506	412.912	450.427	163.079	516.919	473.573	163.021	552.380	516.906	163.298	473.412	507.619	163.728
4595	9.18800	391.204	501.641	163.311	336.263	485.539	163.448	412.697	450.611	163.076	516.826	473.414	163.028	552.459	516.606	163.272	473.436	507.584	163.729
4596	9.19000	391.181	501.862	163.350	336.219	486.052	163.519	412.520	450.797	163.105	516.739	473.247	163.052	552.550	516.344	163.213	473.465	507.567	163.760
4597	9.19200	391.168	502.162	163.279	336.152	486.511	163.496	412.348	451.000	163.164	516.645	473.087	163.061	552.594	516.069	163.235	473.488	507.532	163.761
4598	9.19400	391.224	502.515	163.238	336.154	487.049	163.487	412.150	451.194	163.145	516.568	472.901	163.055	552.624	515.766	163.305	473.518	507.506	163.777
4599	9.19600	391.292	502.781	163.325	336.056	487.483	163.545	411.990	451.405	163.123	516.469	472.723	163.033	552.695	515.458	163.295	473.548	507.489	163.778
4600	9.19800	391.307	502.984	163.396	336.050	488.029	163.457	411.791	451.608	163.118	516.382	472.564	163.042	552.773	515.213	163.205	473.571	507.463	163.794
4601	9.20000	391.287	503.266	163.325	335.991	488.498	163.515	411.615	451.802	163.131	516.273	472.403	163.050	552.817	514.921	163.228	473.600	507.436	163.811
4602	9.20200	391.335	503.646	163.269	335.954	488.974	163.494	411.467	452.014	163.175	516.188	472.235	163.043	552.860	514.585	163.328	473.623	507.419	163.811
4603	9.20400	391.396	503.912	163.325	335.941	489.504	163.472	411.276	452.199	163.172	516.100	472.077	163.082	552.910	514.294	163.287	473.655	507.393	163.797
4604	9.20600	391.419	504.097	163.398	335.865	489.928	163.516	411.099	452.410	163.183	516.022	471.901	163.090	552.957	514.045	163.201	473.686	507.375	163.798
4605	9.20800	391.428	504.362	163.359	335.898	490.485	163.477	410.947	452.621	163.162	515.946	471.724	163.068	553.013	513.737	163.254	473.709	507.357	163.799
4606	9.21000	391.469	504.751	163.287	335.839	490.917	163.504	410.771	452.832	163.144	515.853	471.555	163.062	553.090	513.395	163.338	473.748	507.331	163.785
4607	9.21200	391.509	505.043	163.264	335.856	491.439	163.500	410.631	453.045	163.188	515.754	471.394	163.041	553.146	513.119	163.236	473.787	507.314	163.786
4608	9.21400	391.523	505.228	163.369	335.812	491.897	163.480	410.478	453.247	163.184	515.638	471.225	163.034	553.156	512.843	163.197	473.819	507.296	163.755
4609	9.21600	391.540	505.458	163.361	335.791	492.357	163.525	410.294	453.424	163.198	515.559	471.075	163.056	553.246	512.509	163.297	473.857	507.270	163.772
4610	9.21800	391.604	505.847	163.290	335.808	492.878	163.489	410.142	453.643	163.161	515.480	470.881	163.067	553.316	512.183	163.289	473.896	507.243	163.758
4611	9.22000	391.636	506.147	163.253	335.756	493.302	163.502	410.012	453.873	163.172	515.403	470.695	163.062	553.382	511.917	163.172	473.934	507.217	163.774
4612	9.22200	391.643	506.333	163.326	335.796	493.832	163.484	409.872	454.093	163.201	515.295	470.508	163.057	553.444	511.625	163.164	473.972	507.200	163.775
4613	9.22400	391.666	506.563	163.351	335.752	494.256	163.498	409.689	454.287	163.183	515.202	470.357	163.050	553.502	511.271	163.267	474.010	507.174	163.791
4614	9.22600	391.739	506.934	163.280	335.769	494.751	163.544	409.535	454.481	163.196	515.110	470.206	163.042	553.537	510.962	163.227	474.071	507.140	163.792
4615	9.22800	391.779	507.234	163.242	335.756	495.218	163.478	409.397	454.693	163.207	515.010	470.046	163.019	553.615	510.698	163.140	474.110	507.123	163.793
4616	9.23000	391.770	507.446	163.301	335.735	495.669	163.540	409.276	454.931	163.202	514.918	469.878	163.013	553.697	510.389	163.164	474.155	507.096	163.810
4617	9.23200	391.801	507.658	163.326	335.752	496.172	163.474	409.137	455.143	163.215	514.841	469.693	163.007	553.698	510.025	163.220	474.194	507.079	163.810
4618	9.23400	391.857	508.012	163.318	335.731	496.605	163.506	408.977	455.344	163.181	514.748	469.516	163.015	553.727	509.732	163.151	474.232	507.061	163.812
4619	9.23600	391.905	508.348	163.249	335.748	497.100	163.521	408.824	455.547	163.179	514.631	469.346	163.011	553.824	509.460	163.110	474.270	507.044	163.812
4620	9.23800	391.905	508.551	163.291	335.742	497.558	163.472	408.686	455.776	163.190	514.498	469.186	163.020	553.873	509.135	163.164	474.308	507.018	163.830
4621	9.24000	391.951	508.754	163.332	335.752	498.019	163.553	408.561	455.998	163.250	514.376	469.043	162.997	553.880	508.787	163.159	474.338	507.017	163.831
4622	9.24200	391.990	509.099	163.343	335.746	498.503	163.456	408.416	456.218	163.246	514.268	468.892	162.989	553.911	508.495	163.153	474.369	507.000	163.832
4623	9.24400	392.024	509.443	163.258	335.748	498.946	163.537	408.265	456.438	163.209	514.175	468.723	162.983	553.981	508.205	163.143	474.400	506.982	163.833
4624	9.24600	392.063	509.656	163.283	335.757	499.432	163.506	408.126	456.658	163.206	514.088	468.538	163.009	554.040	507.862	163.168	474.429	506.973	163.850
4625	9.24800	392.086	509.850	163.341	335.751	499.890	163.458	407.995	456.879	163.235	514.010	468.362	163.017	554.066	507.550	163.131	474.460	506.956	163.851
4626	9.25000	392.201	510.169	163.399	335.768	500.351	163.540	407.872	457.108	163.248	513.924	468.203	163.025	554.109	507.258	163.156	474.483	506.938	163.852
4627	9.25200	392.266	510.540	163.298	335.778	500.826	163.461	407.727	457.320	163.229	513.783	468.042	163.035	554.162	506.957	163.165	474.513	506.920	163.854
4628	9.25400	392.329	510.778	163.277	335.811	501.296	163.527	407.582	457.522	163.226	513.661	467.899	163.012	554.191	506.605	163.174	474.542	506.902	163.886
4629	9.25600	392.365	510.964	163.383	335.805	501.754	163.481	407.437	457.734	163.207	513.554	467.739	162.990	554.251	506.304	163.120	474.581	506.885	163.886
4630	9.25800	392.434	511.238	163.459	335.830	502.231	163.467	407.314	457.972	163.235	513.447	467.579	162.968	554.278	506.011	163.146	474.618	506.859	163.904
4631	9.26000	392.492	511.609	163.327	335.854	502.691	163.518	407.199	458.192	163.233	513.352	467.394	162.994	554.323	505.692	163.156	474.664	506.841	163.906
4632	9.26200	392.525	511.883	163.245	335.864	503.158	163.425	407.053	458.413	163.230	513.242	467.233	163.003	554.362	505.350	163.148	474.695	506.824	163.906
4633	9.26400	392.539	512.060	163.335	335.904	503.619	163.508	406.885	458.615	163.228	513.147	467.058	163.044	554.404	505.058	163.110	474.779	506.798	163.922
4634	9.26600	392.615	512.290	163.425	335.906	504.086	163.416	406.762	458.835	163.225	513.055	466.916	163.020	554.419	504.763	163.106	474.817	506.781	163.923
4635	9.26800	392.702	512.661	163.357	335.962	504.582	163.498	406.662	459.074	163.254	512.939	466.764	163.014	554.451	504.418	163.164	474.862	506.754	163.940
4636	9.27000	392.720	512.953	163.274	335.987	505.032	163.471	406.540	459.312	163.250	512.824	466.603	162.993	554.510	504.120	163.109	474.901	506.737	163.942
4637	9.27200	392.720	513.147	163.303	336.011	505.518	163.443	406.411	459.514	163.216	512.710	466.443	162.971	554.518	503.827	163.103	474.938	506.711	163.958
4638	9.27400	392.796	513.386	163.378	336.059	505.969	163.512	406.257	459.717	163.246	512.599	466.274	162.996	554.510	503.516	163.098	474.968	506.702	163.975
4639	9.27600	392.874	513.730	163.388	336.084	506.437	163.452	406.108	459.947	163.293	512.505	466.098	163.006	554.559	503.180	163.141	475.006	506.666	163.977
4640	9.27800	392.916	514.031	163.290	336.155	506.933	163.538	406.024	460.194	163.305	512.393	465.956	163.046	554.615	502.898	163.118	475.028	506.657	163.994
4641	9.28000	392.970	514.243	163.318	336.196	507.383	163.479	405.888	460.423	163.254	512.284	465.797	163.054	554.599	502.605	163.112	475.065	506.631	164.011
4642	9.28200	393.045	514.490	163.410	336.244	507.887	163.549	405.767	460.643	163.219	512.168	465.646	163.047	554.597	502.268	163.123	475.089	506.604	163.997
4643	9.28400	393.122	514.800	163.453	336.276	508.337	163.490	405.620	460.863	163.249	512.060	465.494	163.041	554.642	501.949	163.134	475.103	506.595	164.014
4644	9.28600	393.196	515.127	163.309	336.309	508.815	163.513	405.488	461.085	163.309	511.922	465.333	163.019	554.680	501.675	163.129	475.126	506.577	164.015
4645	9.28800	393.281	515.375	163.305	336.349	509.283	163.519	405.351	461.313	163.291	511.806	465.182	163.012	554.648	501.374	163.138	475.149	506.542	164.016
4646	9.29000	393.372	515.578	163.413	336.351	509.742	163.477	405.237	461.543	163.272	511.686	465.023	163.053	554.648	501.028	163.134	475.188	506.524	164.017
4647	9.29200	393.417	515.861	163.502	336.430	510.255	163.532	405.093	461.771	163.222	511.554	464.864	163.061	554.683	500.738	163.158	475.202	506.498	164.034
4648	9.29400	393.467	516.179	163.374	336.439	510.696	163.457	404.939	462.001	163.266	511.436	464.713	163.086	554.699	500.463	163.153	475.234	506.472	164.019
4649	9.29600	393.524	516.462	163.276	336.511	511.200	163.560	404.814	462.222	163.329	511.314	464.553	163.063	554.660	500.152	163.148	475.249	506.454	164.020
4650	9.29800	393.568	516.647	163.384	336.528	511.650	163.439	404.653	462.424	163.327	511.190	464.402	163.056	554.660	499.809	163.142	475.280	506.419	164.021
4651	9.30000	393.636	516.886	163.489	336.545	512.127	163.526	404.509	462.654	163.307	511.068	464.242	163.033	554.678	499.507	163.186	475.295	506.384	164.022
4652	9.30200	393.693	517.204	163.422	336.616	512.613	163.469	404.380	462.883	163.288	510.937	464.091	163.026	554.681	499.232	163.148	475.325	506.358	164.038
4653	9.30400	393.711	517.496	163.310	336.603	513.072	163.460	404.279	463.130	163.332	510.794	463.931	163.067	554.652	498.914	163.127	475.340	506.323	164.040
4654	9.30600	393.726	517.699	163.356	336.682	513.558	163.532	404.147	463.359	163.348	510.638	463.789	163.076	554.641	498.588	163.153	475.355	506.287	164.041
4655	9.30800	393.810	517.938	163.432	336.706	514.017	163.428	403.964	463.544	163.347	510.523	463.639	163.067	554.659	498.287	163.196	475.371	506.252	164.042
4656	9.31000	393.880	518.238	163.427	336.747	514.503	163.563	403.827	463.773	163.328	510.408	463.479	163.045	554.640	498.002	163.144	475.392	506.208	164.059
4657	9.31200	393.937	518.530	163.347	336.818	514.953	163.413	403.735	464.011	163.325	510.284	463.319	163.054	554.620	497.676	163.107	475.400	506.173	164.060
4658	9.31400	394.015	518.778	163.345	336.828	515.430	163.500	403.612	464.268	163.353	510.154	463.159	163.033	554.613	497.348	163.167	475.413	506.137	164.093
4659	9.31600	394.114	519.008	163.406	336.922	515.898	163.477	403.459	464.470	163.353	510.038	463.009	163.025	554.627	497.065	163.178	475.437	506.093	164.079
4660	9.31800	394.199	519.290	163.435	336.962	516.339	163.439	403.305	464.682	163.368	509.896	462.858	163.050	554.619	496.763	163.095	475.451	506.067	164.096
4661	9.32000	394.256	519.591	163.339	337.072	516.817	163.561	403.199	464.902	163.335	509.749	462.706	163.044	554.580	496.419	163.091	475.473	506.022	164.113
4662	9.32200	394.358	519.874	163.307	337.135	517.258	163.460	403.123	465.167	163.347	509.609	462.564	163.052	554.573	496.108	163.151	475.481	505.987	164.114
4663	9.32400	394.442	520.086	163.368	337.275	517.764	163.602	403.008	465.405	163.344	509.480	462.404	163.029	554.569	495.816	163.115	475.496	505.952	164.115
4664	9.32600	394.510	520.307	163.444	337.331	518.215	163.550	402.847	465.607	163.343	509.349	462.244	163.007	554.566	495.499	163.063	475.527	505.935	164.116
4665	9.32800	394.573	520.608	163.408	337.394	518.691	163.512	402.687	465.810	163.342	509.235	462.084	162.985	554.536	495.171	163.123	475.542	505.900	164.116
4666	9.33000	394.623	520.891	163.313	337.466	519.151	163.602	402.572	466.057	163.355	509.097	461.934	162.977	554.514	494.870	163.102	475.565	505.865	164.117
4667	9.33200	394.669	521.103	163.345	337.498	519.618	163.422	402.495	466.323	163.398	508.970	461.793	163.015	554.496	494.570	163.050	475.573	505.830	164.118
4668	9.33400	394.745	521.333	163.404	337.577	520.096	163.608	402.389	466.551	163.349	508.806	461.643	163.039	554.482	494.251	163.031	475.596	505.795	164.119
4669	9.33600	394.823	521.598	163.400	337.601	520.528	163.460	402.245	466.754	163.317	508.637	461.499	163.016	554.460	493.925	163.090	475.618	505.769	164.134
4670	9.33800	394.879	521.890	163.352	337.665	521.023	163.487	402.085	466.965	163.300	508.501	461.349	162.977	554.423	493.624	163.070	475.634	505.735	164.134
4671	9.34000	394.957	522.146	163.334	337.721	521.446	163.514	401.999	467.230	163.345	508.371	461.189	162.954	554.397	493.307	163.018	475.650	505.700	164.135
4672	9.34200	395.066	522.377	163.332	337.784	521.914	163.398	401.900	467.477	163.357	508.232	461.048	162.961	554.381	492.997	163.015	475.666	505.674	164.120
4673	9.34400	395.128	522.642	163.361	337.840	522.373	163.584	401.772	467.680	163.323	508.100	460.907	162.968	554.345	492.680	163.058	475.673	505.647	164.136
4674	9.34600	395.191	522.925	163.328	337.949	522.805	163.404	401.604	467.900	163.291	507.959	460.757	162.991	554.306	492.370	163.054	475.680	505.612	164.137
4675	9.34800	395.278	523.199	163.280	338.044	523.300	163.529	401.489	468.138	163.321	507.802	460.624	163.015	554.279	492.061	163.019	475.695	505.586	164.153
4676	9.35000	395.362	523.437	163.328	338.092	523.725	163.527	401.411	468.412	163.351	507.633	460.473	163.008	554.265	491.761	162.999	475.711	505.560	164.138
4677	9.35200	395.446	523.658	163.374	338.193	524.201	163.462	401.320	468.632	163.351	507.470	460.321	163.001	554.208	491.433	163.091	475.725	505.533	164.155
4678	9.35400	395.531	523.941	163.403	338.334	524.653	163.636	401.191	468.853	163.317	507.341	460.179	162.977	554.158	491.114	163.041	475.733	505.515	164.156
4679	9.35600	395.587	524.224	163.341	338.397	525.112	163.446	401.077	469.073	163.315	507.193	460.020	162.987	554.143	490.831	162.958	475.740	505.480	164.157
4680	9.35800	395.634	524.454	163.342	338.522	525.607	163.602	400.946	469.321	163.360	507.039	459.904	162.977	554.094	490.504	163.050	475.754	505.453	164.174
4681	9.36000	395.734	524.684	163.371	338.555	526.013	163.569	400.838	469.594	163.389	506.883	459.762	162.985	554.043	490.185	163.095	475.770	505.418	164.175
4682	9.36200	395.812	524.940	163.384	338.656	526.543	163.473	400.709	469.806	163.373	506.741	459.603	163.026	553.999	489.884	162.982	475.784	505.392	164.192
4683	9.36400	395.890	525.205	163.384	338.682	526.932	163.629	400.587	470.008	163.342	506.585	459.460	163.035	553.976	489.574	162.979	475.799	505.357	164.193
4684	9.36600	395.976	525.471	163.353	338.798	527.409	163.406	400.479	470.255	163.358	506.445	459.302	163.043	553.919	489.245	163.073	475.808	505.330	164.178
4685	9.36800	396.092	525.710	163.337	338.916	527.894	163.610	400.386	470.520	163.405	506.286	459.167	163.004	553.885	488.945	163.022	475.815	505.295	164.179
4686	9.37000	396.185	525.940	163.368	338.987	528.309	163.531	400.287	470.767	163.388	506.131	459.034	162.996	553.825	488.635	162.988	475.845	505.268	164.197
4687	9.37200	396.239	526.205	163.368	339.119	528.823	163.471	400.165	470.961	163.373	505.969	458.900	162.989	553.800	488.333	163.002	475.845	505.233	164.198
4688	9.37400	396.318	526.479	163.353	339.160	529.211	163.628	400.074	471.190	163.387	505.803	458.774	162.933	553.734	488.006	163.032	475.852	505.197	164.199
4689	9.37600	396.411	526.735	163.338	339.361	529.698	163.394	399.959	471.455	163.399	505.638	458.633	162.971	553.666	487.669	163.015	475.874	505.154	164.216
4690	9.37800	396.488	526.947	163.370	339.479	530.165	163.630	399.883	471.720	163.412	505.472	458.491	163.011	553.647	487.404	162.964	475.882	505.119	164.216
4691	9.38000	396.596	527.195	163.401	339.526	530.572	163.537	399.725	471.940	163.348	505.349	458.341	163.004	553.599	487.104	162.976	475.881	505.092	164.233
4692	9.38200	396.674	527.478	163.400	339.651	531.093	163.491	399.578	472.143	163.381	505.186	458.200	163.011	553.507	486.740	163.039	475.903	505.048	164.249
4693	9.38400	396.744	527.717	163.385	339.699	531.472	163.664	399.470	472.381	163.383	505.026	458.065	162.972	553.472	486.457	162.989	475.910	505.013	164.251
4694	9.38600	396.838	527.964	163.354	339.854	531.976	163.429	399.400	472.655	163.414	504.865	457.932	162.963	553.447	486.175	162.938	475.916	504.978	164.283
4695	9.38800	396.953	528.203	163.400	339.941	532.426	163.636	399.309	472.901	163.397	504.696	457.806	162.940	553.368	485.855	163.016	475.924	504.943	164.283
4696	9.39000	397.046	528.451	163.401	340.050	532.859	163.495	399.234	473.122	163.366	504.520	457.681	162.915	553.313	485.528	163.015	475.938	504.917	164.300
4697	9.39200	397.132	528.716	163.401	340.167	533.364	163.485	399.103	473.334	163.413	504.363	457.548	162.939	553.265	485.236	162.949	475.937	504.872	164.316
4698	9.39400	397.241	528.964	163.370	340.262	533.752	163.613	398.996	473.590	163.442	504.238	457.416	162.961	553.201	484.953	162.962	475.953	504.846	164.302
4699	9.39600	397.326	529.212	163.371	340.432	534.247	163.427	398.914	473.864	163.436	504.073	457.275	163.000	553.133	484.625	163.025	475.953	504.811	164.303
4700	9.39800	397.411	529.441	163.403	340.565	534.697	163.634	398.817	474.110	163.357	503.910	457.116	163.009	553.050	484.298	162.992	475.960	504.785	164.319
4701	9.40000	397.496	529.715	163.421	340.628	535.103	163.573	398.686	474.313	163.360	503.762	456.975	163.017	552.997	484.014	162.974	475.960	504.749	164.320
4702	9.40200	397.596	529.963	163.423	340.784	535.616	163.515	398.546	474.534	163.426	503.615	456.841	163.010	552.933	483.730	162.988	475.975	504.714	164.321
4703	9.40400	397.690	530.202	163.408	340.863	535.995	163.690	398.444	474.807	163.491	503.429	456.717	163.016	552.850	483.377	163.035	475.980	504.679	164.354
4704	9.40600	397.815	530.432	163.377	341.018	536.509	163.445	398.354	475.071	163.412	503.283	456.584	163.008	552.793	483.076	162.986	475.973	504.644	164.354
4705	9.40800	397.923	530.671	163.394	341.135	536.932	163.638	398.341	475.300	163.365	503.129	456.469	162.998	552.724	482.809	162.968	475.979	504.599	164.372
4706	9.41000	398.015	530.918	163.426	341.221	537.375	163.518	398.249	475.521	163.397	502.981	456.336	163.021	552.666	482.500	162.998	475.979	504.563	164.373
4707	9.41200	398.132	531.175	163.380	341.400	537.852	163.460	398.118	475.769	163.474	502.796	456.193	162.998	552.571	482.146	163.015	475.994	504.528	164.374
4708	9.41400	398.241	531.414	163.366	341.540	538.248	163.634	398.034	476.025	163.472	502.602	456.050	163.007	552.514	481.862	162.966	476.000	504.484	164.392
4709	9.41600	398.319	531.626	163.368	341.649	538.718	163.437	397.986	476.263	163.374	502.446	455.918	163.030	552.469	481.580	162.948	476.000	504.449	164.393
4710	9.41800	398.412	531.891	163.370	341.797	539.149	163.614	397.880	476.492	163.327	502.294	455.784	162.991	552.387	481.251	162.981	476.007	504.422	164.409
4711	9.42000	398.512	532.130	163.388	341.922	539.574	163.588	397.755	476.713	163.394	502.126	455.659	162.967	552.302	480.915	162.965	476.014	504.386	164.411
4712	9.42200	398.628	532.369	163.406	342.070	540.052	163.472	397.612	476.969	163.524	501.949	455.550	162.942	552.240	480.622	162.964	476.030	504.342	164.397
4713	9.42400	398.752	532.599	163.376	342.210	540.457	163.633	397.521	477.207	163.495	501.755	455.433	162.934	552.193	480.347	162.963	476.038	504.307	164.397
4714	9.42600	398.877	532.829	163.347	342.304	540.937	163.455	397.455	477.462	163.401	501.593	455.317	162.925	552.068	480.002	162.964	476.045	504.272	164.399
4715	9.42800	398.977	533.059	163.380	342.482	541.369	163.538	397.395	477.691	163.356	501.415	455.193	162.931	551.999	479.683	162.949	476.059	504.237	164.431
4716	9.43000	399.084	533.307	163.412	342.630	541.765	163.588	397.339	477.948	163.482	501.252	455.051	162.940	551.936	479.406	162.949	476.074	504.201	164.433
4717	9.43200	399.193	533.545	163.399	342.778	542.252	163.489	397.246	478.196	163.532	501.129	454.901	162.934	551.852	479.105	162.933	476.081	504.166	164.434
4718	9.43400	399.287	533.775	163.371	342.941	542.657	163.683	397.143	478.442	163.420	500.972	454.760	162.972	551.759	478.778	162.933	476.097	504.131	164.435
4719	9.43600	399.411	534.014	163.357	343.058	543.136	163.535	397.132	478.680	163.353	500.777	454.635	162.980	551.654	478.467	162.965	476.097	504.095	164.436
4720	9.43800	399.512	534.271	163.376	343.237	543.587	163.657	397.055	478.937	163.414	500.612	454.502	163.005	551.586	478.185	162.947	476.096	504.060	164.437
4721	9.44000	399.619	534.500	163.410	343.385	544.001	163.676	396.905	479.176	163.543	500.482	454.387	162.994	551.511	477.893	162.914	476.110	504.015	164.455
4722	9.44200	399.743	534.730	163.413	343.533	544.576	163.706	396.752	479.378	163.518	500.297	454.289	162.984	551.400	477.538	162.934	476.109	503.971	164.472
4723	9.44400	399.875	534.970	163.369	343.735	544.937	163.789	396.701	479.633	163.425	500.103	454.164	162.991	551.310	477.245	162.965	476.109	503.936	164.473
4724	9.44600	399.968	535.191	163.387	343.890	545.415	163.768	396.664	479.897	163.411	499.950	454.039	162.967	551.253	476.979	162.916	476.109	503.900	164.475
4725	9.44800	400.091	535.429	163.404	344.108	545.953	163.955	396.561	480.181	163.523	499.767	453.932	162.941	551.126	476.642	162.934	476.109	503.865	164.476
4726	9.45000	400.207	535.668	163.422	344.255	546.270	163.959	396.452	480.393	163.575	499.532	453.815	162.964	551.040	476.332	162.935	476.107	503.821	164.492
4727	9.45200	400.301	535.898	163.394	344.397	546.898	164.023	396.362	480.621	163.500	499.352	453.664	162.989	550.961	476.048	162.950	476.098	503.776	164.510
4728	9.45400	400.433	536.129	163.366	344.551	547.207	163.950	396.349	480.885	163.423	499.213	453.541	162.996	550.850	475.747	162.966	476.098	503.723	164.511
4729	9.45600	400.550	536.368	163.353	344.722	547.623	163.911	396.334	481.151	163.500	499.037	453.451	162.969	550.755	475.437	162.903	476.105	503.697	164.528
4730	9.45800	400.672	536.606	163.404	344.909	548.153	163.988	396.242	481.408	163.560	498.818	453.318	162.992	550.664	475.117	162.954	476.104	503.653	164.545
4731	9.46000	400.780	536.836	163.438	345.094	548.479	164.011	396.143	481.602	163.548	498.655	453.193	163.000	550.560	474.825	162.985	476.097	503.608	164.531
