NO_OF_FRAMES	1453
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 11:41:31.017	927424.75938200
DATA_INCLUDED	3D
MARKER_NAMES	v43_3g_origo	v43_3g_X	v43_3g_Y	h43_5g_origo	h43_5g_X	h43_5g_Y
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Measured	Mixed
Frame	Time	v43_3g_origo X	v43_3g_origo Y	v43_3g_origo Z	v43_3g_X X	v43_3g_X Y	v43_3g_X Z	v43_3g_Y X	v43_3g_Y Y	v43_3g_Y Z	h43_5g_origo X	h43_5g_origo Y	h43_5g_origo Z	h43_5g_X X	h43_5g_X Y	h43_5g_X Z	h43_5g_Y X	h43_5g_Y Y	h43_5g_Y Z	
3696	7.39000	264.019	452.116	163.072	241.799	399.886	164.115	317.200	436.340	163.129	383.229	499.410	163.360	396.394	553.540	164.148	329.050	511.580	163.301
3697	7.39200	263.802	451.885	163.055	241.381	399.751	164.078	316.900	435.941	163.146	382.967	499.347	163.374	395.865	553.547	164.125	328.796	511.243	163.332
3698	7.39400	263.499	451.673	163.037	240.925	399.607	164.057	316.591	435.553	163.210	382.729	499.293	163.340	395.311	553.518	164.163	328.495	510.844	163.382
3699	7.39600	263.243	451.466	163.001	240.498	399.480	164.004	316.266	435.153	163.164	382.475	499.230	163.323	394.774	553.543	164.108	328.124	510.499	163.339
3700	7.39800	262.974	451.271	163.012	240.047	399.336	163.952	315.951	434.746	163.197	382.206	499.140	163.322	394.221	553.514	164.115	327.846	510.162	163.371
3701	7.40000	262.744	451.059	163.056	239.599	399.192	163.932	315.649	434.331	163.249	381.929	499.068	163.287	393.668	553.521	164.090	327.561	509.755	163.437
3702	7.40200	262.465	450.819	163.023	239.169	399.058	163.957	315.301	433.931	163.204	381.683	498.988	163.269	393.115	553.493	164.097	327.198	509.374	163.395
3703	7.40400	262.194	450.569	163.007	238.698	398.931	163.933	314.985	433.524	163.237	381.414	498.898	163.269	392.538	553.473	164.088	326.881	509.046	163.381
3704	7.40600	261.969	450.374	162.988	238.251	398.824	163.940	314.691	433.091	163.260	381.136	498.809	163.269	392.008	553.479	164.096	326.627	508.648	163.463
3705	7.40800	261.698	450.181	163.001	237.827	398.671	163.936	314.343	432.710	163.245	380.883	498.737	163.266	391.432	553.433	164.071	326.263	508.249	163.389
3706	7.41000	261.475	449.975	162.996	237.427	398.547	163.946	314.043	432.320	163.277	380.597	498.648	163.297	390.863	553.431	164.093	325.908	507.939	163.345
3707	7.41200	261.220	449.754	162.994	236.986	398.428	163.906	313.780	431.912	163.251	380.335	498.568	163.312	390.294	553.375	164.114	325.638	507.540	163.425
3708	7.41400	261.018	449.532	162.994	236.586	398.313	163.930	313.447	431.558	163.251	380.088	498.496	163.311	389.702	553.355	164.136	325.290	507.115	163.401
3709	7.41600	260.794	449.328	162.990	236.185	398.179	163.925	313.162	431.160	163.270	379.772	498.407	163.341	389.157	553.318	164.126	324.911	506.814	163.342
3710	7.41800	260.540	449.143	163.018	235.774	398.072	163.901	312.898	430.787	163.240	379.495	498.344	163.323	388.534	553.279	164.149	324.657	506.451	163.422
3711	7.42000	260.308	448.964	162.997	235.406	397.955	163.925	312.589	430.442	163.255	379.241	498.246	163.338	388.027	553.233	164.154	324.317	506.025	163.396
3712	7.42200	260.077	448.770	163.009	235.000	397.814	163.968	312.295	430.060	163.241	378.941	498.156	163.334	387.443	553.196	164.145	323.961	505.733	163.321
3713	7.42400	259.868	448.530	163.010	234.636	397.699	163.962	312.010	429.706	163.241	378.642	498.066	163.301	386.926	553.122	164.228	323.661	505.405	163.371
3714	7.42600	259.630	448.316	163.022	234.251	397.571	163.939	311.747	429.378	163.254	378.333	497.968	163.317	386.397	553.094	164.172	323.375	505.015	163.407
3715	7.42800	259.368	448.131	163.049	233.863	397.429	163.921	311.453	429.040	163.221	378.041	497.878	163.313	385.858	553.012	164.240	323.019	504.669	163.333
3716	7.43000	259.143	447.952	163.028	233.549	397.296	163.949	311.176	428.695	163.236	377.772	497.798	163.294	385.350	552.957	164.261	322.664	504.422	163.336
3717	7.43200	258.942	447.766	163.025	233.209	397.133	163.931	310.921	428.394	163.262	377.448	497.708	163.327	384.820	552.902	164.283	322.410	504.093	163.385
3718	7.43400	258.702	447.552	163.006	232.861	397.000	163.928	310.635	428.101	163.240	377.194	497.645	163.308	384.343	552.820	164.287	322.094	503.721	163.391
3719	7.43600	258.487	447.321	163.021	232.538	396.858	163.941	310.388	427.772	163.223	376.917	497.565	163.320	383.820	552.774	164.293	321.676	503.456	163.332
3720	7.43800	258.256	447.136	163.049	232.231	396.705	163.939	310.118	427.507	163.246	376.601	497.476	163.352	383.351	552.701	164.315	321.438	503.233	163.347
3721	7.44000	258.040	446.932	163.047	231.929	396.555	163.939	309.856	427.242	163.269	376.355	497.395	163.335	382.852	552.656	164.291	321.184	502.941	163.429
3722	7.44200	257.815	446.781	163.040	231.659	396.369	163.944	309.617	426.975	163.261	376.062	497.314	163.348	382.384	552.592	164.267	320.774	502.623	163.404
3723	7.44400	257.576	446.577	163.038	231.358	396.206	163.927	309.377	426.709	163.253	375.777	497.216	163.362	381.938	552.520	164.291	320.481	502.373	163.341
3724	7.44600	257.350	446.361	162.988	231.104	396.029	163.947	309.115	426.461	163.275	375.461	497.127	163.361	381.485	552.465	164.252	320.227	502.195	163.341
3725	7.44800	257.118	446.150	163.003	230.841	395.851	163.934	308.868	426.248	163.262	375.184	497.020	163.360	381.062	552.375	164.275	319.895	501.992	163.392
3726	7.45000	256.904	445.946	163.032	230.564	395.664	163.939	308.630	426.035	163.280	374.884	496.912	163.358	380.602	552.330	164.222	319.588	501.752	163.439
3727	7.45200	256.665	445.768	163.042	230.340	395.460	163.946	308.413	425.830	163.250	374.623	496.832	163.340	380.240	552.231	164.261	319.341	501.503	163.409
3728	7.45400	256.395	445.582	163.038	230.139	395.265	163.938	308.205	425.644	163.250	374.307	496.734	163.356	379.840	552.160	164.222	319.017	501.307	163.378
3729	7.45600	256.184	445.395	163.004	229.930	395.069	163.929	307.973	425.450	163.268	374.008	496.652	163.305	379.486	552.061	164.262	318.662	501.173	163.330
3730	7.45800	255.945	445.173	163.003	229.721	394.831	163.943	307.742	425.290	163.281	373.777	496.572	163.319	379.163	551.971	164.284	318.462	501.067	163.362
3731	7.46000	255.715	444.968	163.031	229.536	394.617	163.936	307.534	425.156	163.276	373.484	496.500	163.319	378.817	551.890	164.290	318.208	500.942	163.361
3732	7.46200	255.500	444.764	163.060	229.367	394.378	163.950	307.334	425.032	163.285	373.215	496.420	163.301	378.531	551.791	164.332	317.831	500.818	163.391
3733	7.46400	255.253	444.570	163.073	229.212	394.130	163.949	307.126	424.925	163.293	372.945	496.348	163.329	378.247	551.702	164.323	317.585	500.685	163.438
3734	7.46600	255.021	444.391	163.053	229.072	393.907	163.929	306.911	424.792	163.287	372.652	496.250	163.344	377.947	551.622	164.300	317.339	500.569	163.452
3735	7.46800	254.788	444.186	163.019	228.927	393.642	163.963	306.711	424.685	163.295	372.375	496.169	163.327	377.617	551.550	164.295	317.031	500.443	163.418
3736	7.47000	254.541	443.963	163.018	228.787	393.402	163.945	306.517	424.595	163.270	372.090	496.080	163.356	377.386	551.452	164.304	316.661	500.354	163.385
3737	7.47200	254.334	443.759	163.047	228.634	393.128	163.965	306.309	424.505	163.244	371.798	495.973	163.355	377.094	551.372	164.283	316.453	500.281	163.351
3738	7.47400	254.072	443.575	163.075	228.524	392.871	163.951	306.124	424.424	163.233	371.482	495.874	163.339	376.802	551.291	164.260	316.176	500.209	163.347
3739	7.47600	253.825	443.377	163.055	228.400	392.623	163.951	305.917	424.345	163.254	371.182	495.785	163.336	376.542	551.229	164.211	315.814	500.128	163.328
3740	7.47800	253.584	443.189	163.020	228.292	392.375	163.952	305.709	424.273	163.258	370.905	495.678	163.334	376.310	551.105	164.236	315.575	500.110	163.326
3741	7.48000	253.335	442.985	162.987	228.181	392.108	163.924	305.509	424.228	163.275	370.652	495.606	163.331	376.057	551.025	164.215	315.321	500.064	163.305
3742	7.48200	253.097	442.770	163.000	228.073	391.842	163.927	305.340	424.183	163.260	370.344	495.516	163.331	375.803	550.936	164.177	315.037	500.027	163.300
3743	7.48400	252.821	442.576	163.044	227.982	391.568	163.947	305.147	424.120	163.248	370.075	495.435	163.312	375.603	550.838	164.220	314.721	500.009	163.298
3744	7.48600	252.591	442.389	163.071	227.891	391.292	163.967	304.948	424.075	163.264	369.829	495.372	163.293	375.410	550.712	164.273	314.498	499.990	163.294
3745	7.48800	252.367	442.193	163.053	227.798	391.017	163.955	304.764	424.021	163.266	369.521	495.274	163.309	375.202	550.606	164.265	314.222	499.953	163.320
3746	7.49000	252.094	441.989	163.020	227.701	390.759	163.912	304.579	423.985	163.267	369.259	495.203	163.307	374.971	550.534	164.258	313.915	499.924	163.298
3747	7.49200	251.862	441.783	162.986	227.625	390.485	163.932	304.410	423.948	163.267	368.998	495.131	163.304	374.764	550.454	164.240	313.652	499.943	163.298
3748	7.49400	251.638	441.588	163.000	227.550	390.221	163.968	304.226	423.921	163.281	368.721	495.033	163.319	374.541	550.374	164.219	313.399	499.906	163.292
3749	7.49600	251.408	441.384	163.030	227.495	389.928	163.961	304.026	423.885	163.282	368.428	494.961	163.317	374.341	550.277	164.231	313.115	499.885	163.285
3750	7.49800	251.201	441.188	163.042	227.416	389.655	163.951	303.857	423.849	163.282	368.151	494.854	163.316	374.110	550.196	164.210	312.853	499.877	163.299
3751	7.50000	250.921	440.994	163.025	227.340	389.398	163.970	303.680	423.813	163.283	367.866	494.746	163.314	373.879	550.107	164.205	312.584	499.868	163.281
3752	7.50200	250.703	440.796	162.975	227.278	389.133	163.975	303.518	423.785	163.267	367.612	494.657	163.313	373.688	550.028	164.156	312.338	499.848	163.306
3753	7.50400	250.479	440.591	162.974	227.223	388.846	163.950	303.349	423.758	163.282	367.274	494.576	163.295	373.495	549.921	164.182	312.062	499.837	163.284
3754	7.50600	250.241	440.405	163.001	227.137	388.565	163.958	303.165	423.721	163.282	367.012	494.469	163.295	373.310	549.787	164.222	311.785	499.829	163.299
3755	7.50800	250.011	440.208	163.013	227.067	388.325	163.943	302.972	423.694	163.266	366.766	494.389	163.308	373.101	549.680	164.246	311.523	499.810	163.295
3756	7.51000	249.772	440.024	163.043	226.998	388.051	163.965	302.803	423.657	163.267	366.474	494.299	163.275	372.909	549.600	164.225	311.246	499.781	163.272
3757	7.51200	249.555	439.818	163.010	226.945	387.767	163.972	302.634	423.639	163.266	366.181	494.227	163.273	372.702	549.520	164.237	311.008	499.770	163.252
3758	7.51400	249.323	439.621	162.992	226.891	387.477	163.997	302.457	423.612	163.282	365.943	494.155	163.272	372.517	549.405	164.246	310.692	499.772	163.251
3759	7.51600	249.099	439.427	163.006	226.796	387.264	163.963	302.288	423.576	163.281	365.666	494.057	163.287	372.270	549.306	164.254	310.446	499.725	163.262
3760	7.51800	248.883	439.222	163.005	226.718	387.026	163.981	302.072	423.522	163.284	365.365	494.003	163.284	372.032	549.235	164.249	310.170	499.687	163.255
3761	7.52000	248.652	439.055	163.032	226.665	386.742	163.988	301.872	423.495	163.268	365.104	493.905	163.299	371.817	549.155	164.262	309.931	499.661	163.269
3762	7.52200	248.421	438.850	163.031	226.605	386.461	164.028	301.716	423.449	163.224	364.826	493.807	163.314	371.556	549.084	164.196	309.616	499.635	163.284
3763	7.52400	248.204	438.636	163.015	226.521	386.222	164.045	301.540	423.404	163.241	364.542	493.735	163.312	371.302	548.977	164.191	309.347	499.561	163.278
3764	7.52600	247.971	438.451	163.014	226.396	386.018	164.025	301.332	423.351	163.243	364.226	493.637	163.327	371.033	548.888	164.184	309.101	499.506	163.274
3765	7.52800	247.748	438.246	163.013	226.270	385.769	163.996	301.155	423.270	163.233	363.949	493.521	163.310	370.787	548.808	164.165	308.778	499.437	163.306
3766	7.53000	247.541	438.077	163.040	226.186	385.496	164.018	300.906	423.207	163.191	363.672	493.440	163.324	370.556	548.701	164.189	308.500	499.365	163.304
3767	7.53200	247.294	437.890	163.037	226.111	385.248	164.052	300.728	423.153	163.163	363.357	493.350	163.290	370.309	548.558	164.275	308.224	499.265	163.284
3768	7.53400	247.085	437.704	163.035	225.988	385.027	164.066	300.567	423.089	163.149	363.079	493.252	163.306	370.024	548.486	164.267	307.970	499.168	163.300
3769	7.53600	246.846	437.493	163.051	225.853	384.815	164.033	300.375	422.992	163.172	362.810	493.171	163.287	369.748	548.415	164.233	307.591	499.062	163.269
3770	7.53800	246.613	437.297	163.034	225.718	384.593	163.985	300.198	422.867	163.181	362.533	493.082	163.286	369.486	548.316	164.273	307.306	498.962	163.218
3771	7.54000	246.399	437.110	163.063	225.587	384.344	163.987	299.966	422.770	163.174	362.241	493.010	163.286	369.155	548.235	164.280	307.059	498.881	163.200
3772	7.54200	246.174	436.923	163.061	225.445	384.107	164.066	299.766	422.681	163.180	361.987	492.947	163.299	368.856	548.181	164.277	306.759	498.793	163.200
3773	7.54400	245.957	436.756	163.058	225.283	383.894	164.062	299.614	422.556	163.220	361.701	492.849	163.314	368.548	548.110	164.240	306.474	498.712	163.182
3774	7.54600	245.710	436.552	163.057	225.119	383.690	164.043	299.391	422.406	163.248	361.416	492.787	163.329	368.187	548.029	164.248	306.212	498.604	163.179
3775	7.54800	245.462	436.338	163.042	224.961	383.484	163.992	299.159	422.238	163.247	361.155	492.697	163.328	367.856	547.966	164.259	305.998	498.489	163.258
3776	7.55000	245.284	436.152	163.041	224.774	383.281	163.972	298.902	422.097	163.230	360.885	492.617	163.343	367.526	547.895	164.223	305.636	498.331	163.293
3777	7.55200	245.068	435.947	163.040	224.599	383.050	164.002	298.692	421.979	163.162	360.600	492.519	163.357	367.157	547.805	164.246	305.367	498.143	163.307
3778	7.55400	244.838	435.762	163.070	224.409	382.829	164.046	298.523	421.845	163.157	360.300	492.438	163.341	366.804	547.760	164.195	305.112	497.948	163.309
3779	7.55600	244.612	435.574	163.036	224.216	382.626	164.057	298.317	421.641	163.189	360.031	492.331	163.340	366.511	547.626	164.265	304.772	497.779	163.264
3780	7.55800	244.388	435.370	163.036	224.020	382.431	164.020	298.150	421.455	163.252	359.769	492.242	163.339	366.127	547.554	164.256	304.470	497.653	163.199
3781	7.56000	244.187	435.166	163.037	223.823	382.242	163.966	297.879	421.280	163.269	359.477	492.160	163.320	365.773	547.491	164.268	304.232	497.520	163.214
3782	7.56200	243.963	434.961	163.036	223.582	382.055	163.943	297.645	421.111	163.238	359.192	492.071	163.320	365.465	547.383	164.321	304.033	497.370	163.295
3783	7.56400	243.733	434.776	163.066	223.370	381.843	164.001	297.436	420.906	163.210	358.946	491.999	163.287	365.058	547.311	164.280	303.648	497.168	163.347
3784	7.56600	243.501	434.589	163.063	223.165	381.633	164.060	297.198	420.711	163.227	358.684	491.919	163.301	364.704	547.248	164.292	303.371	496.926	163.331
3785	7.56800	243.291	434.394	163.048	222.978	381.429	164.040	296.966	420.525	163.228	358.392	491.838	163.285	364.320	547.167	164.297	303.123	496.713	163.272
3786	7.57000	243.059	434.198	163.031	222.706	381.221	163.986	296.759	420.347	163.243	358.138	491.776	163.299	363.928	547.113	164.292	302.821	496.535	163.242
3787	7.57200	242.858	433.993	163.031	222.479	381.070	163.958	296.574	420.133	163.231	357.876	491.686	163.298	363.559	547.032	164.269	302.497	496.392	163.209
3788	7.57400	242.604	433.799	163.046	222.239	380.875	163.953	296.319	419.894	163.238	357.599	491.615	163.297	363.121	546.969	164.276	302.275	496.215	163.275
3789	7.57600	242.389	433.603	163.061	221.995	380.700	164.006	296.095	419.674	163.244	357.321	491.534	163.313	362.745	546.924	164.257	302.038	495.995	163.389
3790	7.57800	242.194	433.426	163.044	221.788	380.477	164.018	295.823	419.505	163.214	357.052	491.436	163.296	362.322	546.843	164.265	301.651	495.746	163.331
3791	7.58000	241.937	433.221	163.013	221.572	380.263	164.015	295.622	419.327	163.199	356.775	491.338	163.312	361.923	546.788	164.257	301.364	495.531	163.237
3792	7.58200	241.727	433.024	162.965	221.330	380.078	163.993	295.462	419.103	163.202	356.452	491.257	163.294	361.530	546.707	164.299	301.133	495.363	163.256
3793	7.58400	241.488	432.823	162.998	221.090	379.918	163.981	295.231	418.847	163.242	356.182	491.159	163.278	361.085	546.653	164.258	300.855	495.213	163.275
3794	7.58600	241.271	432.636	162.996	220.826	379.747	163.955	294.952	418.637	163.265	355.913	491.069	163.278	360.731	546.563	164.316	300.501	495.001	163.308
3795	7.58800	241.064	432.441	163.011	220.602	379.550	163.948	294.696	418.469	163.234	355.659	490.997	163.275	360.347	546.482	164.292	300.287	494.779	163.358
3796	7.59000	240.840	432.236	163.011	220.370	379.330	163.962	294.472	418.289	163.186	355.351	490.917	163.259	359.947	546.392	164.316	300.001	494.530	163.330
3797	7.59200	240.614	432.031	162.981	220.179	379.119	163.991	294.288	418.075	163.204	355.089	490.845	163.257	359.609	546.329	164.324	299.659	494.333	163.238
3798	7.59400	240.396	431.854	162.964	219.924	378.923	163.984	294.120	417.819	163.245	354.843	490.765	163.271	359.194	546.239	164.313	299.405	494.182	163.256
3799	7.59600	240.165	431.659	162.980	219.692	378.762	163.972	293.864	417.626	163.265	354.535	490.693	163.270	358.817	546.176	164.325	299.167	494.024	163.322
3800	7.59800	239.959	431.473	163.009	219.466	378.593	163.947	293.600	417.457	163.235	354.281	490.630	163.254	358.463	546.087	164.316	298.837	493.813	163.389
3801	7.60000	239.728	431.278	163.025	219.232	378.407	163.925	293.368	417.269	163.204	354.012	490.550	163.268	358.041	546.014	164.308	298.482	493.589	163.342
3802	7.60200	239.527	431.074	163.026	219.000	378.194	163.922	293.161	417.084	163.238	353.727	490.460	163.267	357.680	545.952	164.319	298.264	493.383	163.266
3803	7.60400	239.293	430.887	162.994	218.787	377.973	163.967	292.977	416.888	163.255	353.427	490.380	163.251	357.249	545.861	164.308	297.987	493.198	163.286
3804	7.60600	239.053	430.701	162.993	218.612	377.778	163.992	292.744	416.693	163.243	353.149	490.282	163.266	356.857	545.799	164.291	297.662	493.063	163.238
3805	7.60800	238.823	430.505	163.007	218.396	377.602	164.016	292.520	416.506	163.213	352.842	490.183	163.280	356.481	545.736	164.268	297.409	492.923	163.304
3806	7.61000	238.624	430.319	163.038	218.162	377.423	163.976	292.321	416.345	163.227	352.572	490.094	163.278	356.089	545.637	164.305	297.148	492.739	163.387
3807	7.61200	238.408	430.135	163.070	217.934	377.217	163.925	292.082	416.162	163.293	352.272	490.004	163.279	355.735	545.583	164.302	296.787	492.524	163.387
3808	7.61400	238.191	429.928	163.038	217.750	377.007	163.955	291.827	416.012	163.292	352.010	489.915	163.277	355.351	545.511	164.294	296.499	492.353	163.277
3809	7.61600	237.950	429.722	163.007	217.591	376.803	163.998	291.601	415.877	163.225	351.749	489.843	163.276	354.982	545.421	164.348	296.260	492.192	163.247
3810	7.61800	237.725	429.555	163.006	217.441	376.599	164.041	291.416	415.714	163.176	351.448	489.771	163.274	354.659	545.376	164.327	296.021	492.043	163.298
3811	7.62000	237.515	429.378	162.989	217.201	376.404	164.036	291.264	415.528	163.209	351.179	489.700	163.273	354.313	545.286	164.350	295.682	491.917	163.265
3812	7.62200	237.270	429.193	163.020	216.996	376.217	163.983	291.073	415.370	163.286	350.925	489.628	163.270	353.937	545.223	164.360	295.428	491.794	163.300
3813	7.62400	237.060	428.996	163.004	216.821	376.012	163.934	290.826	415.204	163.319	350.633	489.547	163.254	353.690	545.142	164.369	295.167	491.654	163.365
3814	7.62600	236.859	428.782	162.990	216.653	375.801	163.963	290.570	415.070	163.283	350.356	489.484	163.237	353.314	545.052	164.359	294.791	491.483	163.378
3815	7.62800	236.643	428.588	163.007	216.511	375.590	164.024	290.361	414.963	163.262	350.094	489.413	163.266	352.968	544.972	164.373	294.512	491.339	163.316
3816	7.63000	236.403	428.409	162.989	216.360	375.375	164.052	290.161	414.846	163.255	349.817	489.332	163.280	352.706	544.892	164.381	294.288	491.196	163.285
3817	7.63200	236.172	428.250	163.001	216.165	375.154	164.036	289.969	414.696	163.285	349.524	489.234	163.296	352.314	544.784	164.371	293.995	491.045	163.302
3818	7.63400	235.949	428.055	163.017	215.991	374.949	163.988	289.752	414.544	163.252	349.216	489.145	163.296	351.976	544.713	164.369	293.701	490.937	163.238
3819	7.63600	235.756	427.850	163.018	215.818	374.754	163.952	289.543	414.436	163.229	348.932	489.046	163.279	351.676	544.650	164.349	293.478	490.857	163.255
3820	7.63800	235.532	427.645	163.019	215.681	374.534	164.000	289.367	414.319	163.222	348.655	488.957	163.309	351.292	544.534	164.385	293.210	490.735	163.320
3821	7.64000	235.310	427.459	163.050	215.542	374.306	164.095	289.223	414.203	163.247	348.339	488.868	163.277	350.992	544.462	164.412	292.856	490.618	163.334
3822	7.64200	235.069	427.271	163.017	215.402	374.073	164.064	288.993	414.054	163.308	348.085	488.787	163.290	350.700	544.409	164.377	292.563	490.513	163.336
3823	7.64400	234.845	427.095	163.033	215.253	373.859	164.032	288.738	413.924	163.337	347.808	488.706	163.273	350.354	544.300	164.397	292.310	490.398	163.383
3824	7.64600	234.630	426.917	163.046	215.087	373.664	163.998	288.513	413.834	163.313	347.524	488.634	163.272	350.054	544.247	164.393	291.980	490.252	163.379
3825	7.64800	234.414	426.702	163.033	214.933	373.460	164.011	288.288	413.752	163.271	347.247	488.571	163.254	349.778	544.193	164.388	291.686	490.126	163.347
3826	7.65000	234.174	426.498	163.034	214.806	373.222	164.061	288.112	413.653	163.263	346.970	488.473	163.269	349.470	544.094	164.395	291.438	490.045	163.267
3827	7.65200	233.973	426.311	163.034	214.670	372.975	164.097	287.912	413.511	163.276	346.708	488.410	163.251	349.170	544.013	164.435	291.177	489.929	163.282
3828	7.65400	233.748	426.115	163.019	214.506	372.742	164.067	287.681	413.387	163.287	346.431	488.338	163.249	348.878	543.942	164.431	290.869	489.803	163.281
3829	7.65600	233.492	425.955	163.000	214.365	372.556	164.047	287.495	413.305	163.245	346.116	488.257	163.263	348.609	543.834	164.423	290.629	489.741	163.265
3830	7.65800	233.276	425.767	162.999	214.216	372.359	164.012	287.310	413.215	163.220	345.862	488.168	163.262	348.278	543.727	164.446	290.368	489.653	163.297
3831	7.66000	233.052	425.564	163.001	214.100	372.146	164.011	287.173	413.106	163.228	345.585	488.087	163.276	347.948	543.674	164.413	290.038	489.536	163.311
3832	7.66200	232.837	425.368	163.017	213.986	371.906	164.031	286.952	412.965	163.271	345.231	487.980	163.276	347.656	543.593	164.359	289.746	489.440	163.360
3833	7.66400	232.629	425.170	163.001	213.848	371.657	164.035	286.738	412.842	163.344	344.977	487.899	163.258	347.317	543.468	164.413	289.469	489.360	163.375
3834	7.66600	232.383	424.992	163.015	213.678	371.462	164.032	286.475	412.755	163.352	344.677	487.801	163.272	347.025	543.388	164.393	289.139	489.232	163.370
3835	7.66800	232.157	424.833	162.998	213.507	371.256	164.013	286.266	412.683	163.326	344.377	487.702	163.256	346.718	543.343	164.340	288.854	489.107	163.370
3836	7.67000	231.924	424.654	162.981	213.358	371.060	163.979	286.057	412.583	163.286	344.107	487.639	163.239	346.371	543.235	164.362	288.575	489.000	163.338
3837	7.67200	231.692	424.440	162.967	213.227	370.823	163.999	285.881	412.465	163.279	343.831	487.549	163.237	346.102	543.172	164.374	288.304	488.916	163.256
3838	7.67400	231.477	424.234	162.968	213.129	370.582	164.019	285.666	412.333	163.307	343.554	487.477	163.235	345.780	543.119	164.307	288.027	488.781	163.240
3839	7.67600	231.285	424.039	162.985	213.008	370.377	164.032	285.440	412.235	163.270	343.277	487.406	163.233	345.480	543.029	164.327	287.765	488.684	163.257
3840	7.67800	231.063	423.845	163.033	212.837	370.171	164.014	285.262	412.143	163.213	343.000	487.316	163.201	345.211	542.957	164.353	287.510	488.604	163.241
3841	7.68000	230.837	423.683	162.983	212.665	369.975	163.979	285.077	412.042	163.173	342.738	487.253	163.214	344.880	542.895	164.335	287.217	488.505	163.223
3842	7.68200	230.596	423.495	162.952	212.529	369.753	163.934	284.911	411.925	163.196	342.461	487.181	163.212	344.595	542.795	164.338	286.934	488.382	163.288
3843	7.68400	230.388	423.300	162.969	212.393	369.533	163.983	284.713	411.785	163.272	342.161	487.109	163.210	344.303	542.688	164.365	286.642	488.277	163.321
3844	7.68600	230.188	423.094	162.970	212.259	369.305	164.048	284.465	411.657	163.334	341.884	487.020	163.210	343.981	542.626	164.347	286.295	488.168	163.287
3845	7.68800	229.958	422.909	163.002	212.097	369.091	164.048	284.249	411.549	163.311	341.607	486.939	163.224	343.642	542.545	164.290	286.017	488.034	163.271
3846	7.69000	229.743	422.714	163.019	211.925	368.893	164.012	284.008	411.450	163.272	341.299	486.832	163.223	343.350	542.420	164.348	285.747	487.891	163.272
3847	7.69200	229.533	422.552	163.001	211.775	368.688	163.964	283.809	411.323	163.251	341.014	486.743	163.223	343.019	542.350	164.313	285.446	487.755	163.224
3848	7.69400	229.300	422.376	162.985	211.634	368.502	163.945	283.631	411.174	163.282	340.714	486.653	163.222	342.658	542.304	164.257	285.214	487.655	163.175
3849	7.69600	229.065	422.186	162.922	211.483	368.289	163.976	283.390	411.041	163.249	340.430	486.563	163.220	342.335	542.170	164.330	284.953	487.524	163.226
3850	7.69800	228.858	421.983	162.956	211.331	368.069	164.024	283.220	410.931	163.194	340.145	486.492	163.220	342.012	542.117	164.295	284.683	487.409	163.243
3851	7.70000	228.637	421.788	163.004	211.147	367.849	164.041	283.029	410.831	163.184	339.883	486.411	163.203	341.643	542.053	164.270	284.375	487.293	163.227
3852	7.70200	228.444	421.602	163.006	210.975	367.644	164.024	282.852	410.714	163.178	339.614	486.321	163.201	341.336	541.955	164.311	284.106	487.170	163.262
3853	7.70400	228.220	421.433	163.004	210.811	367.457	164.005	282.677	410.547	163.242	339.352	486.268	163.201	341.005	541.919	164.276	283.798	487.028	163.294
3854	7.70600	227.979	421.245	162.973	210.664	367.280	164.000	282.391	410.384	163.309	339.060	486.187	163.184	340.675	541.855	164.282	283.451	486.875	163.278
3855	7.70800	227.750	421.076	162.910	210.503	367.077	164.014	282.158	410.249	163.273	338.798	486.115	163.213	340.375	541.756	164.354	283.188	486.731	163.216
3856	7.71000	227.526	420.882	162.928	210.336	366.863	164.044	281.950	410.123	163.253	338.529	486.061	163.211	340.022	541.703	164.350	282.964	486.597	163.201
3857	7.71200	227.327	420.697	162.961	210.151	366.644	164.062	281.779	409.982	163.237	338.252	485.980	163.195	339.691	541.630	164.340	282.679	486.446	163.220
3858	7.71400	227.146	420.501	163.009	209.972	366.440	164.045	281.626	409.829	163.235	337.959	485.892	163.227	339.368	541.505	164.429	282.433	486.340	163.221
3859	7.71600	226.923	420.306	163.027	209.801	366.263	164.040	281.339	409.680	163.235	337.698	485.828	163.209	339.007	541.470	164.396	282.179	486.207	163.239
3860	7.71800	226.704	420.137	162.995	209.636	366.094	164.018	281.156	409.571	163.242	337.405	485.721	163.239	338.661	541.379	164.386	281.872	486.050	163.306
3861	7.72000	226.477	419.958	162.948	209.460	365.897	164.014	280.987	409.444	163.221	337.089	485.632	163.240	338.323	541.255	164.444	281.533	485.906	163.306
3862	7.72200	226.260	419.773	162.950	209.308	365.684	164.046	280.802	409.288	163.270	336.828	485.560	163.238	337.962	541.228	164.363	281.231	485.736	163.261
3863	7.72400	226.069	419.576	162.967	209.114	365.473	164.046	280.594	409.086	163.308	336.528	485.462	163.253	337.600	541.103	164.384	280.991	485.601	163.215
3864	7.72600	225.871	419.382	163.015	208.942	365.280	164.045	280.283	408.938	163.309	336.273	485.400	163.238	337.262	541.023	164.364	280.706	485.433	163.233
