NO_OF_FRAMES	1406
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 15:40:10.855	941744.55889980
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängd i inelastisk stöt 27.7g vs 82.4g (Faulty)
MARKER_NAMES	h82_4g	v27_7g
COLLISION_TIME	1.21
TRAJECTORY_TYPES	Mixed	Measured
Frame	Time	h82_4g X	h82_4g Y	h82_4g Z	v27_7g X	v27_7g Y	v27_7g Z	
15303	30.60400	392.234	413.272	180.067	362.696	310.871	165.095
15304	30.60600	392.014	413.228	180.087	362.451	310.611	165.036
15305	30.60800	391.731	413.165	180.074	362.215	310.322	165.078
15306	30.61000	391.500	413.111	180.071	361.956	310.008	165.142
15307	30.61200	391.278	413.059	180.105	361.650	309.726	165.141
15308	30.61400	391.027	413.005	180.110	361.374	309.461	165.020
15309	30.61600	390.768	412.960	180.095	361.115	309.187	165.027
15310	30.61800	390.514	412.916	180.109	360.901	308.881	165.074
15311	30.62000	390.292	412.854	180.128	360.604	308.574	165.094
15312	30.62200	390.064	412.818	180.130	360.319	308.316	165.068
15313	30.62400	389.782	412.781	180.099	360.036	308.047	165.026
15314	30.62600	389.522	412.736	180.116	359.852	307.754	165.009
15315	30.62800	389.316	412.691	180.102	359.565	307.442	165.077
15316	30.63000	389.080	412.655	180.103	359.266	307.160	165.103
15317	30.63200	388.798	412.627	180.086	358.995	306.883	165.051
15318	30.63400	388.532	412.574	180.088	358.773	306.615	165.011
15319	30.63600	388.346	412.537	180.057	358.488	306.324	165.024
15320	30.63800	388.089	412.526	180.039	358.220	306.020	165.104
15321	30.64000	387.814	412.482	180.055	357.939	305.728	165.089
15322	30.64200	387.554	412.419	180.042	357.685	305.493	165.010
15323	30.64400	387.393	412.383	180.043	357.388	305.199	164.990
15324	30.64600	387.119	412.347	180.042	357.167	304.886	165.057
15325	30.64800	386.813	412.302	180.025	356.894	304.581	165.109
15326	30.65000	386.577	412.231	180.031	356.579	304.328	165.033
15327	30.65200	386.424	412.195	180.031	356.287	304.067	164.976
15328	30.65400	386.149	412.151	180.046	356.096	303.760	164.994
15329	30.65600	385.851	412.105	180.030	355.833	303.449	165.094
15330	30.65800	385.622	412.053	180.065	355.511	303.173	165.071
15331	30.66000	385.439	411.999	180.068	355.223	302.928	164.982
15332	30.66200	385.179	411.955	180.082	355.032	302.655	164.993
15333	30.66400	384.896	411.901	180.083	354.758	302.334	165.076
15334	30.66600	384.659	411.857	180.102	354.472	302.043	165.092
15335	30.66800	384.437	411.804	180.106	354.182	301.775	165.025
15336	30.67000	384.192	411.750	180.106	353.952	301.514	164.969
15337	30.67200	383.902	411.706	180.122	353.695	301.217	165.030
15338	30.67400	383.681	411.678	180.108	353.447	300.903	165.069
15339	30.67600	383.437	411.634	180.126	353.157	300.638	165.066
15340	30.67800	383.198	411.580	180.127	352.859	300.367	164.994
15341	30.68000	382.962	411.552	180.111	352.631	300.094	165.004
15342	30.68200	382.704	411.515	180.081	352.423	299.779	165.042
15343	30.68400	382.462	411.480	180.114	352.119	299.482	165.079
15344	30.68600	382.244	411.444	180.111	351.804	299.213	165.039
15345	30.68800	381.986	411.425	180.078	351.573	298.946	165.002
15346	30.69000	381.766	411.379	180.066	351.382	298.648	165.036
15347	30.69200	381.494	411.353	180.083	351.059	298.342	165.087
15348	30.69400	381.268	411.307	180.065	350.773	298.070	165.099
15349	30.69600	381.017	411.270	180.033	350.540	297.793	165.051
15350	30.69800	380.791	411.234	180.036	350.334	297.519	165.062
15351	30.70000	380.517	411.172	180.056	350.028	297.229	165.077
15352	30.70200	380.292	411.128	180.067	349.757	296.931	165.112
15353	30.70400	380.080	411.091	180.037	349.508	296.664	165.077
15354	30.70600	379.853	411.038	180.043	349.226	296.386	165.024
15355	30.70800	379.608	410.992	180.028	348.957	296.112	165.036
15356	30.71000	379.355	410.940	180.058	348.757	295.798	165.076
15357	30.71200	379.179	410.887	180.091	348.470	295.508	165.094
15358	30.71400	378.936	410.851	180.094	348.170	295.257	165.052
15359	30.71600	378.684	410.797	180.067	347.923	294.990	165.016
15360	30.71800	378.409	410.751	180.051	347.731	294.685	165.070
15361	30.72000	378.247	410.699	180.083	347.447	294.370	165.109
15362	30.72200	378.004	410.655	180.102	347.138	294.105	165.104
15363	30.72400	377.768	410.610	180.090	346.896	293.843	165.021
15364	30.72600	377.484	410.565	180.105	346.689	293.560	165.020
15365	30.72800	377.285	410.521	180.122	346.425	293.236	165.074
15366	30.73000	377.041	410.476	180.109	346.136	292.937	165.081
15367	30.73200	376.821	410.440	180.110	345.878	292.686	165.012
15368	30.73400	376.546	410.395	180.096	345.618	292.410	164.993
15369	30.73600	376.318	410.349	180.083	345.407	292.112	165.026
15370	30.73800	376.120	410.313	180.084	345.142	291.790	165.087
15371	30.74000	375.890	410.304	180.096	344.876	291.534	165.067
15372	30.74200	375.608	410.259	180.081	344.570	291.265	165.030
15373	30.74400	375.350	410.223	180.082	344.366	290.982	165.028
15374	30.74600	375.173	410.195	180.066	344.148	290.661	165.089
15375	30.74800	374.931	410.167	180.051	343.846	290.388	165.104
15376	30.75000	374.662	410.131	180.049	343.531	290.120	165.067
15377	30.75200	374.396	410.077	180.052	343.331	289.835	165.037
15378	30.75400	374.242	410.034	180.069	343.101	289.538	165.074
15379	30.75600	374.015	409.997	180.040	342.803	289.230	165.094
15380	30.75800	373.709	409.951	180.023	342.515	288.963	165.061
15381	30.76000	373.472	409.897	180.025	342.291	288.688	165.045
15382	30.76200	373.304	409.836	180.045	342.039	288.405	165.045
15383	30.76400	373.091	409.791	180.032	341.763	288.107	165.081
15384	30.76600	372.808	409.746	180.047	341.489	287.799	165.075
15385	30.76800	372.549	409.693	180.049	341.249	287.542	165.056
15386	30.77000	372.350	409.657	180.051	340.984	287.256	165.023
15387	30.77200	372.167	409.613	180.069	340.745	286.958	165.060
15388	30.77400	371.884	409.568	180.084	340.495	286.660	165.069
15389	30.77600	371.641	409.523	180.071	340.218	286.387	165.084
15390	30.77800	371.412	409.497	180.087	339.957	286.109	165.035
15391	30.78000	371.235	409.443	180.089	339.733	285.813	165.074
15392	30.78200	370.946	409.391	180.123	339.486	285.533	165.109
15393	30.78400	370.694	409.355	180.123	339.202	285.233	165.114
15394	30.78600	370.436	409.336	180.123	338.940	284.958	165.098
15395	30.78800	370.236	409.284	180.155	338.700	284.684	165.083
15396	30.79000	369.962	409.256	180.139	338.439	284.409	165.067
15397	30.79200	369.733	409.220	180.139	338.171	284.091	165.076
15398	30.79400	369.468	409.192	180.124	337.908	283.817	165.062
15399	30.79600	369.245	409.148	180.139	337.636	283.542	165.047
15400	30.79800	368.977	409.138	180.150	337.346	283.256	165.016
15401	30.80000	368.756	409.100	180.089	337.110	282.956	165.021
15402	30.80200	368.521	409.073	180.106	336.886	282.670	165.075
15403	30.80400	368.285	409.039	180.137	336.561	282.387	165.078
15404	30.80600	368.022	409.010	180.117	336.285	282.127	165.025
15405	30.80800	367.779	408.956	180.089	336.062	281.820	165.051
15406	30.81000	367.566	408.920	180.091	335.849	281.532	165.103
15407	30.81200	367.314	408.866	180.093	335.511	281.232	165.109
15408	30.81400	367.089	408.812	180.091	335.261	280.956	165.064
15409	30.81600	366.847	408.785	180.077	335.023	280.674	165.068
15410	30.81800	366.635	408.740	180.065	334.803	280.383	165.087
15411	30.82000	366.375	408.686	180.068	334.519	280.076	165.113
15412	30.82200	366.160	408.641	180.081	334.229	279.800	165.069
15413	30.82400	365.932	408.606	180.083	333.967	279.533	165.036
15414	30.82600	365.711	408.560	180.070	333.725	279.239	165.023
15415	30.82800	365.467	408.525	180.071	333.495	278.922	165.036
15416	30.83000	365.207	408.480	180.085	333.221	278.642	165.042
15417	30.83200	365.030	408.453	180.097	332.929	278.374	165.009
15418	30.83400	364.771	408.409	180.117	332.685	278.081	164.998
15419	30.83600	364.527	408.365	180.134	332.487	277.791	165.020
15420	30.83800	364.236	408.327	180.102	332.194	277.487	165.078
15421	30.84000	364.036	408.300	180.115	331.894	277.209	165.031
15422	30.84200	363.784	408.248	180.148	331.655	276.935	165.018
15423	30.84400	363.524	408.212	180.148	331.450	276.635	165.026
15424	30.84600	363.279	408.184	180.132	331.168	276.347	165.078
15425	30.84800	363.034	408.140	180.149	330.873	276.056	165.070
15426	30.85000	362.797	408.121	180.146	330.625	275.789	165.039
15427	30.85200	362.544	408.086	180.177	330.382	275.506	165.042
15428	30.85400	362.315	408.058	180.161	330.130	275.198	165.068
15429	30.85600	362.057	408.031	180.146	329.866	274.907	165.061
15430	30.85800	361.857	407.995	180.146	329.594	274.633	165.049
15431	30.86000	361.605	407.976	180.143	329.334	274.358	165.035
15432	30.86200	361.371	407.949	180.159	329.121	274.065	165.025
15433	30.86400	361.122	407.895	180.133	328.856	273.753	165.073
15434	30.86600	360.936	407.886	180.144	328.563	273.471	165.078
15435	30.86800	360.686	407.858	180.128	328.309	273.193	165.033
15436	30.87000	360.450	407.804	180.131	328.102	272.911	165.039
15437	30.87200	360.222	407.759	180.117	327.830	272.623	165.064
15438	30.87400	360.023	407.715	180.134	327.547	272.333	165.086
15439	30.87600	359.802	407.687	180.119	327.292	272.039	165.047
15440	30.87800	359.528	407.650	180.087	327.076	271.757	165.053
15441	30.88000	359.292	407.604	180.073	326.799	271.461	165.095
15442	30.88200	359.093	407.561	180.122	326.524	271.168	165.086
15443	30.88400	358.886	407.516	180.106	326.292	270.877	165.079
15444	30.88600	358.605	407.488	180.090	326.054	270.605	165.099
15445	30.88800	358.369	407.452	180.091	325.785	270.320	165.073
15446	30.89000	358.147	407.425	180.106	325.507	270.011	165.070
15447	30.89200	357.948	407.363	180.123	325.284	269.722	165.095
15448	30.89400	357.696	407.327	180.123	325.032	269.447	165.082
15449	30.89600	357.467	407.283	180.141	324.763	269.155	165.074
15450	30.89800	357.238	407.257	180.157	324.514	268.864	165.069
15451	30.90000	357.001	407.221	180.158	324.276	268.585	165.107
15452	30.90200	356.786	407.167	180.159	324.024	268.292	165.099
15453	30.90400	356.551	407.140	180.175	323.785	268.008	165.074
15454	30.90600	356.306	407.122	180.173	323.512	267.720	165.101
15455	30.90800	356.047	407.086	180.175	323.259	267.438	165.108
15456	30.91000	355.839	407.040	180.159	323.029	267.136	165.087
15457	30.91200	355.612	407.006	180.192	322.791	266.844	165.081
15458	30.91400	355.375	406.978	180.176	322.526	266.571	165.072
15459	30.91600	355.117	406.951	180.162	322.255	266.270	165.052
15460	30.91800	354.910	406.924	180.176	322.026	265.961	165.050
15461	30.92000	354.690	406.896	180.161	321.795	265.669	165.044
15462	30.92200	354.469	406.859	180.131	321.524	265.398	165.066
15463	30.92400	354.220	406.823	180.133	321.246	265.096	165.046
15464	30.92600	353.991	406.805	180.131	321.007	264.798	165.059
15465	30.92800	353.776	406.760	180.117	320.795	264.525	165.079
15466	30.93000	353.556	406.749	180.099	320.547	264.234	165.075
15467	30.93200	353.313	406.713	180.100	320.237	263.940	165.037
15468	30.93400	353.078	406.686	180.086	320.005	263.659	165.046
15469	30.93600	352.868	406.658	180.067	319.792	263.370	165.072
15470	30.93800	352.625	406.630	180.051	319.547	263.077	165.065
15471	30.94000	352.397	406.594	180.052	319.245	262.787	165.061
15472	30.94200	352.175	406.568	180.098	319.005	262.523	165.065
15473	30.94400	351.945	406.523	180.083	318.768	262.224	165.078
15474	30.94600	351.775	406.486	180.082	318.555	261.914	165.076
15475	30.94800	351.503	406.468	180.082	318.286	261.649	165.080
15476	30.95000	351.274	406.424	180.099	318.012	261.367	165.058
15477	30.95200	351.037	406.371	180.102	317.760	261.067	165.071
15478	30.95400	350.852	406.335	180.131	317.548	260.778	165.097
15479	30.95600	350.609	406.299	180.132	317.317	260.496	165.106
15480	30.95800	350.358	406.271	180.116	317.013	260.206	165.102
15481	30.96000	350.137	406.228	180.134	316.752	259.921	165.079
15482	30.96200	349.922	406.183	180.150	316.515	259.632	165.106
15483	30.96400	349.709	406.139	180.167	316.325	259.333	165.120
15484	30.96600	349.458	406.103	180.169	316.022	259.042	165.116
15485	30.96800	349.213	406.067	180.169	315.751	258.758	165.094
15486	30.97000	348.970	406.039	180.154	315.497	258.474	165.071
15487	30.97200	348.771	405.987	180.187	315.292	258.175	165.085
15488	30.97400	348.534	405.951	180.187	315.039	257.876	165.099
15489	30.97600	348.282	405.915	180.188	314.736	257.593	165.077
15490	30.97800	348.040	405.897	180.188	314.496	257.302	165.074
15491	30.98000	347.825	405.852	180.204	314.260	257.002	165.088
15492	30.98200	347.596	405.824	180.188	314.040	256.720	165.097
15493	30.98400	347.368	405.789	180.189	313.737	256.423	165.112
15494	30.98600	347.102	405.770	180.187	313.481	256.139	165.091
15495	30.98800	346.858	405.725	180.173	313.237	255.847	165.087
15496	30.99000	346.658	405.723	180.168	313.002	255.557	165.114
15497	30.99200	346.413	405.695	180.152	312.755	255.266	165.111
15498	30.99400	346.169	405.669	180.166	312.454	254.975	165.108
15499	30.99600	345.904	405.624	180.153	312.200	254.691	165.086
15500	30.99800	345.717	405.604	180.150	311.980	254.398	165.082
15501	31.00000	345.481	405.585	180.117	311.752	254.106	165.078
15502	31.00200	345.236	405.549	180.117	311.457	253.808	165.094
15503	31.00400	344.998	405.520	180.099	311.187	253.514	165.059
15504	31.00600	344.777	405.484	180.100	310.957	253.240	165.051
15505	31.00800	344.584	405.447	180.069	310.722	252.940	165.065
15506	31.01000	344.320	405.419	180.054	310.468	252.642	165.081
15507	31.01200	344.098	405.393	180.068	310.196	252.352	165.080
15508	31.01400	343.869	405.339	180.071	309.958	252.078	165.073
15509	31.01600	343.677	405.294	180.057	309.722	251.778	165.088
15510	31.01800	343.434	405.266	180.040	309.494	251.476	165.071
15511	31.02000	343.199	405.222	180.058	309.205	251.179	165.089
15512	31.02200	342.970	405.178	180.076	308.935	250.895	165.068
15513	31.02400	342.772	405.142	180.077	308.698	250.611	165.048
15514	31.02600	342.579	405.096	180.091	308.476	250.319	165.046
15515	31.02800	342.298	405.069	180.077	308.213	250.021	165.063
15516	31.03000	342.055	405.025	180.094	307.927	249.738	165.043
15517	31.03200	341.826	404.990	180.126	307.682	249.446	165.040
15518	31.03400	341.618	404.945	180.141	307.453	249.158	165.071
15519	31.03600	341.382	404.910	180.142	307.192	248.879	165.114
15520	31.03800	341.123	404.883	180.157	306.914	248.571	165.118
15521	31.04000	340.894	404.855	180.141	306.677	248.297	165.111
15522	31.04200	340.656	404.811	180.158	306.447	248.023	165.105
15523	31.04400	340.435	404.776	180.189	306.202	247.714	165.108
15524	31.04600	340.190	404.740	180.189	305.925	247.416	165.125
15525	31.04800	339.970	404.722	180.189	305.669	247.133	165.106
15526	31.05000	339.696	404.695	180.204	305.431	246.859	165.100
15527	31.05200	339.495	404.659	180.203	305.186	246.567	165.099
15528	31.05400	339.274	404.631	180.187	304.939	246.263	165.136
15529	31.05600	339.053	404.612	180.186	304.693	245.982	165.149
15530	31.05800	338.818	404.585	180.171	304.462	245.688	165.117
15531	31.06000	338.604	404.549	180.172	304.223	245.404	165.098
15532	31.06200	338.390	404.529	180.139	303.992	245.117	165.130
15533	31.06400	338.185	404.511	180.139	303.745	244.816	165.117
15534	31.06600	337.974	404.485	180.155	303.497	244.533	165.099
15535	31.06800	337.716	404.449	180.156	303.266	244.249	165.080
15536	31.07000	337.545	404.430	180.154	303.036	243.968	165.094
15537	31.07200	337.310	404.419	180.105	302.781	243.668	165.081
15538	31.07400	337.105	404.384	180.138	302.527	243.370	165.100
15539	31.07600	336.875	404.356	180.121	302.289	243.085	165.081
15540	31.07800	336.661	404.320	180.121	302.082	242.805	165.095
15541	31.08000	336.447	404.300	180.089	301.828	242.497	165.101
15542	31.08200	336.229	404.283	180.089	301.567	242.216	165.114
15543	31.08400	335.991	404.229	180.091	301.328	241.925	165.115
15544	31.08600	335.769	404.202	180.106	301.098	241.641	165.097
15545	31.08800	335.569	404.164	180.074	300.860	241.340	165.084
15546	31.09000	335.334	404.138	180.090	300.591	241.059	165.098
15547	31.09200	335.121	404.102	180.091	300.343	240.756	165.137
15548	31.09400	334.885	404.058	180.108	300.120	240.468	165.087
15549	31.09600	334.647	404.031	180.122	299.868	240.187	165.101
15550	31.09800	334.478	403.978	180.154	299.613	239.904	165.084
15551	31.10000	334.236	403.941	180.126	299.358	239.597	165.091
15552	31.10200	333.993	403.915	180.142	299.128	239.309	165.124
15553	31.10400	333.771	403.879	180.142	298.882	239.015	165.093
15554	31.10600	333.556	403.834	180.158	298.658	238.738	165.058
15555	31.10800	333.359	403.808	180.175	298.395	238.431	165.065
15556	31.11000	333.115	403.763	180.161	298.150	238.137	165.117
15557	31.11200	332.887	403.745	180.160	297.928	237.846	165.119
15558	31.11400	332.651	403.701	180.178	297.697	237.562	165.102
15559	31.11600	332.452	403.656	180.195	297.451	237.275	165.136
15560	31.11800	332.239	403.620	180.196	297.213	236.977	165.157
15561	31.12000	332.017	403.602	180.194	296.959	236.676	165.145
15562	31.12200	331.768	403.575	180.180	296.736	236.393	165.129
15563	31.12400	331.544	403.538	180.179	296.505	236.099	165.100
15564	31.12600	331.339	403.511	180.194	296.235	235.809	165.102
15565	31.12800	331.125	403.501	180.176	295.979	235.509	165.091
15566	31.13000	330.873	403.465	180.176	295.775	235.227	165.107
15567	31.13200	330.624	403.447	180.176	295.528	234.933	165.077
15568	31.13400	330.447	403.428	180.174	295.290	234.650	165.061
15569	31.13600	330.226	403.410	180.173	295.020	234.363	165.095
15570	31.13800	329.972	403.372	180.141	294.789	234.056	165.104
15571	31.14000	329.752	403.346	180.156	294.559	233.771	165.088
15572	31.14200	329.549	403.337	180.171	294.314	233.498	165.085
15573	31.14400	329.318	403.326	180.152	294.067	233.201	165.107
15574	31.14600	329.089	403.308	180.150	293.805	232.911	165.111
15575	31.14800	328.867	403.272	180.150	293.568	232.613	165.132
15576	31.15000	328.650	403.263	180.165	293.328	232.336	165.098
15577	31.15200	328.440	403.235	180.148	293.081	232.046	165.102
15578	31.15400	328.197	403.215	180.115	292.821	231.749	165.123
15579	31.15600	327.960	403.179	180.116	292.576	231.461	165.159
15580	31.15800	327.763	403.170	180.129	292.353	231.168	165.130
15581	31.16000	327.534	403.134	180.130	292.107	230.884	165.115
15582	31.16200	327.310	403.097	180.129	291.837	230.594	165.118
15583	31.16400	327.067	403.070	180.113	291.590	230.287	165.128
15584	31.16600	326.853	403.042	180.098	291.362	229.989	165.150
15585	31.16800	326.618	402.990	180.132	291.124	229.712	165.116
15586	31.17000	326.431	402.953	180.130	290.879	229.428	165.101
15587	31.17200	326.188	402.934	180.129	290.624	229.121	165.111
15588	31.17400	325.959	402.898	180.130	290.370	228.824	165.134
15589	31.17600	325.778	402.855	180.149	290.142	228.539	165.119
15590	31.17800	325.516	402.826	180.131	289.904	228.246	165.091
15591	31.18000	325.347	402.790	180.161	289.658	227.955	165.095
15592	31.18200	325.088	402.764	180.176	289.413	227.675	165.113
15593	31.18400	324.877	402.737	180.162	289.167	227.367	165.122
15594	31.18600	324.631	402.700	180.161	288.945	227.084	165.108
15595	31.18800	324.416	402.656	180.178	288.701	226.799	165.093
15596	31.19000	324.186	402.628	180.191	288.454	226.509	165.098
15597	31.19200	323.974	402.593	180.193	288.202	226.212	165.121
15598	31.19400	323.722	402.574	180.191	287.965	225.911	165.113
15599	31.19600	323.492	402.546	180.175	287.727	225.627	165.099
15600	31.19800	323.268	402.501	180.190	287.496	225.344	165.086
15601	31.20000	323.072	402.475	180.207	287.242	225.054	165.091
15602	31.20200	322.835	402.457	180.205	286.973	224.757	165.115
15603	31.20400	322.598	402.438	180.203	286.751	224.456	165.107
15604	31.20600	322.332	402.402	180.204	286.514	224.179	165.074
15605	31.20800	322.162	402.383	180.203	286.275	223.889	165.080
15606	31.21000	321.942	402.357	180.218	286.029	223.593	165.105
15607	31.21200	321.705	402.337	180.185	285.774	223.293	165.097
15608	31.21400	321.453	402.309	180.169	285.545	223.009	165.084
15609	31.21600	321.263	402.283	180.185	285.323	222.725	165.071
15610	31.21800	321.049	402.273	180.198	285.068	222.429	165.096
15611	31.22000	320.835	402.254	180.165	284.830	222.132	165.121
15612	31.22200	320.582	402.235	180.162	284.593	221.842	165.127
15613	31.22400	320.350	402.209	180.179	284.369	221.559	165.115
15614	31.22600	320.172	402.199	180.161	284.138	221.266	165.090
15615	31.22800	319.950	402.170	180.145	283.892	220.980	165.128
15616	31.23000	319.722	402.161	180.158	283.637	220.690	165.135
15617	31.23200	319.508	402.125	180.158	283.422	220.390	165.129
15618	31.23400	319.313	402.117	180.173	283.192	220.113	165.098
15619	31.23600	319.097	402.097	180.140	282.946	219.840	165.099
15620	31.23800	318.853	402.069	180.124	282.715	219.534	165.112
15621	31.24000	318.639	402.050	180.122	282.476	219.227	165.124
15622	31.24200	318.451	402.034	180.153	282.239	218.954	165.126
15623	31.24400	318.267	402.015	180.152	282.016	218.661	165.101
15624	31.24600	318.031	401.995	180.119	281.785	218.371	165.108
15625	31.24800	317.802	401.968	180.104	281.547	218.068	165.153
15626	31.25000	317.588	401.949	180.102	281.308	217.785	165.142
15627	31.25200	317.386	401.933	180.134	281.077	217.499	165.099
15628	31.25400	317.198	401.895	180.132	280.846	217.216	165.088
15629	31.25600	316.949	401.868	180.117	280.615	216.920	165.115
15630	31.25800	316.727	401.849	180.115	280.369	216.624	165.141
15631	31.26000	316.538	401.823	180.132	280.130	216.330	165.117
15632	31.26200	316.331	401.805	180.130	279.916	216.057	165.119
15633	31.26400	316.131	401.759	180.145	279.701	215.768	165.128
15634	31.26600	315.881	401.742	180.145	279.461	215.462	165.142
15635	31.26800	315.669	401.716	180.162	279.192	215.182	165.163
15636	31.27000	315.479	401.680	180.163	278.984	214.900	165.153
15637	31.27200	315.256	401.635	180.179	278.762	214.600	165.148
15638	31.27400	315.050	401.616	180.178	278.547	214.310	165.157
15639	31.27600	314.807	401.599	180.207	278.268	214.005	165.171
15640	31.27800	314.610	401.572	180.193	278.044	213.712	165.148
15641	31.28000	314.389	401.527	180.180	277.829	213.419	165.125
15642	31.28200	314.203	401.499	180.193	277.591	213.146	165.127
15643	31.28400	313.976	401.464	180.195	277.376	212.846	165.123
15644	31.28600	313.741	401.447	180.225	277.113	212.541	165.138
15645	31.28800	313.536	401.428	180.194	276.891	212.268	165.141
15646	31.29000	313.307	401.392	180.194	276.661	211.964	165.105
15647	31.29200	313.107	401.365	180.209	276.444	211.682	165.096
15648	31.29400	312.870	401.336	180.192	276.214	211.392	165.105
15649	31.29600	312.666	401.319	180.192	275.967	211.087	165.120
15650	31.29800	312.446	401.292	180.208	275.729	210.793	165.097
15651	31.30000	312.240	401.274	180.207	275.514	210.511	165.088
15652	31.30200	312.017	401.245	180.189	275.300	210.210	165.084
15653	31.30400	311.804	401.227	180.188	275.048	209.920	165.093
15654	31.30600	311.606	401.218	180.202	274.801	209.614	165.109
15655	31.30800	311.363	401.190	180.186	274.570	209.332	165.100
15656	31.31000	311.154	401.162	180.169	274.356	209.042	165.110
15657	31.31200	310.925	401.143	180.167	274.134	208.748	165.087
15658	31.31400	310.758	401.134	180.181	273.896	208.469	165.110
15659	31.31600	310.523	401.116	180.180	273.666	208.170	165.107
15660	31.31800	310.255	401.096	180.147	273.427	207.881	165.118
15661	31.32000	310.054	401.077	180.144	273.183	207.597	165.108
15662	31.32200	309.866	401.069	180.159	272.960	207.314	165.100
15663	31.32400	309.652	401.050	180.157	272.738	207.008	165.116
15664	31.32600	309.413	401.031	180.154	272.483	206.726	165.108
15665	31.32800	309.178	401.003	180.139	272.237	206.427	165.105
15666	31.33000	308.995	401.002	180.136	272.015	206.137	165.115
15667	31.33200	308.781	400.984	180.134	271.793	205.854	165.107
15668	31.33400	308.537	400.965	180.132	271.548	205.565	165.118
15669	31.33600	308.330	400.938	180.147	271.300	205.266	165.116
15670	31.33800	308.132	400.928	180.129	271.070	204.966	165.114
15671	31.34000	307.943	400.918	180.113	270.855	204.677	165.125
15672	31.34200	307.698	400.900	180.111	270.626	204.394	165.117
15673	31.34400	307.468	400.863	180.111	270.388	204.088	165.134
15674	31.34600	307.225	400.836	180.126	270.141	203.799	165.145
15675	31.34800	307.086	400.827	180.139	269.903	203.500	165.143
15676	31.35000	306.851	400.799	180.124	269.683	203.216	165.135
15677	31.35200	306.606	400.781	180.121	269.468	202.944	165.141
15678	31.35400	306.399	400.762	180.119	269.213	202.652	165.121
15679	31.35600	306.196	400.745	180.150	268.960	202.352	165.119
15680	31.35800	306.016	400.725	180.147	268.738	202.052	165.117
15681	31.36000	305.756	400.688	180.116	268.516	201.769	165.110
15682	31.36200	305.527	400.669	180.114	268.287	201.486	165.102
15683	31.36400	305.338	400.635	180.147	268.026	201.197	165.114
15684	31.36600	305.117	400.616	180.145	267.804	200.908	165.126
15685	31.36800	304.929	400.578	180.143	267.565	200.609	165.125
15686	31.37000	304.665	400.560	180.142	267.353	200.325	165.118
15687	31.37200	304.459	400.542	180.142	267.124	200.042	165.111
15688	31.37400	304.269	400.507	180.144	266.878	199.747	165.142
15689	31.37600	304.032	400.479	180.157	266.646	199.458	165.155
15690	31.37800	303.825	400.451	180.171	266.419	199.158	165.154
15691	31.38000	303.597	400.433	180.170	266.190	198.875	165.147
15692	31.38200	303.399	400.406	180.156	265.974	198.582	165.128
15693	31.38400	303.185	400.370	180.157	265.734	198.284	165.129
15694	31.38600	302.962	400.343	180.171	265.481	197.995	165.141
15695	31.38800	302.740	400.315	180.185	265.268	197.695	165.141
15696	31.39000	302.544	400.290	180.202	265.051	197.404	165.122
15697	31.39200	302.340	400.280	180.185	264.811	197.112	165.104
15698	31.39400	302.094	400.252	180.169	264.573	196.812	165.104
15699	31.39600	301.902	400.225	180.183	264.351	196.524	165.117
15700	31.39800	301.666	400.189	180.184	264.136	196.235	165.131
15701	31.40000	301.469	400.171	180.184	263.921	195.953	165.126
15702	31.40200	301.256	400.153	180.183	263.684	195.653	165.126
15703	31.40400	301.003	400.134	180.181	263.445	195.365	165.140
15704	31.40600	300.796	400.107	180.195	263.223	195.076	165.154
15705	31.40800	300.606	400.089	180.194	262.993	194.783	165.135
15706	31.41000	300.416	400.079	180.177	262.772	194.494	165.149
15707	31.41200	300.173	400.060	180.176	262.532	194.213	165.144
15708	31.41400	299.943	400.042	180.174	262.308	193.921	165.126
15709	31.41600	299.736	400.023	180.172	262.072	193.615	165.146
15710	31.41800	299.555	400.014	180.186	261.851	193.348	165.135
15711	31.42000	299.332	399.995	180.184	261.643	193.067	165.131
15712	31.42200	299.112	399.977	180.183	261.419	192.763	165.152
15713	31.42400	298.882	399.949	180.167	261.175	192.473	165.166
15714	31.42600	298.699	399.939	180.149	260.951	192.175	165.167
15715	31.42800	298.510	399.930	180.163	260.745	191.897	165.196
15716	31.43000	298.289	399.912	180.162	260.528	191.616	165.192
15717	31.43200	298.066	399.883	180.145	260.297	191.313	165.162
15718	31.43400	297.876	399.865	180.145	260.057	191.009	165.183
15719	31.43600	297.688	399.856	180.129	259.849	190.728	165.180
15720	31.43800	297.468	399.856	180.126	259.642	190.435	165.163
15721	31.44000	297.261	399.819	180.126	259.416	190.140	165.114
15722	31.44200	297.025	399.801	180.125	259.200	189.852	165.130
15723	31.44400	296.880	399.792	180.138	258.962	189.558	165.165
15724	31.44600	296.677	399.792	180.137	258.755	189.276	165.162
15725	31.44800	296.447	399.764	180.120	258.532	188.984	165.145
15726	31.45000	296.240	399.745	180.119	258.318	188.695	165.161
15727	31.45200	296.004	399.718	180.133	258.095	188.407	165.177
15728	31.45400	295.873	399.717	180.130	257.880	188.109	165.180
15729	31.45600	295.638	399.690	180.116	257.635	187.820	165.195
15730	31.45800	295.408	399.679	180.097	257.412	187.535	165.160
