NO_OF_FRAMES	1406
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 15:40:10.855	941744.55889980
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängd i inelastisk stöt 27.7g vs 82.4g (Faulty)
MARKER_NAMES	h82_4g	v27_7g
COLLISION_TIME	1.21
TRAJECTORY_TYPES	Mixed	Measured
Frame	Time	h82_4g X	h82_4g Y	h82_4g Z	v27_7g X	v27_7g Y	v27_7g Z	
14875	29.74800	504.238	472.640	180.159	475.117	335.530	164.945
14876	29.75000	504.008	472.429	180.105	474.850	335.650	164.953
14877	29.75200	503.703	472.232	180.020	474.433	335.789	164.952
14878	29.75400	503.424	472.010	180.015	474.227	335.948	164.909
14879	29.75600	503.198	471.768	180.114	474.066	336.138	164.870
14880	29.75800	502.914	471.530	180.171	473.757	336.375	164.867
14881	29.76000	502.588	471.315	180.120	473.372	336.556	164.842
14882	29.76200	502.314	471.127	180.021	473.237	336.674	164.859
14883	29.76400	502.093	470.909	180.012	473.099	336.783	164.896
14884	29.76600	501.798	470.654	180.069	472.728	336.907	164.928
14885	29.76800	501.492	470.424	180.142	472.338	337.062	164.927
14886	29.77000	501.222	470.184	180.107	472.189	337.259	164.981
14887	29.77200	500.968	469.989	180.023	472.007	337.488	164.925
14888	29.77400	500.658	469.777	179.999	471.642	337.648	164.840
14889	29.77600	500.408	469.540	180.087	471.318	337.797	164.748
14890	29.77800	500.182	469.278	180.160	471.193	337.933	164.797
14891	29.78000	499.866	469.047	180.140	470.984	338.074	164.867
14892	29.78200	499.531	468.849	180.026	470.655	338.202	164.964
14893	29.78400	499.308	468.646	179.989	470.350	338.384	165.011
14894	29.78600	499.099	468.411	180.011	470.083	338.542	165.006
14895	29.78800	498.747	468.155	180.102	469.861	338.714	164.864
14896	29.79000	498.416	467.904	180.086	469.626	338.875	164.782
14897	29.79200	498.202	467.737	180.013	469.424	339.029	164.751
14898	29.79400	497.943	467.524	179.962	469.029	339.208	164.805
14899	29.79600	497.644	467.313	180.001	468.855	339.375	164.888
14900	29.79800	497.368	467.042	180.059	468.664	339.493	164.975
14901	29.80000	497.120	466.778	180.103	468.355	339.650	164.971
14902	29.80200	496.781	466.581	179.987	467.939	339.784	164.910
14903	29.80400	496.482	466.392	179.984	467.788	339.973	164.803
14904	29.80600	496.283	466.176	180.006	467.626	340.173	164.779
14905	29.80800	496.048	465.929	180.082	467.295	340.397	164.838
14906	29.81000	495.698	465.663	180.063	466.945	340.536	164.840
14907	29.81200	495.395	465.457	180.030	466.823	340.645	164.877
14908	29.81400	495.182	465.299	179.972	466.658	340.755	164.947
14909	29.81600	494.905	465.095	179.999	466.275	340.895	164.943
14910	29.81800	494.602	464.831	180.075	465.900	341.075	164.925
14911	29.82000	494.370	464.567	180.119	465.776	341.305	164.942
14912	29.82200	494.100	464.355	180.099	465.576	341.507	164.910
14913	29.82400	493.785	464.175	180.015	465.231	341.655	164.890
14914	29.82600	493.536	463.972	180.041	464.920	341.789	164.834
14915	29.82800	493.327	463.719	180.067	464.803	341.907	164.886
14916	29.83000	493.031	463.444	180.131	464.600	342.047	164.959
14917	29.83200	492.678	463.221	180.097	464.240	342.217	165.033
14918	29.83400	492.429	463.060	180.043	463.931	342.413	165.016
14919	29.83600	492.196	462.867	180.021	463.765	342.602	164.945
14920	29.83800	491.929	462.627	180.051	463.545	342.774	164.803
14921	29.84000	491.631	462.355	180.111	463.221	342.913	164.803
14922	29.84200	491.394	462.109	180.123	462.944	343.075	164.792
14923	29.84400	491.117	461.921	180.057	462.754	343.234	164.930
14924	29.84600	490.814	461.752	180.050	462.542	343.386	165.046
14925	29.84800	490.584	461.515	180.077	462.261	343.507	165.054
14926	29.85000	490.340	461.244	180.137	462.045	343.659	164.992
14927	29.85200	490.037	460.996	180.152	461.654	343.837	164.907
14928	29.85400	489.677	460.815	180.102	461.467	344.037	164.810
14929	29.85600	489.471	460.639	180.046	461.239	344.205	164.857
14930	29.85800	489.213	460.409	180.060	461.072	344.393	164.931
14931	29.86000	488.943	460.135	180.093	460.661	344.527	164.978
14932	29.86200	488.629	459.881	180.151	460.506	344.628	164.996
14933	29.86400	488.391	459.678	180.116	460.270	344.741	165.021
14934	29.86600	488.100	459.507	180.048	460.033	344.912	164.956
14935	29.86800	487.820	459.277	180.030	459.573	345.117	164.879
14936	29.87000	487.616	459.015	180.075	459.449	345.344	164.830
14937	29.87200	487.325	458.751	180.151	459.274	345.505	164.894
14938	29.87400	487.014	458.545	180.119	458.993	345.646	164.891
14939	29.87600	486.720	458.367	180.066	458.605	345.741	164.885
14940	29.87800	486.495	458.156	179.983	458.469	345.860	164.935
14941	29.88000	486.233	457.908	180.030	458.310	346.003	165.002
14942	29.88200	485.944	457.653	180.091	457.948	346.217	165.049
14943	29.88400	485.655	457.424	180.135	457.554	346.429	164.961
14944	29.88600	485.382	457.256	180.064	457.430	346.617	164.859
14945	29.88800	485.120	457.033	180.033	457.300	346.765	164.807
14946	29.89000	484.834	456.795	180.061	456.932	346.891	164.837
14947	29.89200	484.633	456.544	180.151	456.624	347.031	164.875
14948	29.89400	484.315	456.305	180.181	456.471	347.178	165.004
14949	29.89600	484.015	456.125	180.131	456.274	347.354	165.102
14950	29.89800	483.722	455.921	180.033	455.913	347.500	165.055
14951	29.90000	483.523	455.702	180.028	455.702	347.677	164.940
14952	29.90200	483.220	455.438	180.107	455.400	347.861	164.844
14953	29.90400	482.886	455.208	180.152	455.198	348.049	164.810
14954	29.90600	482.641	455.013	180.101	454.916	348.184	164.891
14955	29.90800	482.378	454.817	180.051	454.739	348.357	165.001
14956	29.91000	482.083	454.579	180.017	454.394	348.489	165.054
14957	29.91200	481.833	454.342	180.077	454.173	348.598	165.051
14958	29.91400	481.592	454.081	180.185	453.909	348.743	165.008
14959	29.91600	481.289	453.884	180.137	453.697	348.937	164.892
14960	29.91800	480.969	453.677	180.043	453.307	349.167	164.798
14961	29.92000	480.735	453.465	179.992	453.130	349.365	164.813
14962	29.92200	480.493	453.230	180.051	452.938	349.492	164.916
14963	29.92400	480.189	452.973	180.147	452.735	349.607	164.940
14964	29.92600	479.844	452.768	180.145	452.256	349.714	164.975
14965	29.92800	479.616	452.565	180.047	452.130	349.848	164.990
14966	29.93000	479.331	452.352	179.998	451.918	350.015	165.007
14967	29.93200	479.054	452.123	180.043	451.628	350.275	164.955
14968	29.93400	478.792	451.888	180.133	451.216	350.488	164.862
14969	29.93600	478.509	451.642	180.179	451.091	350.636	164.813
14970	29.93800	478.217	451.445	180.099	450.944	350.744	164.853
14971	29.94000	477.880	451.239	180.003	450.554	350.855	164.916
14972	29.94200	477.687	451.021	180.030	450.215	351.011	164.951
14973	29.94400	477.399	450.793	180.105	450.080	351.177	165.076
14974	29.94600	477.080	450.546	180.153	449.858	351.365	165.113
14975	29.94800	476.759	450.332	180.105	449.488	351.543	164.994
14976	29.95000	476.555	450.138	180.022	449.213	351.725	164.835
14977	29.95200	476.247	449.934	180.020	449.047	351.889	164.786
14978	29.95400	475.959	449.688	180.098	448.795	352.027	164.824
14979	29.95600	475.713	449.444	180.143	448.524	352.156	164.957
14980	29.95800	475.435	449.205	180.144	448.325	352.336	165.050
14981	29.96000	475.112	449.016	180.047	447.991	352.485	165.067
14982	29.96200	474.864	448.821	180.029	447.766	352.632	164.980
14983	29.96400	474.655	448.595	180.072	447.465	352.808	164.870
14984	29.96600	474.354	448.330	180.123	447.307	352.998	164.801
14985	29.96800	474.006	448.081	180.109	446.928	353.189	164.793
14986	29.97000	473.750	447.902	180.028	446.771	353.355	164.878
14987	29.97200	473.509	447.707	179.979	446.538	353.474	165.000
14988	29.97400	473.227	447.496	180.023	446.342	353.588	165.027
14989	29.97600	472.948	447.233	180.072	445.868	353.701	165.011
14990	29.97800	472.708	446.979	180.135	445.729	353.875	164.942
14991	29.98000	472.426	446.783	180.086	445.468	354.096	164.839
14992	29.98200	472.109	446.604	180.036	445.240	354.324	164.823
14993	29.98400	471.844	446.393	180.018	444.823	354.508	164.832
14994	29.98600	471.651	446.140	180.049	444.749	354.625	164.853
14995	29.98800	471.311	445.866	180.085	444.552	354.709	164.946
14996	29.99000	470.987	445.661	180.085	444.201	354.842	164.960
14997	29.99200	470.729	445.492	180.017	443.834	354.990	164.979
14998	29.99400	470.495	445.307	180.013	443.687	355.212	165.016
14999	29.99600	470.222	445.051	180.015	443.496	355.445	164.956
15000	29.99800	469.934	444.787	180.065	443.136	355.628	164.895
15001	30.00000	469.677	444.551	180.127	442.873	355.764	164.839
15002	30.00200	469.416	444.380	180.063	442.704	355.887	164.845
15003	30.00400	469.097	444.203	180.044	442.528	356.009	164.957
15004	30.00600	468.877	443.966	180.044	442.155	356.162	165.034
15005	30.00800	468.653	443.711	180.077	441.973	356.350	165.110
15006	30.01000	468.312	443.455	180.112	441.690	356.521	165.083
15007	30.01200	468.021	443.276	180.128	441.436	356.725	164.908
15008	30.01400	467.794	443.107	180.061	441.148	356.878	164.813
15009	30.01600	467.555	442.885	180.032	440.988	357.027	164.799
15010	30.01800	467.262	442.631	180.065	440.717	357.186	164.868
15011	30.02000	467.006	442.375	180.101	440.526	357.347	165.032
15012	30.02200	466.761	442.165	180.144	440.206	357.472	165.102
15013	30.02400	466.477	441.994	180.081	440.005	357.611	165.076
15014	30.02600	466.161	441.780	180.036	439.693	357.770	165.004
15015	30.02800	465.968	441.526	180.037	439.439	357.987	164.871
15016	30.03000	465.701	441.282	180.115	439.169	358.169	164.852
15017	30.03200	465.407	441.061	180.148	439.027	358.367	164.942
15018	30.03400	465.067	440.881	180.132	438.740	358.517	164.998
15019	30.03600	464.839	440.695	180.034	438.474	358.619	165.041
15020	30.03800	464.606	440.465	180.022	438.247	358.709	165.086
15021	30.04000	464.303	440.211	180.085	438.007	358.874	165.072
15022	30.04200	464.022	439.992	180.149	437.621	359.071	165.019
15023	30.04400	463.767	439.789	180.148	437.392	359.315	164.934
15024	30.04600	463.498	439.600	180.054	437.206	359.507	164.931
15025	30.04800	463.181	439.378	180.026	437.028	359.648	164.936
15026	30.05000	462.985	439.152	180.071	436.629	359.770	164.939
15027	30.05200	462.735	438.907	180.151	436.446	359.870	164.993
15028	30.05400	462.426	438.703	180.183	436.265	359.989	165.080
15029	30.05600	462.106	438.496	180.093	436.021	360.182	165.111
15030	30.05800	461.892	438.301	180.012	435.697	360.394	165.094
15031	30.06000	461.648	438.081	180.045	435.391	360.604	164.947
15032	30.06200	461.353	437.844	180.109	435.273	360.750	164.869
15033	30.06400	461.065	437.607	180.173	435.032	360.882	164.893
15034	30.06600	460.805	437.386	180.112	434.724	360.999	164.905
15035	30.06800	460.514	437.197	180.020	434.424	361.133	164.993
15036	30.07000	460.210	436.967	180.006	434.313	361.306	165.102
15037	30.07200	460.020	436.732	180.068	433.941	361.473	165.117
15038	30.07400	459.739	436.496	180.164	433.688	361.652	164.998
15039	30.07600	459.425	436.265	180.120	433.373	361.835	164.842
15040	30.07800	459.097	436.058	180.030	433.273	362.001	164.790
15041	30.08000	458.896	435.891	179.993	432.911	362.137	164.868
15042	30.08200	458.628	435.680	180.040	432.709	362.300	164.961
15043	30.08400	458.341	435.443	180.105	432.420	362.453	165.081
15044	30.08600	458.039	435.179	180.126	432.285	362.579	165.115
15045	30.08800	457.800	434.985	180.110	431.896	362.710	165.099
15046	30.09000	457.485	434.814	180.014	431.662	362.896	164.969
15047	30.09200	457.204	434.619	180.030	431.351	363.100	164.873
15048	30.09400	456.998	434.377	180.108	431.154	363.320	164.839
15049	30.09600	456.696	434.113	180.160	430.873	363.485	164.963
15050	30.09800	456.390	433.899	180.116	430.694	363.609	165.003
15051	30.10000	456.083	433.719	180.071	430.402	363.724	165.063
15052	30.10200	455.874	433.535	180.035	430.119	363.832	165.061
15053	30.10400	455.577	433.315	180.068	429.863	363.972	165.067
15054	30.10600	455.298	433.043	180.106	429.633	364.204	164.980
15055	30.10800	455.011	432.796	180.127	429.458	364.442	164.982
15056	30.11000	454.751	432.601	180.080	429.070	364.641	164.923
15057	30.11200	454.449	432.440	180.030	428.910	364.747	164.932
15058	30.11400	454.176	432.219	180.033	428.682	364.846	164.993
15059	30.11600	453.980	431.975	180.082	428.394	364.963	165.041
15060	30.11800	453.671	431.703	180.119	428.072	365.106	165.110
15061	30.12000	453.372	431.507	180.107	427.927	365.301	165.137
15062	30.12200	453.063	431.336	180.044	427.647	365.532	165.054
15063	30.12400	452.871	431.161	180.024	427.352	365.722	164.943
15064	30.12600	452.583	430.913	180.014	427.060	365.882	164.837
15065	30.12800	452.297	430.667	180.066	426.964	365.999	164.857
15066	30.13000	451.991	430.422	180.117	426.688	366.108	164.965
15067	30.13200	451.745	430.245	180.099	426.367	366.264	165.069
15068	30.13400	451.445	430.074	180.036	426.057	366.442	165.168
15069	30.13600	451.164	429.836	180.040	425.937	366.609	165.151
15070	30.13800	450.955	429.592	180.059	425.527	366.795	165.018
15071	30.14000	450.650	429.347	180.140	425.335	366.957	164.904
15072	30.14200	450.350	429.160	180.110	425.064	367.138	164.858
15073	30.14400	450.056	428.990	180.079	424.925	367.310	164.935
15074	30.14600	449.828	428.778	180.001	424.594	367.458	165.089
15075	30.14800	449.555	428.541	180.036	424.368	367.565	165.131
15076	30.15000	449.276	428.294	180.089	424.110	367.705	165.140
15077	30.15200	448.969	428.075	180.154	423.852	367.842	165.079
15078	30.15400	448.724	427.889	180.123	423.506	368.029	164.945
15079	30.15600	448.432	427.691	179.984	423.324	368.245	164.859
15080	30.15800	448.146	427.461	180.006	423.186	368.449	164.901
15081	30.16000	447.951	427.218	180.055	422.838	368.610	164.963
15082	30.16200	447.678	426.982	180.154	422.616	368.692	165.020
15083	30.16400	447.392	426.786	180.141	422.373	368.799	165.066
15084	30.16600	447.071	426.570	180.039	422.181	368.930	165.056
15085	30.16800	446.858	426.366	179.944	421.781	369.103	165.023
15086	30.17000	446.608	426.155	179.995	421.572	369.336	164.931
15087	30.17200	446.306	425.911	180.078	421.354	369.556	164.941
15088	30.17400	446.040	425.691	180.146	421.217	369.714	164.943
15089	30.17600	445.772	425.469	180.056	420.804	369.835	164.915
15090	30.17800	445.487	425.306	179.977	420.699	369.918	164.973
15091	30.18000	445.193	425.094	179.965	420.393	370.007	165.022
15092	30.18200	445.018	424.913	180.055	420.208	370.041	165.013
15093	30.18400	444.764	424.764	180.113	419.779	369.976	164.968
15094	30.18600	444.457	424.649	180.138	419.646	369.858	164.902
15095	30.18800	444.190	424.568	180.130	419.331	369.688	164.916
15096	30.19000	443.933	424.480	180.132	419.011	369.373	164.957
15097	30.19200	443.681	424.400	180.121	418.704	368.980	165.066
15098	30.19400	443.439	424.362	180.091	418.528	368.749	165.038
15099	30.19600	443.130	424.306	180.064	418.250	368.585	164.968
15100	30.19800	442.914	424.262	180.048	417.919	368.271	164.867
15101	30.20000	442.665	424.216	180.003	417.639	367.881	165.041
15102	30.20200	442.382	424.154	180.020	417.403	367.628	165.128
15103	30.20400	442.118	424.098	179.993	417.117	367.446	165.024
15104	30.20600	441.933	424.054	179.978	416.725	367.161	164.833
15105	30.20800	441.668	424.009	179.995	416.559	366.806	164.968
15106	30.21000	441.393	423.929	180.015	416.311	366.523	165.156
15107	30.21200	441.155	423.867	180.034	416.004	366.298	165.070
15108	30.21400	440.968	423.808	180.080	415.698	366.020	164.833
15109	30.21600	440.680	423.735	180.055	415.422	365.732	164.928
15110	30.21800	440.411	423.673	180.106	415.156	365.426	165.160
15111	30.22000	440.164	423.603	180.139	414.818	365.138	165.078
15112	30.22200	439.932	423.525	180.155	414.655	364.874	164.912
15113	30.22400	439.635	423.462	180.176	414.318	364.644	164.950
15114	30.22600	439.399	423.399	180.165	414.031	364.319	165.152
15115	30.22800	439.108	423.328	180.168	413.742	363.965	165.149
15116	30.23000	438.846	423.266	180.152	413.588	363.737	165.007
15117	30.23200	438.579	423.211	180.122	413.172	363.514	164.991
15118	30.23400	438.315	423.148	180.112	412.939	363.219	165.099
15119	30.23600	438.065	423.084	180.068	412.662	362.823	165.150
15120	30.23800	437.849	423.040	180.051	412.430	362.564	165.075
15121	30.24000	437.554	422.993	180.006	412.086	362.391	164.988
15122	30.24200	437.280	422.930	180.025	411.878	362.105	164.940
15123	30.24400	437.058	422.868	180.012	411.564	361.695	165.055
15124	30.24600	436.843	422.824	179.995	411.274	361.424	165.107
15125	30.24800	436.563	422.769	180.000	411.012	361.233	165.027
15126	30.25000	436.294	422.699	180.034	410.695	360.966	164.838
15127	30.25200	436.085	422.629	180.067	410.458	360.592	164.940
15128	30.25400	435.877	422.560	180.067	410.168	360.294	165.159
15129	30.25600	435.596	422.496	180.090	409.961	360.076	165.068
15130	30.25800	435.305	422.434	180.107	409.600	359.807	164.845
15131	30.26000	435.059	422.364	180.109	409.327	359.502	164.903
15132	30.26200	434.820	422.267	180.130	409.063	359.195	165.144
15133	30.26400	434.546	422.213	180.134	408.872	358.910	165.095
15134	30.26600	434.249	422.149	180.089	408.478	358.641	164.867
15135	30.26800	434.010	422.070	180.110	408.215	358.395	164.904
15136	30.27000	433.749	422.025	180.093	407.969	358.096	165.097
15137	30.27200	433.499	421.961	180.050	407.668	357.732	165.078
15138	30.27400	433.197	421.915	180.037	407.385	357.494	164.919
15139	30.27600	432.949	421.862	180.036	407.119	357.291	164.938
15140	30.27800	432.721	421.825	180.005	406.869	357.012	165.015
15141	30.28000	432.425	421.779	179.991	406.469	356.595	165.002
15142	30.28200	432.145	421.725	179.994	406.319	356.349	165.007
15143	30.28400	431.926	421.665	180.008	406.000	356.161	164.991
15144	30.28600	431.713	421.629	180.008	405.726	355.874	164.910
15145	30.28800	431.432	421.566	180.028	405.373	355.482	165.024
15146	30.29000	431.142	421.477	180.033	405.219	355.213	165.114
15147	30.29200	430.962	421.427	180.095	404.903	355.024	165.064
15148	30.29400	430.702	421.365	180.111	404.602	354.741	164.901
15149	30.29600	430.412	421.303	180.131	404.294	354.392	164.995
15150	30.29800	430.138	421.239	180.120	404.092	354.093	165.184
15151	30.30000	429.944	421.152	180.124	403.770	353.858	165.094
15152	30.30200	429.668	421.072	180.143	403.417	353.596	164.856
15153	30.30400	429.379	421.017	180.114	403.209	353.308	164.918
15154	30.30600	429.089	420.963	180.118	402.943	352.976	165.145
15155	30.30800	428.873	420.883	180.107	402.676	352.690	165.096
15156	30.31000	428.606	420.829	180.077	402.337	352.438	164.872
15157	30.31200	428.348	420.783	180.062	402.117	352.209	164.874
15158	30.31400	428.054	420.737	180.050	401.796	351.876	165.103
15159	30.31600	427.837	420.684	180.018	401.596	351.542	165.127
15160	30.31800	427.595	420.646	179.988	401.249	351.303	164.978
15161	30.32000	427.305	420.593	179.989	400.991	351.072	164.949
15162	30.32200	427.054	420.531	180.040	400.694	350.785	165.046
15163	30.32400	426.851	420.488	180.052	400.480	350.398	165.079
15164	30.32600	426.586	420.425	180.039	400.148	350.120	165.016
15165	30.32800	426.305	420.371	180.043	399.865	349.925	165.013
15166	30.33000	426.068	420.309	180.063	399.615	349.657	164.967
15167	30.33200	425.873	420.240	180.094	399.303	349.287	165.001
15168	30.33400	425.591	420.178	180.111	399.061	348.984	165.093
15169	30.33600	425.340	420.115	180.101	398.806	348.789	165.094
15170	30.33800	425.072	420.043	180.106	398.537	348.523	164.936
15171	30.34000	424.849	419.964	180.092	398.173	348.169	164.933
15172	30.34200	424.581	419.893	180.096	397.982	347.863	165.139
15173	30.34400	424.338	419.847	180.083	397.746	347.633	165.150
15174	30.34600	424.056	419.766	180.074	397.459	347.347	164.929
15175	30.34800	423.824	419.704	180.059	397.064	347.070	164.897
15176	30.35000	423.550	419.659	180.045	396.884	346.748	165.141
15177	30.35200	423.314	419.613	180.031	396.660	346.455	165.113
15178	30.35400	423.011	419.559	180.035	396.374	346.168	164.891
15179	30.35600	422.818	419.514	180.019	395.992	345.963	164.880
15180	30.35800	422.568	419.468	179.973	395.812	345.657	165.091
15181	30.36000	422.334	419.423	179.992	395.589	345.269	165.096
15182	30.36200	422.043	419.353	180.027	395.285	345.030	164.945
15183	30.36400	421.849	419.292	180.042	394.942	344.843	164.931
15184	30.36600	421.590	419.247	180.026	394.747	344.557	165.029
15185	30.36800	421.355	419.210	180.030	394.480	344.143	165.052
15186	30.37000	421.079	419.140	180.065	394.131	343.902	165.016
15187	30.37200	420.863	419.070	180.064	393.877	343.715	164.999
15188	30.37400	420.627	419.017	180.066	393.662	343.402	164.944
15189	30.37600	420.361	418.944	180.041	393.386	343.033	164.976
15190	30.37800	420.085	418.899	180.057	393.050	342.791	165.082
15191	30.38000	419.870	418.829	180.060	392.859	342.560	165.059
15192	30.38200	419.633	418.767	180.079	392.568	342.234	164.927
15193	30.38400	419.358	418.695	180.084	392.301	341.952	164.942
15194	30.38600	419.092	418.658	180.054	391.977	341.679	165.119
15195	30.38800	418.844	418.597	180.071	391.809	341.396	165.106
15196	30.39000	418.616	418.552	180.089	391.496	341.095	164.953
15197	30.39200	418.356	418.507	180.074	391.213	340.865	164.958
15198	30.39400	418.069	418.452	180.078	390.912	340.590	165.106
15199	30.39600	417.847	418.407	180.063	390.728	340.239	165.137
15200	30.39800	417.610	418.362	180.049	390.430	339.957	165.012
15201	30.40000	417.344	418.326	180.050	390.147	339.770	164.995
15202	30.40200	417.078	418.263	180.070	389.853	339.467	165.102
15203	30.40400	416.869	418.211	180.069	389.655	339.073	165.157
15204	30.40600	416.656	418.175	180.070	389.349	338.822	165.104
15205	30.40800	416.366	418.138	180.071	388.998	338.656	165.009
15206	30.41000	416.091	418.076	180.090	388.783	338.338	165.004
15207	30.41200	415.883	418.006	180.089	388.562	337.946	165.088
15208	30.41400	415.693	417.952	180.095	388.270	337.700	165.130
15209	30.41600	415.410	417.899	180.097	387.918	337.518	165.040
15210	30.41800	415.113	417.836	180.083	387.689	337.203	164.954
15211	30.42000	414.898	417.765	180.085	387.438	336.873	165.041
15212	30.42200	414.715	417.712	180.089	387.189	336.589	165.172
15213	30.42400	414.386	417.640	180.092	386.847	336.344	165.077
15214	30.42600	414.127	417.595	180.077	386.604	336.062	164.952
15215	30.42800	413.882	417.541	180.080	386.336	335.765	165.003
15216	30.43000	413.644	417.472	180.114	386.089	335.471	165.119
15217	30.43200	413.377	417.426	180.099	385.761	335.178	165.097
15218	30.43400	413.088	417.381	180.085	385.505	334.906	164.984
15219	30.43600	412.835	417.336	180.102	385.249	334.659	164.999
15220	30.43800	412.591	417.290	180.055	385.004	334.362	165.051
15221	30.44000	412.339	417.254	180.055	384.684	334.028	165.084
15222	30.44200	412.050	417.200	180.057	384.432	333.752	165.054
15223	30.44400	411.845	417.164	180.059	384.155	333.521	165.032
15224	30.44600	411.628	417.111	180.058	383.925	333.237	165.021
15225	30.44800	411.348	417.066	180.044	383.605	332.905	165.084
15226	30.45000	411.087	417.004	180.062	383.360	332.598	165.124
15227	30.45200	410.895	416.943	180.113	383.075	332.374	165.085
15228	30.45400	410.674	416.898	180.065	382.734	332.120	164.976
15229	30.45600	410.370	416.852	180.050	382.527	331.771	165.040
15230	30.45800	410.118	416.798	180.054	382.267	331.460	165.159
15231	30.46000	409.881	416.727	180.057	381.998	331.226	165.107
15232	30.46200	409.673	416.666	180.072	381.624	330.987	164.964
15233	30.46400	409.376	416.612	180.073	381.390	330.661	164.974
15234	30.46600	409.131	416.559	180.110	381.159	330.362	165.139
15235	30.46800	408.849	416.513	180.064	380.889	330.078	165.129
15236	30.47000	408.632	416.452	180.078	380.524	329.837	164.955
15237	30.47200	408.333	416.391	180.128	380.264	329.563	164.956
15238	30.47400	408.105	416.345	180.116	380.036	329.262	165.089
15239	30.47600	407.807	416.291	180.118	379.832	328.939	165.138
15240	30.47800	407.599	416.256	180.117	379.446	328.672	164.983
15241	30.48000	407.323	416.202	180.118	379.171	328.442	164.991
15242	30.48200	407.104	416.157	180.105	378.987	328.148	165.079
15243	30.48400	406.792	416.111	180.091	378.748	327.787	165.100
15244	30.48600	406.591	416.075	180.090	378.375	327.528	165.071
15245	30.48800	406.349	416.038	180.059	378.100	327.324	165.059
15246	30.49000	406.097	415.994	180.076	377.914	327.024	165.056
15247	30.49200	405.808	415.948	180.062	377.640	326.678	165.040
15248	30.49400	405.608	415.878	180.063	377.283	326.398	165.094
15249	30.49600	405.381	415.859	180.062	377.060	326.157	165.061
15250	30.49800	405.122	415.805	180.066	376.798	325.858	164.944
15251	30.50000	404.838	415.744	180.081	376.525	325.574	164.932
15252	30.50200	404.631	415.682	180.098	376.212	325.301	165.081
15253	30.50400	404.442	415.628	180.072	376.019	324.993	165.095
15254	30.50600	404.153	415.582	180.058	375.720	324.711	164.973
15255	30.50800	403.855	415.519	180.044	375.405	324.479	164.952
15256	30.51000	403.647	415.458	180.061	375.156	324.194	165.057
15257	30.51200	403.455	415.406	180.095	374.941	323.836	165.111
15258	30.51400	403.158	415.351	180.065	374.650	323.566	165.035
15259	30.51600	402.860	415.315	180.064	374.317	323.367	164.978
15260	30.51800	402.637	415.261	180.068	374.108	323.078	165.020
15261	30.52000	402.429	415.201	180.118	373.871	322.714	165.122
15262	30.52200	402.163	415.146	180.089	373.579	322.440	165.127
15263	30.52400	401.872	415.118	180.072	373.242	322.250	165.055
15264	30.52600	401.635	415.065	180.107	373.013	321.928	164.991
15265	30.52800	401.421	415.020	180.093	372.770	321.588	165.071
15266	30.53000	401.168	414.984	180.092	372.508	321.301	165.143
15267	30.53200	400.879	414.939	180.077	372.179	321.074	165.048
15268	30.53400	400.644	414.893	180.065	371.911	320.792	164.928
15269	30.53600	400.460	414.857	180.065	371.682	320.478	164.988
15270	30.53800	400.164	414.820	180.033	371.459	320.195	165.124
15271	30.54000	399.905	414.766	180.035	371.146	319.900	165.074
15272	30.54200	399.677	414.722	180.054	370.853	319.646	164.965
15273	30.54400	399.500	414.696	180.067	370.610	319.374	165.000
15274	30.54600	399.204	414.649	180.021	370.410	319.079	165.092
15275	30.54800	398.953	414.596	180.024	370.105	318.754	165.112
15276	30.55000	398.724	414.516	180.047	369.805	318.494	165.052
15277	30.55200	398.547	414.472	180.061	369.559	318.255	165.051
15278	30.55400	398.266	414.418	180.032	369.354	317.954	165.046
15279	30.55600	397.999	414.382	180.032	369.042	317.638	165.081
15280	30.55800	397.770	414.328	180.038	368.758	317.365	165.086
15281	30.56000	397.586	414.267	180.054	368.504	317.124	165.055
15282	30.56200	397.326	414.213	180.055	368.274	316.829	165.002
15283	30.56400	397.043	414.168	180.072	367.972	316.528	165.000
15284	30.56600	396.822	414.123	180.060	367.733	316.236	165.123
15285	30.56800	396.592	414.079	180.077	367.455	315.951	165.086
15286	30.57000	396.339	414.000	180.096	367.201	315.696	164.978
15287	30.57200	396.073	413.972	180.081	366.900	315.423	164.985
15288	30.57400	395.822	413.936	180.082	366.693	315.121	165.094
15289	30.57600	395.577	413.882	180.084	366.429	314.803	165.098
15290	30.57800	395.355	413.829	180.087	366.144	314.541	165.007
15291	30.58000	395.111	413.801	180.070	365.842	314.310	164.990
15292	30.58200	394.855	413.774	180.087	365.644	314.003	165.036
15293	30.58400	394.618	413.738	180.087	365.387	313.667	165.156
15294	30.58600	394.381	413.710	180.070	365.093	313.407	165.097
15295	30.58800	394.137	413.673	180.039	364.784	313.182	165.032
15296	30.59000	393.910	413.629	180.058	364.602	312.881	165.029
15297	30.59200	393.680	413.585	180.106	364.347	312.535	165.134
15298	30.59400	393.471	413.531	180.074	364.061	312.279	165.138
15299	30.59600	393.167	413.494	180.043	363.720	312.027	165.064
15300	30.59800	392.954	413.432	180.065	363.530	311.749	165.008
15301	30.60000	392.716	413.370	180.083	363.293	311.427	165.089
15302	30.60200	392.485	413.317	180.079	363.009	311.140	165.164
