NO_OF_FRAMES	741
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 17:57:43.027	949996.67041030
DATA_INCLUDED	3D
MARKER_NAMES	h31_6g	v5_9g	hx	hy	vx	vy
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	h31_6g X	h31_6g Y	h31_6g Z	v5_9g X	v5_9g Y	v5_9g Z	hx X	hx Y	hx Z	hy X	hy Y	hy Z	vx X	vx Y	vx Z	vy X	vy Y	vy Z	
663	1.32400	316.111	431.544	165.317	474.181	432.375	161.896	301.208	445.990	165.922	302.842	415.744	165.593	460.737	447.227	166.267	460.807	418.277	165.764
664	1.32600	316.135	431.536	165.333	473.435	432.363	161.868	301.246	445.980	165.907	302.865	415.744	165.594	459.991	447.173	166.289	460.062	418.214	165.838
665	1.32800	316.165	431.536	165.334	472.656	432.349	161.843	301.285	445.990	165.923	302.888	415.744	165.594	459.242	447.117	166.313	459.345	418.151	165.880
666	1.33000	316.196	431.527	165.320	471.935	432.278	161.901	301.323	445.998	165.907	302.912	415.754	165.609	458.466	447.060	166.275	458.645	418.096	165.873
667	1.33200	316.219	431.537	165.336	471.208	432.240	161.924	301.370	446.008	165.922	302.927	415.762	165.593	457.697	447.021	166.266	457.883	418.058	165.865
668	1.33400	316.241	431.528	165.322	470.449	432.226	161.835	301.400	446.016	165.906	302.944	415.763	165.594	456.959	446.958	166.272	457.113	418.001	165.860
669	1.33600	316.272	431.528	165.323	469.723	432.179	161.843	301.439	446.016	165.907	302.966	415.763	165.594	456.190	446.919	166.263	456.390	417.936	165.839
670	1.33800	316.287	431.528	165.323	468.973	432.133	161.882	301.477	446.026	165.923	302.982	415.772	165.609	455.399	446.869	166.209	455.692	417.880	165.801
671	1.34000	316.318	431.529	165.324	468.212	432.102	161.826	301.516	446.026	165.923	303.005	415.780	165.593	454.630	446.796	166.202	454.918	417.831	165.747
672	1.34200	316.340	431.511	165.327	467.486	432.064	161.818	301.561	446.035	165.908	303.027	415.771	165.578	453.908	446.741	166.193	454.181	417.783	165.693
673	1.34400	316.363	431.520	165.311	466.762	432.018	161.824	301.623	446.052	165.907	303.043	415.780	165.593	453.125	446.701	166.152	453.443	417.717	165.673
674	1.34600	316.378	431.521	165.312	466.007	431.988	161.800	301.654	446.052	165.907	303.058	415.789	165.577	452.348	446.636	166.131	452.742	417.663	165.698
675	1.34800	316.409	431.521	165.313	465.242	431.948	161.792	301.684	446.053	165.908	303.074	415.798	165.591	451.630	446.564	166.186	451.995	417.625	165.689
676	1.35000	316.424	431.521	165.314	464.499	431.877	161.849	301.716	446.044	165.925	303.098	415.798	165.592	450.891	446.527	166.208	451.257	417.577	165.667
677	1.35200	316.439	431.521	165.314	463.793	431.839	161.808	301.747	446.044	165.926	303.121	415.807	165.576	450.106	446.488	166.199	450.516	417.505	165.695
678	1.35400	316.477	431.522	165.315	463.022	431.816	161.768	301.770	446.045	165.926	303.145	415.808	165.607	449.366	446.415	166.224	449.814	417.451	165.751
679	1.35600	316.500	431.513	165.301	462.256	431.770	161.807	301.808	446.054	165.911	303.160	415.817	165.592	448.642	446.360	166.246	449.099	417.421	165.727
680	1.35800	316.531	431.530	165.300	461.538	431.690	161.848	301.831	446.045	165.928	303.184	415.825	165.576	447.865	446.338	166.237	448.350	417.375	165.767
681	1.36000	316.569	431.531	165.301	460.798	431.677	161.822	301.861	446.063	165.927	303.199	415.835	165.591	447.110	446.274	166.246	447.601	417.330	165.808
682	1.36200	316.600	431.531	165.301	460.047	431.631	161.862	301.899	446.064	165.928	303.223	415.835	165.591	446.378	446.219	166.270	446.901	417.274	165.801
683	1.36400	316.615	431.531	165.301	459.304	431.568	161.903	301.946	446.072	165.912	303.254	415.844	165.576	445.601	446.180	166.261	446.169	417.229	165.840
684	1.36600	316.661	431.523	165.318	458.556	431.547	161.893	301.984	446.072	165.912	303.286	415.844	165.577	444.847	446.125	166.283	445.430	417.181	165.819
685	1.36800	316.692	431.523	165.319	457.823	431.500	161.901	302.022	446.072	165.913	303.301	415.862	165.575	444.106	446.061	166.323	444.692	417.143	165.810
686	1.37000	316.723	431.523	165.319	457.088	431.446	161.956	302.053	446.081	165.897	303.325	415.862	165.576	443.337	446.022	166.315	443.968	417.071	165.837
687	1.37200	316.754	431.523	165.320	456.342	431.425	161.915	302.091	446.089	165.882	303.356	415.862	165.576	442.560	445.966	166.308	443.238	417.023	165.815
688	1.37400	316.808	431.523	165.320	455.586	431.403	161.906	302.130	446.090	165.913	303.362	415.870	165.559	441.821	445.911	166.329	442.516	416.967	165.777
689	1.37600	316.839	431.522	165.319	454.868	431.349	161.930	302.161	446.099	165.897	303.406	415.879	165.573	441.076	445.856	166.321	441.747	416.919	165.755
690	1.37800	316.870	431.505	165.322	454.136	431.328	161.919	302.199	446.107	165.881	303.430	415.879	165.574	440.291	445.807	166.298	441.025	416.854	165.735
691	1.38000	316.909	431.505	165.322	453.374	431.306	161.878	302.237	446.116	165.897	303.460	415.888	165.589	439.536	445.752	166.322	440.311	416.797	165.697
692	1.38200	316.948	431.514	165.337	452.634	431.268	161.870	302.276	446.125	165.881	303.482	415.888	165.589	438.808	445.705	166.295	439.589	416.750	165.674
693	1.38400	316.979	431.504	165.322	451.910	431.212	161.862	302.307	446.126	165.913	303.496	415.896	165.572	438.026	445.665	166.224	438.812	416.693	165.668
694	1.38600	317.017	431.504	165.322	451.162	431.191	161.852	302.337	446.135	165.897	303.519	415.906	165.587	437.272	445.618	166.232	438.089	416.647	165.676
695	1.38800	317.072	431.486	165.323	450.406	431.162	161.858	302.376	446.144	165.913	303.543	415.906	165.588	436.541	445.563	166.254	437.401	416.593	165.734
696	1.39000	317.103	431.495	165.338	449.674	431.106	161.852	302.414	446.145	165.914	303.565	415.906	165.588	435.803	445.525	166.245	436.662	416.556	165.756
697	1.39200	317.126	431.486	165.324	448.920	431.076	161.826	302.468	446.164	165.946	303.596	415.915	165.603	435.012	445.485	166.205	435.932	416.518	165.748
698	1.39400	317.149	431.487	165.325	448.196	431.038	161.817	302.499	446.164	165.946	303.611	415.915	165.603	434.288	445.422	166.244	435.190	416.464	165.804
699	1.39600	317.179	431.495	165.309	447.454	430.983	161.841	302.538	446.181	165.945	303.642	415.915	165.603	433.559	445.384	166.234	434.473	416.419	165.845
700	1.39800	317.202	431.478	165.311	446.698	430.954	161.847	302.568	446.181	165.945	303.650	415.924	165.587	432.780	445.336	166.243	433.774	416.373	165.852
701	1.40000	317.233	431.487	165.326	445.944	430.924	161.822	302.599	446.182	165.946	303.689	415.934	165.603	432.033	445.273	166.281	433.021	416.325	165.829
702	1.40200	317.255	431.478	165.313	445.242	430.870	161.845	302.630	446.182	165.946	303.705	415.934	165.603	431.289	445.225	166.256	432.265	416.278	165.839
703	1.40400	317.286	431.479	165.314	444.485	430.832	161.869	302.660	446.190	165.931	303.720	415.934	165.603	430.520	445.187	166.248	431.559	416.223	165.831
704	1.40600	317.294	431.496	165.312	443.715	430.801	161.844	302.699	446.190	165.931	303.744	415.942	165.587	429.772	445.132	166.302	430.829	416.167	165.825
705	1.40800	317.324	431.488	165.299	442.980	430.747	161.900	302.745	446.198	165.914	303.767	415.951	165.602	429.024	445.068	166.342	430.091	416.128	165.787
706	1.41000	317.339	431.479	165.316	442.269	430.694	161.955	302.784	446.198	165.915	303.782	415.952	165.602	428.246	445.021	166.350	429.361	416.063	165.766
707	1.41200	317.354	431.488	165.300	441.506	430.663	161.930	302.830	446.206	165.898	303.806	415.960	165.586	427.492	444.948	166.374	428.624	416.007	165.759
708	1.41400	317.384	431.488	165.269	440.758	430.617	161.938	302.869	446.215	165.882	303.837	415.961	165.618	426.769	444.885	166.413	427.885	415.942	165.739
709	1.41600	317.407	431.479	165.287	440.025	430.570	161.946	302.892	446.214	165.882	303.852	415.970	165.601	425.992	444.837	166.390	427.172	415.894	165.716
710	1.41800	317.430	431.480	165.287	439.271	430.549	161.935	302.938	446.215	165.884	303.881	415.969	165.601	425.208	444.780	166.383	426.427	415.846	165.662
711	1.42000	317.445	431.480	165.288	438.531	430.493	161.928	302.984	446.223	165.867	303.928	415.969	165.602	424.494	444.725	166.374	425.674	415.790	165.655
712	1.42200	317.476	431.488	165.272	437.807	430.437	161.921	303.007	446.232	165.851	303.943	415.987	165.600	423.727	444.668	166.334	424.959	415.734	165.649
713	1.42400	317.507	431.480	165.289	437.038	430.416	161.879	303.053	446.232	165.852	303.965	415.987	165.600	422.959	444.638	166.309	424.258	415.679	165.675
714	1.42600	317.538	431.480	165.289	436.314	430.368	161.855	303.099	446.241	165.868	303.989	415.995	165.584	422.213	444.590	166.286	423.503	415.632	165.684
715	1.42800	317.576	431.498	165.288	435.581	430.331	161.878	303.137	446.250	165.853	304.020	416.005	165.599	421.501	444.543	166.260	422.772	415.587	165.723
716	1.43000	317.607	431.498	165.289	434.848	430.266	161.889	303.168	446.242	165.869	304.035	416.005	165.600	420.719	444.503	166.189	422.054	415.533	165.780
717	1.43200	317.653	431.498	165.289	434.102	430.227	161.850	303.206	446.260	165.869	304.074	416.005	165.601	419.964	444.456	166.197	421.338	415.487	165.790
718	1.43400	317.691	431.499	165.290	433.362	430.188	161.841	303.252	446.270	165.885	304.104	416.023	165.599	419.226	444.401	166.220	420.623	415.450	165.812
719	1.43600	317.730	431.499	165.291	432.638	430.160	161.846	303.275	446.279	165.901	304.127	416.023	165.599	418.503	444.354	166.227	419.868	415.404	165.851
720	1.43800	317.761	431.498	165.290	431.912	430.122	161.870	303.321	446.280	165.902	304.202	416.023	165.630	417.734	444.307	166.234	419.144	415.365	165.846
721	1.44000	317.807	431.499	165.291	431.149	430.083	161.862	303.360	446.289	165.918	304.224	416.032	165.614	416.987	444.243	166.273	418.460	415.294	165.872
722	1.44200	317.854	431.508	165.307	430.417	430.063	161.851	303.391	446.299	165.933	304.247	416.041	165.629	416.257	444.205	166.264	417.722	415.246	165.850
723	1.44400	317.892	431.508	165.307	429.686	430.024	161.842	303.421	446.317	165.933	304.279	416.051	165.645	415.503	444.167	166.287	416.962	415.215	165.794
724	1.44600	317.931	431.508	165.307	428.945	429.987	161.865	303.467	446.327	165.949	304.286	416.060	165.659	414.748	444.103	166.327	416.270	415.151	165.804
725	1.44800	317.969	431.517	165.323	428.197	429.958	161.871	303.498	446.344	165.948	304.318	416.078	165.658	413.994	444.048	166.350	415.541	415.094	165.767
726	1.45000	318.001	431.517	165.322	427.435	429.937	161.861	303.529	446.345	165.949	304.334	416.087	165.642	413.240	444.010	166.341	414.788	415.054	165.729
727	1.45200	318.055	431.507	165.307	426.703	429.899	161.851	303.552	446.353	165.932	304.350	416.096	165.657	412.487	443.954	166.364	414.075	414.998	165.690
728	1.45400	318.086	431.517	165.323	425.979	429.861	161.873	303.582	446.353	165.934	304.358	416.097	165.658	411.764	443.899	166.387	413.351	414.943	165.715
729	1.45600	318.109	431.507	165.308	425.222	429.824	161.897	303.613	446.363	165.949	304.382	416.114	165.656	410.987	443.860	166.379	412.605	414.914	165.722
730	1.45800	318.148	431.509	165.340	424.467	429.785	161.888	303.660	446.370	165.932	304.410	416.105	165.642	410.218	443.805	166.402	411.890	414.850	165.732
731	1.46000	318.163	431.517	165.324	423.743	429.739	161.895	303.706	446.379	165.916	304.420	416.124	165.671	409.511	443.741	166.410	411.183	414.812	165.724
732	1.46200	318.194	431.500	165.326	423.018	429.684	161.920	303.729	446.388	165.931	304.441	416.132	165.655	408.734	443.711	166.416	410.414	414.755	165.718
733	1.46400	318.224	431.518	165.326	422.285	429.663	161.911	303.783	446.396	165.915	304.465	416.132	165.655	407.973	443.655	166.410	409.696	414.703	165.806
734	1.46600	318.254	431.518	165.327	421.522	429.608	161.935	303.828	446.405	165.900	304.496	416.142	165.670	407.260	443.600	166.400	408.996	414.656	165.815
735	1.46800	318.285	431.519	165.328	420.781	429.553	161.959	303.875	446.414	165.915	304.520	416.159	165.669	406.507	443.552	166.376	408.265	414.610	165.825
736	1.47000	318.307	431.519	165.329	420.080	429.506	161.968	303.921	446.433	165.915	304.544	416.160	165.670	405.738	443.513	166.368	407.526	414.547	165.865
737	1.47200	318.331	431.529	165.344	419.347	429.459	161.976	303.967	446.441	165.899	304.568	416.168	165.654	405.008	443.457	166.362	406.809	414.501	165.906
738	1.47400	318.361	431.520	165.331	418.599	429.412	161.985	304.006	446.451	165.915	304.607	416.178	165.669	404.295	443.410	166.336	406.078	414.472	165.915
739	1.47600	318.384	431.538	165.330	417.851	429.357	162.009	304.052	446.459	165.900	304.639	416.179	165.670	403.511	443.380	166.311	405.377	414.410	165.987
740	1.47800	318.406	431.538	165.331	417.136	429.327	161.984	304.113	446.469	165.916	304.670	416.196	165.669	402.750	443.323	166.304	404.632	414.372	165.978
741	1.48000	318.436	431.548	165.347	416.412	429.289	161.976	304.153	446.487	165.916	304.685	416.196	165.669	402.035	443.277	166.312	403.893	414.341	165.956
742	1.48200	318.459	431.557	165.331	415.671	429.234	162.001	304.199	446.496	165.931	304.723	416.205	165.653	401.313	443.238	166.302	403.216	414.269	165.983
743	1.48400	318.489	431.557	165.333	414.902	429.212	161.958	304.230	446.497	165.932	304.755	416.214	165.638	400.529	443.174	166.311	402.472	414.230	165.942
744	1.48600	318.520	431.575	165.331	414.171	429.182	161.933	304.268	446.515	165.931	304.769	416.223	165.652	399.784	443.118	166.303	401.720	414.189	165.873
745	1.48800	318.543	431.575	165.332	413.448	429.136	161.940	304.292	446.532	165.930	304.808	416.231	165.636	399.061	443.071	166.311	401.037	414.125	165.851
746	1.49000	318.574	431.575	165.333	412.700	429.097	161.933	304.330	446.523	165.916	304.832	416.232	165.637	398.292	443.015	166.303	400.322	414.069	165.846
747	1.49200	318.604	431.584	165.317	411.955	429.075	161.889	304.354	446.533	165.931	304.846	416.241	165.651	397.555	442.960	166.325	399.562	414.047	165.804
748	1.49400	318.628	431.584	165.317	411.231	429.038	161.911	304.377	446.533	165.931	304.868	416.239	165.620	396.802	442.913	166.332	398.863	413.983	165.814
749	1.49600	318.651	431.592	165.300	410.507	429.000	161.903	304.415	446.550	165.931	304.891	416.257	165.619	396.057	442.857	166.325	398.141	413.919	165.824
750	1.49800	318.682	431.583	165.316	409.752	428.979	161.892	304.438	446.550	165.931	304.913	416.265	165.602	395.326	442.810	166.332	397.395	413.898	165.815
751	1.50000	318.713	431.592	165.300	409.021	428.932	161.899	304.468	446.559	165.915	304.929	416.275	165.617	394.589	442.772	166.352	396.726	413.827	165.872
752	1.50200	318.751	431.592	165.300	408.281	428.886	161.907	304.499	446.568	165.930	304.944	416.292	165.615	393.829	442.734	166.343	395.981	413.788	165.864
753	1.50400	318.790	431.600	165.283	407.566	428.865	161.896	304.529	446.576	165.914	304.966	416.292	165.615	393.083	442.678	166.366	395.234	413.742	165.873
754	1.50600	318.829	431.591	165.300	406.826	428.818	161.905	304.583	446.585	165.929	304.981	416.301	165.599	392.376	442.614	166.375	394.534	413.670	165.931
755	1.50800	318.868	431.608	165.298	406.093	428.763	161.929	304.622	446.603	165.928	305.013	416.310	165.614	391.607	442.567	166.383	393.843	413.632	165.923
756	1.51000	318.899	431.599	165.284	405.355	428.741	161.887	304.660	446.611	165.912	305.053	416.320	165.630	390.869	442.512	166.406	393.097	413.575	165.887
757	1.51200	318.938	431.599	165.284	404.632	428.695	161.894	304.699	446.629	165.911	305.076	416.329	165.614	390.148	442.447	166.413	392.367	413.512	165.927
758	1.51400	318.969	431.600	165.316	403.890	428.649	161.935	304.737	446.638	165.895	305.099	416.337	165.598	389.394	442.401	166.422	391.644	413.474	165.920
759	1.51600	319.023	431.600	165.315	403.166	428.602	161.944	304.768	446.638	165.895	305.123	416.347	165.613	388.648	442.345	166.446	390.946	413.417	165.884
760	1.51800	319.054	431.608	165.299	402.419	428.573	161.949	304.821	446.665	165.910	305.147	416.357	165.629	387.910	442.281	166.455	390.223	413.345	165.910
761	1.52000	319.085	431.600	165.316	401.702	428.526	161.957	304.874	446.674	165.895	305.155	416.374	165.626	387.189	442.233	166.430	389.478	413.313	165.855
762	1.52200	319.115	431.610	165.332	400.979	428.479	161.933	304.921	446.692	165.894	305.186	416.383	165.611	386.429	442.176	166.392	388.756	413.266	165.833
763	1.52400	319.154	431.610	165.333	400.239	428.449	161.940	304.952	446.692	165.895	305.209	416.392	165.626	385.698	442.130	166.400	388.072	413.202	165.843
764	1.52600	319.176	431.619	165.317	399.507	428.403	161.948	304.982	446.710	165.894	305.224	416.392	165.626	384.954	442.082	166.376	387.319	413.163	165.835
765	1.52800	319.207	431.619	165.318	398.800	428.347	161.941	305.006	446.710	165.895	305.240	416.410	165.624	384.201	442.043	166.335	386.581	413.133	165.811
766	1.53000	319.230	431.619	165.319	398.060	428.308	161.933	305.044	446.720	165.911	305.270	416.410	165.624	383.464	441.987	166.327	385.904	413.062	165.870
767	1.53200	319.268	431.620	165.320	397.327	428.254	161.990	305.083	446.729	165.927	305.286	416.410	165.625	382.734	441.948	166.319	385.181	413.042	165.891
768	1.53400	319.284	431.620	165.320	396.603	428.225	161.996	305.114	446.729	165.927	305.301	416.427	165.623	381.989	441.910	166.310	384.444	413.005	165.913
769	1.53600	319.306	431.620	165.321	395.880	428.195	161.970	305.137	446.738	165.911	305.332	416.437	165.638	381.252	441.863	166.317	383.737	412.942	165.954
770	1.53800	319.330	431.620	165.321	395.141	428.139	161.963	305.160	446.738	165.911	305.347	416.445	165.622	380.515	441.816	166.323	383.005	412.913	165.963
771	1.54000	319.345	431.620	165.322	394.384	428.102	162.018	305.191	446.756	165.910	305.362	416.454	165.636	379.769	441.778	166.314	382.290	412.867	166.003
772	1.54200	319.360	431.638	165.320	393.678	428.071	161.961	305.222	446.756	165.911	305.384	416.471	165.634	379.032	441.722	166.307	381.600	412.811	165.994
773	1.54400	319.383	431.638	165.321	392.955	428.033	161.951	305.253	446.764	165.895	305.415	416.472	165.634	378.294	441.675	166.314	380.854	412.781	165.971
774	1.54600	319.406	431.638	165.321	392.208	427.977	161.944	305.284	446.774	165.910	305.437	416.489	165.632	377.534	441.627	166.289	380.131	412.708	165.968
775	1.54800	319.421	431.656	165.320	391.469	427.956	161.934	305.322	446.792	165.910	305.466	416.488	165.631	376.789	441.563	166.298	379.441	412.644	165.977
776	1.55000	319.452	431.666	165.336	390.753	427.909	161.911	305.346	446.791	165.910	305.482	416.506	165.630	376.083	441.507	166.290	378.712	412.611	165.891
777	1.55200	319.475	431.666	165.337	390.029	427.862	161.918	305.384	446.809	165.909	305.497	416.524	165.628	375.337	441.461	166.329	377.989	412.538	165.888
778	1.55400	319.506	431.693	165.350	389.291	427.849	161.891	305.416	446.827	165.907	305.520	416.533	165.613	374.568	441.397	166.369	377.283	412.474	165.897
779	1.55600	319.528	431.702	165.334	388.536	427.811	161.882	305.454	446.836	165.923	305.536	416.542	165.627	373.877	441.333	166.407	376.569	412.425	165.844
780	1.55800	319.559	431.702	165.336	387.843	427.757	161.938	305.492	446.853	165.891	305.543	416.560	165.626	373.139	441.269	166.417	375.854	412.360	165.824
781	1.56000	319.574	431.702	165.336	387.104	427.727	161.913	305.524	446.862	165.906	305.574	416.560	165.626	372.401	441.205	166.458	375.131	412.305	165.849
782	1.56200	319.597	431.728	165.318	386.380	427.698	161.919	305.570	446.880	165.906	305.590	416.578	165.625	371.663	441.150	166.513	374.424	412.267	165.842
783	1.56400	319.620	431.720	165.335	385.632	427.642	161.944	305.608	446.897	165.874	305.606	416.596	165.623	370.933	441.112	166.503	373.725	412.204	165.884
784	1.56600	319.651	431.729	165.319	384.932	427.604	161.936	305.639	446.907	165.920	305.676	416.596	165.625	370.196	441.065	166.510	373.017	412.140	165.895
785	1.56800	319.666	431.729	165.319	384.209	427.566	161.927	305.692	446.923	165.886	305.691	416.605	165.640	369.482	441.018	166.518	372.279	412.128	165.900
786	1.57000	319.690	431.746	165.317	383.484	427.520	161.966	305.722	446.924	165.888	305.699	416.614	165.623	368.721	440.962	166.511	371.588	412.074	165.956
787	1.57200	319.720	431.737	165.303	382.753	427.464	161.959	305.761	446.941	165.886	305.722	416.631	165.621	367.992	440.905	166.440	370.889	412.028	165.965
788	1.57400	319.743	431.745	165.286	382.022	427.416	161.937	305.784	446.950	165.870	305.730	416.649	165.619	367.263	440.866	166.430	370.166	411.998	165.941
789	1.57600	319.759	431.755	165.301	381.314	427.361	161.959	305.830	446.959	165.886	305.753	416.649	165.620	366.533	440.828	166.422	369.437	411.952	165.979
790	1.57800	319.782	431.745	165.287	380.583	427.332	161.966	305.860	446.969	165.902	305.761	416.666	165.618	365.781	440.789	166.382	368.722	411.904	165.957
791	1.58000	319.813	431.755	165.302	379.843	427.285	161.975	305.875	446.977	165.886	305.792	416.667	165.618	365.044	440.733	166.374	368.022	411.858	165.967
792	1.58200	319.859	431.753	165.271	379.142	427.230	162.000	305.906	446.986	165.901	305.799	416.684	165.616	364.322	440.676	166.366	367.325	411.802	165.959
793	1.58400	319.867	431.763	165.285	378.473	427.200	161.974	305.914	446.986	165.870	305.814	416.692	165.599	363.631	440.620	166.329	366.618	411.754	165.938
794	1.58600	319.851	431.780	165.284	377.887	427.110	161.974	305.914	447.004	165.869	305.807	416.701	165.583	363.048	440.510	166.265	366.111	411.645	165.911
795	1.58800	319.805	431.798	165.281	377.519	427.036	161.912	305.876	447.012	165.851	305.761	416.727	165.595	362.601	440.367	166.272	365.734	411.509	165.843
796	1.59000	319.729	431.824	165.293	377.372	426.920	161.907	305.776	447.029	165.849	305.684	416.744	165.561	362.424	440.191	166.316	365.656	411.343	165.877
797	1.59200	319.629	431.833	165.306	377.464	426.805	161.905	305.630	447.038	165.862	305.515	416.779	165.554	362.515	440.061	166.376	365.756	411.212	165.910
798	1.59400	319.506	431.833	165.335	377.740	426.683	161.923	305.483	447.064	165.842	305.348	416.787	165.536	362.830	439.982	166.373	366.001	411.107	165.927
799	1.59600	319.315	431.841	165.314	378.126	426.621	161.858	305.290	447.072	165.853	305.179	416.814	165.546	363.252	439.931	166.385	366.369	411.056	165.940
800	1.59800	319.091	431.856	165.278	378.586	426.501	161.910	305.114	447.098	165.863	304.977	416.838	165.553	363.782	439.899	166.428	366.777	411.006	165.984
801	1.60000	318.891	431.891	165.272	379.048	426.430	161.864	304.962	447.124	165.874	304.779	416.864	165.563	364.280	439.875	166.424	367.182	410.972	165.966
802	1.60200	318.707	431.890	165.268	379.502	426.319	161.929	304.757	447.151	165.916	304.542	416.908	165.570	364.810	439.842	166.437	367.590	410.922	166.009
803	1.60400	318.553	431.908	165.296	379.986	426.232	161.917	304.586	447.186	165.910	304.372	416.934	165.579	365.324	439.790	166.419	367.996	410.896	165.974
804	1.60600	318.339	431.907	165.291	380.471	426.138	161.949	304.417	447.203	165.906	304.180	416.934	165.607	365.846	439.774	166.399	368.396	410.845	165.986
805	1.60800	318.108	431.923	165.254	380.909	426.033	161.938	304.217	447.210	165.885	303.956	416.968	165.598	366.353	439.723	166.380	368.803	410.811	165.966
806	1.61000	317.892	431.948	165.233	381.402	425.965	161.953	304.043	447.237	165.927	303.698	417.002	165.561	366.875	439.698	166.346	369.195	410.767	165.932
807	1.61200	317.724	431.956	165.244	381.849	425.868	161.923	303.828	447.254	165.923	303.505	417.027	165.569	367.390	439.655	166.342	369.603	410.716	165.944
808	1.61400	317.563	431.965	165.287	382.325	425.782	161.910	303.642	447.289	165.917	303.343	417.044	165.594	367.904	439.622	166.324	370.001	410.689	165.878
809	1.61600	317.341	431.981	165.281	382.780	425.686	161.911	303.465	447.323	165.911	303.112	417.061	165.588	368.434	439.580	166.321	370.409	410.629	165.906
810	1.61800	317.101	431.989	165.230	383.233	425.608	161.882	303.304	447.356	165.873	302.881	417.094	165.549	368.941	439.546	166.301	370.815	410.604	165.871
811	1.62000	316.886	432.006	165.225	383.704	425.512	161.883	303.129	447.372	165.868	302.657	417.128	165.541	369.463	439.513	166.314	371.232	410.551	165.851
812	1.62200	316.740	432.022	165.220	384.173	425.433	161.853	302.936	447.381	165.880	302.451	417.154	165.550	369.978	439.479	166.294	371.631	410.517	165.832
813	1.62400	316.565	432.040	165.276	384.618	425.339	161.888	302.706	447.409	165.922	302.298	417.163	165.592	370.515	439.446	166.307	372.023	410.483	165.812
814	1.62600	316.365	432.057	165.272	385.112	425.260	161.857	302.537	447.444	165.948	302.092	417.180	165.588	371.022	439.422	166.302	372.446	410.432	165.825
815	1.62800	316.125	432.073	165.236	385.595	425.166	161.891	302.401	447.487	165.956	301.845	417.223	165.594	371.559	439.389	166.315	372.851	410.407	165.821
816	1.63000	315.901	432.082	165.217	386.056	425.072	161.926	302.248	447.530	165.934	301.637	417.257	165.586	372.081	439.356	166.327	373.290	410.348	165.850
817	1.63200	315.742	432.089	165.227	386.541	424.976	161.928	302.055	447.546	165.928	301.447	417.276	165.612	372.618	439.323	166.340	373.688	410.323	165.847
818	1.63400	315.589	432.106	165.252	387.009	424.882	161.963	301.824	447.556	165.971	301.293	417.275	165.640	373.163	439.282	166.369	374.127	410.272	165.859
819	1.63600	315.382	432.133	165.294	387.479	424.795	161.949	301.626	447.584	166.015	301.041	417.328	165.631	373.661	439.257	166.365	374.533	410.248	165.886
820	1.63800	315.157	432.160	165.274	387.970	424.691	161.969	301.481	447.627	165.993	300.826	417.361	165.622	374.230	439.225	166.408	374.946	410.189	165.917
821	1.64000	314.904	432.167	165.254	388.416	424.614	161.971	301.337	447.670	166.001	300.619	417.379	165.648	374.705	439.192	166.390	375.361	410.165	165.942
822	1.64200	314.759	432.174	165.264	388.916	424.510	161.990	301.159	447.695	165.980	300.434	417.388	165.660	375.281	439.159	166.402	375.766	410.124	166.003
823	1.64400	314.599	432.191	165.289	389.355	424.441	161.974	300.950	447.721	165.990	300.205	417.422	165.653	375.756	439.125	166.384	376.197	410.065	166.031
824	1.64600	314.406	432.218	165.301	389.839	424.345	161.978	300.736	447.738	165.986	299.982	417.456	165.644	376.333	439.092	166.396	376.603	410.058	166.025
825	1.64800	314.159	432.244	165.280	390.309	424.258	161.964	300.536	447.764	165.965	299.774	417.481	165.652	376.816	439.058	166.377	377.017	410.008	166.070
826	1.65000	313.905	432.243	165.276	390.786	424.181	161.965	300.384	447.798	165.959	299.598	417.490	165.664	377.377	439.025	166.358	377.425	409.975	166.081
827	1.65200	313.760	432.259	165.270	391.246	424.069	162.001	300.206	447.832	165.952	299.368	417.533	165.641	377.907	438.983	166.355	377.846	409.941	166.093
828	1.65400	313.593	432.258	165.296	391.748	423.999	161.985	300.037	447.866	165.945	299.107	417.558	165.618	378.422	438.949	166.337	378.261	409.891	166.106
829	1.65600	313.400	432.293	165.291	392.192	423.879	162.038	299.851	447.881	165.908	298.899	417.592	165.640	378.974	438.889	166.336	378.692	409.874	166.084
830	1.65800	313.161	432.302	165.303	392.686	423.791	161.992	299.630	447.899	165.936	298.721	417.600	165.651	379.466	438.865	166.331	379.091	409.823	166.097
831	1.66000	312.907	432.302	165.299	393.140	423.687	162.011	299.439	447.917	165.931	298.522	417.617	165.646	380.034	438.797	166.347	379.545	409.787	166.046
832	1.66200	312.747	432.299	165.294	393.617	423.591	161.984	299.262	447.942	165.941	298.262	417.660	165.621	380.533	438.754	166.344	379.930	409.744	166.012
833	1.66400	312.586	432.316	165.289	394.096	423.495	161.953	299.093	447.977	165.935	298.038	417.702	165.597	381.086	438.695	166.343	380.360	409.692	165.994
834	1.66600	312.401	432.359	165.267	394.557	423.399	161.927	298.923	448.019	165.912	297.838	417.719	165.591	381.608	438.653	166.341	380.785	409.654	165.880
835	1.66800	312.186	432.368	165.278	395.043	423.321	161.926	298.769	448.044	165.891	297.661	417.728	165.633	382.153	438.594	166.370	381.175	409.594	165.880
