NO_OF_FRAMES	741
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 17:57:43.027	949996.67041030
DATA_INCLUDED	3D
MARKER_NAMES	h31_6g	v5_9g	hx	hy	vx	vy
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	h31_6g X	h31_6g Y	h31_6g Z	v5_9g X	v5_9g Y	v5_9g Z	hx X	hx Y	hx Z	hy X	hy Y	hy Z	vx X	vx Y	vx Z	vy X	vy Y	vy Z	
836	1.67000	311.917	432.368	165.306	395.513	423.251	161.879	298.541	448.053	165.903	297.424	417.780	165.623	382.690	438.543	166.385	381.630	409.576	165.826
837	1.67200	311.764	432.358	165.319	395.981	423.165	161.929	298.333	448.070	165.899	297.172	417.822	165.569	383.220	438.510	166.398	382.022	409.515	165.794
838	1.67400	311.595	432.383	165.297	396.467	423.095	161.881	298.171	448.114	165.908	296.971	417.848	165.577	383.757	438.469	166.426	382.459	409.473	165.823
839	1.67600	311.403	432.426	165.273	396.928	422.991	161.902	297.994	448.139	165.917	296.779	417.865	165.602	384.279	438.435	166.408	382.891	409.447	165.786
840	1.67800	311.195	432.435	165.285	397.405	422.914	161.903	297.856	448.190	165.878	296.579	417.891	165.612	384.824	438.393	166.405	383.296	409.396	165.802
841	1.68000	310.972	432.435	165.313	397.900	422.826	161.856	297.634	448.198	165.858	296.333	417.933	165.587	385.347	438.350	166.372	383.743	409.398	165.808
842	1.68200	310.765	432.425	165.326	398.342	422.697	161.929	297.420	448.208	165.902	296.097	417.968	165.580	385.884	438.316	166.354	384.157	409.356	165.805
843	1.68400	310.581	432.450	165.304	398.839	422.608	161.849	297.235	448.242	165.897	295.904	417.993	165.588	386.416	438.273	166.288	384.571	409.315	165.865
844	1.68600	310.389	432.483	165.265	399.306	422.479	161.890	297.041	448.267	165.875	295.705	418.028	165.581	386.953	438.231	166.287	385.009	409.289	165.828
845	1.68800	310.213	432.510	165.306	399.767	422.402	161.921	296.889	448.301	165.868	295.460	418.071	165.558	387.484	438.188	166.251	385.416	409.247	165.856
846	1.69000	309.975	432.510	165.334	400.268	422.288	161.895	296.698	448.327	165.878	295.242	418.087	165.550	388.021	438.137	166.266	385.854	409.222	165.851
847	1.69200	309.760	432.493	165.364	400.704	422.204	161.976	296.506	448.353	165.889	295.012	418.113	165.590	388.567	438.095	166.263	386.262	409.188	165.831
848	1.69400	309.552	432.526	165.325	401.215	422.124	161.913	296.305	448.370	165.884	294.829	418.139	165.599	389.074	438.053	166.260	386.676	409.146	165.859
849	1.69600	309.368	432.568	165.301	401.661	422.038	161.930	296.099	448.396	165.894	294.622	418.173	165.592	389.627	437.993	166.260	387.107	409.120	165.823
850	1.69800	309.185	432.585	165.326	402.152	421.952	161.949	295.946	448.422	165.904	294.369	418.216	165.567	390.148	437.952	166.288	387.530	409.069	165.835
851	1.70000	309.016	432.566	165.324	402.633	421.873	161.885	295.763	448.457	165.930	294.175	418.233	165.592	390.686	437.901	166.271	387.952	409.044	165.831
852	1.70200	308.761	432.568	165.354	403.099	421.779	161.953	295.563	448.484	165.941	294.004	418.232	165.618	391.223	437.859	166.300	388.367	409.019	165.825
853	1.70400	308.538	432.593	165.332	403.547	421.699	161.891	295.377	448.508	165.919	293.754	418.267	165.612	391.762	437.808	166.282	388.812	408.969	165.839
854	1.70600	308.355	432.626	165.324	404.063	421.587	161.895	295.185	448.525	165.913	293.533	418.302	165.575	392.313	437.758	166.329	389.204	408.952	165.817
855	1.70800	308.194	432.643	165.319	404.485	421.483	161.916	294.995	448.543	165.941	293.316	418.335	165.596	392.836	437.715	166.294	389.643	408.909	165.813
856	1.71000	308.033	432.651	165.331	405.010	421.404	161.885	294.811	448.570	165.952	293.138	418.343	165.607	393.379	437.666	166.342	390.065	408.876	165.826
857	1.71200	307.764	432.634	165.360	405.446	421.293	161.954	294.604	448.596	165.963	292.924	418.360	165.602	393.911	437.623	166.306	390.502	408.843	165.838
858	1.71400	307.525	432.669	165.354	405.938	421.198	161.958	294.450	448.639	165.941	292.702	418.404	165.579	394.454	437.565	166.370	390.932	408.801	165.866
859	1.71600	307.356	432.694	165.332	406.424	421.103	161.959	294.282	448.673	165.934	292.457	418.439	165.602	395.008	437.548	166.318	391.345	408.768	165.879
860	1.71800	307.195	432.710	165.326	406.890	421.017	162.011	294.082	448.681	165.945	292.288	418.447	165.643	395.528	437.463	166.398	391.792	408.717	165.892
861	1.72000	307.050	432.718	165.338	407.377	420.921	161.981	293.868	448.699	165.972	292.081	418.464	165.638	396.082	437.438	166.363	392.213	408.685	165.936
862	1.72200	306.757	432.727	165.349	407.862	420.834	161.969	293.661	448.726	165.984	291.859	418.499	165.631	396.603	437.371	166.410	392.634	408.643	165.964
863	1.72400	306.518	432.727	165.347	408.324	420.730	161.957	293.493	448.751	165.962	291.643	418.533	165.623	397.171	437.337	166.392	393.096	408.627	165.942
864	1.72600	306.334	432.761	165.339	408.826	420.659	161.910	293.339	448.793	165.939	291.405	418.567	165.646	397.686	437.269	166.407	393.501	408.586	166.003
865	1.72800	306.189	432.777	165.334	409.280	420.556	161.929	293.161	448.817	165.917	291.244	418.566	165.673	398.240	437.226	166.374	393.924	408.551	165.952
866	1.73000	306.028	432.793	165.327	409.757	420.467	161.886	292.960	448.852	165.911	291.008	418.602	165.666	398.754	437.166	166.373	394.363	408.526	165.946
867	1.73200	305.750	432.811	165.323	410.236	420.372	161.887	292.731	448.861	165.923	290.799	418.645	165.642	399.323	437.115	166.355	394.755	408.473	165.929
868	1.73400	305.504	432.810	165.320	410.704	420.294	161.890	292.532	448.878	165.919	290.568	418.669	165.650	399.830	437.064	166.339	395.211	408.456	165.874
869	1.73600	305.312	432.836	165.329	411.183	420.190	161.877	292.371	448.930	165.911	290.360	418.686	165.674	400.393	437.012	166.289	395.617	408.413	165.873
870	1.73800	305.175	432.861	165.338	411.651	420.104	161.896	292.200	448.954	165.889	290.138	418.712	165.653	400.892	436.960	166.273	396.034	408.386	165.804
871	1.74000	304.991	432.877	165.333	412.120	419.992	161.932	292.030	448.997	165.867	289.932	418.756	165.660	401.462	436.917	166.238	396.473	408.360	165.767
872	1.74200	304.745	432.884	165.312	412.605	419.905	161.918	291.846	449.013	165.861	289.716	418.781	165.668	401.991	436.875	166.238	396.879	408.326	165.780
873	1.74400	304.498	432.894	165.325	413.081	419.801	161.939	291.603	449.032	165.889	289.507	418.805	165.676	402.530	436.806	166.221	397.343	408.318	165.740
874	1.74600	304.314	432.911	165.320	413.558	419.698	161.959	291.433	449.058	165.899	289.294	418.832	165.655	403.090	436.773	166.235	397.755	408.268	165.787
875	1.74800	304.169	432.927	165.314	414.052	419.627	161.912	291.256	449.092	165.893	289.079	418.867	165.648	403.619	436.705	166.250	398.194	408.235	165.797
876	1.75000	303.977	432.952	165.323	414.520	419.515	161.949	291.111	449.135	165.902	288.857	418.919	165.670	404.172	436.672	166.262	398.639	408.227	165.791
877	1.75200	303.762	432.969	165.318	414.976	419.445	161.903	290.940	449.160	165.880	288.680	418.927	165.680	404.725	436.613	166.263	399.037	408.177	165.836
878	1.75400	303.500	432.969	165.315	415.476	419.350	161.906	290.771	449.194	165.874	288.464	418.952	165.688	405.271	436.571	166.259	399.522	408.170	165.829
879	1.75600	303.315	432.968	165.312	415.930	419.255	161.940	290.566	449.213	165.902	288.220	419.005	165.680	405.808	436.511	166.260	399.935	408.138	165.872
880	1.75800	303.162	433.002	165.304	416.433	419.193	161.876	290.351	449.239	165.912	288.004	419.048	165.626	406.368	436.460	166.274	400.396	408.113	165.868
881	1.76000	302.978	433.037	165.329	416.907	419.082	161.945	290.174	449.273	165.906	287.820	419.073	165.635	406.913	436.392	166.290	400.819	408.088	165.862
882	1.76200	302.771	433.062	165.307	417.393	418.995	161.932	290.029	449.308	165.900	287.611	419.089	165.658	407.467	436.341	166.274	401.249	408.045	165.860
883	1.76400	302.539	433.052	165.289	417.884	418.901	161.966	289.867	449.342	165.893	287.388	419.123	165.650	407.989	436.273	166.289	401.696	408.029	165.838
884	1.76600	302.332	433.061	165.301	418.352	418.781	162.020	289.667	449.367	165.873	287.166	419.158	165.613	408.550	436.221	166.273	402.111	408.003	165.833
885	1.76800	302.156	433.078	165.326	418.854	418.702	161.990	289.460	449.385	165.899	286.951	419.192	165.606	409.080	436.153	166.288	402.557	407.969	165.813
886	1.77000	301.972	433.112	165.319	419.315	418.589	161.996	289.254	449.411	165.910	286.759	419.200	165.616	409.640	436.111	166.286	402.981	407.943	165.777
887	1.77200	301.764	433.128	165.282	419.785	418.494	161.999	289.093	449.446	165.935	286.536	419.242	165.622	410.187	436.034	166.285	403.418	407.902	165.805
888	1.77400	301.549	433.135	165.262	420.264	418.423	161.952	288.947	449.480	165.929	286.298	419.277	165.584	410.724	435.982	166.270	403.851	407.884	165.751
889	1.77600	301.341	433.144	165.274	420.725	418.320	161.971	288.753	449.514	165.891	286.104	419.302	165.562	411.284	435.915	166.316	404.288	407.842	165.780
890	1.77800	301.158	433.152	165.316	421.204	418.249	161.925	288.553	449.530	165.886	285.920	419.309	165.603	411.807	435.864	166.299	404.726	407.817	165.775
891	1.78000	300.958	433.187	165.309	421.674	418.154	161.927	288.355	449.548	165.913	285.691	419.353	165.609	412.383	435.796	166.315	405.164	407.784	165.787
892	1.78200	300.765	433.211	165.256	422.160	418.050	161.916	288.157	449.557	165.925	285.460	419.387	165.571	412.897	435.754	166.313	405.616	407.743	165.816
893	1.78400	300.558	433.227	165.250	422.646	417.980	161.901	287.986	449.591	165.919	285.237	419.421	165.533	413.481	435.686	166.329	406.038	407.709	165.827
894	1.78600	300.358	433.236	165.262	423.107	417.867	161.906	287.795	449.625	165.913	285.067	419.438	165.559	414.004	435.634	166.312	406.492	407.684	165.822
895	1.78800	300.144	433.236	165.290	423.594	417.771	161.878	287.610	449.642	165.907	284.836	419.463	165.566	414.573	435.583	166.295	406.907	407.669	165.832
896	1.79000	299.951	433.272	165.315	424.056	417.666	161.866	287.425	449.667	165.886	284.606	419.497	165.558	415.096	435.531	166.248	407.352	407.643	165.828
897	1.79200	299.759	433.296	165.293	424.532	417.554	161.903	287.218	449.676	165.899	284.370	419.533	165.552	415.659	435.480	166.230	407.791	407.618	165.822
898	1.79400	299.575	433.312	165.256	425.004	417.476	161.873	287.035	449.702	165.909	284.193	419.550	165.578	416.204	435.419	166.199	408.221	407.593	165.818
899	1.79600	299.375	433.312	165.284	425.487	417.354	161.896	286.851	449.728	165.920	284.008	419.566	165.602	416.752	435.367	166.150	408.683	407.569	165.813
900	1.79800	299.168	433.330	165.311	425.949	417.277	161.897	286.668	449.746	165.946	283.754	419.618	165.592	417.297	435.307	166.152	409.097	407.535	165.825
901	1.80000	298.953	433.339	165.323	426.433	417.190	161.916	286.475	449.780	165.909	283.555	419.636	165.588	417.844	435.247	166.118	409.543	407.518	165.804
902	1.80200	298.760	433.373	165.285	426.920	417.094	161.888	286.313	449.814	165.903	283.341	419.671	165.581	418.397	435.187	166.119	409.974	407.493	165.798
903	1.80400	298.591	433.415	165.261	427.388	417.008	161.907	286.121	449.840	165.913	283.165	419.679	165.622	418.951	435.135	166.102	410.404	407.467	165.764
904	1.80600	298.407	433.415	165.289	427.882	416.929	161.878	285.923	449.831	165.927	282.911	419.721	165.628	419.488	435.067	166.118	410.859	407.442	165.757
905	1.80800	298.177	433.405	165.302	428.351	416.834	161.881	285.731	449.866	165.921	282.711	419.755	165.590	420.049	435.008	166.118	411.297	407.408	165.739
906	1.81000	297.954	433.432	165.312	428.852	416.738	161.885	285.540	449.910	165.930	282.481	419.791	165.584	420.578	434.931	166.151	411.744	407.391	165.716
907	1.81200	297.762	433.466	165.305	429.323	416.660	161.855	285.370	449.935	165.909	282.320	419.799	165.625	421.139	434.871	166.151	412.174	407.366	165.712
908	1.81400	297.585	433.500	165.267	429.800	416.548	161.890	285.207	449.959	165.887	282.114	419.834	165.649	421.683	434.812	166.181	412.628	407.333	165.723
909	1.81600	297.424	433.498	165.263	430.286	416.469	161.862	285.030	449.985	165.897	281.868	419.868	165.640	422.229	434.752	166.181	413.066	407.316	165.702
910	1.81800	297.201	433.497	165.259	430.763	416.366	161.881	284.855	450.011	165.908	281.667	419.902	165.603	422.796	434.676	166.214	413.487	407.284	165.745
911	1.82000	296.971	433.506	165.302	431.224	416.270	161.885	284.619	450.039	165.920	281.445	419.937	165.626	423.343	434.633	166.181	413.957	407.267	165.724
912	1.82200	296.763	433.541	165.295	431.695	416.183	161.872	284.450	450.064	165.929	281.277	419.946	165.668	423.902	434.566	166.228	414.394	407.243	165.751
913	1.82400	296.586	433.576	165.289	432.156	416.087	161.876	284.288	450.098	165.923	281.071	419.981	165.692	424.434	434.523	166.194	414.855	407.219	165.777
914	1.82600	296.440	433.583	165.269	432.634	416.010	161.876	284.126	450.141	165.931	280.831	420.014	165.653	424.993	434.446	166.228	415.292	407.195	165.803
915	1.82800	296.218	433.591	165.279	433.126	415.924	161.896	283.948	450.175	165.894	280.609	420.049	165.676	425.555	434.395	166.210	415.737	407.171	165.829
916	1.83000	295.988	433.591	165.307	433.580	415.820	161.915	283.766	450.201	165.936	280.425	420.075	165.685	426.092	434.327	166.227	416.183	407.156	165.839
917	1.83200	295.765	433.617	165.318	434.096	415.725	161.920	283.530	450.221	165.964	280.226	420.101	165.695	426.676	434.267	166.227	416.613	407.131	165.835
918	1.83400	295.588	433.644	165.329	434.532	415.630	161.956	283.367	450.272	165.956	279.995	420.144	165.671	427.198	434.190	166.259	417.059	407.115	165.845
919	1.83600	295.404	433.651	165.307	435.049	415.543	161.943	283.205	450.306	165.919	279.757	420.187	165.646	427.759	434.121	166.244	417.498	407.089	165.809
920	1.83800	295.205	433.666	165.301	435.488	415.448	161.945	283.044	450.340	165.912	279.565	420.212	165.655	428.303	434.054	166.291	417.944	407.064	165.804
921	1.84000	294.989	433.675	165.313	436.003	415.336	161.983	282.874	450.365	165.891	279.365	420.239	165.665	428.856	433.977	166.293	418.382	407.039	165.799
922	1.84200	294.766	433.694	165.340	436.460	415.274	161.919	282.630	450.392	165.903	279.158	420.264	165.674	429.408	433.926	166.309	418.813	407.012	165.764
923	1.84400	294.590	433.712	165.368	436.943	415.162	161.958	282.454	450.436	165.912	278.904	420.316	165.634	429.940	433.857	166.293	419.268	406.987	165.758
924	1.84600	294.397	433.718	165.315	437.414	415.065	161.929	282.292	450.462	165.892	278.713	420.333	165.659	430.493	433.796	166.263	419.714	406.970	165.737
925	1.84800	294.213	433.742	165.293	437.916	414.986	161.901	282.132	450.496	165.886	278.513	420.359	165.668	431.048	433.718	166.232	420.153	406.936	165.717
926	1.85000	293.998	433.733	165.305	438.377	414.883	161.921	281.968	450.529	165.878	278.290	420.402	165.644	431.595	433.666	166.185	420.622	406.911	165.713
927	1.85200	293.768	433.753	165.364	438.849	414.794	161.877	281.768	450.546	165.874	278.059	420.445	165.650	432.158	433.588	166.155	421.045	406.904	165.706
928	1.85400	293.575	433.761	165.346	439.318	414.691	161.897	281.554	450.564	165.871	277.883	420.462	165.675	432.696	433.536	166.139	421.506	406.870	165.718
929	1.85600	293.391	433.785	165.322	439.787	414.586	161.887	281.364	450.591	165.881	277.669	420.488	165.685	433.250	433.467	166.124	421.943	406.855	165.728
930	1.85800	293.206	433.800	165.285	440.244	414.482	161.874	281.203	450.616	165.892	277.461	420.514	165.664	433.828	433.398	166.109	422.395	406.823	165.771
931	1.86000	293.008	433.817	165.310	440.728	414.386	161.879	281.024	450.650	165.885	277.222	420.565	165.623	434.381	433.321	166.110	422.833	406.808	165.812
932	1.86200	292.816	433.825	165.322	441.200	414.274	161.882	280.854	450.675	165.864	276.999	420.599	165.645	434.929	433.261	166.078	423.309	406.793	165.822
933	1.86400	292.569	433.828	165.352	441.685	414.186	161.871	280.669	450.699	165.842	276.831	420.616	165.670	435.482	433.183	166.080	423.745	406.752	165.881
934	1.86600	292.386	433.853	165.361	442.177	414.084	161.921	280.495	450.718	165.870	276.624	420.633	165.666	436.045	433.123	166.048	424.198	406.745	165.875
935	1.86800	292.209	433.885	165.321	442.646	413.997	161.909	280.272	450.726	165.881	276.393	420.685	165.656	436.597	433.046	166.081	424.636	406.713	165.917
936	1.87000	292.032	433.899	165.283	443.132	413.902	161.912	280.087	450.752	165.891	276.154	420.737	165.616	437.160	432.977	166.034	425.075	406.704	165.880
937	1.87200	291.856	433.900	165.312	443.602	413.824	161.914	279.926	450.787	165.885	275.962	420.744	165.656	437.691	432.908	166.050	425.537	406.671	165.890
938	1.87400	291.579	433.911	165.356	444.067	413.736	161.869	279.749	450.811	165.864	275.770	420.769	165.635	438.262	432.847	165.987	425.983	406.654	165.870
939	1.87600	291.380	433.928	165.382	444.567	413.641	161.873	279.572	450.845	165.857	275.571	420.813	165.642	438.806	432.762	166.036	426.432	406.637	165.815
940	1.87800	291.203	433.943	165.344	445.038	413.554	161.860	279.378	450.852	165.837	275.310	420.865	165.632	439.361	432.684	166.006	426.878	406.602	165.796
941	1.88000	291.050	433.975	165.305	445.533	413.448	161.818	279.195	450.888	165.863	275.125	420.872	165.643	439.906	432.598	166.024	427.327	406.567	165.745
942	1.88200	290.874	433.991	165.299	445.995	413.345	161.837	279.012	450.914	165.874	274.916	420.897	165.620	440.467	432.530	166.040	427.772	406.533	165.758
943	1.88400	290.628	433.994	165.360	446.471	413.231	161.845	278.828	450.940	165.884	274.725	420.932	165.644	441.019	432.462	166.057	428.226	406.499	165.739
944	1.88600	290.405	434.003	165.372	446.950	413.154	161.846	278.651	450.957	165.879	274.517	420.966	165.637	441.579	432.386	166.089	428.678	406.484	165.779
945	1.88800	290.206	434.018	165.365	447.426	413.050	161.867	278.466	451.000	165.888	274.264	421.009	165.612	442.139	432.317	166.107	429.117	406.467	165.758
946	1.89000	290.052	434.051	165.327	447.897	412.963	161.853	278.297	451.025	165.867	274.096	421.009	165.670	442.685	432.232	166.123	429.586	406.434	165.770
947	1.89200	289.875	434.077	165.337	448.380	412.869	161.889	278.121	451.052	165.878	273.881	421.052	165.647	443.261	432.164	166.139	430.024	406.419	165.780
948	1.89400	289.653	434.085	165.348	448.841	412.774	161.924	277.946	451.070	165.905	273.665	421.086	165.639	443.807	432.086	166.142	430.485	406.395	165.806
949	1.89600	289.421	434.105	165.377	449.343	412.705	161.910	277.724	451.095	165.914	273.443	421.122	165.633	444.362	432.026	166.109	430.915	406.379	165.816
950	1.89800	289.206	434.112	165.355	449.795	412.610	161.945	277.547	451.130	165.909	273.251	421.138	165.657	444.893	431.957	166.095	431.376	406.381	165.824
951	1.90000	289.060	434.136	165.334	450.268	412.548	161.882	277.380	451.165	165.934	273.037	421.164	165.697	445.442	431.878	166.034	431.813	406.357	165.849
952	1.90200	288.876	434.171	165.327	450.747	412.453	161.885	277.211	451.200	165.929	272.815	421.199	165.690	445.998	431.808	165.989	432.267	406.349	165.844
953	1.90400	288.677	434.189	165.354	451.210	412.346	161.845	277.042	451.217	165.955	272.614	421.243	165.667	446.537	431.747	165.957	432.705	406.334	165.853
954	1.90600	288.430	434.190	165.382	451.682	412.260	161.830	276.859	451.253	165.981	272.392	421.269	165.676	447.085	431.669	165.927	433.152	406.335	165.829
955	1.90800	288.223	434.206	165.377	452.159	412.146	161.837	276.646	451.280	165.992	272.209	421.294	165.715	447.631	431.609	165.927	433.598	406.300	165.811
956	1.91000	288.070	434.232	165.386	452.620	412.043	161.857	276.479	451.315	165.987	272.001	421.320	165.724	448.176	431.523	165.946	434.054	406.292	165.772
957	1.91200	287.877	434.265	165.348	453.120	411.957	161.876	276.308	451.349	165.981	271.771	421.372	165.685	448.735	431.446	165.980	434.493	406.257	165.753
958	1.91400	287.685	434.282	165.343	453.564	411.844	161.914	276.137	451.382	165.943	271.546	421.405	165.646	449.270	431.343	166.031	434.948	406.240	165.731
959	1.91600	287.447	434.291	165.355	454.057	411.759	161.932	275.974	451.415	165.936	271.324	421.440	165.669	449.830	431.267	166.064	435.395	406.214	165.696
960	1.91800	287.240	434.301	165.398	454.509	411.664	161.969	275.785	451.433	165.963	271.155	421.466	165.678	450.367	431.200	166.110	435.842	406.189	165.690
961	1.92000	287.071	434.325	165.375	454.994	411.586	161.971	275.548	451.461	165.944	270.948	421.492	165.687	450.920	431.122	166.112	436.304	406.182	165.683
962	1.92200	286.886	434.341	165.340	455.465	411.516	161.956	275.378	451.486	165.954	270.749	421.526	165.680	451.495	431.046	166.145	436.748	406.158	165.710
963	1.92400	286.701	434.366	165.318	455.959	411.412	161.946	275.222	451.528	165.931	270.510	421.568	165.655	452.041	430.968	166.147	437.210	406.133	165.705
964	1.92600	286.486	434.391	165.327	456.423	411.351	161.914	275.068	451.553	165.910	270.303	421.604	165.679	452.609	430.883	166.165	437.662	406.126	165.730
965	1.92800	286.264	434.391	165.355	456.904	411.262	161.870	274.897	451.595	165.886	270.103	421.638	165.672	453.146	430.823	166.197	438.132	406.101	165.725
966	1.93000	286.064	434.400	165.366	457.358	411.159	161.889	274.699	451.622	165.899	269.896	421.673	165.665	453.709	430.728	166.168	438.577	406.096	165.780
967	1.93200	285.911	434.435	165.360	457.831	411.089	161.842	274.478	451.631	165.910	269.704	421.698	165.704	454.262	430.660	166.185	439.047	406.080	165.759
968	1.93400	285.702	434.440	165.307	458.316	410.975	161.849	274.315	451.665	165.904	269.474	421.733	165.697	454.809	430.573	166.172	439.499	406.065	165.799
969	1.93600	285.503	434.473	165.299	458.780	410.889	161.835	274.154	451.699	165.867	269.250	421.758	165.675	455.378	430.496	166.174	439.961	406.048	165.779
970	1.93800	285.303	434.482	165.312	459.279	410.794	161.871	273.968	451.724	165.877	269.050	421.810	165.635	455.925	430.417	166.144	440.415	406.042	165.802
971	1.94000	285.111	434.501	165.339	459.724	410.690	161.892	273.807	451.758	165.871	268.858	421.835	165.644	456.465	430.339	166.114	440.878	406.041	165.749
972	1.94200	284.904	434.500	165.335	460.240	410.605	161.911	273.622	451.775	165.866	268.644	421.861	165.684	457.006	430.269	166.069	441.332	406.026	165.757
973	1.94400	284.711	434.525	165.313	460.663	410.481	161.904	273.409	451.794	165.893	268.420	421.904	165.659	457.570	430.181	166.025	441.778	406.019	165.751
974	1.94600	284.527	434.566	165.289	461.179	410.388	161.939	273.234	451.829	165.888	268.197	421.938	165.621	458.112	430.120	165.961	442.232	406.003	165.760
975	1.94800	284.319	434.583	165.284	461.605	410.299	161.894	273.055	451.854	165.898	267.998	421.973	165.645	458.675	430.032	165.918	442.686	405.995	165.754
976	1.95000	284.128	434.594	165.328	462.097	410.213	161.913	272.885	451.879	165.877	267.814	422.008	165.669	459.207	429.963	165.902	443.140	405.988	165.747
977	1.95200	283.928	434.593	165.325	462.554	410.142	161.867	272.708	451.903	165.855	267.598	422.033	165.646	459.771	429.885	165.872	443.585	405.964	165.773
978	1.95400	283.720	434.608	165.288	463.033	410.055	161.854	272.533	451.930	165.867	267.376	422.068	165.639	460.333	429.798	165.860	444.047	405.964	165.751
979	1.95600	283.535	434.650	165.263	463.498	409.976	161.824	272.327	451.966	165.893	267.137	422.120	165.630	460.889	429.740	165.858	444.499	405.933	165.793
980	1.95800	283.351	434.666	165.258	463.990	409.890	161.844	272.181	451.992	165.903	266.969	422.127	165.671	461.449	429.644	165.864	444.969	405.925	165.786
981	1.96000	283.166	434.676	165.271	464.452	409.787	161.864	271.957	451.999	165.882	266.762	422.163	165.665	462.011	429.576	165.879	445.412	405.885	165.847
982	1.96200	282.944	434.684	165.282	464.951	409.708	161.868	271.796	452.034	165.877	266.547	422.197	165.657	462.570	429.489	165.899	445.900	405.885	165.792
983	1.96400	282.729	434.693	165.293	465.414	409.588	161.889	271.627	452.077	165.886	266.308	422.250	165.648	463.125	429.413	165.899	446.320	405.860	165.819
984	1.96600	282.544	434.725	165.254	465.906	409.501	161.909	271.473	452.113	165.881	266.108	422.265	165.642	463.653	429.318	165.934	446.823	405.844	165.797
985	1.96800	282.366	434.750	165.233	466.370	409.397	161.897	271.274	452.139	165.892	265.916	422.291	165.651	464.238	429.231	165.923	447.230	405.826	165.776
986	1.97000	282.174	434.777	165.243	466.862	409.302	161.902	271.092	452.156	165.918	265.710	422.326	165.675	464.742	429.138	165.988	447.722	405.793	165.789
987	1.97200	281.952	434.776	165.270	467.325	409.206	161.906	270.894	452.182	165.929	265.510	422.360	165.667	465.327	429.034	165.978	448.147	405.811	165.763
988	1.97400	281.737	434.767	165.283	467.798	409.118	161.861	270.731	452.217	165.924	265.272	422.395	165.660	465.851	428.956	165.979	448.606	405.752	165.795
989	1.97600	281.545	434.792	165.261	468.254	409.031	161.848	270.561	452.251	165.917	265.080	422.420	165.669	466.412	428.878	165.982	449.077	405.780	165.782
990	1.97800	281.376	434.826	165.255	468.731	408.953	161.852	270.393	452.277	165.927	264.872	422.454	165.660	466.982	428.792	165.969	449.504	405.730	165.829
991	1.98000	281.192	434.853	165.265	469.182	408.874	161.820	270.210	452.303	165.938	264.664	422.488	165.654	467.506	428.715	165.970	450.030	405.751	165.833
992	1.98200	280.970	434.860	165.275	469.657	408.777	161.828	270.011	452.320	165.933	264.426	422.550	165.629	468.107	428.636	165.942	450.425	405.700	165.880
993	1.98400	280.777	434.860	165.272	470.123	408.709	161.810	269.833	452.355	165.928	264.249	422.566	165.623	468.634	428.566	165.895	450.966	405.721	165.884
994	1.98600	280.562	434.868	165.284	470.598	408.604	161.833	269.673	452.389	165.922	264.050	422.592	165.663	469.220	428.497	165.880	451.355	405.686	165.898
995	1.98800	280.377	434.911	165.261	471.095	408.519	161.817	269.489	452.415	165.932	263.835	422.626	165.655	469.763	428.419	165.818	451.911	405.699	165.918
996	1.99000	280.208	434.946	165.255	471.551	408.406	161.890	269.321	452.440	165.911	263.626	422.669	165.631	470.325	428.341	165.820	452.295	405.681	165.898
997	1.99200	280.009	434.953	165.265	472.095	408.330	161.858	269.148	452.474	165.874	263.395	422.712	165.608	470.905	428.262	165.761	452.851	405.694	165.918
998	1.99400	279.825	434.961	165.276	472.526	408.226	161.946	268.987	452.499	165.885	263.235	422.729	165.633	471.439	428.194	165.743	453.242	405.658	165.901
999	1.99600	279.603	434.971	165.319	473.075	408.157	161.863	268.795	452.516	165.910	263.020	422.763	165.656	472.032	428.107	165.732	453.759	405.652	165.892
1000	1.99800	279.395	434.988	165.315	473.493	408.060	161.903	268.592	452.544	165.922	262.819	422.797	165.618	472.571	428.020	165.720	454.175	405.644	165.886
1001	2.00000	279.226	435.023	165.309	474.018	408.001	161.836	268.429	452.587	165.900	262.605	422.832	165.641	473.138	427.935	165.768	454.610	405.609	165.901
1002	2.00200	279.057	435.039	165.303	474.455	407.911	161.828	268.250	452.612	165.879	262.405	422.849	165.636	473.682	427.848	165.790	455.131	405.611	165.843
1003	2.00400	278.874	435.057	165.329	474.960	407.825	161.812	268.094	452.636	165.858	262.198	422.893	165.644	474.211	427.729	165.840	455.505	405.573	165.829
1004	2.00600	278.651	435.057	165.357	475.423	407.745	161.784	267.925	452.669	165.851	261.999	422.936	165.651	474.779	427.651	165.844	456.088	405.569	165.817
1005	2.00800	278.444	435.084	165.368	475.916	407.642	161.805	267.728	452.697	165.863	261.799	422.971	165.644	475.324	427.540	165.880	456.439	405.548	165.770
1006	2.01000	278.258	435.110	165.348	476.411	407.581	161.774	267.522	452.725	165.875	261.583	423.005	165.636	475.887	427.496	165.848	457.052	405.536	165.775
1007	2.01200	278.098	435.135	165.356	476.835	407.460	161.863	267.369	452.751	165.885	261.369	423.040	165.660	476.423	427.384	165.885	457.401	405.499	165.792
1008	2.01400	277.907	435.160	165.365	477.363	407.382	161.832	267.206	452.784	165.878	261.146	423.083	165.637	476.982	427.315	165.837	458.021	405.522	165.794
