NO_OF_FRAMES	1139
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 19:34:17.490	955791.10098720
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängdsmoment i inelastisk stöt 27.7 g vs 34.3 g
MARKER_NAMES	h34_3g	hx	hy	v27_7g	vy	vx
COLLISION_TIME	0.76
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	h34_3g X	h34_3g Y	h34_3g Z	hx X	hx Y	hx Z	hy X	hy Y	hy Z	v27_7g X	v27_7g Y	v27_7g Z	vy X	vy Y	vy Z	vx X	vx Y	vx Z	
5911	11.82000	372.295	501.169	169.852	374.101	485.822	169.978	388.493	502.353	169.938	314.142	436.817	165.002	293.332	440.534	165.257	319.422	456.345	165.072
5912	11.82200	372.226	501.257	169.850	374.354	485.982	169.945	388.407	502.820	170.066	313.850	436.745	165.005	293.156	440.824	165.243	319.522	456.115	165.090
5913	11.82400	372.157	501.345	169.876	374.662	486.133	169.927	388.301	503.217	170.067	313.596	436.655	164.976	292.965	441.090	165.280	319.598	455.878	165.126
5914	11.82600	372.080	501.433	169.904	374.955	486.265	169.878	388.182	503.718	169.974	313.302	436.548	164.951	292.736	441.391	165.312	319.682	455.676	165.126
5915	11.82800	372.026	501.503	169.933	375.208	486.407	169.845	388.057	504.150	170.104	313.017	436.441	164.957	292.551	441.689	165.250	319.773	455.447	165.115
5916	11.83000	371.981	501.565	169.915	375.462	486.549	169.843	387.953	504.572	170.027	312.756	436.334	164.962	292.390	441.952	165.223	319.825	455.234	165.070
5917	11.83200	371.927	501.661	169.928	375.723	486.692	169.871	387.855	505.030	170.045	312.496	436.244	164.965	292.239	442.199	165.260	319.925	454.988	165.121
5918	11.83400	371.882	501.741	169.910	375.984	486.887	169.867	387.747	505.435	170.127	312.188	436.138	165.002	292.079	442.489	165.247	320.003	454.741	165.171
5919	11.83600	371.813	501.837	169.921	376.260	487.055	169.909	387.589	505.849	170.065	311.911	436.039	164.990	291.901	442.806	165.217	320.078	454.485	165.145
5920	11.83800	371.745	501.925	169.886	376.529	487.242	169.922	387.437	506.315	170.066	311.634	435.950	164.994	291.741	443.061	165.207	320.099	454.220	165.104
5921	11.84000	371.684	502.004	169.898	376.766	487.428	169.935	387.254	506.729	170.100	311.333	435.870	164.982	291.612	443.299	165.230	320.176	453.956	165.157
5922	11.84200	371.622	502.092	169.895	377.012	487.632	169.915	387.064	507.151	170.058	311.041	435.762	164.955	291.468	443.565	165.267	320.245	453.718	165.161
5923	11.84400	371.553	502.171	169.938	377.306	487.835	169.890	386.958	507.591	170.074	310.764	435.680	164.942	291.322	443.864	165.238	320.297	453.426	165.138
5924	11.84600	371.484	502.259	169.935	377.552	488.056	169.900	386.760	507.969	170.108	310.471	435.574	164.948	291.200	444.154	165.226	320.327	453.126	165.161
5925	11.84800	371.408	502.312	169.963	377.782	488.287	169.897	386.524	508.382	170.078	310.195	435.466	164.952	291.078	444.401	165.234	320.373	452.844	165.183
5926	11.85000	371.347	502.382	169.960	378.012	488.482	169.923	386.335	508.805	170.035	309.911	435.368	164.971	290.973	444.629	165.241	320.401	452.561	165.145
5927	11.85200	371.278	502.452	169.988	378.267	488.729	169.915	386.098	509.174	170.054	309.626	435.287	164.958	290.875	444.895	165.279	320.439	452.270	165.153
5928	11.85400	371.217	502.540	169.985	378.521	488.977	169.908	385.886	509.569	170.026	309.349	435.180	164.964	290.760	445.176	165.253	320.492	451.971	165.178
5929	11.85600	371.133	502.610	169.981	378.743	489.225	169.903	385.681	510.018	169.997	309.057	435.073	164.969	290.659	445.423	165.231	320.522	451.626	165.189
5930	11.85800	371.057	502.689	169.962	378.982	489.481	169.910	385.429	510.396	169.999	308.780	434.974	164.958	290.592	445.644	165.257	320.513	451.326	165.182
5931	11.86000	370.996	502.777	169.958	379.197	489.747	169.933	385.224	510.818	169.987	308.495	434.885	164.962	290.524	445.874	165.268	320.535	451.035	165.160
5932	11.86200	370.919	502.847	169.954	379.398	490.021	169.910	384.965	511.231	170.020	308.210	434.777	164.936	290.441	446.130	165.292	320.572	450.673	165.174
5933	11.86400	370.836	502.944	169.964	379.643	490.295	169.948	384.697	511.600	170.071	307.942	434.679	164.956	290.380	446.368	165.286	320.594	450.329	165.186
5934	11.86600	370.782	503.023	169.976	379.843	490.561	169.942	384.430	512.005	170.058	307.688	434.572	164.961	290.327	446.597	165.265	320.585	450.018	165.132
5935	11.86800	370.713	503.093	169.974	380.068	490.878	169.899	384.194	512.409	170.076	307.396	434.457	164.983	290.297	446.791	165.280	320.599	449.674	165.146
5936	11.87000	370.660	503.172	169.985	380.276	491.161	169.922	383.896	512.769	170.111	307.110	434.376	164.971	290.237	447.003	165.292	320.606	449.287	165.178
5937	11.87200	370.599	503.243	169.952	380.461	491.444	169.912	383.629	513.174	170.099	306.842	434.296	164.989	290.185	447.242	165.318	320.589	448.958	165.126
5938	11.87400	370.538	503.331	169.979	380.653	491.736	169.891	383.355	513.534	170.072	306.550	434.197	164.978	290.161	447.453	165.268	320.573	448.614	165.138
5939	11.87600	370.469	503.401	169.976	380.839	492.071	169.878	383.057	513.885	170.093	306.256	434.107	164.951	290.147	447.638	165.267	320.571	448.217	165.156
5940	11.87800	370.408	503.506	169.973	381.008	492.398	169.885	382.767	514.236	170.112	305.972	434.018	164.954	290.124	447.823	165.267	320.539	447.855	165.139
5941	11.88000	370.363	503.594	169.970	381.178	492.690	169.891	382.462	514.605	170.101	305.703	433.901	164.944	290.087	448.026	165.265	320.530	447.502	165.138
5942	11.88200	370.294	503.682	169.936	381.333	493.060	169.878	382.141	514.948	170.105	305.425	433.803	164.934	290.064	448.220	165.249	320.475	447.086	165.124
5943	11.88400	370.233	503.761	169.948	381.503	493.405	169.913	381.804	515.281	170.154	305.118	433.694	164.907	290.065	448.414	165.264	320.474	446.732	165.123
5944	11.88600	370.165	503.840	169.959	381.680	493.706	169.935	381.461	515.659	170.128	304.848	433.596	164.896	290.097	448.607	165.247	320.410	446.335	165.110
5945	11.88800	370.088	503.910	169.956	381.842	494.085	169.910	381.133	515.983	170.132	304.556	433.491	164.965	290.073	448.775	165.218	320.371	445.928	165.112
5946	11.89000	370.020	503.998	169.952	381.943	494.456	169.899	380.781	516.299	170.214	304.295	433.390	164.921	290.066	448.960	165.218	320.316	445.540	165.144
5947	11.89200	369.959	504.077	169.964	382.105	494.800	169.933	380.452	516.641	170.190	303.996	433.294	164.974	290.067	449.111	165.221	320.253	445.142	165.099
5948	11.89400	369.867	504.147	169.929	382.251	495.118	169.954	380.101	516.984	170.193	303.703	433.187	164.979	290.053	449.253	165.272	320.190	444.718	165.135
5949	11.89600	369.798	504.227	169.941	382.407	495.533	169.925	379.711	517.255	170.229	303.434	433.124	164.964	290.063	449.394	165.291	320.120	444.321	165.152
5950	11.89800	369.723	504.314	169.936	382.522	495.904	169.945	379.390	517.562	170.267	303.118	433.017	164.970	290.071	449.509	165.297	320.034	443.912	165.092
5951	11.90000	369.669	504.393	169.948	382.631	496.248	169.919	379.046	517.869	170.272	302.865	432.918	164.958	290.110	449.667	165.284	319.948	443.490	165.159
5952	11.90200	369.608	504.490	169.960	382.724	496.645	169.953	378.634	518.194	170.246	302.565	432.801	164.948	290.140	449.815	165.224	319.870	443.075	165.148
5953	11.90400	369.532	504.595	169.956	382.841	497.016	169.942	378.297	518.456	170.298	302.280	432.712	164.952	290.186	449.973	165.181	319.784	442.651	165.153
5954	11.90600	369.479	504.683	169.952	382.949	497.377	169.947	377.929	518.737	170.350	301.980	432.613	164.941	290.242	450.106	165.216	319.691	442.236	165.172
5955	11.90800	369.418	504.771	169.979	383.058	497.801	169.903	377.547	519.026	170.356	301.688	432.515	164.961	290.274	450.222	165.255	319.582	441.785	165.164
5956	11.91000	369.349	504.850	169.992	383.174	498.189	169.955	377.166	519.315	170.300	301.403	432.417	164.950	290.312	450.310	165.249	319.503	441.360	165.139
5957	11.91200	369.265	504.921	169.989	383.291	498.569	169.927	376.761	519.543	170.290	301.126	432.319	164.940	290.358	450.391	165.259	319.372	440.893	165.194
5958	11.91400	369.188	505.000	169.971	383.361	499.001	169.931	376.408	519.761	170.389	300.857	432.237	164.927	290.396	450.488	165.237	319.246	440.476	165.121
5959	11.91600	369.128	505.096	169.952	383.446	499.389	169.951	375.996	520.007	170.349	300.581	432.139	164.946	290.467	450.577	165.262	319.129	440.053	165.158
5960	11.91800	369.067	505.184	169.948	383.516	499.786	169.955	375.584	520.243	170.294	300.311	432.049	164.919	290.544	450.665	165.255	318.997	439.567	165.154
5961	11.92000	369.006	505.263	169.959	383.564	500.209	169.943	375.202	520.462	170.270	300.018	431.950	164.909	290.621	450.763	165.265	318.849	439.176	165.093
5962	11.92200	368.930	505.369	169.955	383.626	500.615	169.962	374.789	520.672	170.261	299.726	431.845	164.946	290.699	450.835	165.292	318.671	438.683	165.168
5963	11.92400	368.831	505.474	169.920	383.642	501.003	169.982	374.414	520.899	170.314	299.464	431.746	164.936	290.776	450.906	165.288	318.539	438.230	165.128
5964	11.92600	368.769	505.553	169.933	383.720	501.435	169.986	373.993	521.074	170.276	299.179	431.649	164.957	290.845	450.959	165.286	318.414	437.824	165.134
5965	11.92800	368.701	505.614	169.915	383.737	501.858	169.974	373.588	521.248	170.267	298.887	431.559	164.960	290.906	451.004	165.268	318.236	437.286	165.166
5966	11.93000	368.632	505.685	169.942	383.769	502.264	169.992	373.160	521.432	170.276	298.626	431.462	164.982	290.967	451.057	165.265	318.066	436.896	165.137
5967	11.93200	368.563	505.746	169.985	383.816	502.678	170.027	372.778	521.606	170.235	298.365	431.372	164.985	291.044	451.092	165.263	317.842	436.419	165.178
5968	11.93400	368.533	505.825	169.998	383.794	503.145	170.002	372.350	521.781	170.196	298.073	431.265	164.990	291.121	451.119	165.247	317.656	435.932	165.174
5969	11.93600	368.471	505.913	170.025	383.825	503.533	170.083	371.938	521.938	170.096	297.788	431.168	165.012	291.213	451.136	165.246	317.500	435.543	165.148
5970	11.93800	368.410	506.027	170.036	383.866	503.992	170.009	371.494	522.069	170.103	297.495	431.070	165.001	291.283	451.163	165.260	317.260	434.995	165.165
5971	11.94000	368.342	506.133	170.032	383.806	504.450	170.029	371.111	522.217	170.145	297.203	430.972	165.021	291.383	451.199	165.259	317.091	434.579	165.185
5972	11.94200	368.266	506.247	170.012	383.798	504.785	170.111	370.690	522.338	170.164	296.935	430.856	165.043	291.499	451.209	165.276	316.834	434.082	165.105
5973	11.94400	368.190	506.326	169.993	383.794	505.313	170.006	370.207	522.460	170.220	296.649	430.776	165.032	291.614	451.217	165.261	316.624	433.615	165.133
5974	11.94600	368.137	506.423	169.974	383.732	505.728	170.102	369.864	522.564	170.174	296.356	430.694	164.987	291.714	451.210	165.280	316.432	433.182	165.187
5975	11.94800	368.053	506.493	169.940	383.687	506.080	170.152	369.321	522.686	170.077	296.078	430.604	164.961	291.822	451.202	165.298	316.138	432.675	165.121
5976	11.95000	367.955	506.554	169.888	383.667	506.644	170.075	369.000	522.799	170.055	295.801	430.513	164.933	291.929	451.175	165.287	315.931	432.236	165.224
5977	11.95200	367.863	506.624	169.855	383.576	506.970	170.110	368.481	522.920	169.951	295.486	430.406	164.938	292.037	451.166	165.273	315.632	431.756	165.083
5978	11.95400	367.802	506.720	169.865	383.410	507.383	170.053	368.074	523.025	169.977	295.225	430.292	164.993	292.129	451.123	165.293	315.368	431.298	165.244
5979	11.95600	367.749	506.799	169.846	383.374	507.903	170.024	367.669	523.093	169.964	294.894	430.205	165.029	292.197	451.079	165.284	315.159	430.748	165.232
5980	11.95800	367.704	506.887	169.842	383.236	508.219	170.077	367.194	523.188	170.006	294.565	430.094	164.999	292.243	451.045	165.289	314.774	430.377	165.115
5981	11.96000	367.635	506.975	169.869	383.154	508.713	170.034	366.811	523.248	170.041	294.404	430.022	165.003	292.341	451.019	165.247	314.597	429.868	165.227
5982	11.96200	367.543	507.046	169.868	383.078	509.118	170.056	366.390	523.308	170.020	294.130	429.944	164.964	292.487	450.974	165.235	314.263	429.384	165.198
5983	11.96400	367.512	507.134	169.897	382.934	509.531	170.030	365.969	523.359	170.043	293.705	429.842	164.857	292.640	450.922	165.212	314.077	428.950	165.192
5984	11.96600	367.466	507.213	169.911	382.836	509.980	170.063	365.571	523.419	170.019	293.521	429.749	164.828	292.770	450.880	165.235	313.616	428.444	165.249
5985	11.96800	367.428	507.301	169.907	382.745	510.403	170.112	365.142	523.462	169.997	293.375	429.687	164.817	292.839	450.773	165.213	313.319	427.986	165.171
5986	11.97000	367.352	507.389	169.905	382.595	510.861	170.037	364.737	523.513	169.957	292.848	429.575	164.842	292.962	450.638	165.176	313.077	427.516	165.109
5987	11.97200	367.314	507.486	169.887	382.448	511.257	170.139	364.300	523.520	170.029	292.591	429.459	164.922	293.038	450.498	165.189	312.739	427.042	165.247
5988	11.97400	367.253	507.574	169.885	382.282	511.688	170.109	363.879	523.571	169.989	292.472	429.352	164.990	293.091	450.358	165.203	312.350	426.534	165.123
5989	11.97600	367.200	507.661	169.881	382.147	512.101	170.052	363.442	523.534	170.045	292.179	429.245	164.997	293.198	450.236	165.216	312.058	426.163	165.156
5990	11.97800	367.139	507.740	169.862	381.962	512.506	170.164	363.051	523.559	170.024	291.822	429.148	164.958	293.313	450.132	165.227	311.742	425.614	165.175
5991	11.98000	367.070	507.811	169.859	381.805	512.946	170.090	362.622	523.522	170.079	291.599	429.057	164.930	293.428	450.045	165.269	311.301	425.182	165.171
5992	11.98200	367.017	507.881	169.857	381.569	513.333	170.079	362.215	523.503	170.104	291.321	428.959	164.919	293.559	449.931	165.264	310.977	424.736	165.116
5993	11.98400	366.948	507.978	169.838	381.416	513.764	170.115	361.771	523.483	170.098	291.021	428.887	164.922	293.688	449.790	165.247	310.647	424.241	165.162
5994	11.98600	366.880	508.065	169.803	381.250	514.177	170.088	361.418	523.438	170.108	290.745	428.807	164.940	293.810	449.631	165.231	310.243	423.823	165.092
5995	11.98800	366.820	508.162	169.753	381.020	514.547	170.140	360.966	523.392	170.086	290.430	428.691	164.962	293.909	449.456	165.248	309.858	423.328	165.139
5996	11.99000	366.766	508.276	169.766	380.807	514.960	170.145	360.629	523.356	170.081	290.177	428.611	164.982	293.993	449.298	165.263	309.504	422.903	165.147
5997	11.99200	366.698	508.364	169.732	380.571	515.364	170.133	360.223	523.301	170.139	289.923	428.494	164.972	294.101	449.138	165.276	309.101	422.449	165.080
5998	11.99400	366.645	508.452	169.729	380.374	515.734	170.124	359.855	523.238	170.116	289.631	428.405	164.976	294.199	448.962	165.230	308.702	421.982	165.171
5999	11.99600	366.561	508.531	169.741	380.175	516.156	170.176	359.448	523.166	170.143	289.330	428.307	164.966	294.282	448.786	165.216	308.292	421.546	165.102
6000	11.99800	366.500	508.628	169.753	379.931	516.507	170.167	359.050	523.094	170.136	289.030	428.226	164.954	294.390	448.583	165.250	307.868	421.113	165.127
6001	12.00000	366.438	508.716	169.751	379.680	516.903	170.142	358.720	523.022	170.195	288.745	428.145	164.942	294.490	448.372	165.269	307.461	420.634	165.140
6002	12.00200	366.385	508.813	169.764	379.444	517.281	170.179	358.291	522.923	170.170	288.444	428.064	164.929	294.589	448.161	165.288	307.019	420.234	165.100
6003	12.00400	366.324	508.918	169.760	379.199	517.658	170.217	357.969	522.870	170.170	288.167	427.975	164.933	294.664	447.949	165.246	306.573	419.774	165.143
6004	12.00600	366.263	509.006	169.758	378.941	518.036	170.162	357.585	522.762	170.194	287.884	427.876	164.953	294.739	447.730	165.251	306.141	419.340	165.138
6005	12.00800	366.194	509.094	169.787	378.696	518.405	170.214	357.232	522.682	170.205	287.606	427.778	164.944	294.824	447.518	165.270	305.694	418.914	165.115
6006	12.01000	366.126	509.191	169.768	378.437	518.757	170.206	356.917	522.593	170.267	287.321	427.680	164.933	294.931	447.270	165.260	305.254	418.479	165.109
6007	12.01200	366.049	509.279	169.767	378.186	519.135	170.152	356.488	522.432	170.227	287.036	427.581	164.923	295.013	447.032	165.235	304.799	418.064	165.134
6008	12.01400	366.003	509.376	169.780	377.881	519.486	170.174	356.189	522.326	170.257	286.743	427.493	164.928	295.082	446.795	165.242	304.313	417.645	165.094
6009	12.01600	365.942	509.455	169.762	377.575	519.802	170.226	355.836	522.166	170.252	286.458	427.411	164.915	295.173	446.548	165.264	303.858	417.230	165.119
6010	12.01800	365.858	509.542	169.758	377.287	520.153	170.064	355.483	522.059	170.247	286.173	427.340	164.918	295.265	446.283	165.256	303.381	416.822	165.126
6011	12.02000	365.790	509.621	169.739	377.012	520.478	170.103	355.146	521.908	170.227	285.881	427.251	164.923	295.324	446.027	165.233	302.887	416.421	165.085
6012	12.02200	365.729	509.727	169.736	376.706	520.785	170.139	354.816	521.801	170.257	285.596	427.153	164.944	295.384	445.763	165.226	302.410	416.022	165.106
6013	12.02400	365.660	509.824	169.749	376.371	521.101	170.070	354.432	521.632	170.203	285.320	427.045	164.948	295.461	445.481	165.251	301.908	415.623	165.097
6014	12.02600	365.599	509.929	169.746	376.074	521.426	170.045	354.171	521.481	170.279	285.043	426.947	164.938	295.505	445.172	165.232	301.399	415.232	165.071
6015	12.02800	365.531	510.044	169.727	375.767	521.716	170.115	353.826	521.277	170.257	284.750	426.858	164.943	295.550	444.907	165.224	300.915	414.826	165.141
6016	12.03000	365.470	510.140	169.741	375.401	522.005	170.060	353.511	521.135	170.285	284.458	426.758	164.932	295.595	444.625	165.219	300.399	414.434	165.114
6017	12.03200	365.409	510.237	169.753	375.074	522.339	170.021	353.242	521.011	170.349	284.174	426.678	164.951	295.624	444.307	165.216	299.859	414.044	165.120
6018	12.03400	365.348	510.325	169.749	374.753	522.646	170.028	352.943	520.824	170.265	283.874	426.597	164.938	295.686	443.981	165.260	299.328	413.653	165.125
6019	12.03600	365.279	510.439	169.731	374.378	522.926	170.050	352.667	520.673	170.340	283.603	426.507	164.911	295.716	443.689	165.239	298.813	413.281	165.160
6020	12.03800	365.219	510.536	169.712	374.073	523.198	170.057	352.337	520.469	170.321	283.312	426.409	164.932	295.736	443.389	165.205	298.290	412.914	165.113
6021	12.04000	365.150	510.632	169.724	373.692	523.514	169.987	352.075	520.292	170.382	283.043	426.328	164.950	295.783	443.044	165.250	297.728	412.552	165.163
6022	12.04200	365.089	510.738	169.752	373.332	523.803	170.024	351.852	520.133	170.474	282.767	426.239	164.955	295.820	442.701	165.265	297.173	412.188	165.150
6023	12.04400	365.020	510.835	169.765	372.989	524.075	170.031	351.561	519.876	170.328	282.467	426.150	164.959	295.833	442.408	165.214	296.663	411.856	165.070
6024	12.04600	364.959	510.931	169.776	372.607	524.338	170.024	351.299	519.734	170.423	282.182	426.060	164.963	295.848	442.055	165.214	296.110	411.501	165.102
6025	12.04800	364.883	511.019	169.772	372.224	524.600	170.046	350.992	519.460	170.341	281.904	425.970	164.936	295.886	441.684	165.247	295.549	411.138	165.151
6026	12.05000	364.814	511.125	169.800	371.865	524.881	170.068	350.724	519.185	170.259	281.626	425.887	164.892	295.884	441.348	165.215	294.994	410.790	165.105
6027	12.05200	364.746	511.230	169.767	371.491	525.126	170.059	350.524	519.017	170.304	281.342	425.790	164.913	295.881	440.995	165.185	294.399	410.477	165.054
6028	12.05400	364.685	511.327	169.750	371.078	525.415	170.068	350.270	518.831	170.383	281.050	425.682	164.919	295.880	440.632	165.171	293.838	410.125	165.120
6029	12.05600	364.616	511.433	169.716	370.718	525.651	170.137	350.001	518.557	170.304	280.780	425.629	164.921	295.919	440.243	165.204	293.253	409.778	165.135
6030	12.05800	364.548	511.529	169.729	370.328	525.887	170.206	349.801	518.397	170.457	280.496	425.521	164.926	295.846	439.891	165.176	292.730	409.489	165.064
6031	12.06000	364.495	511.635	169.724	369.938	526.115	170.169	349.601	518.150	170.395	280.220	425.451	164.960	295.837	439.510	165.162	292.136	409.195	165.043
6032	12.06200	364.418	511.740	169.752	369.510	526.351	170.145	349.294	517.787	170.130	279.912	425.352	164.950	295.837	439.122	165.198	291.529	408.877	165.103
6033	12.06400	364.334	511.846	169.779	369.113	526.579	170.169	349.086	517.549	170.113	279.651	425.280	164.952	295.812	438.732	165.170	290.936	408.549	165.118
6034	12.06600	364.243	511.933	169.775	368.722	526.753	170.222	348.901	517.301	170.145	279.366	425.199	164.940	295.749	438.353	165.158	290.343	408.254	165.096
6035	12.06800	364.166	512.030	169.787	368.333	526.937	170.170	348.724	517.036	170.177	279.066	425.101	164.961	295.693	437.937	165.149	289.735	407.993	165.068
6036	12.07000	364.098	512.126	169.768	367.897	527.120	170.148	348.509	516.797	170.130	278.796	425.028	164.932	295.677	437.547	165.121	289.134	407.718	165.077
6037	12.07200	364.006	512.232	169.767	367.499	527.312	170.138	348.332	516.576	170.083	278.496	424.939	164.936	295.607	437.141	165.158	288.551	407.433	165.101
6038	12.07400	363.907	512.329	169.748	367.117	527.460	170.147	348.193	516.311	170.083	278.219	424.858	164.924	295.543	436.717	165.136	287.926	407.147	165.063
6039	12.07600	363.823	512.408	169.760	366.681	527.635	170.169	348.046	516.028	170.116	277.927	424.760	164.945	295.496	436.319	165.125	287.326	406.888	165.068
6040	12.07800	363.769	512.504	169.803	366.283	527.756	170.130	347.808	515.781	170.181	277.643	424.652	164.951	295.418	435.886	165.149	286.680	406.639	165.087
6041	12.08000	363.685	512.601	169.814	365.740	527.914	170.063	347.677	515.569	170.089	277.366	424.561	164.923	295.339	435.477	165.092	286.049	406.404	165.042
6042	12.08200	363.609	512.706	169.810	365.427	528.035	170.053	347.561	515.331	170.075	277.075	424.474	164.990	295.254	435.062	165.114	285.448	406.144	165.016
6043	12.08400	363.533	512.803	169.791	364.922	528.165	170.091	347.445	515.004	170.122	276.790	424.383	164.962	295.168	434.611	165.109	284.795	405.877	165.037
6044	12.08600	363.473	512.899	169.771	364.555	528.278	170.098	347.306	514.677	170.108	276.505	424.303	164.951	295.059	434.204	165.114	284.149	405.638	165.072
6045	12.08800	363.405	512.987	169.736	364.119	528.373	170.103	347.206	514.482	170.078	276.228	424.213	164.956	294.934	433.779	165.091	283.541	405.422	165.056
6046	12.09000	363.321	513.066	169.748	363.652	528.495	170.036	347.090	514.287	169.984	275.951	424.131	164.943	294.841	433.302	165.105	282.908	405.233	165.022
6047	12.09200	363.267	513.145	169.791	363.324	528.607	170.008	347.020	513.978	169.972	275.665	424.042	164.917	294.778	432.904	165.095	282.294	405.026	165.020
6048	12.09400	363.152	513.197	169.852	362.796	528.739	169.961	346.927	513.634	170.054	275.395	423.978	164.903	294.630	432.434	165.060	281.655	404.811	165.003
6049	12.09600	363.013	513.312	169.898	362.474	528.852	169.968	346.803	513.371	170.092	275.118	423.888	164.907	294.522	431.985	165.118	281.017	404.589	165.037
6050	12.09800	362.937	513.417	169.926	362.023	528.938	169.992	346.764	513.212	170.065	274.842	423.791	164.929	294.397	431.558	165.064	280.378	404.383	165.035
6051	12.10000	362.876	513.532	169.876	361.632	529.024	170.079	346.671	512.939	169.991	274.573	423.729	164.947	294.209	431.091	165.063	279.724	404.212	165.030
6052	12.10200	362.816	513.637	169.812	361.226	529.083	170.115	346.608	512.631	170.013	274.289	423.631	164.968	294.116	430.668	165.105	279.116	404.024	165.027
6053	12.10400	362.732	513.743	169.779	360.805	529.135	170.141	346.561	512.358	170.065	274.019	423.551	164.957	293.960	430.196	165.007	278.500	403.864	165.037
6054	12.10600	362.633	513.830	169.775	360.414	529.186	170.195	346.552	512.146	170.069	273.756	423.471	164.946	293.798	429.731	165.100	277.848	403.686	165.080
6055	12.10800	362.542	513.918	169.710	359.977	529.210	170.173	346.437	511.863	170.010	273.473	423.389	164.964	293.643	429.285	165.046	277.238	403.543	165.057
6056	12.11000	362.465	513.997	169.722	359.564	529.244	170.197	346.420	511.599	169.984	273.195	423.317	164.936	293.457	428.809	165.062	276.600	403.405	165.045
6057	12.11200	362.381	514.094	169.734	359.112	529.277	170.221	346.419	511.361	170.004	272.932	423.255	164.923	293.303	428.369	165.136	275.939	403.270	165.035
6058	12.11400	362.313	514.190	169.747	358.744	529.293	170.244	346.395	511.070	170.087	272.625	423.163	164.925	293.101	427.861	165.042	275.329	403.143	165.009
6059	12.11600	362.237	514.278	169.713	358.285	529.318	170.254	346.371	510.788	170.061	272.372	423.074	164.931	292.893	427.423	165.149	274.654	402.979	165.016
6060	12.11800	362.176	514.375	169.726	357.909	529.298	170.278	346.362	510.541	170.036	272.086	422.997	164.953	292.691	426.933	165.084	273.890	402.843	164.973
6061	12.12000	362.092	514.471	169.739	357.488	529.315	170.273	346.392	510.312	170.010	271.778	422.908	164.957	292.464	426.500	165.050	273.258	402.720	164.981
6062	12.12200	362.015	514.568	169.782	357.097	529.287	170.314	346.414	510.066	170.048	271.509	422.808	164.946	292.266	426.033	165.141	272.675	402.602	165.000
6063	12.12400	361.939	514.656	169.780	356.691	529.267	170.337	346.405	509.758	170.070	271.224	422.782	164.961	292.043	425.526	165.109	271.927	402.502	164.984
6064	12.12600	361.855	514.735	169.793	356.308	529.240	170.318	346.450	509.520	170.061	270.918	422.682	164.980	291.803	425.114	165.167	271.322	402.401	165.000
6065	12.12800	361.770	514.814	169.837	355.887	529.167	170.340	346.503	509.326	170.034	270.646	422.622	164.969	291.574	424.572	165.051	270.793	402.331	165.063
6066	12.13000	361.671	514.893	169.850	355.503	529.157	170.382	346.563	509.097	170.041	270.354	422.555	164.922	291.308	424.195	165.195	270.015	402.250	165.077
6067	12.13200	361.586	514.990	169.895	355.136	529.103	170.408	346.624	508.816	170.049	270.025	422.403	164.946	291.036	423.647	165.041	269.444	402.172	165.101
6068	12.13400	361.510	515.069	169.876	354.737	529.048	170.370	346.661	508.560	170.071	269.881	422.280	165.019	290.830	423.201	165.166	268.787	402.141	165.131
6069	12.13600	361.434	515.148	169.858	354.400	528.986	170.383	346.737	508.331	170.076	269.588	422.187	165.075	290.531	422.746	165.155	268.017	402.079	165.144
6070	12.13800	361.350	515.253	169.825	354.002	528.914	170.344	346.843	508.129	170.036	269.201	422.082	165.052	290.164	422.242	165.101	267.482	402.015	165.103
6071	12.14000	361.266	515.341	169.852	353.634	528.859	170.338	346.911	507.891	170.058	268.959	422.007	165.082	289.994	421.794	165.164	266.787	401.981	165.100
6072	12.14200	361.183	515.420	169.834	353.258	528.726	170.287	346.964	507.636	170.050	268.767	421.970	165.082	289.721	421.334	165.119	266.118	401.935	165.110
6073	12.14400	361.122	515.517	169.817	352.860	528.601	170.217	347.070	507.408	170.090	268.412	421.882	165.087	289.259	420.857	165.163	265.549	401.899	165.051
6074	12.14600	361.045	515.587	169.813	352.468	528.476	170.211	347.176	507.197	170.066	268.101	421.810	165.028	289.131	420.332	165.198	264.863	401.865	165.078
6075	12.14800	360.984	515.666	169.827	352.123	528.369	170.237	347.291	507.003	170.042	267.877	421.753	164.997	288.732	419.956	165.163	264.257	401.853	165.084
6076	12.15000	360.923	515.745	169.840	351.771	528.253	170.153	347.389	506.774	170.018	267.569	421.655	164.988	288.392	419.414	165.138	263.627	401.830	165.073
6077	12.15200	360.832	515.833	169.808	351.402	528.111	170.180	347.519	506.537	170.010	267.355	421.549	165.026	288.140	418.970	165.179	262.942	401.822	165.111
6078	12.15400	360.755	515.930	169.821	351.104	528.022	170.112	347.648	506.344	170.018	267.061	421.469	165.016	287.765	418.520	165.119	262.335	401.836	165.097
6079	12.15600	360.679	516.017	169.787	350.743	527.889	170.156	347.800	506.142	170.041	266.753	421.396	164.986	287.435	418.025	165.168	261.683	401.850	165.114
6080	12.15800	360.611	516.096	169.799	350.451	527.746	170.087	347.945	505.940	170.065	266.484	421.316	165.006	287.125	417.606	165.099	261.035	401.866	165.101
