NO_OF_FRAMES	1139
NO_OF_CAMERAS	2
NO_OF_MARKERS	6
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 19:34:17.490	955791.10098720
DATA_INCLUDED	3D
TITLE	Bevaring av rörelsemängdsmoment i inelastisk stöt 27.7 g vs 34.3 g
MARKER_NAMES	h34_3g	hx	hy	v27_7g	vy	vx
COLLISION_TIME	0.76
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	h34_3g X	h34_3g Y	h34_3g Z	hx X	hx Y	hx Z	hy X	hy Y	hy Z	v27_7g X	v27_7g Y	v27_7g Z	vy X	vy Y	vy Z	vx X	vx Y	vx Z	
5626	11.25000	411.393	506.959	169.654	408.711	491.927	169.738	427.038	503.635	169.723	378.409	428.634	164.855	374.025	449.224	165.208	398.461	430.580	165.045
5627	11.25200	411.170	506.800	169.656	408.863	491.689	169.736	426.936	503.838	169.792	378.247	428.802	164.883	374.297	449.498	165.171	398.368	430.440	165.087
5628	11.25400	410.934	506.648	169.579	409.061	491.461	169.779	426.767	504.049	169.814	378.080	428.960	164.862	374.546	449.727	165.121	398.228	430.299	165.130
5629	11.25600	410.719	506.489	169.580	409.213	491.242	169.804	426.557	504.302	169.697	377.935	429.145	164.856	374.723	449.967	165.122	398.041	430.174	165.113
5630	11.25800	410.571	506.295	169.641	409.336	491.066	169.781	426.415	504.531	169.655	377.819	429.321	164.868	374.859	450.215	165.140	397.888	430.057	165.046
5631	11.26000	410.417	506.110	169.658	409.429	490.925	169.728	426.268	504.734	169.693	377.726	429.490	164.928	374.951	450.410	165.127	397.764	429.878	165.002
5632	11.26200	410.125	505.975	169.617	409.628	490.741	169.722	426.104	504.944	169.779	377.620	429.623	164.958	375.263	450.631	165.123	397.597	429.710	164.995
5633	11.26400	409.883	505.833	169.519	409.825	490.531	169.762	425.942	505.216	169.789	377.452	429.807	164.919	375.579	450.837	165.188	397.491	429.542	164.993
5634	11.26600	409.700	505.692	169.489	410.025	490.363	169.760	425.643	505.444	169.619	377.052	430.041	164.814	375.691	451.085	165.208	397.360	429.400	165.004
5635	11.26800	409.469	505.532	169.491	410.140	490.204	169.710	425.493	505.665	169.591	376.937	430.305	164.817	375.800	451.287	165.118	397.203	429.251	165.067
5636	11.27000	409.295	505.354	169.619	410.318	490.074	169.698	425.293	505.876	169.613	376.869	430.474	164.844	375.947	451.454	165.059	397.006	429.032	165.167
5637	11.27200	409.100	505.178	169.713	410.484	489.951	169.737	425.044	506.094	169.688	376.777	430.598	164.891	376.247	451.633	165.110	396.797	428.862	165.106
5638	11.27400	408.894	504.992	169.665	410.690	489.821	169.790	424.835	506.366	169.754	376.709	430.732	164.954	376.561	451.832	165.285	396.616	428.735	165.019
5639	11.27600	408.689	504.815	169.604	410.888	489.742	169.814	424.633	506.648	169.649	376.609	430.882	164.983	376.682	452.002	165.386	396.464	428.628	164.995
5640	11.27800	408.499	504.682	169.528	411.028	489.654	169.758	424.352	506.841	169.604	376.363	431.101	164.943	376.767	452.169	165.330	396.317	428.505	165.035
5641	11.28000	408.277	504.566	169.483	411.167	489.575	169.718	424.089	507.033	169.661	376.118	431.311	164.887	376.969	452.318	165.211	396.099	428.347	165.081
5642	11.28200	408.075	504.406	169.546	411.297	489.487	169.694	423.812	507.244	169.713	375.972	431.505	164.897	377.225	452.493	165.107	395.884	428.177	165.049
5643	11.28400	407.857	504.212	169.642	411.464	489.399	169.731	423.537	507.498	169.689	375.842	431.708	164.921	377.470	452.680	165.113	395.643	428.017	165.034
5644	11.28600	407.642	504.034	169.613	411.617	489.329	169.738	423.262	507.761	169.677	375.727	431.884	164.933	377.677	452.832	165.185	395.436	427.883	165.027
5645	11.28800	407.450	503.875	169.615	411.785	489.260	169.773	423.011	507.980	169.652	375.589	432.078	164.912	377.845	452.975	165.240	395.228	427.716	165.056
5646	11.29000	407.243	503.742	169.600	411.930	489.208	169.779	422.681	508.156	169.672	375.451	432.235	164.893	378.015	453.100	165.264	395.003	427.567	165.114
5647	11.29200	407.019	503.582	169.602	412.076	489.172	169.753	422.337	508.365	169.632	375.298	432.412	164.904	378.215	453.216	165.274	394.787	427.416	165.141
5648	11.29400	406.827	503.431	169.619	412.237	489.138	169.757	422.053	508.593	169.684	375.183	432.580	164.933	378.430	453.332	165.284	394.595	427.301	165.135
5649	11.29600	406.634	503.281	169.636	412.375	489.130	169.744	421.738	508.812	169.692	375.022	432.757	164.975	378.636	453.466	165.326	394.302	427.148	165.101
5650	11.29800	406.442	503.112	169.623	412.528	489.121	169.763	421.379	509.031	169.665	374.845	432.950	164.954	378.876	453.572	165.319	394.041	427.013	165.033
5651	11.30000	406.250	502.962	169.608	412.667	489.131	169.749	421.064	509.223	169.687	374.685	433.142	164.901	379.076	453.679	165.314	393.827	426.879	164.996
5652	11.30200	406.052	502.828	169.562	412.804	489.149	169.751	420.729	509.424	169.631	374.531	433.335	164.880	379.245	453.786	165.310	393.549	426.745	164.990
5653	11.30400	405.804	502.660	169.610	412.943	489.167	169.752	420.340	509.625	169.605	374.401	433.503	164.908	379.414	453.901	165.290	393.294	426.595	165.018
5654	11.30600	405.610	502.501	169.674	413.081	489.186	169.752	419.986	509.817	169.627	374.271	433.662	164.920	379.591	453.990	165.287	393.032	426.470	165.026
5655	11.30800	405.426	502.341	169.645	413.180	489.230	169.768	419.595	510.009	169.648	374.118	433.829	164.917	379.814	454.070	165.299	392.770	426.328	165.037
5656	11.31000	405.234	502.173	169.632	413.296	489.257	169.754	419.235	510.202	169.668	373.973	434.031	164.880	380.000	454.158	165.262	392.501	426.187	165.047
5657	11.31200	405.057	502.040	169.649	413.410	489.293	169.785	418.844	510.394	169.659	373.820	434.216	164.904	380.200	454.230	165.261	392.215	426.054	165.073
5658	11.31400	404.812	501.889	169.634	413.495	489.346	169.784	418.438	510.551	169.649	373.682	434.393	164.946	380.368	454.293	165.275	391.940	425.954	165.030
5659	11.31600	404.636	501.756	169.618	413.571	489.391	169.799	418.042	510.769	169.592	373.544	434.578	164.942	380.538	454.355	165.258	391.616	425.830	165.039
5660	11.31800	404.443	501.606	169.635	413.657	489.461	169.765	417.658	510.944	169.613	373.375	434.763	164.937	380.738	454.426	165.256	391.340	425.714	165.030
5661	11.32000	404.248	501.446	169.702	413.749	489.532	169.763	417.190	511.083	169.663	373.215	434.937	164.886	380.923	454.489	165.269	391.046	425.598	165.053
5662	11.32200	404.082	501.305	169.638	413.858	489.647	169.743	416.735	511.257	169.717	373.047	435.122	164.881	381.100	454.533	165.252	390.716	425.482	165.043
5663	11.32400	403.829	501.136	169.623	413.960	489.736	169.709	416.337	511.441	169.721	372.917	435.307	164.907	381.269	454.587	165.251	390.408	425.366	165.035
5664	11.32600	403.611	500.967	169.674	413.990	489.833	169.723	415.855	511.606	169.695	372.772	435.493	164.933	381.422	454.641	165.251	390.076	425.259	165.042
5665	11.32800	403.443	500.835	169.657	414.059	489.931	169.734	415.387	511.736	169.702	372.626	435.661	164.961	381.568	454.676	165.252	389.755	425.143	165.031
5666	11.33000	403.258	500.684	169.675	414.127	490.054	169.761	414.945	511.893	169.659	372.489	435.845	164.955	381.753	454.712	165.251	389.438	425.027	165.055
5667	11.33200	403.058	500.542	169.676	414.197	490.169	169.772	414.469	512.041	169.665	372.313	436.038	164.903	381.915	454.731	165.252	389.131	424.937	165.027
5668	11.33400	402.827	500.400	169.678	414.220	490.311	169.766	413.970	512.153	169.701	372.167	436.232	164.914	382.076	454.767	165.252	388.754	424.838	165.017
5669	11.33600	402.613	500.249	169.664	414.252	490.443	169.746	413.533	512.292	169.723	372.022	436.407	164.894	382.246	454.776	165.269	388.439	424.749	165.020
5670	11.33800	402.421	500.081	169.649	414.283	490.602	169.740	413.003	512.405	169.758	371.861	436.584	164.905	382.399	454.786	165.256	388.086	424.659	165.023
5671	11.34000	402.214	499.922	169.620	414.314	490.752	169.750	412.549	512.490	169.783	371.716	436.751	164.933	382.530	454.786	165.227	387.723	424.579	165.042
5672	11.34200	402.020	499.780	169.655	414.316	490.893	169.711	412.022	512.594	169.741	371.563	436.935	164.898	382.645	454.786	165.229	387.362	424.480	165.031
5673	11.34400	401.806	499.646	169.641	414.325	491.034	169.705	411.538	512.689	169.779	371.425	437.138	164.891	382.799	454.795	165.216	387.047	424.408	165.031
5674	11.34600	401.606	499.487	169.642	414.318	491.193	169.698	411.040	512.766	169.755	371.272	437.297	164.935	382.969	454.805	165.231	386.655	424.353	165.000
5675	11.34800	401.423	499.345	169.611	414.304	491.351	169.690	410.528	512.861	169.729	371.119	437.464	164.932	383.099	454.780	165.281	386.270	424.263	165.004
5676	11.35000	401.214	499.195	169.629	414.295	491.519	169.730	410.013	512.938	169.767	370.951	437.657	164.911	383.244	454.746	165.319	385.939	424.175	165.038
5677	11.35200	401.029	499.053	169.662	414.280	491.687	169.737	409.447	513.041	169.726	370.806	437.833	164.891	383.359	454.729	165.321	385.516	424.111	165.023
5678	11.35400	400.814	498.876	169.665	414.244	491.871	169.683	408.925	513.074	169.747	370.676	438.027	164.901	383.498	454.711	165.295	385.170	424.057	165.022
5679	11.35600	400.613	498.734	169.696	414.176	492.047	169.675	408.373	513.151	169.754	370.507	438.221	164.912	383.636	454.684	165.253	384.755	423.975	165.008
5680	11.35800	400.392	498.592	169.634	414.154	492.241	169.667	407.835	513.193	169.791	370.354	438.396	164.893	383.752	454.631	165.228	384.394	423.922	165.038
5681	11.36000	400.201	498.450	169.606	414.102	492.444	169.642	407.268	513.217	169.796	370.209	438.572	164.904	383.859	454.588	165.248	383.986	423.875	165.021
5682	11.36200	399.985	498.326	169.607	414.033	492.646	169.649	406.723	513.250	169.818	370.056	438.748	164.916	383.990	454.518	165.255	383.587	423.821	165.020
5683	11.36400	399.809	498.210	169.591	413.979	492.831	169.687	406.162	513.265	169.841	369.903	438.933	164.912	384.097	454.457	165.277	383.210	423.785	165.048
5684	11.36600	399.577	498.042	169.639	413.911	493.025	169.677	405.594	513.271	169.878	369.743	439.144	164.888	384.197	454.404	165.252	382.779	423.740	165.061
5685	11.36800	399.392	497.883	169.671	413.822	493.227	169.620	405.012	513.260	169.853	369.605	439.338	164.900	384.312	454.342	165.212	382.403	423.729	165.039
5686	11.37000	399.191	497.750	169.719	413.716	493.465	169.594	404.452	513.258	169.875	369.467	439.514	164.913	384.413	454.306	165.186	381.955	423.675	165.071
5687	11.37200	398.969	497.617	169.704	413.632	493.702	169.598	403.845	513.220	169.896	369.322	439.681	164.910	384.512	454.254	165.192	381.588	423.682	165.046
5688	11.37400	398.770	497.493	169.674	413.510	493.904	169.605	403.278	513.192	169.904	369.184	439.867	164.937	384.605	454.201	165.166	381.133	423.636	165.061
5689	11.37600	398.593	497.377	169.661	413.386	494.099	169.656	402.663	513.162	169.943	369.007	440.061	164.948	384.689	454.139	165.157	380.727	423.625	165.038
5690	11.37800	398.324	497.226	169.679	413.249	494.292	169.647	402.089	513.107	169.932	368.877	440.264	164.974	384.787	454.061	165.212	380.303	423.615	165.048
5691	11.38000	398.101	497.076	169.695	413.066	494.538	169.635	401.505	513.114	169.939	368.732	440.449	164.970	384.879	453.965	165.237	379.851	423.613	165.039
5692	11.38200	397.909	496.934	169.695	412.899	494.775	169.608	400.823	513.023	169.930	368.587	440.634	164.966	384.979	453.878	165.275	379.435	423.620	165.048
5693	11.38400	397.687	496.801	169.680	412.777	495.004	169.596	400.303	512.977	169.906	368.433	440.810	164.979	385.032	453.790	165.283	378.989	423.628	165.055
5694	11.38600	397.511	496.712	169.649	412.670	495.215	169.618	399.634	512.912	169.945	368.279	440.995	165.007	385.093	453.693	165.277	378.590	423.644	165.046
5695	11.38800	397.388	496.597	169.665	412.477	495.425	169.641	398.944	512.830	169.952	368.119	441.189	165.017	385.154	453.605	165.284	378.135	423.661	165.100
5696	11.39000	397.117	496.437	169.730	412.181	495.653	169.594	398.476	512.731	169.961	367.973	441.383	165.029	385.200	453.499	165.262	377.690	423.677	165.090
5697	11.39200	396.833	496.295	169.731	411.986	495.873	169.502	397.755	512.622	169.953	367.820	441.559	165.011	385.269	453.393	165.272	377.259	423.702	165.096
5698	11.39400	396.625	496.083	169.735	411.826	496.093	169.477	397.355	512.498	170.005	367.675	441.744	165.007	385.315	453.287	165.250	376.798	423.735	165.084
5699	11.39600	396.496	495.915	169.691	411.648	496.321	169.531	396.658	512.362	169.985	367.521	441.920	165.020	385.337	453.172	165.245	376.368	423.769	165.104
5700	11.39800	396.366	495.782	169.675	411.393	496.592	169.569	395.998	512.201	169.977	367.360	442.122	165.015	385.375	453.058	165.270	375.885	423.811	165.075
5701	11.40000	396.098	495.693	169.644	411.189	496.805	169.580	395.483	512.014	170.017	367.215	442.316	165.026	385.413	452.935	165.280	375.439	423.844	165.064
5702	11.40200	395.788	495.559	169.668	411.000	496.998	169.506	394.800	511.870	170.011	367.085	442.492	165.008	385.451	452.803	165.276	374.971	423.885	165.035
5703	11.40400	395.648	495.435	169.731	410.709	497.225	169.468	394.263	511.736	170.048	366.940	442.659	165.006	385.474	452.661	165.256	374.526	423.945	165.036
5704	11.40600	395.511	495.285	169.715	410.448	497.470	169.517	393.672	511.575	170.044	366.786	442.835	165.019	385.474	452.528	165.220	374.050	423.988	165.038
5705	11.40800	395.281	495.143	169.684	410.185	497.708	169.614	393.067	511.432	170.004	366.626	443.020	165.014	385.497	452.386	165.201	373.596	424.056	165.024
5706	11.41000	395.021	495.027	169.639	409.972	497.954	169.570	392.445	511.200	169.999	366.489	443.214	165.025	385.482	452.244	165.180	373.127	424.117	165.056
5707	11.41200	394.837	494.911	169.626	409.647	498.181	169.464	391.831	510.968	169.996	366.336	443.389	164.977	385.489	452.112	165.176	372.666	424.195	165.056
5708	11.41400	394.667	494.779	169.643	409.363	498.383	169.497	391.319	510.799	169.940	366.167	443.582	164.957	385.488	451.980	165.202	372.174	424.264	165.071
5709	11.41600	394.443	494.610	169.692	409.085	498.593	169.550	390.759	510.603	169.937	366.030	443.750	164.986	385.487	451.839	165.213	371.706	424.342	165.069
5710	11.41800	394.212	494.469	169.725	408.748	498.830	169.552	390.089	510.309	170.041	365.884	443.935	165.014	385.472	451.715	165.222	371.229	424.428	165.053
5711	11.42000	393.991	494.318	169.679	408.451	499.058	169.538	389.505	510.034	170.054	365.730	444.103	165.044	385.471	451.592	165.232	370.771	424.521	165.016
5712	11.42200	393.806	494.185	169.666	408.136	499.295	169.543	388.883	509.776	170.065	365.570	444.287	165.009	385.447	451.459	165.227	370.295	424.634	165.011
5713	11.42400	393.576	494.051	169.651	407.777	499.496	169.545	388.300	509.553	170.045	365.441	444.463	164.990	385.416	451.292	165.226	369.873	424.739	165.023
5714	11.42600	393.345	493.918	169.669	407.440	499.715	169.519	387.684	509.242	170.120	365.304	444.656	165.001	385.355	451.140	165.188	369.333	424.869	165.018
5715	11.42800	393.154	493.785	169.655	407.102	499.925	169.569	387.108	508.931	170.165	365.173	444.851	165.013	385.331	450.982	165.201	368.919	424.966	165.077
5716	11.43000	392.946	493.626	169.659	406.727	500.126	169.570	386.510	508.682	170.130	365.020	445.026	164.995	385.269	450.814	165.228	368.390	425.077	165.009
5717	11.43200	392.753	493.502	169.691	406.336	500.327	169.576	385.995	508.425	170.143	364.859	445.219	164.976	385.221	450.639	165.304	367.923	425.190	165.003
5718	11.43400	392.531	493.369	169.677	405.991	500.520	169.595	385.396	508.105	170.142	364.691	445.386	164.944	385.153	450.497	165.281	367.432	425.353	164.930
5719	11.43600	392.317	493.244	169.615	405.564	500.712	169.550	384.911	507.803	170.204	364.560	445.572	164.974	385.092	450.382	165.273	366.996	425.519	164.948
5720	11.43800	392.140	493.137	169.619	405.204	500.913	169.554	384.312	507.484	170.203	364.421	445.749	165.020	385.015	450.248	165.205	366.533	425.696	164.988
5721	11.44000	391.925	492.986	169.607	404.829	501.123	169.541	383.774	507.156	170.219	364.268	445.916	165.018	384.916	450.070	165.155	366.058	425.810	165.043
5722	11.44200	391.694	492.836	169.624	404.354	501.288	169.544	383.236	506.819	170.219	364.095	446.116	164.947	384.829	449.850	165.219	365.533	425.940	165.009
5723	11.44400	391.510	492.703	169.610	403.968	501.445	169.629	382.623	506.472	170.200	363.957	446.346	164.956	384.766	449.649	165.312	365.020	426.052	165.001
5724	11.44600	391.301	492.552	169.660	403.532	501.620	169.615	382.175	506.118	170.267	363.895	446.524	165.034	384.681	449.481	165.339	364.518	426.237	165.025
5725	11.44800	391.078	492.393	169.663	403.133	501.786	169.651	381.569	505.755	170.281	363.773	446.691	165.064	384.589	449.365	165.300	364.083	426.456	165.038
5726	11.45000	390.863	492.286	169.633	402.688	501.952	169.655	381.069	505.383	170.282	363.582	446.840	165.001	384.498	449.258	165.275	363.659	426.668	165.104
5727	11.45200	390.656	492.144	169.605	402.213	502.125	169.645	380.569	505.011	170.348	363.358	447.015	164.955	384.390	449.081	165.257	363.139	426.832	165.028
5728	11.45400	390.456	492.020	169.607	401.791	502.282	169.665	380.032	504.621	170.287	363.172	447.243	164.906	384.124	448.850	165.248	362.732	427.006	165.003
5729	11.45600	390.227	491.886	169.591	401.333	502.431	169.634	379.494	504.231	170.289	363.072	447.475	165.010	384.001	448.630	165.308	362.202	427.171	164.993
5730	11.45800	390.026	491.762	169.625	400.833	502.561	169.703	379.047	503.833	170.341	362.943	447.626	165.101	383.864	448.453	165.316	361.843	427.392	165.070
5731	11.46000	389.803	491.629	169.613	400.394	502.700	169.784	378.533	503.443	170.342	362.815	447.791	165.035	383.734	448.319	165.277	361.274	427.595	165.119
5732	11.46200	389.603	491.487	169.615	399.897	502.848	169.756	378.042	503.009	170.328	362.642	447.965	164.950	383.595	448.203	165.240	360.830	427.822	165.116
5733	11.46400	389.395	491.337	169.633	399.419	502.943	169.855	377.564	502.593	170.350	362.573	448.168	164.949	383.448	448.069	165.174	360.212	428.057	165.041
5734	11.46600	389.157	491.186	169.620	398.914	503.082	169.843	377.059	502.141	170.275	362.441	448.354	165.012	383.238	447.892	165.188	359.809	428.283	164.975
5735	11.46800	388.966	491.044	169.590	398.401	503.186	169.831	376.633	501.744	170.423	362.232	448.532	165.060	383.009	447.645	165.230	359.347	428.477	165.042
5736	11.47000	388.736	490.937	169.592	397.879	503.299	169.865	376.157	501.292	170.380	362.033	448.707	165.042	382.894	447.460	165.287	358.959	428.714	165.083
5737	11.47200	388.513	490.812	169.562	397.359	503.411	169.840	375.666	500.805	170.339	361.880	448.918	165.022	382.764	447.309	165.281	358.404	428.961	165.115
5738	11.47400	388.290	490.688	169.596	396.837	503.506	169.874	375.280	500.417	170.440	361.742	449.111	165.003	382.522	447.176	165.279	357.922	429.230	165.030
5739	11.47600	388.082	490.555	169.613	396.300	503.592	169.895	374.788	499.939	170.415	361.643	449.288	165.017	382.337	447.050	165.226	357.405	429.468	165.048
5740	11.47800	387.913	490.405	169.631	395.802	503.678	169.914	374.335	499.461	170.391	361.498	449.456	165.048	382.161	446.863	165.161	356.993	429.723	165.090
5741	11.48000	387.689	490.272	169.650	395.226	503.755	169.952	373.934	499.054	170.461	361.361	449.632	165.060	381.947	446.677	165.185	356.502	429.986	165.117
5742	11.48200	387.482	490.130	169.652	394.742	503.789	170.002	373.512	498.532	170.362	361.231	449.825	165.043	381.777	446.536	165.224	356.027	430.275	165.093
5743	11.48400	387.260	489.997	169.608	394.160	503.848	169.978	373.083	498.010	170.262	361.092	450.019	165.026	381.575	446.377	165.267	355.566	430.538	165.092
5744	11.48600	387.044	489.864	169.626	393.630	503.872	170.044	372.711	497.604	170.459	360.939	450.213	165.039	381.312	446.208	165.234	355.106	430.794	165.135
5745	11.48800	386.837	489.731	169.612	393.047	503.905	170.067	372.284	496.975	170.115	360.778	450.381	165.070	381.129	446.055	165.165	354.622	431.083	165.115
5746	11.49000	386.621	489.598	169.631	392.487	503.938	170.086	371.914	496.498	170.217	360.617	450.574	165.053	380.938	445.913	165.141	354.140	431.398	165.105
5747	11.49200	386.391	489.447	169.648	391.912	503.936	170.109	371.514	495.958	170.092	360.456	450.758	165.019	380.697	445.719	165.216	353.710	431.679	165.101
5748	11.49400	386.183	489.332	169.667	391.352	503.960	170.115	371.183	495.446	170.135	360.342	450.943	165.017	380.458	445.552	165.274	353.258	431.960	165.126
5749	11.49600	385.968	489.216	169.621	390.792	503.949	170.123	370.822	494.933	170.084	360.228	451.128	165.015	380.210	445.411	165.314	352.766	432.286	165.134
5750	11.49800	385.815	489.180	169.620	390.271	504.018	170.142	370.522	494.552	170.078	359.989	451.163	165.040	379.919	445.143	165.238	352.175	432.459	165.107
5751	11.50000	385.715	489.259	169.661	389.897	504.192	170.101	370.329	494.243	170.101	359.666	451.073	165.042	379.471	444.647	165.243	351.545	432.535	165.073
5752	11.50200	385.600	489.329	169.656	389.437	504.367	170.151	370.144	493.987	170.125	359.351	451.001	165.011	379.077	444.197	165.323	350.925	432.595	165.101
5753	11.50400	385.501	489.391	169.667	389.046	504.533	170.185	369.891	493.757	170.067	359.059	450.929	165.012	378.616	443.751	165.228	350.256	432.673	165.129
5754	11.50600	385.424	489.470	169.678	388.586	504.681	170.191	369.706	493.544	170.010	358.767	450.849	165.028	378.198	443.293	165.324	349.626	432.767	165.124
5755	11.50800	385.325	489.567	169.717	388.159	504.838	170.146	369.560	493.270	170.033	358.482	450.742	165.031	377.729	442.866	165.291	348.981	432.845	165.152
5756	11.51000	385.241	489.646	169.727	387.685	504.985	170.089	369.366	492.953	170.105	358.159	450.661	165.017	377.282	442.431	165.245	348.345	432.948	165.160
5757	11.51200	385.164	489.760	169.737	387.219	505.107	170.046	369.188	492.688	170.145	357.867	450.563	165.035	376.812	441.963	165.324	347.714	433.061	165.155
5758	11.51400	385.065	489.848	169.701	386.782	505.237	170.080	369.058	492.493	170.088	357.560	450.472	165.005	376.381	441.544	165.245	347.116	433.173	165.179
5759	11.51600	384.981	489.927	169.681	386.329	505.315	170.120	368.943	492.228	170.002	357.276	450.400	164.974	375.872	441.093	165.262	346.471	433.294	165.156
5760	11.51800	384.867	489.996	169.646	385.986	505.411	170.122	368.835	491.839	170.044	356.960	450.319	164.961	375.418	440.614	165.266	345.880	433.397	165.136
5761	11.52000	384.722	490.040	169.656	385.479	505.497	170.117	368.681	491.539	170.052	356.661	450.238	164.946	374.910	440.222	165.201	345.266	433.509	165.160
5762	11.52200	384.638	490.102	169.695	385.135	505.601	170.135	368.536	491.326	169.964	356.377	450.166	164.946	374.463	439.770	165.218	344.659	433.631	165.169
5763	11.52400	384.515	490.172	169.722	384.669	505.696	170.078	368.366	491.087	169.897	356.069	450.068	164.965	373.938	439.319	165.268	344.068	433.779	165.160
5764	11.52600	384.377	490.268	169.732	384.172	505.826	170.023	368.241	490.717	169.942	355.785	449.988	164.981	373.483	438.929	165.265	343.462	433.918	165.197
5765	11.52800	384.277	490.339	169.759	383.790	505.913	170.011	368.154	490.409	170.064	355.485	449.898	164.952	372.959	438.477	165.283	342.879	434.074	165.172
5766	11.53000	384.216	490.427	169.755	383.276	505.981	170.005	368.146	490.215	170.040	355.177	449.808	164.955	372.459	438.077	165.264	342.264	434.255	165.098
5767	11.53200	384.162	490.523	169.766	382.940	506.006	170.010	368.054	489.976	169.940	354.908	449.711	164.974	371.950	437.713	165.244	341.665	434.404	165.121
5768	11.53400	384.101	490.611	169.731	382.441	506.031	169.988	367.946	489.667	169.905	354.623	449.612	164.962	371.442	437.253	165.278	341.128	434.552	165.142
5769	11.53600	383.995	490.707	169.710	382.090	506.055	169.964	367.868	489.359	169.994	354.308	449.523	164.964	370.932	436.863	165.307	340.530	434.717	165.131
5770	11.53800	383.888	490.786	169.658	381.630	506.071	169.958	367.813	489.094	170.004	354.015	449.450	164.934	370.386	436.498	165.255	339.961	434.884	165.153
5771	11.54000	383.782	490.882	169.637	381.232	506.087	169.951	367.722	488.811	169.920	353.746	449.353	164.983	369.847	436.080	165.239	339.417	435.067	165.171
5772	11.54200	383.675	490.961	169.617	380.756	506.103	169.975	367.651	488.511	169.903	353.439	449.272	164.969	369.293	435.690	165.266	338.826	435.267	165.158
5773	11.54400	383.568	491.014	169.644	380.380	506.093	169.984	367.619	488.247	169.945	353.147	449.199	164.908	368.745	435.317	165.232	338.280	435.460	165.162
5774	11.54600	383.475	491.084	169.671	379.882	506.117	169.991	367.572	487.964	169.956	352.854	449.127	164.878	368.183	434.901	165.279	337.760	435.659	165.115
5775	11.54800	383.360	491.145	169.681	379.521	506.081	170.018	367.549	487.673	169.921	352.570	449.064	164.893	367.636	434.537	165.289	337.207	435.836	165.184
5776	11.55000	383.269	491.233	169.676	379.093	506.052	169.994	367.533	487.400	169.917	352.255	448.957	164.927	367.084	434.196	165.185	336.647	436.063	165.184
5777	11.55200	383.177	491.312	169.685	378.648	506.007	170.005	367.539	487.171	169.928	351.993	448.903	164.896	366.522	433.831	165.165	336.142	436.280	165.168
5778	11.55400	383.070	491.400	169.680	378.265	505.961	169.983	367.539	486.897	169.894	351.693	448.805	164.915	365.944	433.460	165.223	335.604	436.465	165.220
5779	11.55600	382.971	491.479	169.690	377.842	505.915	170.025	367.514	486.598	169.937	351.370	448.716	164.947	365.367	433.112	165.199	335.090	436.700	165.172
5780	11.55800	382.887	491.558	169.702	377.444	505.870	170.003	367.551	486.360	169.966	351.117	448.626	164.950	364.781	432.731	165.213	334.568	436.937	165.188
5781	11.56000	382.779	491.646	169.728	377.046	505.833	169.998	367.573	486.122	169.931	350.809	448.546	164.968	364.141	432.385	165.253	334.046	437.166	165.221
5782	11.56200	382.679	491.716	169.756	376.602	505.769	169.976	367.604	485.866	169.865	350.502	448.465	164.953	363.564	432.065	165.244	333.572	437.385	165.237
5783	11.56400	382.579	491.795	169.767	376.218	505.706	169.957	367.625	485.584	169.910	350.232	448.359	164.989	362.995	431.744	165.203	333.065	437.622	165.254
5784	11.56600	382.495	491.866	169.794	375.820	505.651	169.952	367.669	485.303	169.957	349.932	448.296	164.974	362.372	431.398	165.241	332.574	437.866	165.222
5785	11.56800	382.387	491.936	169.822	375.406	505.597	169.915	367.729	485.092	169.969	349.640	448.214	164.958	361.786	431.096	165.264	332.106	438.137	165.204
5786	11.57000	382.287	492.024	169.816	375.053	505.516	169.927	367.806	484.854	169.903	349.340	448.125	164.962	361.162	430.793	165.252	331.623	438.358	165.254
5787	11.57200	382.196	492.103	169.796	374.669	505.435	169.971	367.890	484.616	169.899	349.055	448.036	164.964	360.539	430.474	165.273	331.140	438.603	165.254
5788	11.57400	382.103	492.191	169.824	374.263	505.328	169.965	367.965	484.361	169.929	348.771	447.973	164.949	359.939	430.162	165.279	330.687	438.857	165.238
5789	11.57600	382.042	492.261	169.820	373.902	505.221	169.994	368.041	484.132	169.941	348.494	447.875	164.968	359.315	429.895	165.265	330.227	439.138	165.236
5790	11.57800	381.966	492.331	169.816	373.496	505.096	169.928	368.125	483.885	169.922	348.194	447.786	165.002	358.685	429.601	165.268	329.775	439.390	165.188
5791	11.58000	381.859	492.419	169.810	373.127	504.962	169.973	368.216	483.683	169.887	347.902	447.696	164.973	358.053	429.283	165.323	329.322	439.619	165.222
5792	11.58200	381.760	492.489	169.805	372.790	504.855	169.938	368.330	483.480	169.885	347.632	447.617	165.022	357.422	429.005	165.262	328.885	439.884	165.254
5793	11.58400	381.676	492.559	169.801	372.375	504.712	169.937	368.451	483.279	169.914	347.356	447.526	164.993	356.785	428.754	165.243	328.471	440.173	165.266
5794	11.58600	381.561	492.611	169.797	372.077	504.605	169.902	368.581	483.041	169.942	347.032	447.454	164.964	356.153	428.478	165.247	328.042	440.452	165.201
5795	11.58800	381.469	492.690	169.808	371.670	504.463	169.933	368.672	482.803	169.909	346.771	447.373	164.949	355.491	428.212	165.295	327.643	440.698	165.204
