NO_OF_FRAMES	5700
NO_OF_CAMERAS	2
NO_OF_MARKERS	15
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 21:15:25.973	961859.55993530
DATA_INCLUDED	3D
MARKER_NAMES	a396_1g	ax	ay	b31_6g	bx	by	c27_7g	cx	cy	d14_6g	dx	dy	e5_9g	ex	ey
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	a396_1g X	a396_1g Y	a396_1g Z	ax X	ax Y	ax Z	ay X	ay Y	ay Z	b31_6g X	b31_6g Y	b31_6g Z	bx X	bx Y	bx Z	by X	by Y	by Z	c27_7g X	c27_7g Y	c27_7g Z	cx X	cx Y	cx Z	cy X	cy Y	cy Z	d14_6g X	d14_6g Y	d14_6g Z	dx X	dx Y	dx Z	dy X	dy Y	dy Z	e5_9g X	e5_9g Y	e5_9g Z	ex X	ex Y	ex Z	ey X	ey Y	ey Z	
37985	75.96800	369.781	688.948	172.663	360.232	656.992	170.996	402.318	677.705	170.404	374.136	316.517	164.997	386.078	299.569	165.695	389.523	329.611	165.322	484.709	399.649	164.740	467.593	388.850	164.982	497.454	382.917	164.968	387.769	564.987	166.074	366.118	569.988	166.679	383.678	544.240	166.223	274.261	513.161	162.212	293.715	508.820	166.231	276.988	532.371	166.276
37986	75.97000	369.856	688.902	172.703	361.882	656.544	170.965	402.896	679.286	170.367	374.558	316.554	164.998	386.532	299.640	165.686	389.922	329.712	165.354	484.542	399.869	164.723	467.331	389.204	165.020	497.130	383.040	164.976	387.639	564.747	166.143	366.056	569.872	166.688	383.512	543.942	165.993	274.199	513.152	162.195	293.622	508.776	166.215	276.942	532.352	166.275
37987	75.97200	369.925	688.892	172.717	363.674	656.131	170.967	403.431	680.918	170.342	375.014	316.600	165.010	387.032	299.729	165.675	390.314	329.776	165.366	484.375	400.124	164.701	467.098	389.598	164.942	496.856	383.180	164.949	387.522	564.545	166.055	365.965	569.748	166.714	383.212	543.756	165.932	274.153	513.135	162.195	293.530	508.741	166.215	276.918	532.335	166.275
37988	75.97400	369.994	688.900	172.736	365.377	655.840	170.956	403.899	682.542	170.327	375.412	316.619	165.014	387.509	299.803	165.697	390.705	329.892	165.364	484.199	400.353	164.698	466.807	389.959	164.932	496.511	383.301	164.924	387.392	564.343	165.999	365.896	569.607	166.708	383.095	543.657	166.079	274.091	513.136	162.195	293.477	508.696	166.230	276.880	532.317	166.274
37989	75.97600	370.055	688.893	172.720	367.127	655.601	170.984	404.244	684.219	170.265	375.834	316.681	164.994	387.967	299.884	165.705	391.076	329.971	165.339	484.023	400.572	164.682	466.543	390.322	164.985	496.193	383.433	164.947	387.343	564.141	165.974	365.833	569.483	166.734	382.773	543.582	166.449	273.912	513.158	162.168	293.423	508.651	166.244	276.834	532.308	166.289
37990	75.97800	370.122	688.838	172.774	368.776	655.442	170.971	404.506	685.876	170.258	376.264	316.703	165.029	388.486	299.980	165.673	391.473	330.087	165.339	483.829	400.802	164.711	466.285	390.699	164.942	495.892	383.574	164.952	387.287	563.929	165.996	365.770	569.342	166.727	382.117	543.260	166.601	273.859	513.149	162.183	293.362	508.615	166.243	276.796	532.291	166.289
37991	75.98000	370.205	688.782	172.829	370.516	655.388	170.971	404.649	687.560	170.189	376.688	316.757	165.024	388.887	300.047	165.717	391.836	330.177	165.357	483.667	401.024	164.725	466.033	391.095	164.928	495.594	383.706	164.941	387.194	563.671	166.066	365.685	569.210	166.706	381.808	542.879	166.684	273.813	513.131	162.183	293.293	508.578	166.273	276.758	532.281	166.303
37992	75.98200	370.326	688.775	172.812	372.304	655.459	170.927	404.843	689.338	170.153	377.125	316.786	165.043	389.455	300.168	165.663	392.211	330.299	165.310	483.477	401.279	164.703	465.762	391.441	164.984	495.251	383.870	164.895	387.072	563.468	166.074	365.600	569.122	166.702	381.184	542.550	166.755	273.768	513.131	162.212	293.270	508.542	166.272	276.719	532.273	166.288
37993	75.98400	370.520	688.766	172.823	374.038	655.644	170.879	404.943	690.913	170.186	377.534	316.848	165.020	389.879	300.244	165.721	392.574	330.409	165.356	483.302	401.516	164.685	465.493	391.819	164.973	494.986	384.002	164.919	386.988	563.310	166.004	365.524	569.007	166.681	380.770	542.205	166.654	273.721	513.121	162.195	293.225	508.516	166.288	276.696	532.256	166.288
37994	75.98600	370.650	688.757	172.839	375.789	655.844	170.899	404.905	692.641	170.108	377.977	316.877	165.040	390.407	300.355	165.653	392.946	330.498	165.346	483.156	401.754	164.697	465.256	392.224	164.974	494.630	384.127	164.956	386.880	563.098	165.995	365.440	568.884	166.675	380.808	542.046	166.660	273.683	513.112	162.210	293.155	508.480	166.288	276.643	532.238	166.319
37995	75.98800	370.804	688.767	172.830	377.526	656.124	170.883	404.796	694.292	170.146	378.378	316.931	165.034	390.865	300.414	165.713	393.350	330.596	165.348	482.939	401.975	164.712	464.978	392.568	164.999	494.305	384.232	164.967	386.764	562.859	166.036	365.371	568.751	166.652	380.705	542.071	166.824	273.644	513.093	162.209	293.094	508.445	166.288	276.613	532.229	166.334
37996	75.99000	370.872	688.741	172.841	379.277	656.527	170.849	404.621	695.981	170.100	378.840	316.993	165.013	391.375	300.543	165.644	393.717	330.693	165.320	482.775	402.187	164.745	464.730	392.932	165.054	493.980	384.382	164.987	386.662	562.620	166.104	365.310	568.620	166.600	380.717	541.968	166.547	273.592	513.093	162.239	292.993	508.429	166.259	276.582	532.211	166.333
37997	75.99200	370.977	688.730	172.886	380.968	656.956	170.835	404.288	697.623	170.120	379.254	317.022	165.031	391.828	300.609	165.685	394.118	330.783	165.340	482.585	402.425	164.725	464.494	393.344	165.008	493.665	384.523	164.991	386.555	562.425	166.097	365.224	568.505	166.608	380.894	542.118	166.571	273.538	513.091	162.237	292.931	508.402	166.243	276.551	532.203	166.318
37998	75.99400	371.099	688.740	172.874	382.621	657.472	170.831	403.967	699.275	170.102	379.685	317.092	164.992	392.358	300.723	165.652	394.500	330.857	165.364	482.402	402.662	164.706	464.227	393.705	165.000	493.350	384.672	164.978	386.407	562.196	166.055	365.154	568.398	166.634	380.859	542.049	166.349	273.461	513.071	162.232	292.869	508.358	166.227	276.513	532.194	166.332
37999	75.99600	371.198	688.732	172.857	384.282	658.094	170.810	403.507	700.880	170.123	380.099	317.104	165.014	392.774	300.786	165.660	394.886	330.961	165.317	482.249	402.891	164.705	463.955	394.075	165.039	493.034	384.819	164.968	386.328	561.994	166.030	365.068	568.257	166.628	380.781	541.785	166.310	273.407	513.053	162.232	292.814	508.304	166.195	276.482	532.184	166.315
38000	75.99800	371.304	688.734	172.828	385.883	658.760	170.780	402.970	702.487	170.113	380.508	317.190	164.970	393.304	300.895	165.677	395.248	331.042	165.324	482.070	403.121	164.735	463.751	394.463	165.010	492.723	384.978	164.936	386.287	561.790	166.069	364.997	568.125	166.637	380.665	541.634	166.383	273.338	513.044	162.246	292.744	508.259	166.179	276.443	532.166	166.314
38001	76.00000	371.387	688.752	172.830	387.467	659.495	170.788	402.381	704.031	170.111	380.953	317.227	164.971	393.742	300.958	165.686	395.668	331.133	165.342	481.884	403.341	164.752	463.509	394.841	164.968	492.391	385.108	164.928	386.187	561.524	166.155	364.928	568.036	166.665	380.220	541.430	166.302	273.285	513.025	162.245	292.675	508.223	166.177	276.420	532.149	166.314
38002	76.00200	371.525	688.754	172.801	388.985	660.339	170.686	401.667	705.541	170.102	381.386	317.306	164.944	394.214	301.042	165.726	396.032	331.229	165.315	481.684	403.562	164.765	463.236	395.213	165.039	492.057	385.250	164.965	386.080	561.311	166.179	364.860	567.921	166.645	379.911	541.207	166.408	273.215	513.007	162.244	292.583	508.170	166.177	276.381	532.140	166.298
38003	76.00400	371.639	688.757	172.771	390.470	661.240	170.700	400.894	707.042	170.078	381.823	317.341	164.914	394.726	301.138	165.694	396.368	331.362	165.309	481.524	403.800	164.747	462.991	395.581	165.016	491.734	385.390	164.969	386.011	561.162	166.127	364.792	567.781	166.607	379.564	541.020	166.478	273.154	512.989	162.243	292.522	508.125	166.192	276.342	532.113	166.282
38004	76.00600	371.745	688.776	172.744	391.911	662.192	170.723	400.082	708.469	170.106	382.245	317.390	164.960	395.168	301.212	165.719	396.779	331.441	165.286	481.365	404.045	164.712	462.749	395.959	164.974	491.423	385.532	165.006	385.881	560.941	166.103	364.739	567.674	166.635	379.270	540.560	166.526	273.114	512.981	162.227	292.476	508.080	166.207	276.295	532.105	166.266
38005	76.00800	371.837	688.778	172.714	393.312	663.244	170.678	399.179	709.888	170.118	382.676	317.442	164.925	395.679	301.301	165.705	397.137	331.532	165.306	481.194	404.275	164.743	462.502	396.331	165.013	491.073	385.681	165.027	385.732	560.712	166.093	364.647	567.524	166.611	378.931	540.215	166.497	273.046	512.973	162.243	292.400	508.035	166.222	276.264	532.087	166.265
38006	76.01000	371.937	688.796	172.719	394.655	664.330	170.641	398.168	711.218	170.146	383.089	317.481	164.957	396.120	301.382	165.714	397.510	331.636	165.261	481.018	404.487	164.743	462.257	396.691	165.006	490.747	385.829	164.982	385.676	560.474	166.100	364.585	567.419	166.607	378.493	540.046	166.472	272.991	512.965	162.228	292.347	508.000	166.252	276.225	532.078	166.249
38007	76.01200	372.028	688.817	172.659	395.921	665.508	170.664	397.157	712.515	170.137	383.552	317.535	164.952	396.618	301.476	165.649	397.908	331.727	165.282	480.803	404.698	164.744	462.038	397.112	164.945	490.445	385.961	165.005	385.556	560.261	166.094	364.507	567.277	166.600	378.486	539.888	166.415	272.843	512.968	162.200	292.285	507.955	166.267	276.194	532.069	166.233
38008	76.01400	372.134	688.827	172.646	397.164	666.735	170.615	396.047	713.758	170.150	383.957	317.571	164.954	397.105	301.569	165.703	398.285	331.816	165.270	480.634	404.944	164.741	461.805	397.483	164.986	490.107	386.125	164.960	385.441	560.049	166.118	364.453	567.162	166.611	378.547	539.888	166.421	272.805	512.960	162.215	292.210	507.911	166.315	276.164	532.043	166.248
38009	76.01600	372.279	688.847	172.620	398.321	668.010	170.636	394.867	714.922	170.163	384.374	317.633	164.931	397.593	301.671	165.623	398.683	331.889	165.295	480.482	405.199	164.721	461.558	397.830	165.043	489.782	386.274	164.914	385.354	559.829	166.092	364.374	567.039	166.605	378.500	540.037	166.521	272.767	512.941	162.214	292.140	507.876	166.315	276.125	532.034	166.233
38010	76.01800	372.394	688.857	172.608	399.403	669.329	170.647	393.658	716.050	170.172	384.801	317.657	164.999	398.075	301.757	165.693	399.044	331.988	165.297	480.312	405.428	164.721	461.368	398.252	165.013	489.494	386.451	164.947	385.305	559.617	166.085	364.335	566.958	166.681	378.716	539.765	166.392	272.721	512.941	162.213	292.079	507.850	166.331	276.102	532.034	166.233
38011	76.02000	372.479	688.868	172.565	400.425	670.720	170.608	392.396	717.100	170.184	385.226	317.714	164.915	398.554	301.868	165.626	399.428	332.069	165.304	480.137	405.640	164.720	461.137	398.622	165.023	489.153	386.599	164.968	385.199	559.343	166.092	364.259	566.844	166.659	378.835	539.487	166.053	272.690	512.922	162.212	292.017	507.815	166.332	276.071	532.017	166.232
38012	76.02200	372.587	688.905	172.542	401.393	672.144	170.606	391.079	718.095	170.216	385.679	317.748	164.995	399.004	301.927	165.687	399.848	332.162	165.353	479.952	405.861	164.736	460.844	398.991	165.033	488.803	386.759	165.001	385.091	559.129	166.211	364.222	566.754	166.718	378.741	539.052	166.300	272.644	512.913	162.226	291.885	507.808	166.287	276.048	531.990	166.247
38013	76.02400	372.679	688.915	172.529	402.285	673.611	170.596	389.708	719.012	170.249	386.110	317.775	164.981	399.527	302.050	165.668	400.187	332.275	165.323	479.764	406.108	164.766	460.653	399.424	165.048	488.488	386.899	165.007	384.884	558.997	166.158	364.130	566.605	166.665	378.366	538.636	166.207	272.621	512.912	162.225	291.823	507.772	166.255	276.018	531.981	166.262
38014	76.02600	372.771	688.944	172.489	403.083	675.119	170.638	388.292	719.852	170.250	386.507	317.846	164.975	399.958	302.114	165.676	400.565	332.356	165.330	479.598	406.353	164.731	460.425	399.784	165.011	488.141	387.057	165.009	384.249	558.861	166.242	364.083	566.516	166.693	377.297	537.601	167.149	272.575	512.894	162.224	291.753	507.746	166.239	275.987	531.963	166.261
38015	76.02800	372.871	688.973	172.449	403.816	676.684	170.597	386.837	720.611	170.284	386.946	317.860	165.026	400.458	302.212	165.678	400.960	332.465	165.344	479.430	406.566	164.732	460.199	400.147	165.069	487.803	387.233	165.008	383.820	558.667	166.144	364.014	566.410	166.719	376.958	537.311	166.903	272.520	512.884	162.207	291.691	507.710	166.208	275.957	531.954	166.277
38016	76.03000	372.956	689.008	172.456	404.492	678.253	170.637	385.336	721.283	170.301	387.384	317.930	164.989	400.918	302.296	165.716	401.334	332.543	165.320	479.268	406.787	164.747	459.938	400.560	165.059	487.530	387.400	165.027	383.810	558.402	166.167	363.945	566.287	166.683	376.710	537.108	166.817	272.452	512.875	162.221	291.629	507.683	166.223	275.935	531.945	166.291
38017	76.03200	373.017	689.062	172.434	405.040	679.876	170.622	383.820	721.921	170.312	387.768	317.949	164.992	401.412	302.400	165.668	401.681	332.665	165.272	479.067	407.025	164.761	459.722	400.955	164.984	487.175	387.568	165.043	383.861	558.181	166.182	363.867	566.137	166.660	376.539	536.957	166.861	272.368	512.864	162.234	291.552	507.648	166.224	275.904	531.918	166.306
38018	76.03400	373.100	689.080	172.438	405.572	681.480	170.638	382.265	722.454	170.332	388.252	317.997	165.038	401.919	302.493	165.719	402.081	332.756	165.292	478.889	407.263	164.776	459.504	401.336	165.040	486.822	387.743	165.044	383.996	557.970	166.185	363.811	565.987	166.669	376.319	536.719	166.808	272.314	512.855	162.249	291.506	507.612	166.223	275.882	531.909	166.321
38019	76.03600	373.200	689.097	172.443	405.947	683.172	170.610	380.678	722.879	170.394	388.631	318.039	164.987	402.350	302.587	165.658	402.455	332.844	165.281	478.699	407.491	164.744	459.287	401.698	165.068	486.491	387.893	165.063	384.186	557.751	166.164	363.748	565.872	166.679	376.131	536.550	166.789	272.253	512.846	162.263	291.453	507.576	166.222	275.844	531.883	166.336
38020	76.03800	373.293	689.134	172.420	406.324	684.812	170.600	379.049	723.248	170.368	389.075	318.086	165.002	402.850	302.678	165.677	402.820	332.943	165.284	478.515	407.712	164.759	459.069	402.102	165.010	486.184	388.060	165.047	384.176	557.505	166.093	363.687	565.766	166.675	375.961	536.417	166.832	272.200	512.836	162.277	291.399	507.541	166.222	275.814	531.873	166.351
38021	76.04000	373.332	689.174	172.334	406.519	686.454	170.674	377.461	723.533	170.434	389.491	318.125	165.032	403.311	302.769	165.697	403.209	333.024	165.290	478.376	407.951	164.773	458.844	402.492	165.080	485.814	388.234	165.016	384.067	557.240	166.084	363.633	565.642	166.731	375.760	536.266	166.845	272.154	512.827	162.292	291.353	507.513	166.236	275.776	531.864	166.365
38022	76.04200	373.372	689.213	172.278	406.761	688.152	170.696	375.788	723.743	170.434	389.897	318.194	164.995	403.781	302.865	165.666	403.570	333.115	165.310	478.184	408.189	164.786	458.614	402.861	165.060	485.521	388.411	165.048	383.930	557.028	166.110	363.550	565.518	166.727	375.542	536.107	166.779	272.101	512.819	162.308	291.308	507.478	166.267	275.745	531.837	166.380
38023	76.04400	373.485	689.230	172.281	406.686	689.870	170.630	374.156	723.889	170.370	390.345	318.213	164.997	404.287	302.941	165.722	403.966	333.205	165.329	478.024	408.409	164.771	458.417	403.266	165.034	485.173	388.570	165.049	383.828	556.850	166.165	363.512	565.395	166.690	375.317	535.904	166.758	272.040	512.810	162.322	291.231	507.451	166.282	275.715	531.819	166.379
38024	76.04600	373.597	689.277	172.239	406.760	691.553	170.590	372.503	723.887	170.421	390.777	318.295	165.001	404.711	303.044	165.673	404.336	333.294	165.317	477.817	408.646	164.755	458.200	403.664	165.088	484.792	388.727	165.052	383.521	556.681	166.196	363.450	565.263	166.669	375.129	535.700	166.833	271.978	512.793	162.323	291.186	507.415	166.313	275.684	531.810	166.394
38025	76.04800	373.642	689.312	172.246	406.672	693.224	170.709	370.898	723.845	170.538	391.166	318.327	164.942	405.208	303.138	165.726	404.689	333.377	165.356	477.644	408.867	164.803	457.955	404.025	165.084	484.468	388.894	165.070	382.997	556.546	166.254	363.380	565.148	166.680	374.924	535.470	166.794	271.853	512.804	162.277	291.125	507.371	166.328	275.654	531.792	166.393
38026	76.05000	373.638	689.319	172.266	406.532	694.881	170.651	369.283	723.727	170.504	391.615	318.385	164.998	405.674	303.224	165.680	405.100	333.484	165.338	477.475	409.088	164.820	457.785	404.433	165.121	484.154	389.079	165.051	382.981	556.317	166.196	363.349	565.050	166.723	374.646	535.188	166.598	271.799	512.786	162.277	291.071	507.354	166.328	275.616	531.783	166.408
38027	76.05200	373.693	689.343	172.321	406.282	696.554	170.739	367.653	723.492	170.644	392.044	318.453	164.930	406.139	303.315	165.702	405.443	333.572	165.330	477.303	409.343	164.767	457.573	404.828	165.083	483.830	389.287	165.017	383.209	555.973	166.304	363.294	564.961	166.782	374.462	535.046	166.628	271.753	512.786	162.276	290.994	507.300	166.328	275.569	531.765	166.407
38028	76.05400	373.832	689.403	172.350	406.022	698.214	170.737	366.039	723.201	170.577	392.451	318.492	164.961	406.643	303.414	165.701	405.814	333.668	165.302	477.150	409.581	164.751	457.319	405.188	165.080	483.498	389.463	165.017	383.241	555.711	166.090	363.269	564.854	166.872	374.276	534.869	166.562	271.722	512.767	162.275	290.932	507.264	166.328	275.546	531.747	166.407
38029	76.05600	373.925	689.449	172.312	405.581	699.835	170.787	364.476	722.804	170.669	392.939	318.536	164.941	407.035	303.469	165.733	406.231	333.725	165.326	476.987	409.811	164.782	457.103	405.586	165.105	483.159	389.622	165.017	383.156	555.404	165.978	363.216	564.730	166.898	374.073	534.675	166.590	271.676	512.766	162.273	290.839	507.239	166.313	275.516	531.738	166.422
38030	76.05800	373.995	689.511	172.309	405.089	701.423	170.804	362.917	722.350	170.699	393.288	318.605	164.906	407.589	303.608	165.674	406.589	333.828	165.284	476.785	410.030	164.801	456.924	405.972	165.050	482.789	389.804	165.003	383.070	555.183	166.014	363.162	564.614	166.941	373.871	534.488	166.601	271.637	512.757	162.257	290.785	507.194	166.297	275.492	531.712	166.406
38031	76.06000	374.080	689.563	172.320	404.560	702.994	170.789	361.381	721.828	170.717	393.750	318.646	164.968	408.028	303.667	165.736	406.922	333.925	165.255	476.600	410.234	164.819	456.731	406.370	165.075	482.442	389.964	165.069	382.975	554.961	166.080	363.093	564.474	166.872	373.755	534.346	166.630	271.590	512.748	162.240	290.715	507.168	166.282	275.463	531.712	166.437
38032	76.06200	374.149	689.608	172.313	403.883	704.529	170.798	359.869	721.198	170.778	394.190	318.708	164.945	408.526	303.786	165.651	407.333	334.008	165.291	476.418	410.479	164.785	456.506	406.741	165.119	482.093	390.141	165.100	382.921	554.722	166.176	363.016	564.334	166.804	373.660	534.283	166.806	271.552	512.729	162.239	290.647	507.123	166.297	275.424	531.703	166.421
38033	76.06400	374.210	689.643	172.320	403.137	706.044	170.836	358.400	720.533	170.832	394.595	318.752	164.930	409.006	303.879	165.704	407.697	334.096	165.281	476.273	410.734	164.767	456.288	407.135	165.048	481.793	390.358	165.050	382.839	554.599	166.111	362.931	564.202	166.750	373.672	534.264	167.030	271.490	512.729	162.238	290.592	507.069	166.265	275.400	531.677	166.406
38034	76.06600	374.287	689.683	172.375	402.379	707.510	170.806	356.971	719.768	170.837	395.050	318.791	164.960	409.495	303.965	165.659	408.101	334.195	165.283	476.127	410.973	164.783	456.103	407.566	165.041	481.472	390.543	165.032	382.761	554.439	166.138	362.885	564.062	166.715	373.457	534.105	166.963	271.444	512.711	162.238	290.546	507.034	166.265	275.363	531.668	166.452
38035	76.06800	374.341	689.745	172.371	401.520	708.937	170.832	355.547	718.889	170.835	395.465	318.826	164.929	409.931	304.071	165.645	408.444	334.284	165.273	475.934	411.166	164.787	455.912	407.929	165.069	481.137	390.703	165.031	382.654	554.227	166.164	362.823	563.895	166.661	373.143	533.858	166.798	271.366	512.702	162.220	290.500	506.990	166.281	275.347	531.650	166.420
38036	76.07000	374.403	689.788	172.395	400.576	710.294	170.847	354.136	717.991	170.859	395.871	318.889	164.940	410.450	304.153	165.648	408.810	334.374	165.293	475.758	411.378	164.789	455.703	408.301	165.111	480.810	390.920	165.012	382.437	554.060	166.020	362.768	563.762	166.671	372.836	533.628	166.727	271.305	512.693	162.235	290.461	506.953	166.280	275.316	531.650	166.420
38037	76.07200	374.464	689.848	172.422	399.565	711.628	170.810	352.818	717.014	170.888	396.310	318.886	164.995	410.877	304.251	165.652	409.223	334.465	165.312	475.555	411.617	164.836	455.497	408.723	165.087	480.426	391.105	165.093	382.270	553.830	166.039	362.728	563.656	166.698	372.605	533.381	166.657	271.252	512.683	162.250	290.408	506.918	166.280	275.285	531.624	166.404
38038	76.07400	374.532	689.909	172.416	398.468	712.879	170.838	351.555	715.971	170.876	396.725	318.972	164.953	411.355	304.349	165.653	409.581	334.561	165.286	475.411	411.880	164.801	455.292	409.085	165.083	480.083	391.265	165.127	382.126	553.598	166.216	362.682	563.540	166.740	372.286	533.063	166.521	271.198	512.683	162.248	290.339	506.890	166.294	275.238	531.615	166.387
38039	76.07600	374.554	689.942	172.452	397.328	714.094	170.862	350.328	714.841	170.848	397.148	319.002	164.970	411.863	304.448	165.655	409.920	334.642	165.292	475.239	412.108	164.738	455.114	409.507	165.094	479.757	391.473	165.059	381.950	553.491	166.243	362.637	563.408	166.750	371.865	532.719	166.209	271.152	512.665	162.248	290.277	506.855	166.294	275.222	531.606	166.372
38040	76.07800	374.585	689.985	172.476	396.147	715.240	170.872	349.168	713.650	170.825	397.609	319.023	165.005	412.245	304.528	165.661	410.355	334.714	165.283	475.047	412.319	164.740	454.934	409.919	165.023	479.399	391.658	165.039	381.585	553.244	166.143	362.606	563.319	166.778	371.634	532.533	166.158	271.105	512.656	162.232	290.209	506.828	166.309	275.183	531.597	166.355
38041	76.08000	374.638	690.026	172.530	394.921	716.346	170.827	348.054	712.407	170.796	397.963	319.090	164.934	412.826	304.652	165.640	410.682	334.818	165.238	474.891	412.541	164.789	454.703	410.266	165.084	479.132	391.844	165.054	381.354	552.996	166.166	362.567	563.230	166.807	371.435	532.364	166.140	271.059	512.647	162.247	290.124	506.792	166.308	275.152	531.588	166.339
38042	76.08200	374.698	690.059	172.566	393.611	717.344	170.825	347.009	711.099	170.834	398.423	319.114	165.002	413.191	304.710	165.699	411.037	334.899	165.246	474.694	412.772	164.853	454.489	410.633	165.238	478.780	392.079	165.034	381.192	552.801	166.158	362.498	563.090	166.770	371.233	532.187	166.167	271.021	512.638	162.262	290.070	506.757	166.308	275.120	531.579	166.322
38043	76.08400	374.728	690.093	172.572	392.278	718.299	170.801	346.056	709.741	170.838	398.834	319.158	164.981	413.750	304.847	165.612	411.455	334.973	165.266	474.527	412.992	164.838	454.339	411.066	165.026	478.347	392.245	165.018	381.069	552.616	166.168	362.436	562.975	166.750	371.025	531.983	166.147	270.935	512.629	162.214	290.001	506.730	166.292	275.089	531.570	166.306
38044	76.08600	374.774	690.136	172.595	390.899	719.166	170.791	345.140	708.350	170.805	399.248	319.210	164.948	414.171	304.915	165.684	411.777	335.080	165.283	474.324	413.237	164.774	454.165	411.472	165.004	478.056	392.414	165.067	380.960	552.395	166.174	362.366	562.852	166.745	370.793	531.797	166.095	270.826	512.640	162.200	289.931	506.694	166.291	275.058	531.561	166.290
38045	76.08800	374.812	690.169	172.632	389.453	719.983	170.741	344.308	706.889	170.794	399.687	319.241	164.995	414.665	305.036	165.633	412.186	335.161	165.290	474.171	413.474	164.759	453.950	411.828	165.147	477.674	392.659	165.024	380.837	552.148	166.135	362.327	562.719	166.786	370.615	531.655	166.123	270.787	512.631	162.183	289.869	506.667	166.275	275.025	531.535	166.243
38046	76.09000	374.842	690.221	172.640	387.943	720.729	170.706	343.528	705.375	170.776	400.105	319.293	164.958	415.109	305.110	165.657	412.541	335.235	165.311	474.010	413.713	164.773	453.697	412.239	165.012	477.335	392.862	165.036	381.013	551.717	166.083	362.257	562.568	166.828	370.455	531.531	166.122	270.741	512.631	162.182	289.800	506.641	166.260	274.995	531.525	166.258
38047	76.09200	374.879	690.237	172.674	386.482	721.369	170.687	342.832	703.855	170.713	400.509	319.337	164.944	415.621	305.216	165.638	412.890	335.333	165.314	473.826	413.934	164.789	453.549	412.666	165.112	477.092	393.049	165.117	381.205	551.472	166.019	362.180	562.409	166.789	370.265	531.425	166.152	270.702	512.621	162.166	289.707	506.614	166.244	274.971	531.517	166.242
38048	76.09400	374.886	690.271	172.678	384.919	721.940	170.650	342.243	702.264	170.674	400.950	319.376	164.972	416.015	305.296	165.648	413.272	335.430	165.286	473.640	414.155	164.806	453.397	412.951	165.203	476.667	393.241	165.082	381.141	551.329	166.110	362.141	562.277	166.800	370.110	531.292	166.133	270.648	512.621	162.165	289.621	506.597	166.213	274.940	531.508	166.226
38049	76.09600	374.923	690.304	172.715	383.389	722.422	170.631	341.708	700.649	170.619	401.371	319.435	164.922	416.552	305.393	165.615	413.636	335.518	165.276	473.415	414.367	164.841	453.200	413.418	164.989	476.267	393.423	165.068	381.078	551.205	166.136	362.080	562.153	166.795	369.886	531.132	166.161	270.601	512.611	162.148	289.560	506.579	166.213	274.910	531.481	166.241
38050	76.09800	374.961	690.339	172.721	381.833	722.834	170.627	341.266	699.045	170.524	401.754	319.491	164.949	416.993	305.493	165.651	414.000	335.607	165.266	473.282	414.612	164.844	453.070	413.871	165.040	476.002	393.664	165.105	380.948	551.002	166.115	362.033	562.021	166.774	369.662	530.946	166.172	270.563	512.593	162.147	289.506	506.544	166.213	274.888	531.464	166.272
38051	76.10000	374.976	690.364	172.740	380.241	723.169	170.594	340.906	697.367	170.482	402.273	319.536	164.930	417.446	305.592	165.653	414.421	335.687	165.239	473.137	414.865	164.731	452.798	414.146	165.112	475.665	393.909	165.064	380.709	550.710	166.115	361.972	561.890	166.690	369.484	530.733	166.169	270.516	512.593	162.146	289.459	506.509	166.213	274.865	531.454	166.287
38052	76.10200	375.058	690.371	172.787	378.663	723.410	170.526	340.624	695.705	170.479	402.609	319.620	164.858	417.964	305.691	165.653	414.771	335.774	165.231	472.966	415.103	164.681	452.611	414.611	165.037	475.342	394.099	165.035	380.278	550.619	166.208	361.925	561.758	166.702	369.279	530.530	166.121	270.455	512.575	162.146	289.421	506.482	166.228	274.835	531.445	166.302
38053	76.10400	375.073	690.380	172.772	377.040	723.609	170.577	340.428	694.026	170.481	403.093	319.669	164.904	418.397	305.798	165.673	415.105	335.880	165.217	472.783	415.325	164.764	452.513	415.026	165.032	474.996	394.268	165.050	380.139	550.530	166.239	361.901	561.651	166.730	369.130	530.362	166.101	270.408	512.557	162.145	289.376	506.455	166.244	274.812	531.410	166.302
38054	76.10600	375.060	690.445	172.706	375.333	723.708	170.543	340.251	692.363	170.343	403.517	319.706	164.903	418.886	305.905	165.654	415.523	335.954	165.239	472.608	415.557	164.859	452.304	415.291	165.129	474.570	394.435	165.100	380.122	550.379	166.321	361.854	561.519	166.741	368.943	530.211	166.081	270.355	512.549	162.161	289.322	506.420	166.244	274.797	531.402	166.318
38055	76.10800	375.016	690.520	172.626	373.796	723.673	170.567	340.313	690.669	170.318	403.929	319.785	164.881	419.377	306.003	165.657	415.891	336.050	165.215	472.450	415.743	164.914	452.176	415.793	165.114	474.246	394.680	165.160	380.042	550.385	166.582	361.808	561.378	166.736	368.747	530.034	166.081	270.302	512.539	162.175	289.268	506.394	166.260	274.774	531.385	166.318
