NO_OF_FRAMES	5700
NO_OF_CAMERAS	2
NO_OF_MARKERS	15
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-21, 21:15:25.973	961859.55993530
DATA_INCLUDED	3D
MARKER_NAMES	a396_1g	ax	ay	b31_6g	bx	by	c27_7g	cx	cy	d14_6g	dx	dy	e5_9g	ex	ey
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured
Frame	Time	a396_1g X	a396_1g Y	a396_1g Z	ax X	ax Y	ax Z	ay X	ay Y	ay Z	b31_6g X	b31_6g Y	b31_6g Z	bx X	bx Y	bx Z	by X	by Y	by Z	c27_7g X	c27_7g Y	c27_7g Z	cx X	cx Y	cx Z	cy X	cy Y	cy Z	d14_6g X	d14_6g Y	d14_6g Z	dx X	dx Y	dx Z	dy X	dy Y	dy Z	e5_9g X	e5_9g Y	e5_9g Z	ex X	ex Y	ex Z	ey X	ey Y	ey Z	
33288	66.57400	273.475	605.335	172.707	275.104	638.524	170.527	238.898	608.583	170.374	130.577	531.255	165.344	149.885	523.903	166.036	135.867	550.796	165.600	464.725	740.507	165.491	483.352	732.937	165.566	470.408	760.708	165.706	48.876	241.914	165.682	38.736	222.145	166.424	69.169	230.415	165.650	186.323	180.258	161.921	169.552	190.503	166.326	177.827	162.911	166.052
33289	66.57600	273.452	605.350	172.736	273.183	638.636	170.465	238.589	606.783	170.370	131.365	530.974	165.294	150.611	523.338	166.081	136.911	550.437	165.488	464.375	740.699	165.465	482.908	732.810	165.567	470.453	760.810	165.731	48.563	241.722	165.714	38.196	222.018	166.397	68.785	229.992	165.657	186.437	179.131	161.923	169.470	189.057	166.325	178.272	161.615	166.050
33290	66.57800	273.148	605.437	172.671	271.315	638.650	170.407	238.467	604.963	170.266	132.165	530.603	165.368	151.298	522.766	166.049	137.941	550.039	165.542	464.076	740.888	165.471	482.488	732.698	165.633	470.483	760.872	165.730	48.311	241.451	165.674	37.782	221.884	166.431	68.373	229.558	165.681	186.540	178.023	161.952	169.396	187.600	166.314	178.769	160.332	166.044
33291	66.58000	273.042	605.495	172.717	269.480	638.584	170.421	238.428	603.190	170.291	132.982	530.270	165.381	152.008	522.187	166.097	139.091	549.592	165.578	463.755	740.808	165.465	482.020	732.326	165.646	470.424	760.697	165.721	48.036	241.212	165.688	37.368	221.732	166.438	67.999	229.144	165.717	186.659	176.911	161.950	169.329	186.128	166.311	179.233	159.073	166.065
33292	66.58200	272.973	605.526	172.745	267.638	638.394	170.451	238.536	601.377	170.250	133.779	529.983	165.348	152.701	521.622	166.049	140.082	549.234	165.498	463.356	740.683	165.465	481.559	731.965	165.644	470.371	760.438	165.690	47.806	240.999	165.713	36.856	221.638	166.401	67.622	228.688	165.686	186.783	175.800	161.949	169.267	184.669	166.273	179.709	157.794	166.010
33293	66.58400	272.896	605.525	172.743	265.842	638.068	170.472	238.598	599.583	170.216	134.587	529.656	165.344	153.436	521.050	166.113	141.155	548.815	165.582	463.032	740.566	165.483	481.075	731.583	165.672	470.323	760.211	165.699	47.558	240.794	165.718	36.411	221.490	166.390	67.186	228.266	165.674	186.906	174.713	161.924	169.208	183.204	166.255	180.196	156.553	166.028
33294	66.58600	272.811	605.534	172.727	264.036	637.704	170.484	238.895	597.771	170.249	135.438	529.284	165.387	154.115	520.505	166.067	142.252	548.360	165.560	462.694	740.439	165.515	480.605	731.209	165.717	470.258	759.971	165.641	47.209	240.535	165.704	35.933	221.394	166.356	66.808	227.849	165.679	187.026	173.595	161.944	169.167	181.725	166.195	180.685	155.304	166.015
33295	66.58800	272.697	605.542	172.741	262.195	637.217	170.449	239.227	596.007	170.214	136.227	528.978	165.354	154.809	519.923	166.114	143.241	547.988	165.556	462.335	740.307	165.498	480.114	730.830	165.712	470.190	759.746	165.619	46.951	240.285	165.673	35.477	221.266	166.337	66.438	227.408	165.659	187.145	172.473	161.934	169.122	180.252	166.169	181.175	154.060	166.004
33296	66.59000	272.559	605.541	172.737	260.436	636.617	170.486	239.704	594.259	170.153	137.023	528.700	165.307	155.504	519.371	166.085	144.339	547.544	165.625	461.997	740.183	165.499	479.644	730.449	165.740	470.128	759.483	165.621	46.705	240.071	165.698	34.959	221.163	166.286	66.011	226.985	165.648	187.245	171.353	161.925	169.082	178.757	166.120	181.663	152.830	165.987
33297	66.59200	272.451	605.540	172.735	258.694	635.972	170.468	240.262	592.527	170.191	137.853	528.322	165.367	156.230	518.807	166.134	145.403	547.128	165.606	461.638	740.067	165.486	479.147	730.113	165.730	470.054	759.233	165.577	46.439	239.853	165.691	34.558	221.038	166.302	65.609	226.550	165.659	187.325	170.245	161.930	169.072	177.292	166.111	182.164	151.634	166.011
33298	66.59400	272.366	605.540	172.702	256.958	635.204	170.436	240.908	590.851	170.144	138.654	527.970	165.380	156.882	518.243	166.056	146.399	546.712	165.629	461.302	739.952	165.473	478.666	729.726	165.709	469.962	758.965	165.559	46.113	239.612	165.688	34.139	220.941	166.338	65.271	226.137	165.648	187.407	169.148	161.897	169.058	175.798	166.066	182.652	150.421	165.990
33299	66.59600	272.250	605.549	172.685	255.335	634.358	170.481	241.633	589.198	170.147	139.436	527.699	165.347	157.596	517.681	166.137	147.488	546.267	165.624	460.941	739.828	165.473	478.161	729.339	165.687	469.886	758.722	165.533	45.903	239.362	165.676	33.619	220.821	166.312	64.885	225.713	165.624	187.572	168.034	161.957	169.023	174.318	166.068	183.154	149.209	166.023
33300	66.59800	272.150	605.567	172.654	253.699	633.405	170.479	242.457	587.610	170.114	140.246	527.344	165.296	158.249	517.110	166.078	148.561	545.835	165.649	460.604	739.720	165.478	477.694	728.970	165.670	469.795	758.446	165.498	45.605	239.137	165.654	33.256	220.718	166.402	64.429	225.289	165.661	187.702	166.923	161.965	169.036	172.818	166.099	183.642	148.023	166.011
33301	66.60000	272.041	605.566	172.619	252.168	632.395	170.430	243.365	586.047	170.070	141.084	527.002	165.358	158.926	516.563	166.095	149.552	545.405	165.611	460.252	739.605	165.465	477.164	728.598	165.684	469.722	758.171	165.433	45.346	238.926	165.677	32.741	220.596	166.412	64.058	224.864	165.638	187.833	165.790	162.001	168.992	171.336	166.124	184.164	146.836	166.053
33302	66.60200	271.917	605.566	172.586	250.630	631.276	170.431	244.361	584.519	170.094	141.884	526.696	165.357	159.623	516.016	166.082	150.605	544.969	165.591	459.915	739.464	165.462	476.690	728.238	165.653	469.646	757.892	165.431	45.080	238.697	165.705	32.347	220.511	166.427	63.598	224.441	165.627	187.922	164.666	161.967	168.983	169.830	166.095	184.667	145.652	166.045
33303	66.60400	271.809	605.540	172.566	249.229	630.087	170.428	245.456	583.080	170.095	142.674	526.371	165.261	160.279	515.453	166.132	151.687	544.497	165.645	459.555	739.339	165.462	476.148	727.860	165.618	469.545	757.623	165.413	44.826	238.441	165.693	31.876	220.381	166.443	63.217	224.045	165.659	188.005	163.576	161.972	168.970	168.337	166.112	185.143	144.481	166.050
33304	66.60600	271.708	605.540	172.533	247.845	628.828	170.452	246.605	581.727	170.104	143.479	526.021	165.308	160.933	514.900	166.073	152.683	544.091	165.548	459.218	739.224	165.449	475.671	727.506	165.636	469.462	757.370	165.401	44.563	238.211	165.674	31.477	220.311	166.468	62.830	223.601	165.642	188.098	162.469	161.986	168.984	166.849	166.081	185.670	143.307	166.005
33305	66.60800	271.629	605.522	172.498	246.535	627.516	170.442	247.824	580.419	170.133	144.330	525.685	165.352	161.625	514.353	166.092	153.732	543.619	165.603	458.872	739.107	165.467	475.121	727.163	165.608	469.379	757.093	165.368	44.313	238.009	165.712	30.962	220.187	166.431	62.360	223.214	165.668	188.252	161.358	162.001	169.135	165.361	166.015	186.142	142.152	166.058
33306	66.61000	271.545	605.505	172.496	245.325	626.144	170.445	249.104	579.174	170.122	145.116	525.378	165.288	162.295	513.797	166.033	154.796	543.165	165.583	458.527	738.982	165.468	474.621	726.809	165.625	469.310	756.813	165.366	44.039	237.784	165.690	30.571	220.106	166.395	61.956	222.783	165.615	188.332	160.261	161.977	169.180	163.847	166.015	186.719	141.014	166.035
33307	66.61200	271.445	605.479	172.478	244.174	624.710	170.429	250.468	577.981	170.116	145.936	525.050	165.255	162.934	513.262	166.069	155.844	542.716	165.578	458.169	738.860	165.438	474.096	726.434	165.671	469.225	756.507	165.373	43.747	237.531	165.660	30.093	219.996	166.370	61.569	222.382	165.617	188.421	159.164	162.006	169.200	162.345	165.997	187.095	139.881	166.030
33308	66.61400	271.358	605.462	172.412	243.109	623.198	170.426	251.863	576.886	170.102	146.744	524.718	165.333	163.602	512.708	166.073	156.895	542.224	165.619	457.824	738.735	165.439	473.574	726.100	165.660	469.135	756.253	165.362	43.494	237.291	165.677	29.697	219.907	166.339	61.095	221.973	165.651	188.635	158.068	162.020	169.198	160.865	166.038	187.720	138.760	166.004
33309	66.61600	271.266	605.435	172.424	242.138	621.656	170.499	253.352	575.860	170.124	147.536	524.393	165.331	164.262	512.187	166.077	157.886	541.815	165.585	457.478	738.601	165.453	473.031	725.764	165.650	469.058	755.974	165.360	43.236	237.074	165.670	29.198	219.817	166.286	60.711	221.573	165.604	188.695	156.969	161.987	169.217	159.321	165.973	188.126	137.630	166.055
33310	66.61800	271.197	605.417	172.421	241.250	620.090	170.529	254.888	574.931	170.168	148.321	524.058	165.252	164.929	511.633	166.082	158.915	541.310	165.640	457.103	738.503	165.443	472.500	725.416	165.686	468.965	755.664	165.400	42.974	236.852	165.681	28.837	219.731	166.289	60.319	221.191	165.634	188.781	155.848	161.962	169.288	157.874	166.059	188.749	136.489	166.037
33311	66.62000	271.119	605.383	172.386	240.443	618.428	170.538	256.455	574.081	170.200	149.142	523.717	165.315	165.560	511.088	166.103	159.947	540.866	165.606	456.774	738.395	165.449	471.962	725.072	165.689	468.858	755.383	165.398	42.691	236.618	165.645	28.290	219.633	166.239	59.854	220.756	165.660	188.898	154.756	161.977	169.384	156.325	166.000	189.100	135.386	166.043
33312	66.62200	271.034	605.359	172.338	239.706	616.765	170.549	258.073	573.330	170.163	149.970	523.400	165.360	166.197	510.542	166.030	160.959	540.398	165.632	456.413	738.281	165.435	471.404	724.736	165.680	468.759	755.079	165.374	42.427	236.374	165.679	27.957	219.562	166.253	59.458	220.367	165.660	189.044	153.681	162.039	169.417	154.818	166.012	189.734	134.346	165.986
33313	66.62400	270.956	605.350	172.321	239.101	615.031	170.622	259.741	572.657	170.207	150.770	523.066	165.282	166.839	510.014	166.082	162.015	539.917	165.629	456.038	738.156	165.435	470.826	724.388	165.715	468.672	754.770	165.413	42.191	236.145	165.693	27.469	219.449	166.263	59.093	219.991	165.672	189.175	152.618	162.063	169.505	153.339	166.034	190.216	133.294	166.007
33314	66.62600	270.856	605.307	172.301	238.531	613.329	170.596	261.440	572.081	170.240	151.594	522.731	165.296	167.464	509.485	166.040	163.040	539.452	165.656	455.714	738.029	165.467	470.299	724.045	165.688	468.518	754.467	165.387	41.923	235.942	165.698	27.087	219.407	166.263	58.598	219.575	165.692	189.289	151.553	162.056	169.621	151.849	165.995	190.686	132.137	166.019
33315	66.62800	270.788	605.263	172.312	238.115	611.550	170.626	263.085	571.631	170.251	152.393	522.426	165.359	168.147	508.968	166.140	164.039	538.971	165.621	455.360	737.885	165.495	469.756	723.737	165.668	468.404	754.180	165.368	41.635	235.719	165.676	26.633	219.297	166.272	58.212	219.204	165.686	189.441	150.437	162.070	169.724	150.359	165.957	191.216	131.094	166.004
33316	66.63000	270.741	605.236	172.293	237.760	609.783	170.647	264.902	571.219	170.337	153.193	522.082	165.359	168.749	508.436	166.097	165.085	538.485	165.679	454.994	737.780	165.469	469.196	723.408	165.676	468.288	753.846	165.386	41.331	235.458	165.680	26.265	219.224	166.319	57.817	218.808	165.623	189.572	149.332	162.098	169.881	148.865	165.942	191.690	130.037	165.943
33317	66.63200	270.701	605.212	172.246	237.567	607.932	170.711	266.641	570.900	170.400	154.003	521.766	165.312	169.398	507.929	166.152	166.090	538.013	165.630	454.643	737.681	165.461	468.636	723.066	165.648	468.213	753.524	165.359	41.114	235.242	165.708	25.816	219.165	166.307	57.335	218.424	165.682	189.717	148.237	162.140	170.012	147.396	165.954	192.245	129.016	165.956
33318	66.63400	270.647	605.186	172.228	237.388	606.235	170.716	268.462	570.684	170.403	154.818	521.433	165.390	169.996	507.410	166.064	167.092	537.540	165.642	454.318	737.546	165.506	468.093	722.774	165.632	468.071	753.225	165.355	40.902	235.024	165.703	25.413	219.077	166.310	56.939	218.024	165.670	189.812	147.163	162.125	170.120	145.899	165.962	192.633	127.928	165.995
33319	66.63600	270.599	605.160	172.209	237.379	604.299	170.785	270.328	570.600	170.365	155.632	521.117	165.375	170.627	506.864	166.087	168.146	537.012	165.655	453.952	737.450	165.465	467.510	722.439	165.622	467.986	752.904	165.328	40.614	234.820	165.675	25.069	218.995	166.344	56.574	217.635	165.638	189.893	146.066	162.085	170.252	144.414	165.933	193.215	126.937	165.995
33320	66.63800	270.561	605.108	172.206	237.419	602.560	170.846	272.096	570.602	170.356	156.400	520.775	165.282	171.275	506.371	166.046	169.151	536.565	165.621	453.585	737.315	165.481	466.965	722.145	165.637	467.838	752.557	165.391	40.342	234.579	165.659	24.567	218.940	166.313	56.061	217.265	165.611	190.022	144.956	162.085	170.422	142.924	165.927	193.633	125.899	166.015
33321	66.64000	270.501	605.037	172.231	237.556	600.768	170.780	273.854	570.727	170.413	157.214	520.470	165.346	171.870	505.828	166.102	170.185	536.028	165.680	453.248	737.213	165.421	466.353	721.829	165.599	467.709	752.246	165.349	40.063	234.340	165.642	24.203	218.874	166.342	55.679	216.869	165.597	190.133	143.867	162.163	170.566	141.431	165.923	194.176	124.910	166.070
33322	66.64200	270.464	605.012	172.246	237.772	598.989	170.873	275.740	570.943	170.450	158.020	520.136	165.330	172.504	505.307	166.077	171.158	535.573	165.631	452.857	737.065	165.483	465.807	721.516	165.643	467.513	751.893	165.392	39.866	234.136	165.683	23.793	218.782	166.361	55.220	216.479	165.627	190.301	142.787	162.205	170.707	139.946	165.901	194.687	123.933	166.137
33323	66.64400	270.449	605.012	172.246	238.106	597.221	170.895	277.496	571.246	170.488	158.835	519.794	165.332	173.153	504.813	166.037	172.166	535.036	165.660	452.566	736.961	165.456	465.201	721.205	165.654	467.382	751.562	165.379	39.552	233.892	165.667	23.363	218.755	166.340	54.806	216.134	165.645	190.381	141.714	162.195	170.860	138.475	165.894	195.159	122.911	166.101
33324	66.64600	270.410	604.986	172.229	238.520	595.472	170.956	279.246	571.656	170.534	159.632	519.468	165.301	173.762	504.278	166.077	173.166	534.563	165.674	452.167	736.806	165.499	464.642	720.920	165.656	467.255	751.222	165.349	39.321	233.661	165.665	22.892	218.674	166.287	54.339	215.725	165.585	190.491	140.634	162.206	171.045	136.982	165.865	195.701	121.945	166.132
33325	66.64800	270.372	604.970	172.228	239.042	593.766	170.912	280.979	572.136	170.550	160.504	519.152	165.411	174.369	503.802	166.006	174.151	534.046	165.672	451.837	736.692	165.485	464.081	720.617	165.685	467.125	750.853	165.361	39.074	233.439	165.677	22.531	218.613	166.314	53.889	215.367	165.688	190.610	139.545	162.205	171.248	135.493	165.818	196.138	120.937	166.110
33326	66.65000	270.326	604.935	172.225	239.662	592.078	170.970	282.666	572.731	170.554	161.291	518.781	165.364	174.959	503.242	166.094	175.166	533.535	165.685	451.470	736.584	165.491	463.481	720.313	165.714	467.008	750.519	165.379	38.783	233.199	165.693	22.099	218.537	166.279	53.495	214.986	165.670	190.730	138.477	162.231	171.431	134.030	165.799	196.678	119.999	166.095
33327	66.65200	270.298	604.918	172.257	240.334	590.417	170.985	284.363	573.422	170.611	162.088	518.494	165.335	175.553	502.775	166.038	176.142	533.045	165.669	451.117	736.442	165.487	462.901	720.041	165.670	466.839	750.167	165.394	38.544	232.995	165.700	21.731	218.492	166.266	53.044	214.614	165.632	190.871	137.395	162.246	171.630	132.551	165.789	197.145	119.035	166.075
33328	66.65400	270.260	604.875	172.270	241.135	588.826	170.978	286.036	574.219	170.609	162.868	518.152	165.368	176.180	502.256	166.109	177.167	532.509	165.699	450.775	736.364	165.452	462.327	719.759	165.640	466.717	749.829	165.363	38.289	232.782	165.692	21.308	218.425	166.260	52.599	214.254	165.703	190.969	136.295	162.236	171.860	131.090	165.807	197.637	118.065	166.023
33329	66.65600	270.239	604.848	172.315	241.969	587.244	170.991	287.651	575.094	170.690	163.723	517.837	165.386	176.789	501.789	166.054	178.135	532.020	165.684	450.414	736.219	165.481	461.721	719.466	165.655	466.504	749.452	165.356	38.022	232.538	165.678	20.936	218.367	166.269	52.206	213.882	165.699	191.090	135.221	162.232	172.089	129.624	165.794	198.102	117.130	166.009
33330	66.65800	270.201	604.823	172.298	242.923	585.767	170.982	289.203	576.093	170.712	164.464	517.469	165.341	177.363	501.262	166.048	179.150	531.493	165.699	450.084	736.122	165.471	461.148	719.183	165.626	466.358	749.131	165.329	37.784	232.298	165.696	20.548	218.302	166.263	51.733	213.499	165.663	191.212	134.142	162.249	172.290	128.157	165.803	198.630	116.179	165.984
33331	66.66000	270.180	604.814	172.345	243.980	584.308	171.009	290.661	577.100	170.688	165.304	517.207	165.358	177.989	500.770	166.105	180.130	530.993	165.668	449.700	735.970	165.482	460.557	718.899	165.627	466.216	748.746	165.307	37.542	232.090	165.721	20.109	218.251	166.252	51.282	213.163	165.695	191.342	133.079	162.262	172.549	126.699	165.828	199.068	115.279	165.957
33332	66.66200	270.135	604.787	172.359	245.065	582.894	170.995	292.090	578.230	170.701	166.084	516.847	165.391	178.567	500.284	166.049	181.120	530.449	165.652	449.370	735.860	165.519	459.960	718.625	165.615	466.056	748.356	165.265	37.313	231.862	165.703	19.784	218.200	166.292	50.868	212.767	165.682	191.407	132.003	162.282	172.800	125.231	165.842	199.572	114.351	165.959
33333	66.66400	270.113	604.778	172.373	246.268	581.560	171.005	293.453	579.412	170.749	166.928	516.495	165.378	179.190	499.794	166.076	182.112	529.940	165.668	449.010	735.745	165.506	459.355	718.341	165.616	465.911	748.031	165.271	37.008	231.629	165.667	19.319	218.139	166.233	50.344	212.401	165.687	191.546	130.918	162.270	173.035	123.779	165.851	200.047	113.442	165.901
33334	66.66600	270.083	604.770	172.389	247.485	580.297	170.991	294.743	580.702	170.678	167.733	516.187	165.348	179.809	499.326	166.053	183.087	529.404	165.669	448.659	735.620	165.508	458.726	718.077	165.588	465.716	747.649	165.327	36.777	231.422	165.724	18.977	218.092	166.256	49.995	212.073	165.654	191.653	129.850	162.252	173.298	122.325	165.830	200.516	112.544	165.909
33335	66.66800	270.055	604.751	172.449	248.802	579.103	170.981	295.952	582.033	170.718	168.585	515.882	165.413	180.368	498.815	166.046	184.069	528.878	165.654	448.331	735.515	165.482	458.136	717.824	165.630	465.527	747.278	165.257	36.545	231.190	165.724	18.595	218.032	166.266	49.504	211.690	165.603	191.772	128.785	162.236	173.580	120.902	165.850	200.978	111.644	165.865
33336	66.67000	270.017	604.724	172.462	250.173	577.990	170.964	297.100	583.452	170.732	169.352	515.511	165.399	180.975	498.351	166.057	185.060	528.333	165.670	447.938	735.371	165.509	457.514	717.550	165.616	465.312	746.903	165.250	36.281	230.958	165.722	18.184	217.993	166.234	49.088	211.344	165.687	191.888	127.714	162.241	173.828	119.449	165.832	201.422	110.779	165.859
33337	66.67200	270.010	604.697	172.476	251.605	576.945	170.950	298.179	584.905	170.779	170.128	515.188	165.402	181.509	497.847	166.034	186.018	527.824	165.656	447.602	735.266	165.483	456.940	717.320	165.596	465.156	746.521	165.308	36.055	230.731	165.737	17.823	217.921	166.281	48.646	210.967	165.637	192.009	126.641	162.247	174.080	118.018	165.790	201.888	109.900	165.842
33338	66.67400	269.980	604.688	172.490	253.107	575.972	170.942	299.182	586.457	170.789	170.949	514.899	165.373	182.125	497.402	166.076	187.012	527.261	165.704	447.264	735.139	165.516	456.296	717.053	165.601	464.999	746.166	165.244	35.767	230.514	165.747	17.448	217.879	166.285	48.160	210.611	165.609	192.106	125.576	162.233	174.386	116.591	165.784	202.333	109.045	165.850
33339	66.67600	269.958	604.670	172.519	254.627	575.096	170.957	300.038	587.980	170.778	171.746	514.540	165.438	182.713	496.916	166.054	187.931	526.772	165.660	446.890	735.026	165.471	455.689	716.794	165.623	464.782	745.770	165.264	35.522	230.294	165.759	17.037	217.850	166.266	47.720	210.291	165.603	192.196	124.506	162.241	174.681	115.155	165.766	202.777	108.188	165.858
33340	66.67800	269.921	604.651	172.549	256.191	574.318	170.930	300.831	589.530	170.692	172.557	514.186	165.393	183.279	496.465	166.030	188.941	526.160	165.752	446.528	734.892	165.485	455.068	716.544	165.632	464.566	745.385	165.271	35.266	230.055	165.727	16.676	217.786	166.294	47.278	209.923	165.597	192.343	123.438	162.283	174.958	113.737	165.743	203.194	107.322	165.907
33341	66.68000	269.885	604.641	172.594	257.831	573.602	170.893	301.558	591.177	170.662	173.347	513.906	165.379	183.840	495.967	166.074	189.841	525.683	165.663	446.176	734.767	165.487	454.431	716.315	165.610	464.335	745.019	165.250	35.015	229.830	165.708	16.337	217.760	166.294	46.804	209.580	165.615	192.436	122.734	162.302	175.232	112.710	165.733	203.572	106.810	165.894
33342	66.68200	269.854	604.614	172.606	259.481	572.999	170.877	302.200	592.833	170.618	174.196	513.579	165.412	184.407	495.515	166.050	190.868	525.079	165.772	445.824	734.656	165.442	453.857	716.092	165.608	464.136	744.598	165.251	34.795	229.611	165.705	15.918	217.722	166.261	46.340	209.243	165.600	192.440	123.662	162.393	175.366	113.445	165.696	203.740	107.801	165.701
33343	66.68400	269.855	604.586	172.650	261.155	572.458	170.879	302.728	594.576	170.582	174.932	513.195	165.401	185.019	495.058	166.045	191.744	524.592	165.667	445.470	734.519	165.489	453.197	715.843	165.616	463.954	744.241	165.218	34.484	229.389	165.683	15.553	217.686	166.248	45.908	208.905	165.601	192.464	124.545	162.538	175.474	114.169	165.941	203.913	108.764	165.798
33344	66.68600	269.849	604.540	172.691	262.866	572.033	170.841	303.232	596.283	170.544	175.771	512.889	165.405	185.549	494.574	166.055	192.764	523.989	165.777	445.119	734.403	165.477	452.585	715.605	165.579	463.743	743.833	165.285	34.198	229.184	165.705	15.181	217.661	166.261	45.379	208.538	165.675	192.473	125.416	162.672	175.597	114.893	166.134	204.070	109.733	165.876
33345	66.68800	269.857	604.513	172.705	264.616	571.713	170.809	303.616	598.034	170.527	176.592	512.590	165.392	186.167	494.151	166.018	193.652	523.485	165.642	444.719	734.259	165.504	451.948	715.376	165.557	463.499	743.452	165.230	33.964	228.948	165.706	14.787	217.608	166.252	45.063	208.243	165.716	192.485	126.290	162.754	175.733	115.622	166.308	204.241	110.712	165.915
33346	66.69000	269.818	604.498	172.675	266.315	571.427	170.838	303.891	599.863	170.500	177.408	512.239	165.412	186.729	493.688	166.062	194.662	522.912	165.708	444.399	734.154	165.479	451.334	715.171	165.557	463.277	743.051	165.203	33.717	228.718	165.689	14.412	217.585	166.250	44.500	207.887	165.720	192.496	127.170	162.816	175.834	116.348	166.449	204.401	111.700	165.934
33347	66.69200	269.771	604.507	172.658	268.028	571.339	170.788	304.091	601.644	170.416	178.185	511.859	165.414	187.270	493.236	166.007	195.562	522.351	165.635	444.047	734.039	165.467	450.723	714.937	165.572	463.060	742.634	165.253	33.465	228.518	165.695	14.053	217.553	166.234	44.079	207.560	165.735	192.510	128.036	162.835	175.956	117.070	166.558	204.573	112.694	165.935
33348	66.69400	269.750	604.514	172.704	269.912	571.301	170.801	304.175	603.435	170.288	179.042	511.597	165.371	187.888	492.814	165.971	196.553	521.806	165.654	443.693	733.925	165.453	450.070	714.723	165.585	462.872	742.255	165.168	33.225	228.285	165.695	13.719	217.519	166.268	43.612	207.223	165.769	192.523	128.915	162.815	176.089	117.804	166.629	204.736	113.673	165.892
33349	66.69600	269.775	604.526	172.795	271.750	571.322	170.828	304.254	605.304	170.349	179.842	511.255	165.375	188.396	492.320	165.997	197.448	521.253	165.628	443.366	733.800	165.456	449.457	714.517	165.588	462.609	741.822	165.214	32.947	228.062	165.724	13.349	217.485	166.254	43.151	206.887	165.769	192.540	129.799	162.775	176.203	118.550	166.660	204.912	114.675	165.823
33350	66.69800	269.829	604.523	172.824	273.500	571.459	170.750	304.116	607.064	170.264	180.613	510.880	165.412	189.009	491.918	165.993	198.415	520.700	165.633	442.997	733.665	165.470	448.818	714.293	165.615	462.356	741.445	165.209	32.745	227.822	165.695	13.021	217.468	166.249	42.717	206.565	165.668	192.557	130.674	162.724	176.333	119.285	166.680	205.045	115.658	165.761
33351	66.70000	269.836	604.525	172.794	275.269	571.704	170.712	304.004	608.917	170.298	181.417	510.572	165.384	189.545	491.467	166.002	199.328	520.129	165.637	442.645	733.551	165.458	448.167	714.063	165.594	462.127	741.054	165.169	32.503	227.588	165.696	12.669	217.427	166.253	42.201	206.267	165.668	192.556	131.545	162.694	176.431	120.029	166.575	205.171	116.639	165.857
33352	66.70200	269.875	604.526	172.796	277.040	572.028	170.725	303.690	610.720	170.205	182.270	510.291	165.371	190.113	491.021	166.015	200.285	519.594	165.613	442.276	733.406	165.487	447.550	713.868	165.552	461.866	740.622	165.185	32.252	227.373	165.657	12.323	217.393	166.239	41.787	205.919	165.643	192.606	132.408	162.632	176.494	120.758	166.477	205.285	117.611	165.889
33353	66.70400	269.874	604.534	172.780	278.780	572.474	170.709	303.317	612.556	170.179	183.055	509.905	165.392	190.686	490.616	165.978	201.191	519.014	165.633	441.948	733.294	165.443	446.927	713.702	165.526	461.651	740.246	165.180	31.980	227.140	165.657	11.964	217.372	166.202	41.373	205.571	165.602	192.628	133.268	162.538	176.591	121.507	166.354	205.409	118.593	165.934
33354	66.70600	269.849	604.551	172.748	280.512	573.017	170.682	302.844	614.323	170.152	183.872	509.564	165.429	191.257	490.175	166.004	202.120	518.478	165.639	441.587	733.167	165.476	446.322	713.523	165.516	461.388	739.812	165.227	31.752	226.914	165.639	11.678	217.332	166.242	40.890	205.287	165.599	192.619	134.124	162.464	176.666	122.259	166.178	205.514	119.566	165.968
33355	66.70800	269.849	604.576	172.764	282.192	573.604	170.704	302.303	616.071	170.124	184.713	509.274	165.370	191.805	489.745	165.985	203.032	517.879	165.629	441.250	733.052	165.463	445.650	713.324	165.536	461.099	739.406	165.151	31.527	226.688	165.670	11.270	217.302	166.175	40.419	204.972	165.561	192.656	135.001	162.365	176.770	123.002	165.992	205.632	120.552	165.994
33356	66.71000	269.841	604.610	172.765	283.818	574.314	170.669	301.631	617.817	170.126	185.482	508.951	165.375	192.368	489.323	166.011	203.938	517.354	165.651	440.868	732.927	165.465	445.003	713.117	165.567	460.866	739.000	165.188	31.317	226.481	165.680	10.944	217.314	166.177	39.937	204.682	165.592	192.686	135.878	162.267	176.849	123.742	165.857	205.722	121.530	166.009
33357	66.71200	269.841	604.627	172.766	285.429	575.102	170.651	300.891	619.512	170.097	186.276	508.572	165.410	192.951	488.929	165.960	204.880	516.765	165.628	440.530	732.792	165.481	444.397	712.944	165.608	460.613	738.585	165.209	31.050	226.261	165.692	10.631	217.263	166.203	39.460	204.321	165.621	192.699	136.753	162.273	176.947	124.475	165.711	205.837	122.503	166.046
33358	66.71400	269.824	604.662	172.736	286.987	575.979	170.639	300.051	621.187	170.098	187.099	508.249	165.416	193.451	488.477	165.938	205.769	516.203	165.619	440.170	732.668	165.482	443.732	712.785	165.569	460.298	738.157	165.192	30.802	226.048	165.686	10.347	217.238	166.239	39.154	204.056	165.669	192.716	137.620	162.300	177.042	125.217	165.662	205.989	123.472	166.051
