NO_OF_FRAMES	679
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-19, 18:16:09.423	778303.86227310
DATA_INCLUDED	3D
MARKER_NAMES	v24-0g	h62-9g
TRAJECTORY_TYPES	Mixed	Measured
2034	4.06600	323.603	196.216	371.293	344.056	795.287	372.577
2035	4.06800	323.625	196.728	371.309	344.014	794.462	372.583
2036	4.07000	323.649	197.266	371.332	343.994	793.630	372.576
2037	4.07200	323.663	197.797	371.369	343.975	792.812	372.600
2038	4.07400	323.689	198.313	371.413	343.948	791.994	372.624
2039	4.07600	323.709	198.857	371.420	343.922	791.162	372.620
2040	4.07800	323.739	199.379	371.448	343.902	790.330	372.616
2041	4.08000	323.739	199.899	371.451	343.855	789.504	372.627
2042	4.08200	323.773	200.415	371.496	343.818	788.666	372.612
2043	4.08400	323.824	200.931	371.473	343.792	787.826	372.596
2044	4.08600	323.884	201.452	371.479	343.758	786.971	372.575
2045	4.08800	323.936	201.961	371.448	343.720	786.123	372.572
2046	4.09000	323.992	202.479	371.427	343.648	785.292	372.548
2047	4.09200	324.019	202.975	371.359	343.616	784.446	372.521
2048	4.09400	324.040	203.458	371.322	343.589	783.583	372.489
2049	4.09600	324.068	203.954	371.254	343.534	782.740	372.501
2050	4.09800	324.089	204.437	371.218	343.529	781.869	372.482
2051	4.10000	324.124	204.939	371.203	343.488	781.005	372.452
2052	4.10200	324.161	205.440	371.187	343.432	780.155	372.451
2053	4.10400	324.181	205.938	371.215	343.406	779.298	372.437
2054	4.10600	324.196	206.450	371.211	343.342	778.459	372.401
2055	4.10800	324.229	206.962	371.232	343.310	777.625	372.408
2056	4.11000	324.239	207.477	371.255	343.269	776.786	372.376
2057	4.11200	324.270	208.003	371.245	343.235	775.969	372.362
2058	4.11400	324.294	208.517	371.268	343.182	775.143	372.360
2059	4.11600	324.301	209.037	371.275	343.144	774.319	372.335
