NO_OF_FRAMES	924
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-19, 18:12:30.666	778085.10577200
DATA_INCLUDED	3D
MARKER_NAMES	v24-0g	h62-9g
TRAJECTORY_TYPES	Mixed	Measured
1498	2.99400	325.846	259.746	371.251	345.208	835.677	372.904
1499	2.99600	325.841	260.153	371.239	345.198	835.090	372.913
1500	2.99800	325.827	260.558	371.294	345.179	834.472	372.911
1501	3.00000	325.835	260.981	371.278	345.189	833.879	372.907
1502	3.00200	325.821	261.391	371.292	345.171	833.298	372.931
1503	3.00400	325.815	261.798	371.281	345.160	832.695	372.937
1504	3.00600	325.757	262.185	371.316	345.156	832.092	372.942
1505	3.00800	325.758	262.599	371.289	345.138	831.495	372.898
1506	3.01000	325.737	262.996	371.242	345.134	830.898	372.920
1507	3.01200	325.725	263.400	371.204	345.123	830.282	372.896
1508	3.01400	325.732	263.806	371.169	345.104	829.703	372.897
1509	3.01600	325.734	264.206	371.173	345.114	829.096	372.865
1510	3.01800	325.755	264.613	371.163	345.088	828.492	372.871
1511	3.02000	325.782	265.014	371.169	345.084	827.891	372.855
1512	3.02200	325.789	265.433	371.196	345.066	827.297	372.852
1513	3.02400	325.839	265.841	371.187	345.048	826.693	372.860
1514	3.02600	325.894	266.267	371.200	345.057	826.089	372.870
1515	3.02800	325.976	266.694	371.214	345.011	825.503	372.858
1516	3.03000	326.065	267.137	371.223	345.043	824.890	372.880
1517	3.03200	326.124	267.560	371.210	345.009	824.288	372.862
1518	3.03400	326.152	267.976	371.212	345.013	823.694	372.864
1519	3.03600	326.195	268.384	371.203	344.994	823.083	372.860
1520	3.03800	326.226	268.791	371.194	345.005	822.487	372.862
1521	3.04000	326.254	269.185	371.217	344.987	821.892	372.863
1522	3.04200	326.284	269.584	371.198	344.990	821.284	372.836
1523	3.04400	326.326	269.998	371.175	344.957	820.675	372.807
1524	3.04600	326.343	270.383	371.186	344.953	820.088	372.798
1525	3.04800	326.393	270.781	371.168	344.936	819.489	372.762
1526	3.05000	326.405	271.190	371.162	344.925	818.900	372.780
1527	3.05200	326.413	271.582	371.159	344.913	818.293	372.728
1528	3.05400	326.471	271.983	371.167	344.889	817.713	372.736
1529	3.05600	326.464	272.384	371.175	344.870	817.088	372.705
1530	3.05800	326.477	272.783	371.158	344.852	816.514	372.729
1531	3.06000	326.500	273.184	371.166	344.842	815.927	372.724
1532	3.06200	326.495	273.576	371.164	344.801	815.321	372.738
1533	3.06400	326.500	273.967	371.137	344.755	814.711	372.712
1534	3.06600	326.503	274.365	371.119	344.751	814.121	372.734
1535	3.06800	326.496	274.781	371.098	344.698	813.518	372.724
1536	3.07000	326.488	275.189	371.092	344.686	812.921	372.729
1537	3.07200	326.503	275.590	371.102	344.648	812.324	372.736
1538	3.07400	326.491	276.014	371.091	344.609	811.720	372.728
1539	3.07600	326.525	276.427	371.139	344.604	811.123	372.735
1540	3.07800	326.546	276.854	371.155	344.580	810.529	372.718
1541	3.08000	326.567	277.271	371.162	344.523	809.925	372.713
1542	3.08200	326.581	277.691	371.194	344.470	809.305	372.701
1543	3.08400	326.636	278.130	371.249	344.467	808.704	372.672
1544	3.08600	326.666	278.546	371.254	344.421	808.100	372.665
1545	3.08800	326.666	278.939	371.255	344.418	807.487	372.672
1546	3.09000	326.682	279.340	371.265	344.371	806.882	372.665
1547	3.09200	326.720	279.748	371.260	344.344	806.267	372.699
1548	3.09400	326.720	280.141	371.261	344.304	805.662	372.694
1549	3.09600	326.722	280.549	371.257	344.315	805.056	372.717
1550	3.09800	326.731	280.941	371.257	344.289	804.453	372.688
1551	3.10000	326.739	281.349	371.253	344.265	803.869	372.729
1552	3.10200	326.727	281.750	371.264	344.239	803.241	372.706
1553	3.10400	326.715	282.157	371.235	344.214	802.652	372.708
1554	3.10600	326.702	282.557	371.221	344.189	802.056	372.696
1555	3.10800	326.688	282.954	371.182	344.129	801.451	372.693
1556	3.11000	326.654	283.352	371.142	344.084	800.858	372.656
1557	3.11200	326.648	283.743	371.118	344.046	800.259	372.671
1558	3.11400	326.642	284.143	371.105	344.007	799.650	372.630
1559	3.11600	326.629	284.551	371.103	343.984	799.062	372.609
1560	3.11800	326.638	284.953	371.115	343.905	798.484	372.578
1561	3.12000	326.646	285.354	371.128	343.882	797.890	372.544
1562	3.12200	326.646	285.757	371.142	343.855	797.307	372.562
1563	3.12400	326.662	286.165	371.140	343.838	796.717	372.569
1564	3.12600	326.692	286.569	371.179	343.806	796.111	372.570
1565	3.12800	326.700	286.962	371.182	343.817	795.505	372.574
1566	3.13000	326.722	287.370	371.181	343.792	794.924	372.570
1567	3.13200	326.766	287.772	371.195	343.768	794.318	372.572
1568	3.13400	326.802	288.165	371.199	343.749	793.719	372.590
1569	3.13600	326.825	288.564	371.187	343.745	793.115	372.569
1570	3.13800	326.861	288.957	371.191	343.735	792.515	372.588
1571	3.14000	326.870	289.357	371.180	343.717	791.902	372.577
1572	3.14200	326.914	289.727	371.203	343.713	791.312	372.586
1573	3.14400	326.950	290.120	371.208	343.687	790.707	372.565
1574	3.14600	326.980	290.510	371.186	343.683	790.094	372.556
1575	3.14800	327.053	290.896	371.205	343.678	789.489	372.536
1576	3.15000	327.068	291.296	371.195	343.661	788.892	372.532
1577	3.15200	327.082	291.690	371.201	343.642	788.271	372.509
1578	3.15400	327.096	292.083	371.206	343.630	787.673	372.504
1579	3.15600	327.160	292.460	371.216	343.620	787.069	372.487
1580	3.15800	327.171	292.878	371.204	343.587	786.468	372.508
1581	3.16000	327.170	293.256	371.214	343.583	785.863	372.491
1582	3.16200	327.190	293.650	371.221	343.543	785.265	372.488
1583	3.16400	327.176	294.049	371.186	343.555	784.642	372.493
1584	3.16600	327.186	294.469	371.201	343.507	784.057	372.519
1585	3.16800	327.167	294.860	371.181	343.496	783.452	372.504
1586	3.17000	327.158	295.269	371.159	343.472	782.844	372.513
1587	3.17200	327.173	295.669	371.150	343.474	782.232	372.484
1588	3.17400	327.175	296.071	371.167	343.443	781.640	372.498
1589	3.17600	327.183	296.474	371.185	343.417	781.012	372.464
1590	3.17800	327.177	296.867	371.192	343.414	780.420	372.480
1591	3.18000	327.228	297.262	371.224	343.373	779.811	372.400
1592	3.18200	327.260	297.661	371.215	343.362	779.212	372.401
1593	3.18400	327.290	298.065	371.259	343.359	778.606	372.389
1594	3.18600	327.321	298.458	371.266	343.334	778.032	372.384
1595	3.18800	327.371	298.842	371.263	343.316	777.410	372.367
1596	3.19000	327.396	299.235	371.270	343.327	776.818	372.386
1597	3.19200	327.403	299.629	371.278	343.258	776.213	372.347
