NO_OF_FRAMES	5109
NO_OF_CAMERAS	2
NO_OF_MARKERS	1
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-19, 17:47:04.103	776558.54607480
DATA_INCLUDED	3D
MARKER_NAMES	h62-9g
TRAJECTORY_TYPES	Measured
401	0.80000	349.878	957.496	374.694
402	0.80200	349.847	957.493	374.758
403	0.80400	349.891	957.444	374.725
404	0.80600	349.878	957.425	374.743
405	0.80800	349.852	957.407	374.760
406	0.81000	349.832	957.368	374.754
407	0.81200	349.870	957.344	374.760
408	0.81400	349.845	957.315	374.744
409	0.81600	349.830	957.296	374.763
410	0.81800	349.843	957.247	374.727
411	0.82000	349.854	957.214	374.741
412	0.82200	349.800	957.192	374.784
413	0.82400	349.807	957.157	374.755
414	0.82600	349.806	957.113	374.735
415	0.82800	349.804	957.080	374.747
416	0.83000	349.803	957.047	374.759
417	0.83200	349.791	957.012	374.729
418	0.83400	349.789	956.974	374.724
419	0.83600	349.784	956.961	374.759
420	0.83800	349.777	956.933	374.786
421	0.84000	349.764	956.898	374.755
422	0.84200	349.771	956.860	374.751
423	0.84400	349.757	956.830	374.736
424	0.84600	349.756	956.797	374.749
425	0.84800	349.737	956.784	374.782
426	0.85000	349.724	956.756	374.809
427	0.85200	349.750	956.721	374.780
428	0.85400	349.724	956.688	374.791
429	0.85600	349.698	956.649	374.784
430	0.85800	349.717	956.626	374.788
431	0.86000	349.749	956.582	374.770
432	0.86200	349.723	956.563	374.787
433	0.86400	349.729	956.525	374.783
434	0.86600	349.729	956.506	374.802
435	0.86800	349.729	956.468	374.797
436	0.87000	349.727	956.433	374.768
437	0.87200	349.729	956.416	374.828
438	0.87400	349.741	956.361	374.776
439	0.87600	349.733	956.327	374.746
440	0.87800	349.759	956.294	374.759
441	0.88000	349.765	956.250	374.739
442	0.88200	349.715	956.236	374.770
443	0.88400	349.739	956.198	374.767
444	0.88600	349.740	956.165	374.778
445	0.88800	349.752	956.121	374.759
446	0.89000	349.714	956.102	374.774
447	0.89200	349.726	956.074	374.803
448	0.89400	349.744	956.031	374.784
449	0.89600	349.745	956.007	374.786
450	0.89800	349.751	955.970	374.824
451	0.90000	349.726	955.946	374.824
452	0.90200	349.719	955.912	374.835
453	0.90400	349.757	955.863	374.802
454	0.90600	349.744	955.835	374.829
455	0.90800	349.763	955.801	374.799
456	0.91000	349.758	955.782	374.817
457	0.91200	349.772	955.744	374.812
458	0.91400	349.785	955.715	374.798
459	0.91600	349.819	955.696	374.817
460	0.91800	349.800	955.652	374.795
461	0.92000	349.831	955.612	374.751
462	0.92200	349.838	955.590	374.795
463	0.92400	349.807	955.551	374.788
464	0.92600	349.831	955.518	374.801
465	0.92800	349.876	955.464	374.752
466	0.93000	349.852	955.456	374.800
467	0.93200	349.863	955.401	374.748
468	0.93400	349.864	955.378	374.793
469	0.93600	349.838	955.345	374.802
470	0.93800	349.870	955.301	374.783
471	0.94000	349.870	955.252	374.747
472	0.94200	349.876	955.224	374.775
473	0.94400	349.850	955.175	374.736
474	0.94600	349.888	955.146	374.726
475	0.94800	349.862	955.113	374.735
476	0.95000	349.837	955.090	374.778
477	0.95200	349.836	955.035	374.725
478	0.95400	349.848	955.002	374.738
479	0.95600	349.835	954.958	374.716
480	0.95800	349.802	954.930	374.743
481	0.96000	349.795	954.897	374.754
482	0.96200	349.801	954.853	374.735
483	0.96400	349.820	954.815	374.732
484	0.96600	349.793	954.787	374.759
485	0.96800	349.715	954.732	374.699
486	0.97000	349.798	954.694	374.703
487	0.97200	349.810	954.655	374.699
488	0.97400	349.827	954.597	374.675
489	0.97600	349.802	954.578	374.692
490	0.97800	349.748	954.537	374.754
491	0.98000	349.785	954.483	374.704
492	0.98200	349.683	954.465	374.756
493	0.98400	349.766	954.416	374.726
494	0.98600	349.745	954.394	374.770
495	0.98800	349.771	954.350	374.751
496	0.99000	349.770	954.300	374.714
497	0.99200	349.726	954.283	374.771
498	0.99400	349.712	954.250	374.782
499	0.99600	349.713	954.197	374.771
500	0.99800	349.705	954.167	374.757
501	1.00000	349.699	954.139	374.785
502	1.00200	349.685	954.095	374.763
503	1.00400	349.582	954.062	374.767
504	1.00600	349.704	953.997	374.692
505	1.00800	349.664	953.960	374.726
506	1.01000	349.632	953.941	374.743
507	1.01200	349.605	953.866	374.665
508	1.01400	349.631	953.849	374.728
509	1.01600	349.681	953.786	374.689
510	1.01800	349.592	953.757	374.709
511	1.02000	349.693	953.692	374.633
512	1.02200	349.674	953.670	374.675
513	1.02400	349.578	953.627	374.688
514	1.02600	349.635	953.567	374.623
515	1.02800	349.666	953.534	374.639
516	1.03000	349.589	953.500	374.644
517	1.03200	349.582	953.462	374.639
518	1.03400	349.640	953.430	374.698
519	1.03600	349.646	953.376	374.645
520	1.03800	349.678	953.363	374.683
521	1.04000	349.575	953.329	374.687
522	1.04200	349.652	953.285	374.672
523	1.04400	349.633	953.241	374.649
524	1.04600	349.639	953.219	374.694
525	1.04800	349.638	953.170	374.658
526	1.05000	349.644	953.132	374.696
527	1.05200	349.625	953.105	374.722
528	1.05400	349.649	953.050	374.672
529	1.05600	349.612	953.027	374.712
530	1.05800	349.637	952.983	374.694
531	1.06000	349.644	952.956	374.722
532	1.06200	349.674	952.897	374.698
533	1.06400	349.650	952.869	374.723
534	1.06600	349.669	952.836	374.737
535	1.06800	349.675	952.783	374.726
536	1.07000	349.713	952.745	374.725
537	1.07200	349.712	952.690	374.672
538	1.07400	349.726	952.664	374.742
539	1.07600	349.720	952.620	374.721
540	1.07800	349.725	952.576	374.702
541	1.08000	349.712	952.522	374.690
542	1.08200	349.731	952.484	374.686
543	1.08400	349.738	952.445	374.682
544	1.08600	349.692	952.417	374.707
545	1.08800	349.698	952.368	374.671
546	1.09000	349.685	952.341	374.740
547	1.09200	349.711	952.281	374.672
548	1.09400	349.717	952.234	374.678
549	1.09600	349.704	952.200	374.689
550	1.09800	349.723	952.146	374.637
551	1.10000	349.709	952.118	374.664
552	1.10200	349.690	952.075	374.684
553	1.10400	349.690	952.036	374.679
554	1.10600	349.696	951.989	374.685
555	1.10800	349.695	951.945	374.665
556	1.11000	349.715	951.902	374.687
557	1.11200	349.696	951.874	374.713
558	1.11400	349.747	951.820	374.664
559	1.11600	349.727	951.783	374.700
560	1.11800	349.753	951.748	374.670
561	1.12000	349.773	951.709	374.667
562	1.12200	349.758	951.678	374.722
563	1.12400	349.757	951.612	374.637
564	1.12600	349.759	951.590	374.679
565	1.12800	349.635	951.541	374.677
566	1.13000	349.743	951.494	374.691
567	1.13200	349.748	951.450	374.671
568	1.13400	349.698	951.407	374.688
569	1.13600	349.704	951.358	374.652
570	1.13800	349.671	951.331	374.720
571	1.14000	349.677	951.267	374.677
572	1.14200	349.658	951.239	374.704
573	1.14400	349.670	951.186	374.694
574	1.14600	349.675	951.133	374.683
575	1.14800	349.598	951.074	374.650
576	1.15000	349.630	951.035	374.649
577	1.15200	349.648	950.966	374.591
578	1.15400	349.609	950.940	374.658
579	1.15600	349.628	950.901	374.656
580	1.15800	349.621	950.842	374.628
581	1.16000	349.550	950.799	374.644
582	1.16200	349.652	950.756	374.632
583	1.16400	349.639	950.708	374.636
584	1.16600	349.619	950.675	374.647
585	1.16800	349.612	950.621	374.635
586	1.17000	349.541	950.584	374.667
587	1.17200	349.618	950.530	374.621
588	1.17400	349.636	950.493	374.660
589	1.17600	349.623	950.443	374.622
590	1.17800	349.642	950.412	374.677
591	1.18000	349.565	950.352	374.644
592	1.18200	349.616	950.316	374.686
593	1.18400	349.621	950.266	374.650
594	1.18600	349.525	950.218	374.648
595	1.18800	349.582	950.181	374.690
596	1.19000	349.588	950.148	374.703
597	1.19200	349.588	950.100	374.708
598	1.19400	349.555	950.052	374.711
599	1.19600	349.580	949.999	374.702
600	1.19800	349.567	949.949	374.665
601	1.20000	349.587	949.896	374.654
602	1.20200	349.560	949.848	374.657
603	1.20400	349.605	949.789	374.635
604	1.20600	349.604	949.751	374.631
