NO_OF_FRAMES	1310
NO_OF_CAMERAS	2
NO_OF_MARKERS	1
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-19, 21:24:14.685	789589.04338150
DATA_INCLUDED	3D
TITLE	Luftmostståndspåverkan av energi 62.1 g #1
MARKER_NAMES	h62_1g
COLLISION_TIME	0
TRAJECTORY_TYPES	Mixed
712	1.42200	356.578	987.285	374.160
713	1.42400	356.587	986.531	374.106
714	1.42600	356.519	985.777	374.136
715	1.42800	356.534	985.032	374.118
716	1.43000	356.506	984.283	374.124
717	1.43200	356.441	983.507	374.043
718	1.43400	356.442	982.773	374.103
719	1.43600	356.472	982.042	374.137
720	1.43800	356.324	981.250	373.963
721	1.44000	356.318	980.517	373.954
722	1.44200	356.312	979.766	373.922
723	1.44400	356.301	979.038	373.931
724	1.44600	356.283	978.295	373.890
725	1.44800	356.262	977.558	373.910
726	1.45000	356.148	976.798	373.771
727	1.45200	356.248	976.092	373.898
728	1.45400	356.334	975.390	374.042
729	1.45600	356.212	974.615	373.897
730	1.45800	356.209	973.877	373.920
731	1.46000	356.195	973.139	373.941
732	1.46200	356.171	972.415	373.971
733	1.46400	356.092	971.625	373.867
734	1.46600	356.069	970.900	373.896
735	1.46800	356.055	970.146	373.871
736	1.47000	356.025	969.401	373.878
737	1.47200	356.030	968.651	373.872
738	1.47400	355.982	967.900	373.820
739	1.47600	355.974	967.144	373.798
740	1.47800	355.959	966.383	373.758
741	1.48000	355.939	965.623	373.762
742	1.48200	356.025	964.850	373.657
743	1.48400	355.980	964.103	373.667
744	1.48600	355.948	963.368	373.711
745	1.48800	356.028	962.584	373.617
746	1.49000	356.029	961.842	373.606
747	1.49200	355.975	961.120	373.657
748	1.49400	355.808	960.363	373.522
749	1.49600	355.922	959.647	373.603
750	1.49800	355.820	958.954	373.671
751	1.50000	355.799	958.222	373.588
752	1.50200	355.657	957.476	373.528
753	1.50400	355.628	956.721	373.486
754	1.50600	355.697	955.965	373.411
755	1.50800	355.704	955.220	373.406
756	1.51000	355.660	954.497	373.463
757	1.51200	355.616	953.759	373.512
758	1.51400	355.626	953.034	373.532
759	1.51600	355.624	952.283	373.512
760	1.51800	355.590	951.544	373.564
761	1.52000	355.672	950.776	373.460
762	1.52200	355.595	950.046	373.500
763	1.52400	355.589	949.289	373.465
764	1.52600	355.571	948.530	373.388
765	1.52800	355.565	947.800	373.435
766	1.53000	355.611	947.010	373.309
767	1.53200	355.488	946.230	373.202
768	1.53400	355.483	945.499	373.251
769	1.53600	355.562	944.773	373.322
770	1.53800	355.602	944.006	373.303
771	1.54000	355.505	943.219	373.185
772	1.54200	355.499	942.482	373.220
773	1.54400	355.547	941.751	373.275
774	1.54600	355.463	940.984	373.181
775	1.54800	355.451	940.230	373.168
776	1.55000	355.465	939.494	373.139
777	1.55200	355.495	938.732	373.176
778	1.55400	355.529	937.979	373.100
779	1.55600	355.531	937.243	373.071
780	1.55800	355.526	936.502	373.067
781	1.56000	355.514	935.756	373.048
782	1.56200	355.495	935.026	373.077
783	1.56400	355.503	934.280	373.061
784	1.56600	355.517	933.541	373.104
785	1.56800	355.571	932.761	372.995
786	1.57000	355.546	932.041	373.058
787	1.57200	355.520	931.294	373.041
788	1.57400	355.508	930.569	373.091
789	1.57600	355.502	929.827	373.093
790	1.57800	355.492	929.062	373.028
791	1.58000	355.559	928.303	372.988
792	1.58200	355.494	927.560	372.988
793	1.58400	355.442	926.795	372.924
794	1.58600	355.462	926.014	372.860
795	1.58800	355.484	925.294	372.932
796	1.59000	355.424	924.507	372.847
797	1.59200	355.405	923.735	372.773
798	1.59400	355.406	922.993	372.822
799	1.59600	355.394	922.240	372.839
800	1.59800	355.409	921.496	372.848
801	1.60000	355.390	920.751	372.856
802	1.60200	355.371	919.999	372.807
803	1.60400	355.352	919.263	372.807
804	1.60600	355.299	918.525	372.763
805	1.60800	355.273	917.810	372.788
806	1.61000	355.268	917.072	372.749
807	1.61200	355.229	916.347	372.781
808	1.61400	355.216	915.614	372.759
809	1.61600	355.177	914.883	372.777
810	1.61800	355.185	914.143	372.809
811	1.62000	355.104	913.412	372.762
812	1.62200	355.052	912.698	372.830
813	1.62400	355.046	911.949	372.805
814	1.62600	354.939	911.223	372.842
815	1.62800	354.947	910.457	372.771
816	1.63000	354.839	909.689	372.762
817	1.63200	354.881	908.957	372.790
818	1.63400	354.862	908.186	372.744
819	1.63600	354.748	907.407	372.635
820	1.63800	354.742	906.636	372.592
821	1.64000	354.791	905.903	372.623
822	1.64200	354.691	905.125	372.557
823	1.64400	354.699	904.375	372.538
824	1.64600	354.666	903.620	372.541
