NO_OF_FRAMES	1266
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-10-19, 20:40:05.330	786939.70498170
DATA_INCLUDED	3D
TITLE	Bevaring av energi i en dimension 31.4 g vs 62.1 g #1
MARKER_NAMES	v31_4g	h62_1g
COLLISION_TIME	1.25
TRAJECTORY_TYPES	Mixed	Measured
2476	4.95000	325.429	146.304	373.465	354.792	928.680	373.098
2477	4.95200	325.417	146.908	373.470	354.767	928.124	373.127
2478	4.95400	325.425	147.519	373.459	354.763	927.550	373.110
2479	4.95600	325.441	148.154	373.383	354.725	926.993	373.138
2480	4.95800	325.415	148.719	373.529	354.741	926.404	373.117
2481	4.96000	325.430	149.360	373.437	354.716	925.839	373.090
2482	4.96200	325.440	149.989	373.447	354.698	925.291	373.112
2483	4.96400	325.417	150.623	373.416	354.660	924.717	373.095
2484	4.96600	325.435	151.248	373.400	354.601	924.196	373.091
2485	4.96800	325.467	151.844	373.466	354.535	923.631	373.068
2486	4.97000	325.476	152.480	373.462	354.504	923.077	373.074
2487	4.97200	325.466	153.129	373.426	354.419	922.514	373.020
2488	4.97400	325.395	153.807	373.283	354.455	921.966	373.048
2489	4.97600	325.477	154.398	373.392	354.423	921.398	372.982
2490	4.97800	325.366	155.071	373.267	354.372	920.857	373.065
2491	4.98000	325.404	155.713	373.180	354.314	920.281	372.939
2492	4.98200	325.382	156.319	373.191	354.357	919.770	373.038
2493	4.98400	325.414	156.916	373.191	354.205	919.184	372.916
2494	4.98600	325.421	157.540	373.154	354.308	918.661	372.988
2495	4.98800	325.445	158.152	373.149	354.191	918.100	372.973
2496	4.99000	325.555	158.686	373.312	354.227	917.551	373.002
2497	4.99200	325.460	159.347	373.223	354.129	916.978	372.959
2498	4.99400	325.585	159.926	373.299	354.111	916.411	372.936
2499	4.99600	325.611	160.611	373.168	354.094	915.867	372.978
2500	4.99800	325.665	161.183	373.236	354.076	915.306	372.973
2501	5.00000	325.644	161.853	373.158	354.066	914.744	372.968
2502	5.00200	325.803	162.436	373.331	354.028	914.168	372.956
2503	5.00400	325.704	163.136	373.148	354.017	913.612	372.968
2504	5.00600	325.758	163.792	373.170	354.006	913.050	372.964
2505	5.00800	325.749	164.425	373.121	354.002	912.483	372.946
2506	5.01000	325.755	165.094	373.044	353.984	911.936	372.949
2507	5.01200	325.762	165.726	373.065	353.953	911.383	372.935
2508	5.01400	325.920	166.292	373.175	353.908	910.804	372.885
2509	5.01600	325.934	166.912	373.160	353.843	910.266	372.880
2510	5.01800	325.807	167.580	373.035	353.832	909.707	372.854
2511	5.02000	325.837	168.184	373.026	353.828	909.156	372.886
2512	5.02200	325.987	168.726	373.135	353.722	908.597	372.860
2513	5.02400	326.075	169.282	373.280	353.596	908.059	372.787
2514	5.02600	325.995	169.927	373.178	353.625	907.514	372.837
2515	5.02800	326.003	170.532	373.171	353.540	906.925	372.728
2516	5.03000	326.004	171.137	373.164	353.536	906.359	372.756
2517	5.03200	326.021	171.738	373.199	353.545	905.810	372.833
2518	5.03400	326.021	172.387	373.149	353.460	905.239	372.773
2519	5.03600	326.028	172.999	373.196	353.449	904.654	372.752
2520	5.03800	326.022	173.686	373.005	353.452	904.100	372.744
2521	5.04000	326.065	174.354	372.977	353.414	903.540	372.718
2522	5.04200	326.078	175.000	372.971	353.410	902.982	372.737
2523	5.04400	326.092	175.631	372.971	353.406	902.422	372.713
2524	5.04600	326.107	176.259	372.945	353.382	901.868	372.705
2525	5.04800	326.123	176.867	372.968	353.371	901.309	372.723
2526	5.05000	326.139	177.501	372.926	353.361	900.755	372.715
2527	5.05200	326.280	178.047	373.066	353.350	900.209	372.699
2528	5.05400	326.304	178.625	373.101	353.346	899.648	372.677
2529	5.05600	326.337	179.219	373.132	353.336	899.093	372.670
2530	5.05800	326.366	179.822	373.173	353.311	898.538	372.664
2531	5.06000	326.344	180.420	373.162	353.314	897.985	372.700
2532	5.06200	326.242	181.089	373.045	353.304	897.430	372.695
2533	5.06400	326.398	181.669	373.132	353.293	896.884	372.681
2534	5.06600	326.428	182.304	373.094	353.296	896.319	372.686
2535	5.06800	326.442	182.952	373.025	353.299	895.754	372.693
2536	5.07000	326.316	183.638	372.904	353.295	895.204	372.705
2537	5.07200	326.472	184.231	372.961	353.264	894.654	372.715
2538	5.07400	326.472	184.863	372.967	353.267	894.083	372.706
2539	5.07600	326.503	185.501	372.888	353.283	893.539	372.736
2540	5.07800	326.502	186.131	372.869	353.239	892.980	372.690
